NUTS_ID,CNTR_CODE,NUTS_NAME,NAME_LATN
DE213,DE,"Rosenheim, Kreisfreie Stadt","Rosenheim, Kreisfreie Stadt"
DE214,DE,Altötting,Altötting
DE215,DE,Berchtesgadener Land,Berchtesgadener Land
DE216,DE,Bad Tölz-Wolfratshausen,Bad Tölz-Wolfratshausen
DE217,DE,Dachau,Dachau
DE218,DE,Ebersberg,Ebersberg
DE219,DE,Eichstätt,Eichstätt
DE21A,DE,Erding,Erding
DE21B,DE,Freising,Freising
DE21C,DE,Fürstenfeldbruck,Fürstenfeldbruck
DE21D,DE,Garmisch-Partenkirchen,Garmisch-Partenkirchen
DE21E,DE,Landsberg a. Lech,Landsberg a. Lech
DE21F,DE,Miesbach,Miesbach
DE21G,DE,Mühldorf a. Inn,Mühldorf a. Inn
DE21H,DE,"München, Landkreis","München, Landkreis"
DE21I,DE,Neuburg-Schrobenhausen,Neuburg-Schrobenhausen
DE21J,DE,Pfaffenhofen a. d. Ilm,Pfaffenhofen a. d. Ilm
DE21K,DE,"Rosenheim, Landkreis","Rosenheim, Landkreis"
DE21L,DE,Starnberg,Starnberg
DE21M,DE,Traunstein,Traunstein
DE21N,DE,Weilheim-Schongau,Weilheim-Schongau
DE22,DE,Niederbayern,Niederbayern
AT,AT,Österreich,Österreich
AT1,AT,Ostösterreich,Ostösterreich
AT11,AT,Burgenland (A),Burgenland (A)
AT111,AT,Mittelburgenland,Mittelburgenland
AT112,AT,Nordburgenland,Nordburgenland
AT113,AT,Südburgenland,Südburgenland
AT12,AT,Niederösterreich,Niederösterreich
AT121,AT,Mostviertel-Eisenwurzen,Mostviertel-Eisenwurzen
AT122,AT,Niederösterreich-Süd,Niederösterreich-Süd
AT123,AT,Sankt Pölten,Sankt Pölten
AT124,AT,Waldviertel,Waldviertel
AT125,AT,Weinviertel,Weinviertel
AT126,AT,Wiener Umland/Nordteil,Wiener Umland/Nordteil
AT127,AT,Wiener Umland/Südteil,Wiener Umland/Südteil
AT13,AT,Wien,Wien
AT130,AT,Wien,Wien
AT2,AT,Südösterreich,Südösterreich
AT21,AT,Kärnten,Kärnten
AT211,AT,Klagenfurt-Villach,Klagenfurt-Villach
AT212,AT,Oberkärnten,Oberkärnten
AT213,AT,Unterkärnten,Unterkärnten
AT22,AT,Steiermark,Steiermark
AT221,AT,Graz,Graz
AT222,AT,Liezen,Liezen
AT223,AT,Östliche Obersteiermark,Östliche Obersteiermark
AT224,AT,Oststeiermark,Oststeiermark
AT225,AT,West- und Südsteiermark,West- und Südsteiermark
AT226,AT,Westliche Obersteiermark,Westliche Obersteiermark
AT3,AT,Westösterreich,Westösterreich
AT31,AT,Oberösterreich,Oberösterreich
AT311,AT,Innviertel,Innviertel
AT312,AT,Linz-Wels,Linz-Wels
AT313,AT,Mühlviertel,Mühlviertel
AT314,AT,Steyr-Kirchdorf,Steyr-Kirchdorf
AT315,AT,Traunviertel,Traunviertel
AT32,AT,Salzburg,Salzburg
AT321,AT,Lungau,Lungau
AT322,AT,Pinzgau-Pongau,Pinzgau-Pongau
AT323,AT,Salzburg und Umgebung,Salzburg und Umgebung
AT33,AT,Tirol,Tirol
AT331,AT,Außerfern,Außerfern
AT332,AT,Innsbruck,Innsbruck
AT333,AT,Osttirol,Osttirol
AT334,AT,Tiroler Oberland,Tiroler Oberland
AT335,AT,Tiroler Unterland,Tiroler Unterland
AT34,AT,Vorarlberg,Vorarlberg
AT341,AT,Bludenz-Bregenzer Wald,Bludenz-Bregenzer Wald
AT342,AT,Rheintal-Bodenseegebiet,Rheintal-Bodenseegebiet
BE,BE,Belgique-België,Belgique-België
BE1,BE,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest
BE10,BE,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest
BE100,BE,Arr. de Bruxelles-Capitale / Arr. van Brussel-Hoofdstad,Arr. de Bruxelles-Capitale / Arr. van Brussel-Hoofdstad
BE2,BE,Vlaams Gewest,Vlaams Gewest
BE21,BE,Prov. Antwerpen,Prov. Antwerpen
BE211,BE,Arr. Antwerpen,Arr. Antwerpen
BE212,BE,Arr. Mechelen,Arr. Mechelen
BE213,BE,Arr. Turnhout,Arr. Turnhout
BE22,BE,Prov. Limburg (B),Prov. Limburg (B)
BE221,BE,Arr. Hasselt,Arr. Hasselt
BE222,BE,Arr. Maaseik,Arr. Maaseik
BE223,BE,Arr. Tongeren,Arr. Tongeren
BE23,BE,Prov. Oost-Vlaanderen,Prov. Oost-Vlaanderen
BE231,BE,Arr. Aalst,Arr. Aalst
BE232,BE,Arr. Dendermonde,Arr. Dendermonde
BE233,BE,Arr. Eeklo,Arr. Eeklo
BE234,BE,Arr. Gent,Arr. Gent
BE235,BE,Arr. Oudenaarde,Arr. Oudenaarde
BE236,BE,Arr. Sint-Niklaas,Arr. Sint-Niklaas
BE24,BE,Prov. Vlaams-Brabant,Prov. Vlaams-Brabant
BE241,BE,Arr. Halle-Vilvoorde,Arr. Halle-Vilvoorde
BE242,BE,Arr. Leuven,Arr. Leuven
BE25,BE,Prov. West-Vlaanderen,Prov. West-Vlaanderen
BE251,BE,Arr. Brugge,Arr. Brugge
BE252,BE,Arr. Diksmuide,Arr. Diksmuide
BE253,BE,Arr. Ieper,Arr. Ieper
BE254,BE,Arr. Kortrijk,Arr. Kortrijk
BE255,BE,Arr. Oostende,Arr. Oostende
BE256,BE,Arr. Roeselare,Arr. Roeselare
BE257,BE,Arr. Tielt,Arr. Tielt
BE258,BE,Arr. Veurne,Arr. Veurne
BE3,BE,Région Wallonne,Région Wallonne
BE31,BE,Prov. Brabant Wallon,Prov. Brabant Wallon
BE310,BE,Arr. Nivelles,Arr. Nivelles
BE32,BE,Prov. Hainaut,Prov. Hainaut
BE321,BE,Arr. Ath,Arr. Ath
BE322,BE,Arr. Charleroi,Arr. Charleroi
BE323,BE,Arr. Mons,Arr. Mons
BE324,BE,Arr. Mouscron,Arr. Mouscron
DE80B,DE,Mecklenburg-Strelitz,Mecklenburg-Strelitz
DE80C,DE,Müritz,Müritz
DE80D,DE,Nordvorpommern,Nordvorpommern
DE80E,DE,Nordwestmecklenburg,Nordwestmecklenburg
DE80F,DE,Ostvorpommern,Ostvorpommern
DE80G,DE,Parchim,Parchim
DE80H,DE,Rügen,Rügen
DE80I,DE,Uecker-Randow,Uecker-Randow
DE9,DE,Niedersachsen,Niedersachsen
DE91,DE,Braunschweig,Braunschweig
DE911,DE,"Braunschweig, Kreisfreie Stadt","Braunschweig, Kreisfreie Stadt"
DE912,DE,"Salzgitter, Kreisfreie Stadt","Salzgitter, Kreisfreie Stadt"
DE913,DE,"Wolfsburg, Kreisfreie Stadt","Wolfsburg, Kreisfreie Stadt"
DE914,DE,Gifhorn,Gifhorn
DE915,DE,Göttingen,Göttingen
DE916,DE,Goslar,Goslar
DE917,DE,Helmstedt,Helmstedt
DE918,DE,Northeim,Northeim
DE919,DE,Osterode am Harz,Osterode am Harz
DE91A,DE,Peine,Peine
DE91B,DE,Wolfenbüttel,Wolfenbüttel
DE92,DE,Hannover,Hannover
DE922,DE,Diepholz,Diepholz
DE923,DE,Hameln-Pyrmont,Hameln-Pyrmont
DE925,DE,Hildesheim,Hildesheim
DE926,DE,Holzminden,Holzminden
DE927,DE,Nienburg (Weser),Nienburg (Weser)
DE928,DE,Schaumburg,Schaumburg
DE929,DE,Region Hannover,Region Hannover
DE93,DE,Lüneburg,Lüneburg
DE931,DE,Celle,Celle
DE932,DE,Cuxhaven,Cuxhaven
DE933,DE,Harburg,Harburg
DE934,DE,Lüchow-Dannenberg,Lüchow-Dannenberg
DE935,DE,"Lüneburg, Landkreis","Lüneburg, Landkreis"
DE936,DE,Osterholz,Osterholz
DE937,DE,Rotenburg (Wümme),Rotenburg (Wümme)
DE938,DE,Soltau-Fallingbostel,Soltau-Fallingbostel
DE939,DE,Stade,Stade
DE93A,DE,Uelzen,Uelzen
DE93B,DE,Verden,Verden
DE94,DE,Weser-Ems,Weser-Ems
DE941,DE,"Delmenhorst, Kreisfreie Stadt","Delmenhorst, Kreisfreie Stadt"
DE942,DE,"Emden, Kreisfreie Stadt","Emden, Kreisfreie Stadt"
DE943,DE,"Oldenburg (Oldenburg), Kreisfreie Stadt","Oldenburg (Oldenburg), Kreisfreie Stadt"
DE944,DE,"Osnabrück, Kreisfreie Stadt","Osnabrück, Kreisfreie Stadt"
DE945,DE,"Wilhelmshaven, Kreisfreie Stadt","Wilhelmshaven, Kreisfreie Stadt"
DE946,DE,Ammerland,Ammerland
DE947,DE,Aurich,Aurich
DE948,DE,Cloppenburg,Cloppenburg
DE949,DE,Emsland,Emsland
DE94A,DE,Friesland (D),Friesland (D)
DE94B,DE,Grafschaft Bentheim,Grafschaft Bentheim
DE94C,DE,Leer,Leer
DE94D,DE,"Oldenburg, Landkreis","Oldenburg, Landkreis"
DE94E,DE,"Osnabrück, Landkreis","Osnabrück, Landkreis"
DE94F,DE,Vechta,Vechta
DE94G,DE,Wesermarsch,Wesermarsch
DE94H,DE,Wittmund,Wittmund
DEA,DE,Nordrhein-Westfalen,Nordrhein-Westfalen
DEA1,DE,Düsseldorf,Düsseldorf
DEA11,DE,"Düsseldorf, Kreisfreie Stadt","Düsseldorf, Kreisfreie Stadt"
DEA12,DE,"Duisburg, Kreisfreie Stadt","Duisburg, Kreisfreie Stadt"
DEA13,DE,"Essen, Kreisfreie Stadt","Essen, Kreisfreie Stadt"
DEA14,DE,"Krefeld, Kreisfreie Stadt","Krefeld, Kreisfreie Stadt"
DEA15,DE,"Mönchengladbach, Kreisfreie Stadt","Mönchengladbach, Kreisfreie Stadt"
DEA16,DE,"Mülheim an der Ruhr,Kreisfreie Stadt","Mülheim an der Ruhr,Kreisfreie Stadt"
DEA17,DE,"Oberhausen, Kreisfreie Stadt","Oberhausen, Kreisfreie Stadt"
DEA18,DE,"Remscheid, Kreisfreie Stadt","Remscheid, Kreisfreie Stadt"
DEA19,DE,"Solingen, Kreisfreie Stadt","Solingen, Kreisfreie Stadt"
DEA1A,DE,"Wuppertal, Kreisfreie Stadt","Wuppertal, Kreisfreie Stadt"
DEA1B,DE,Kleve,Kleve
DEA1C,DE,Mettmann,Mettmann
DEA1D,DE,Rhein-Kreis Neuss,Rhein-Kreis Neuss
DEA1E,DE,Viersen,Viersen
DEA1F,DE,Wesel,Wesel
DEA2,DE,Köln,Köln
DEA21,DE,"Aachen, Kreisfreie Stadt","Aachen, Kreisfreie Stadt"
DEA22,DE,"Bonn, Kreisfreie Stadt","Bonn, Kreisfreie Stadt"
DEA23,DE,"Köln, Kreisfreie Stadt","Köln, Kreisfreie Stadt"
DEA24,DE,"Leverkusen, Kreisfreie Stadt","Leverkusen, Kreisfreie Stadt"
DEA25,DE,"Aachen, Kreis","Aachen, Kreis"
DEA26,DE,Düren,Düren
DEA27,DE,Rhein-Erft-Kreis,Rhein-Erft-Kreis
DEA28,DE,Euskirchen,Euskirchen
DEA29,DE,Heinsberg,Heinsberg
DEA2A,DE,Oberbergischer Kreis,Oberbergischer Kreis
DEA2B,DE,Rheinisch-Bergischer Kreis,Rheinisch-Bergischer Kreis
DEA2C,DE,Rhein-Sieg-Kreis,Rhein-Sieg-Kreis
DEA3,DE,Münster,Münster
DEA31,DE,"Bottrop, Kreisfreie Stadt","Bottrop, Kreisfreie Stadt"
DEA32,DE,"Gelsenkirchen, Kreisfreie Stadt","Gelsenkirchen, Kreisfreie Stadt"
DEA33,DE,"Münster, Kreisfreie Stadt","Münster, Kreisfreie Stadt"
DEA34,DE,Borken,Borken
BE325,BE,Arr. Soignies,Arr. Soignies
BE326,BE,Arr. Thuin,Arr. Thuin
BE327,BE,Arr. Tournai,Arr. Tournai
BE33,BE,Prov. Liège,Prov. Liège
BE331,BE,Arr. Huy,Arr. Huy
BE332,BE,Arr. Liège,Arr. Liège
BE334,BE,Arr. Waremme,Arr. Waremme
BE335,BE,Arr. Verviers - communes francophones,Arr. Verviers - communes francophones
BE336,BE,Bezirk Verviers - Deutschsprachige Gemeinschaft,Bezirk Verviers - Deutschsprachige Gemeinschaft
BE34,BE,Prov. Luxembourg (B),Prov. Luxembourg (B)
BE341,BE,Arr. Arlon,Arr. Arlon
BE342,BE,Arr. Bastogne,Arr. Bastogne
BE343,BE,Arr. Marche-en-Famenne,Arr. Marche-en-Famenne
BE344,BE,Arr. Neufchâteau,Arr. Neufchâteau
BE345,BE,Arr. Virton,Arr. Virton
BE35,BE,Prov. Namur,Prov. Namur
BE351,BE,Arr. Dinant,Arr. Dinant
BE352,BE,Arr. Namur,Arr. Namur
BE353,BE,Arr. Philippeville,Arr. Philippeville
BG,BG,България,Balgarija
BG3,BG,Северна и Югоизточна България,Severna i Iztochna Bulgaria
BG31,BG,Северозападен,Severozapaden
BG311,BG,Видин,Vidin
BG312,BG,Монтана,Montana
BG313,BG,Враца,Vratsa
BG314,BG,Плевен,Pleven
BG315,BG,Ловеч,Lovech
BG32,BG,Северен централен,Severen tsentralen
BG321,BG,Велико Търново,Veliko Tarnovo
BG322,BG,Габрово,Gabrovo
BG323,BG,Русе,Ruse
BG324,BG,Разград,Razgrad
BG325,BG,Силистра,Silistra
BG33,BG,Североизточен,Severoiztochen
BG331,BG,Варна,Varna
BG332,BG,Добрич,Dobrich
BG333,BG,Шумен,Shumen
BG334,BG,Търговище,Targovishte
BG34,BG,Югоизточен,Yugoiztochen
BG341,BG,Бургас,Burgas
BG342,BG,Сливен,Sliven
BG343,BG,Ямбол,Yambol
BG344,BG,Стара Загора,Stara Zagora
BG4,BG,Югозападна и Южна централна България,Yugozapadna i Yuzhna Centralna Bulgaria
BG41,BG,Югозападен,Yugozapaden
BG411,BG,София (столица),Sofia (stolitsa)
BG412,BG,София,Sofia
BG413,BG,Благоевград,Blagoevgrad
BG414,BG,Перник,Pernik
BG415,BG,Кюстендил,Kyustendil
BG42,BG,Южен централен,Yuzhen tsentralen
BG421,BG,Пловдив,Plovdiv
BG422,BG,Хасково,Haskovo
BG423,BG,Пазарджик,Pazardzhik
BG424,BG,Смолян,Smolyan
BG425,BG,Кърджали,Kardzhali
CH,CH,Schweiz/Suisse/Svizzera,Schweiz/Suisse/Svizzera
CH0,CH,Schweiz/Suisse/Svizzera,Schweiz/Suisse/Svizzera
CH01,CH,Région Lémanique,Région Lémanique
CH011,CH,Vaud,Vaud
CH012,CH,Valais,Valais
CH013,CH,Genève,Genève
CH02,CH,Espace Mittelland,Espace Mittelland
CH021,CH,Bern,Bern
CH022,CH,Freiburg,Freiburg
CH023,CH,Solothurn,Solothurn
CH024,CH,Neuchâtel,Neuchâtel
CH025,CH,Jura,Jura
CH03,CH,Nordwestschweiz,Nordwestschweiz
CH031,CH,Basel-stadt,Basel-stadt
CH032,CH,Basel-landschaft,Basel-landschaft
CH033,CH,Aargau,Aargau
CH04,CH,Zürich,Zürich
CH040,CH,Zürich,Zürich
CH05,CH,Ostschweiz,Ostschweiz
CH051,CH,Glarus,Glarus
CH052,CH,Schaffhausen,Schaffhausen
CH053,CH,Appenzell A. Rh.,Appenzell A. Rh.
CH054,CH,Appenzell I. Rh.,Appenzell I. Rh.
CH055,CH,St. Gallen,St. Gallen
CH056,CH,Graubünden,Graubünden
CH057,CH,Thurgau,Thurgau
CH06,CH,Zentralschweiz,Zentralschweiz
CH061,CH,Luzern,Luzern
CH062,CH,Uri,Uri
CH063,CH,Schwyz,Schwyz
CH064,CH,Obwalden,Obwalden
CH065,CH,Nidwalden,Nidwalden
DE423,DE,"Potsdam, Kreisfreie Stadt","Potsdam, Kreisfreie Stadt"
DE424,DE,Dahme-Spreewald,Dahme-Spreewald
DE425,DE,Elbe-Elster,Elbe-Elster
DE426,DE,Havelland,Havelland
DE427,DE,Oberspreewald-Lausitz,Oberspreewald-Lausitz
DE428,DE,Potsdam-Mittelmark,Potsdam-Mittelmark
DE429,DE,Spree-Neiße,Spree-Neiße
DE42A,DE,Teltow-Fläming,Teltow-Fläming
DE5,DE,Bremen,Bremen
DE50,DE,Bremen,Bremen
DE501,DE,"Bremen, Kreisfreie Stadt","Bremen, Kreisfreie Stadt"
DE502,DE,"Bremerhaven, Kreisfreie Stadt","Bremerhaven, Kreisfreie Stadt"
DE6,DE,Hamburg,Hamburg
DE60,DE,Hamburg,Hamburg
DE600,DE,Hamburg,Hamburg
DE7,DE,Hessen,Hessen
DE71,DE,Darmstadt,Darmstadt
DE711,DE,"Darmstadt, Kreisfreie Stadt","Darmstadt, Kreisfreie Stadt"
DE712,DE,"Frankfurt am Main, Kreisfreie Stadt","Frankfurt am Main, Kreisfreie Stadt"
DE713,DE,"Offenbach am Main, Kreisfreie Stadt","Offenbach am Main, Kreisfreie Stadt"
DE714,DE,"Wiesbaden, Kreisfreie Stadt","Wiesbaden, Kreisfreie Stadt"
DE715,DE,Bergstraße,Bergstraße
DE716,DE,Darmstadt-Dieburg,Darmstadt-Dieburg
DE717,DE,Groß-Gerau,Groß-Gerau
DE718,DE,Hochtaunuskreis,Hochtaunuskreis
DE719,DE,Main-Kinzig-Kreis,Main-Kinzig-Kreis
DE71A,DE,Main-Taunus-Kreis,Main-Taunus-Kreis
DE71B,DE,Odenwaldkreis,Odenwaldkreis
DE71C,DE,"Offenbach, Landkreis","Offenbach, Landkreis"
DE71D,DE,Rheingau-Taunus-Kreis,Rheingau-Taunus-Kreis
DE71E,DE,Wetteraukreis,Wetteraukreis
DE72,DE,Gießen,Gießen
DE721,DE,"Gießen, Landkreis","Gießen, Landkreis"
DE722,DE,Lahn-Dill-Kreis,Lahn-Dill-Kreis
DE723,DE,Limburg-Weilburg,Limburg-Weilburg
DE724,DE,Marburg-Biedenkopf,Marburg-Biedenkopf
DE725,DE,Vogelsbergkreis,Vogelsbergkreis
DE73,DE,Kassel,Kassel
DE731,DE,"Kassel, Kreisfreie Stadt","Kassel, Kreisfreie Stadt"
DE732,DE,Fulda,Fulda
DE733,DE,Hersfeld-Rotenburg,Hersfeld-Rotenburg
DE734,DE,"Kassel, Landkreis","Kassel, Landkreis"
DE735,DE,Schwalm-Eder-Kreis,Schwalm-Eder-Kreis
DE736,DE,Waldeck-Frankenberg,Waldeck-Frankenberg
DE737,DE,Werra-Meißner-Kreis,Werra-Meißner-Kreis
DE8,DE,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern
DE80,DE,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern
DE801,DE,"Greifswald, Kreisfreie Stadt","Greifswald, Kreisfreie Stadt"
DED28,DE,Löbau-Zittau,Löbau-Zittau
DED29,DE,Sächsische Schweiz,Sächsische Schweiz
DED2A,DE,Weißeritzkreis,Weißeritzkreis
DED2B,DE,Kamenz,Kamenz
DED3,DE,Leipzig,Leipzig
DED31,DE,"Leipzig, Kreisfreie Stadt","Leipzig, Kreisfreie Stadt"
DED32,DE,Delitzsch,Delitzsch
DED33,DE,Döbeln,Döbeln
DED34,DE,Leipziger Land,Leipziger Land
DED35,DE,Muldentalkreis,Muldentalkreis
DED36,DE,Torgau-Oschatz,Torgau-Oschatz
DEE,DE,Sachsen-Anhalt,Sachsen-Anhalt
DEE0,DE,Sachsen-Anhalt,Sachsen-Anhalt
DEE01,DE,"Dessau-Roßlau, Kreisfreie Stadt","Dessau-Roßlau, Kreisfreie Stadt"
DEE02,DE,"Halle (Saale), Kreisfreie Stadt","Halle (Saale), Kreisfreie Stadt"
DEE03,DE,"Magdeburg, Kreisfreie Stadt","Magdeburg, Kreisfreie Stadt"
DEE04,DE,Altmarkkreis Salzwedel,Altmarkkreis Salzwedel
DEE05,DE,Anhalt-Bitterfeld,Anhalt-Bitterfeld
DEE06,DE,Jerichower Land,Jerichower Land
DEE07,DE,Börde,Börde
DEE08,DE,Burgenland (D),Burgenland (D)
DEE09,DE,Harz,Harz
DEE0A,DE,Mansfeld-Südharz,Mansfeld-Südharz
DEE0B,DE,Saalekreis,Saalekreis
DEE0C,DE,Salzland,Salzland
DEE0D,DE,Stendal,Stendal
DEE0E,DE,Wittenberg,Wittenberg
DEF,DE,Schleswig-Holstein,Schleswig-Holstein
DEF0,DE,Schleswig-Holstein,Schleswig-Holstein
DEF01,DE,"Flensburg, Kreisfreie Stadt","Flensburg, Kreisfreie Stadt"
DEF02,DE,"Kiel, Kreisfreie Stadt","Kiel, Kreisfreie Stadt"
DEF03,DE,"Lübeck, Kreisfreie Stadt","Lübeck, Kreisfreie Stadt"
DEF04,DE,"Neumünster, Kreisfreie Stadt","Neumünster, Kreisfreie Stadt"
DEF05,DE,Dithmarschen,Dithmarschen
DEF06,DE,Herzogtum Lauenburg,Herzogtum Lauenburg
DEF07,DE,Nordfriesland,Nordfriesland
DEF08,DE,Ostholstein,Ostholstein
DEF09,DE,Pinneberg,Pinneberg
DEF0A,DE,Plön,Plön
DEF0B,DE,Rendsburg-Eckernförde,Rendsburg-Eckernförde
DEF0C,DE,Schleswig-Flensburg,Schleswig-Flensburg
DEF0D,DE,Segeberg,Segeberg
DEF0E,DE,Steinburg,Steinburg
DEF0F,DE,Stormarn,Stormarn
DEG,DE,Thüringen,Thüringen
DEG0,DE,Thüringen,Thüringen
DEG01,DE,"Erfurt, Kreisfreie Stadt","Erfurt, Kreisfreie Stadt"
DEG02,DE,"Gera, Kreisfreie Stadt","Gera, Kreisfreie Stadt"
DEG03,DE,"Jena, Kreisfreie Stadt","Jena, Kreisfreie Stadt"
DEG04,DE,"Suhl, Kreisfreie Stadt","Suhl, Kreisfreie Stadt"
DEG05,DE,"Weimar, Kreisfreie Stadt","Weimar, Kreisfreie Stadt"
DE802,DE,"Neubrandenburg, Kreisfreie Stadt","Neubrandenburg, Kreisfreie Stadt"
DE803,DE,"Rostock, Kreisfreie Stadt","Rostock, Kreisfreie Stadt"
DE804,DE,"Schwerin, Kreisfreie Stadt","Schwerin, Kreisfreie Stadt"
DE805,DE,"Stralsund, Kreisfreie Stadt","Stralsund, Kreisfreie Stadt"
DE806,DE,"Wismar, Kreisfreie Stadt","Wismar, Kreisfreie Stadt"
DE807,DE,Bad Doberan,Bad Doberan
DE808,DE,Demmin,Demmin
DE809,DE,Güstrow,Güstrow
DE80A,DE,Ludwigslust,Ludwigslust
DE411,DE,"Frankfurt (Oder), Kreisfreie Stadt","Frankfurt (Oder), Kreisfreie Stadt"
DE412,DE,Barnim,Barnim
DE413,DE,Märkisch-Oderland,Märkisch-Oderland
DE414,DE,Oberhavel,Oberhavel
DE415,DE,Oder-Spree,Oder-Spree
DE416,DE,Ostprignitz-Ruppin,Ostprignitz-Ruppin
DE417,DE,Prignitz,Prignitz
DE418,DE,Uckermark,Uckermark
DE42,DE,Brandenburg - Südwest,Brandenburg - Südwest
DE421,DE,"Brandenburg an der Havel, Kreisfreie Stadt","Brandenburg an der Havel, Kreisfreie Stadt"
DE422,DE,"Cottbus, Kreisfreie Stadt","Cottbus, Kreisfreie Stadt"
HU221,HU,Győr-Moson-Sopron,Győr-Moson-Sopron
HU222,HU,Vas,Vas
HU223,HU,Zala,Zala
HU23,HU,Dél-Dunántúl,Dél-Dunántúl
