NUTS_ID,CNTR_CODE,NUTS_NAME
DE236,DE,Neumarkt i. d. OPf.
DE237,DE,Neustadt a. d. Waldnaab
DE238,DE,"Regensburg, Landkreis"
DE239,DE,Schwandorf
DE23A,DE,Tirschenreuth
DE24,DE,Oberfranken
DE241,DE,"Bamberg, Kreisfreie Stadt"
DE242,DE,"Bayreuth, Kreisfreie Stadt"
DE243,DE,"Coburg, Kreisfreie Stadt"
DE244,DE,"Hof, Kreisfreie Stadt"
DE245,DE,"Bamberg, Landkreis"
DE247,DE,"Coburg, Landkreis"
DE248,DE,Forchheim
DE249,DE,"Hof, Landkreis"
DE24A,DE,Kronach
DE24B,DE,Kulmbach
DE24C,DE,Lichtenfels
DE24D,DE,Wunsiedel i. Fichtelgebirge
DE25,DE,Mittelfranken
DE251,DE,"Ansbach, Kreisfreie Stadt"
DE252,DE,"Erlangen, Kreisfreie Stadt"
DE253,DE,"Fürth, Kreisfreie Stadt"
DE254,DE,"Nürnberg, Kreisfreie Stadt"
DE255,DE,"Schwabach, Kreisfreie Stadt"
DE256,DE,"Ansbach, Landkreis"
DE257,DE,Erlangen-Höchstadt
DE258,DE,"Fürth, Landkreis"
DE259,DE,Nürnberger Land
DE25A,DE,Neustadt a. d. Aisch-Bad Windsheim
DE25B,DE,Roth
DE25C,DE,Weißenburg-Gunzenhausen
DE26,DE,Unterfranken
DE262,DE,"Schweinfurt, Kreisfreie Stadt"
DE263,DE,"Würzburg, Kreisfreie Stadt"
DE264,DE,"Aschaffenburg, Landkreis"
DE265,DE,Bad Kissingen
DE266,DE,Rhön-Grabfeld
DE267,DE,Haßberge
DE268,DE,Kitzingen
DE269,DE,Miltenberg
DE26A,DE,Main-Spessart
DE26B,DE,"Schweinfurt, Landkreis"
DE26C,DE,"Würzburg, Landkreis"
DE27,DE,Schwaben
DE271,DE,"Augsburg, Kreisfreie Stadt"
DE272,DE,"Kaufbeuren, Kreisfreie Stadt"
DE273,DE,"Kempten (Allgäu), Kreisfreie Stadt"
DE274,DE,"Memmingen, Kreisfreie Stadt"
DE275,DE,Aichach-Friedberg
DE276,DE,"Augsburg, Landkreis"
DE277,DE,Dillingen a.d. Donau
DE278,DE,Günzburg
DE279,DE,Neu-Ulm
DE27A,DE,Lindau (Bodensee)
DE27B,DE,Ostallgäu
DE27C,DE,Unterallgäu
DE27D,DE,Donau-Ries
DE27E,DE,Oberallgäu
DE3,DE,Berlin
DE30,DE,Berlin
DE300,DE,Berlin
DE4,DE,Brandenburg
DE41,DE,Brandenburg - Nordost
DE411,DE,"Frankfurt (Oder), Kreisfreie Stadt"
DE412,DE,Barnim
DE414,DE,Oberhavel
DE415,DE,Oder-Spree
DE416,DE,Ostprignitz-Ruppin
DE417,DE,Prignitz
DE418,DE,Uckermark
DE42,DE,Brandenburg - Südwest
DE421,DE,"Brandenburg an der Havel, Kreisfreie Stadt"
DE422,DE,"Cottbus, Kreisfreie Stadt"
DE423,DE,"Potsdam, Kreisfreie Stadt"
DE424,DE,Dahme-Spreewald
DE425,DE,Elbe-Elster
DE426,DE,Havelland
DE427,DE,Oberspreewald-Lausitz
DE428,DE,Potsdam-Mittelmark
DE429,DE,Spree-Neiße
DE42A,DE,Teltow-Fläming
DE5,DE,Bremen
DE50,DE,Bremen
DE502,DE,"Bremerhaven, Kreisfreie Stadt"
DE6,DE,Hamburg
DE60,DE,Hamburg
DE600,DE,Hamburg
DE7,DE,Hessen
DE71,DE,Darmstadt
DE712,DE,"Frankfurt am Main, Kreisfreie Stadt"
DE713,DE,"Offenbach am Main, Kreisfreie Stadt"
DE714,DE,"Wiesbaden, Kreisfreie Stadt"
DE715,DE,Bergstraße
DE716,DE,Darmstadt-Dieburg
DE717,DE,Groß-Gerau
DE718,DE,Hochtaunuskreis
DE719,DE,Main-Kinzig-Kreis
DE71A,DE,Main-Taunus-Kreis
DE71B,DE,Odenwaldkreis
DE71C,DE,"Offenbach, Landkreis"
DE71D,DE,Rheingau-Taunus-Kreis
DE71E,DE,Wetteraukreis
DE72,DE,Gießen
DE721,DE,"Gießen, Landkreis"
DE722,DE,Lahn-Dill-Kreis
DE723,DE,Limburg-Weilburg
DE724,DE,Marburg-Biedenkopf
DE725,DE,Vogelsbergkreis
DE73,DE,Kassel
DE731,DE,"Kassel, Kreisfreie Stadt"
DE733,DE,Hersfeld-Rotenburg
DE734,DE,"Kassel, Landkreis"
DE735,DE,Schwalm-Eder-Kreis
DE736,DE,Waldeck-Frankenberg
DE737,DE,Werra-Meißner-Kreis
DE8,DE,Mecklenburg-Vorpommern
DE801,DE,"Greifswald, Kreisfreie Stadt"
DE802,DE,"Neubrandenburg, Kreisfreie Stadt"
DE803,DE,"Rostock, Kreisfreie Stadt"
DE804,DE,"Schwerin, Kreisfreie Stadt"
DE805,DE,"Stralsund, Kreisfreie Stadt"
DE806,DE,"Wismar, Kreisfreie Stadt"
DE807,DE,Bad Doberan
DE808,DE,Demmin
DE809,DE,Güstrow
DE80A,DE,Ludwigslust
DE80B,DE,Mecklenburg-Strelitz
DE80C,DE,Müritz
DE80D,DE,Nordvorpommern
DE80E,DE,Nordwestmecklenburg
DE80F,DE,Ostvorpommern
DE80G,DE,Parchim
DE80H,DE,Rügen
DE9,DE,Niedersachsen
DE91,DE,Braunschweig
DE911,DE,"Braunschweig, Kreisfreie Stadt"
DE912,DE,"Salzgitter, Kreisfreie Stadt"
DE913,DE,"Wolfsburg, Kreisfreie Stadt"
DE914,DE,Gifhorn
DE915,DE,Göttingen
DE916,DE,Goslar
DE917,DE,Helmstedt
DE918,DE,Northeim
DE919,DE,Osterode am Harz
DE91A,DE,Peine
DE92,DE,Hannover
DE922,DE,Diepholz
DE923,DE,Hameln-Pyrmont
DE925,DE,Hildesheim
DE926,DE,Holzminden
DE927,DE,Nienburg (Weser)
DE928,DE,Schaumburg
DE929,DE,Region Hannover
DE93,DE,Lüneburg
DE931,DE,Celle
DE932,DE,Cuxhaven
DE933,DE,Harburg
DE935,DE,"Lüneburg, Landkreis"
DE936,DE,Osterholz
DE937,DE,Rotenburg (Wümme)
DE938,DE,Soltau-Fallingbostel
DE939,DE,Stade
DE93A,DE,Uelzen
DE93B,DE,Verden
DE94,DE,Weser-Ems
DEA54,DE,"Hamm, Kreisfreie Stadt"
DEA55,DE,"Herne, Kreisfreie Stadt"
DEA56,DE,Ennepe-Ruhr-Kreis
DEA57,DE,Hochsauerlandkreis
DEA58,DE,Märkischer Kreis
DEA59,DE,Olpe
DEA5B,DE,Soest
DEA5C,DE,Unna
DEB,DE,Rheinland-Pfalz
DEB1,DE,Koblenz
DEB11,DE,"Koblenz, Kreisfreie Stadt"
DEB12,DE,Ahrweiler
DEB13,DE,Altenkirchen (Westerwald)
DEB14,DE,Bad Kreuznach
DEB15,DE,Birkenfeld
DEB16,DE,Cochem-Zell
DEB17,DE,Mayen-Koblenz
DEB18,DE,Neuwied
DEB19,DE,Rhein-Hunsrück-Kreis
DEB1A,DE,Rhein-Lahn-Kreis
DEB1B,DE,Westerwaldkreis
DEB21,DE,"Trier, Kreisfreie Stadt"
DEB22,DE,Bernkastel-Wittlich
DEB23,DE,Bitburg-Prüm
DEB24,DE,Daun
DEB25,DE,Trier-Saarburg
DEB31,DE,"Frankenthal (Pfalz), Kreisfreie Stadt"
DEB32,DE,"Kaiserslautern, Kreisfreie Stadt"
DEB33,DE,"Landau in der Pfalz, Kreisfreie Stadt"
DEB34,DE,"Ludwigshafen am Rhein, Kreisfreie Stadt"
DEB35,DE,"Mainz, Kreisfreie Stadt"
DEB36,DE,"Neustadt an der Weinstraße, Kreisfreie Stadt"
DEB37,DE,"Pirmasens, Kreisfreie Stadt"
DEB38,DE,"Speyer, Kreisfreie Stadt"
DEB39,DE,"Worms, Kreisfreie Stadt"
DEB3A,DE,"Zweibrücken, Kreisfreie Stadt"
DEB3B,DE,Alzey-Worms
DEB3C,DE,Bad Dürkheim
DEB3D,DE,Donnersbergkreis
DEB3E,DE,Germersheim
DEB3F,DE,"Kaiserslautern, Landkreis"
DEB3H,DE,Südliche Weinstraße
DEB3I,DE,"Ludwigshafen, Landkreis"
DEB3J,DE,Mainz-Bingen
DEB3K,DE,Südwestpfalz
DEC,DE,Saarland
DEC01,DE,Stadtverband Saarbrücken
DEC02,DE,Merzig-Wadern
DEC03,DE,Neunkirchen
DEC04,DE,Saarlouis
DEC05,DE,Saarpfalz-Kreis
DEC06,DE,St. Wendel
DED,DE,Sachsen
DED11,DE,"Chemnitz, Kreisfreie Stadt"
DED12,DE,"Plauen, Kreisfreie Stadt"
DED13,DE,"Zwickau, Kreisfreie Stadt"
DED14,DE,Annaberg
DED15,DE,Chemnitzer Land
DED16,DE,Freiberg
BG323,BG,Ruse
BG324,BG,Razgrad
BG325,BG,Silistra
CH,CH,Schweiz/Suisse/Svizzera
CH0,CH,Schweiz/Suisse/Svizzera
CH01,CH,Région Lémanique
CH011,CH,Vaud
CH012,CH,Valais
CH013,CH,Genève
CH02,CH,Espace Mittelland
CH021,CH,Bern
CH022,CH,Freiburg
CH023,CH,Solothurn
CH024,CH,Neuchâtel
CH025,CH,Jura
CH031,CH,Basel-stadt
CH032,CH,Basel-landschaft
CH033,CH,Aargau
CH04,CH,Zürich
CH040,CH,Zürich
CH05,CH,Ostschweiz
CH051,CH,Glarus
CH052,CH,Schaffhausen
CH053,CH,Appenzell A. Rh.
CH054,CH,Appenzell I. Rh.
CH055,CH,St. Gallen
BG33,BG,Severoiztochen
BG331,BG,Varna
BG332,BG,Dobrich
BG333,BG,Shumen
BG334,BG,Targovishte
BG34,BG,Yugoiztochen
BG341,BG,Burgas
BG342,BG,Sliven
BG343,BG,Yambol
BG344,BG,Stara Zagora
BG4,BG,Yugozapadna i Yuzhna Centralna Bulgaria
BG41,BG,Yugozapaden
BG411,BG,Sofia (stolitsa)
BG412,BG,Sofia
BG413,BG,Blagoevgrad
BG414,BG,Pernik
CH056,CH,Graubünden
CH057,CH,Thurgau
CH061,CH,Luzern
CH062,CH,Uri
CH063,CH,Schwyz
CH064,CH,Obwalden
CH065,CH,Nidwalden
CH066,CH,Zug
CH07,CH,Ticino
CH070,CH,Ticino
CY,CY,Kypros
CY0,CY,Kypros
CY00,CY,Kypros
CY000,CY,Kypros
CZ0,CZ,Česká Republika
CZ01,CZ,Praha
CZ010,CZ,Hlavní město Praha
CZ02,CZ,Střední Čechy
CZ020,CZ,Středočeský kraj
CZ03,CZ,Jihozápad
CZ031,CZ,Jihočecký kraj
CZ032,CZ,Plzeňský kraj
CZ04,CZ,Severozápad
CZ041,CZ,Karlovarský kraj
CZ042,CZ,Ústecký kraj
CZ05,CZ,Severovýchod
CZ051,CZ,Liberecký kraj
CZ052,CZ,Královehradecký kraj
CZ053,CZ,Pardubický kraj
CZ061,CZ,Vysočina
CZ062,CZ,Jihomoravský kraj
CZ07,CZ,Střední Morava
CZ071,CZ,Olomoucký kraj
CZ072,CZ,Zlínský kraj
CZ08,CZ,Moravskoslezsko
CZ080,CZ,Moravskoslezský kraj
DE,DE,Deutschland
DE1,DE,Baden-Württemberg
DE11,DE,Stuttgart
DEE24,DE,Merseburg-Querfurt
DEE25,DE,Saalkreis
DEE26,DE,Sangerhausen
DEE27,DE,Weißenfels
DEE3,DE,Magdeburg
DEE31,DE,"Magdeburg, Kreisfreie Stadt"
DEE32,DE,Aschersleben-Staßfurt
DEE33,DE,Bördekreis
DEE34,DE,Halberstadt
DEE35,DE,Jerichower Land
DEE36,DE,Ohrekreis
DEE37,DE,Stendal
DEE38,DE,Quedlinburg
DEE39,DE,Schönebeck
DEE3A,DE,Wernigerode
DEE3B,DE,Altmarkkreis Salzwedel
DEF,DE,Schleswig-Holstein
DEF0,DE,Schleswig-Holstein
DEF01,DE,"Flensburg, Kreisfreie Stadt"
DEF02,DE,"Kiel, Kreisfreie Stadt"
DEF03,DE,"Lübeck, Kreisfreie Stadt"
DEF04,DE,"Neumünster, Kreisfreie Stadt"
DEF06,DE,Herzogtum Lauenburg
DEF07,DE,Nordfriesland
DEF08,DE,Ostholstein
DEF09,DE,Pinneberg
DEF0A,DE,Plön
DEF0B,DE,Rendsburg-Eckernförde
DEF0C,DE,Schleswig-Flensburg
DEF0D,DE,Segeberg
DEF0E,DE,Steinburg
DEF0F,DE,Stormarn
DEG,DE,Thüringen
DEG01,DE,"Erfurt, Kreisfreie Stadt"
DEG02,DE,"Gera, Kreisfreie Stadt"
DEG03,DE,"Jena, Kreisfreie Stadt"
DEG04,DE,"Suhl, Kreisfreie Stadt"
DEG05,DE,"Weimar, Kreisfreie Stadt"
DEG06,DE,Eichsfeld
DEG07,DE,Nordhausen
DEG09,DE,Unstrut-Hainich-Kreis
DEG0A,DE,Kyffhäuserkreis
DEG0B,DE,Schmalkalden-Meiningen
DEG0D,DE,Sömmerda
DEG0E,DE,Hildburghausen
DEG0F,DE,Ilm-Kreis
DEG0G,DE,Weimarer Land
DEG0H,DE,Sonneberg
DEG0J,DE,Saale-Holzland-Kreis
DEG0K,DE,Saale-Orla-Kreis
DEG0L,DE,Greiz
DEG0M,DE,Altenburger Land
DEG0N,DE,"Eisenach, Kreisfreie Stadt"
DEG0P,DE,Wartburgkreis
DK,DK,Danmark
DK0,DK,Danmark
DK00,DK,Danmark
DK001,DK,København og Frederiksberg kommuner
DK002,DK,Københavns amt
DK003,DK,Frederiksborg amt
DK004,DK,Roskilde amt
DK005,DK,Vestsjællands amt
DK006,DK,Storstrøms amt
DK007,DK,Bornholms amt
DK009,DK,Sønderjyllands amt
DK00A,DK,Ribe amt
DK00B,DK,Vejle amt
DK00C,DK,Ringkøbing amt
DK00D,DK,Århus amt
DK00E,DK,Viborg amt
DK00F,DK,Nordjyllands amt
EE,EE,Eesti
EE00,EE,Eesti
EE001,EE,Põhja-Eesti
EE004,EE,Lääne-Eesti
EE006,EE,Kesk-Eesti
EE008,EE,Lõuna-Eesti
ES,ES,España
ES1,ES,Noroeste
ES11,ES,Galicia
ES111,ES,A Coruña
ES112,ES,Lugo
ES113,ES,Ourense
ES114,ES,Pontevedra
ES12,ES,Principado de Asturias
ES120,ES,Asturias
ES130,ES,Cantabria
ES2,ES,Noreste
ES21,ES,País Vasco
ES211,ES,Álava
ES212,ES,Guipúzcoa
ES213,ES,Vizcaya
ES22,ES,Comunidad Foral de Navarra
ES220,ES,Navarra
ES230,ES,La Rioja
ES24,ES,Aragón
ES241,ES,Huesca
ES242,ES,Teruel
ES243,ES,Zaragoza
ES3,ES,Comunidad de Madrid
ES30,ES,Comunidad de Madrid
ES4,ES,Centro (E)
ES41,ES,Castilla y León
ES411,ES,Ávila
ES412,ES,Burgos
ES413,ES,León
ES414,ES,Palencia
ES416,ES,Segovia
ES417,ES,Soria
ES418,ES,Valladolid
ES419,ES,Zamora
ES42,ES,Castilla-La Mancha
ES421,ES,Albacete
ES422,ES,Ciudad Real
ES423,ES,Cuenca
ES424,ES,Guadalajara
ES43,ES,Extremadura
ES431,ES,Badajoz
ES432,ES,Cáceres
ES5,ES,Este
ES51,ES,Cataluña
ES511,ES,Barcelona
ES512,ES,Girona
ES513,ES,Lleida
ES514,ES,Tarragona
ES52,ES,Comunidad Valenciana
ES521,ES,Alicante / Alacant
ES522,ES,Castellón / Castelló
ES53,ES,Illes Balears
ES530,ES,Illes Balears
ES6,ES,Sur
ES61,ES,Andalucía
ES611,ES,Almería
ES612,ES,Cádiz
ES613,ES,Córdoba
ES614,ES,Granada
ES615,ES,Huelva
ES616,ES,Jaén
ES617,ES,Málaga
ES618,ES,Sevilla
ES62,ES,Región de Murcia
ES620,ES,Murcia
ES63,ES,Ciudad Autónoma de Ceuta
ES630,ES,Ceuta
ES64,ES,Ciudad Autónoma de Melilla
ES7,ES,Canarias
ES70,ES,Canarias
ES701,ES,Las Palmas
ES702,ES,Santa Cruz de Tenerife
FI,FI,Suomi / Finland
FI1,FI,Manner-Suomi
FI13,FI,Itä-Suomi
FI132,FI,Pohjois-Savo
FI133,FI,Pohjois-Karjala
FR611,FR,Dordogne
FR612,FR,Gironde
FR613,FR,Landes
FR614,FR,Lot-et-Garonne
FR615,FR,Pyrénées-Atlantiques
FR62,FR,Midi-Pyrénées
FR621,FR,Ariège
FR623,FR,Haute-Garonne
FR624,FR,Gers
FR625,FR,Lot
FR626,FR,Hautes-Pyrénées
FR627,FR,Tarn
FR628,FR,Tarn-et-Garonne
FR63,FR,Limousin
FR632,FR,Creuse
FR633,FR,Haute-Vienne
FR7,FR,Centre-Est
FR71,FR,Rhône-Alpes
FR711,FR,Ain
FR712,FR,Ardèche
FR713,FR,Drôme
FR714,FR,Isère
FR715,FR,Loire
FR717,FR,Savoie
FR718,FR,Haute-Savoie
FR72,FR,Auvergne
FR721,FR,Allier
HU3,HU,Alföld És Észak
HU31,HU,Észak-Magyarország
HU311,HU,Borsod-Abaúj-Zemplén
HU312,HU,Heves
HU313,HU,Nógrád
HU32,HU,Észak-Alföld
HU321,HU,Hajdú-Bihar
HU322,HU,Jász-Nagykun-Szolnok
HU323,HU,Szabolcs-Szatmár-Bereg
HU33,HU,Dél-Alföld
HU331,HU,Bács-Kiskun
HU332,HU,Békés
HU333,HU,Csongrád
IE0,IE,Ireland
IE01,IE,"Border, Midland and Western"
IE011,IE,Border
IE012,IE,Midland
IE013,IE,West
IE02,IE,Southern and Eastern
IE022,IE,Mid-East
IE023,IE,Mid-West
IE024,IE,South-East (IRL)
IE025,IE,South-West (IRL)
IS,IS,Ísland
IS0,IS,Ísland
IS000,IS,Ísland
IT,IT,Italia
ITC,IT,Nord-Ovest
ITC1,IT,Piemonte
ITC11,IT,Torino
ITC12,IT,Vercelli
ITC13,IT,Biella
ITC14,IT,Verbano-Cusio-Ossola
ITC16,IT,Cuneo
ITC17,IT,Asti
ITC18,IT,Alessandria
ITC2,IT,Valle d'Aosta/Vallée d'Aoste
ITC20,IT,Valle d'Aosta/Vallée d'Aoste
ITC3,IT,Liguria
ITC32,IT,Savona
ITC33,IT,Genova
ITC34,IT,La Spezia
ITC4,IT,Lombardia
ITC41,IT,Varese
ITC42,IT,Como
ITC43,IT,Lecco
ITC45,IT,Milano
ITC46,IT,Bergamo
ITC47,IT,Brescia
ITC48,IT,Pavia
ITC49,IT,Lodi
ITC4A,IT,Cremona
ITC4B,IT,Mantova
ITD1,IT,Provincia Autonoma Bolzano/Bozen
ITD10,IT,Bolzano-Bozen
ITD2,IT,Provincia Autonoma Trento
ITD20,IT,Trento
ITD3,IT,Veneto
ITD31,IT,Verona
FI134,FI,Kainuu
FI18,FI,Etelä-Suomi
FI181,FI,Uusimaa
FI182,FI,Itä-Uusimaa
FI183,FI,Varsinais-Suomi
FI184,FI,Kanta-Häme
FI185,FI,Päijät-Häme
FI186,FI,Kymenlaakso
FI187,FI,Etelä-Karjala
FI191,FI,Satakunta
FI192,FI,Pirkanmaa
FI193,FI,Keski-Suomi
FI194,FI,Etelä-Pohjanmaa
FI195,FI,Pohjanmaa
FI1A,FI,Pohjois-Suomi
FI1A1,FI,Keski-Pohjanmaa
FI1A2,FI,Pohjois-Pohjanmaa
FI1A3,FI,Lappi
FI2,FI,Åland
FI20,FI,Åland
FR,FR,France
FR1,FR,Île De France
FR10,FR,Île de France
FR101,FR,Paris
FR102,FR,Seine-et-Marne
FR103,FR,Yvelines
FR104,FR,Essonne
FR106,FR,Seine-Saint-Denis
FR107,FR,Val-de-Marne
FR108,FR,Val-d'Oise
FR2,FR,Bassin Parisien
FR21,FR,Champagne-Ardenne
FR211,FR,Ardennes
FR212,FR,Aube
FR213,FR,Marne
FR214,FR,Haute-Marne
FR22,FR,Picardie
FR221,FR,Aisne
FR222,FR,Oise
FR23,FR,Haute-Normandie
FR231,FR,Eure
FR232,FR,Seine-Maritime
FR24,FR,Centre
FR241,FR,Cher
FR242,FR,Eure-et-Loir
FR244,FR,Indre-et-Loire
FR245,FR,Loir-et-Cher
FR246,FR,Loiret
FR25,FR,Basse-Normandie
FR251,FR,Calvados
FR253,FR,Orne
FR26,FR,Bourgogne
FR261,FR,Côte-d'Or
FR262,FR,Nièvre
FR263,FR,Saône-et-Loire
FR264,FR,Yonne
FR30,FR,Nord - Pas-de-Calais
FR301,FR,Nord
FR302,FR,Pas-de-Calais
FR4,FR,Est
FR41,FR,Lorraine
FR411,FR,Meurthe-et-Moselle
FR412,FR,Meuse
FR413,FR,Moselle
FR414,FR,Vosges
FR42,FR,Alsace
FR421,FR,Bas-Rhin
FR422,FR,Haut-Rhin
FR43,FR,Franche-Comté
FR431,FR,Doubs
FR432,FR,Jura
FR433,FR,Haute-Saône
FR5,FR,Ouest
FR51,FR,Pays de la Loire
FR511,FR,Loire-Atlantique
FR512,FR,Maine-et-Loire
FR513,FR,Mayenne
FR514,FR,Sarthe
FR515,FR,Vendée
FR52,FR,Bretagne
FR521,FR,Côtes-d'Armor
FR522,FR,Finistère
FR523,FR,Ille-et-Vilaine
FR524,FR,Morbihan
FR53,FR,Poitou-Charentes
FR531,FR,Charente
FR532,FR,Charente-Maritime
FR533,FR,Deux-Sèvres
FR534,FR,Vienne
FR61,FR,Aquitaine
DE111,DE,"Stuttgart, Stadtkreis"
DE113,DE,Esslingen
DE114,DE,Göppingen
DE115,DE,Ludwigsburg
DE116,DE,Rems-Murr-Kreis
DE117,DE,"Heilbronn, Stadtkreis"
DE118,DE,"Heilbronn, Landkreis"
DE119,DE,Hohenlohekreis
DE11A,DE,Schwäbisch Hall
DE11B,DE,Main-Tauber-Kreis
DE11C,DE,Heidenheim
DE12,DE,Karlsruhe
DE121,DE,"Baden-Baden, Stadtkreis"
DE122,DE,"Karlsruhe, Stadtkreis"
DE123,DE,"Karlsruhe, Landkreis"
DE124,DE,Rastatt
DE125,DE,"Heidelberg, Stadtkreis"
DE126,DE,"Mannheim, Stadtkreis"
DE127,DE,Neckar-Odenwald-Kreis
DE128,DE,Rhein-Neckar-Kreis
DE129,DE,"Pforzheim, Stadtkreis"
DE12B,DE,Enzkreis
DE12C,DE,Freudenstadt
DE13,DE,Freiburg
DE131,DE,"Freiburg im Breisgau, Stadtkreis"
DE132,DE,Breisgau-Hochschwarzwald
DE134,DE,Ortenaukreis
DE135,DE,Rottweil
DE136,DE,Schwarzwald-Baar-Kreis
DE137,DE,Tuttlingen
DE138,DE,Konstanz
DE139,DE,Lörrach
DE13A,DE,Waldshut
DE14,DE,Tübingen
DE141,DE,Reutlingen
DE142,DE,"Tübingen, Landkreis"
DE144,DE,"Ulm, Stadtkreis"
DE145,DE,Alb-Donau-Kreis
DE146,DE,Biberach
DE147,DE,Bodenseekreis
DE148,DE,Ravensburg
DE149,DE,Sigmaringen
DE2,DE,Bayern
DE21,DE,Oberbayern
DE211,DE,"Ingolstadt, Kreisfreie Stadt"
DE212,DE,"München, Kreisfreie Stadt"
DE213,DE,"Rosenheim, Kreisfreie Stadt"
DE214,DE,Altötting
DE216,DE,Bad Tölz-Wolfratshausen
DE217,DE,Dachau
DE218,DE,Ebersberg
DE219,DE,Eichstätt
DE21A,DE,Erding
DE21B,DE,Freising
DE21C,DE,Fürstenfeldbruck
DE21D,DE,Garmisch-Partenkirchen
DE21E,DE,Landsberg a. Lech
DE21F,DE,Miesbach
DE21G,DE,Mühldorf a. Inn
DEE,DE,Sachsen-Anhalt
DEE1,DE,Dessau
DEE11,DE,"Dessau, Kreisfreie Stadt"
DEE12,DE,Anhalt-Zerbst
DEE13,DE,Bernburg
DEE14,DE,Bitterfeld
DEE15,DE,Köthen
DEE16,DE,Wittenberg
DEE2,DE,Halle
DEE22,DE,Burgenlandkreis
DEE23,DE,Mansfelder Land
DED17,DE,Vogtlandkreis
DED19,DE,Mittweida
DED1A,DE,Stollberg
DED1B,DE,Aue-Schwarzenberg
DED1C,DE,Zwickauer Land
DED2,DE,Dresden
DED21,DE,"Dresden, Kreisfreie Stadt"
DED22,DE,"Görlitz, Kreisfreie Stadt"
DED23,DE,"Hoyerswerda, Kreisfreie Stadt"
DED24,DE,Bautzen
DED25,DE,Meißen
DED26,DE,Niederschlesischer Oberlausitzkreis
DED27,DE,Riesa-Großenhain
DED28,DE,Löbau-Zittau
DED29,DE,Sächsische Schweiz
DED2A,DE,Weißeritzkreis
DED2B,DE,Kamenz
DED3,DE,Leipzig
