year,region_type,region_year_spec,region_id,region_level,sopim
2011,NUTS,2010,DEA,1,7594816
2011,NUTS,2010,DEB,1,1983469
2011,NUTS,2010,DEC,1,8815885
2011,NUTS,2010,DED,1,1284345
2011,NUTS,2010,DEE,1,7125104
2011,NUTS,2010,DEF,1,9736831
2011,NUTS,2010,DEG,1,7814910
2011,NUTS,2010,DK0,1,32688
2011,NUTS,2010,EE0,1,6696528
2011,NUTS,2010,EL1,1,1925666
2011,NUTS,2010,EL2,1,8160401
2011,NUTS,2010,EL3,1,9889897
2011,NUTS,2010,EL4,1,3327383
2011,NUTS,2010,ES1,1,3117740
2011,NUTS,2010,ES2,1,1398655
2011,NUTS,2010,ES3,1,1652848
2011,NUTS,2010,ES4,1,4224469
2011,NUTS,2010,ES5,1,5679432
2011,NUTS,2010,ES6,1,1468508
2011,NUTS,2010,ES7,1,5341347
2011,NUTS,2010,FI1,1,8628065
2011,NUTS,2010,FI2,1,6136903
2011,NUTS,2010,FR1,1,833268
2011,NUTS,2010,FR2,1,8355915
2011,NUTS,2010,FR3,1,9457507
2011,NUTS,2010,FR4,1,4670081
2011,NUTS,2010,FR5,1,6558987
2011,NUTS,2010,FR6,1,8664322
2011,NUTS,2010,FR7,1,9920671
2011,NUTS,2010,FR8,1,6576991
2011,NUTS,2010,FR9,1,6356329
2011,NUTS,2010,HR0,1,8917244
2011,NUTS,2010,HU1,1,4362384
2011,NUTS,2010,HU2,1,9690141
2011,NUTS,2010,HU3,1,5820952
2011,NUTS,2010,IE0,1,8971688
2011,NUTS,2010,IS0,1,7663556
2011,NUTS,2010,ITC,1,3711716
2011,NUTS,2010,ITF,1,3814573
2011,NUTS,2010,ITG,1,2750211
2011,NUTS,2010,ITH,1,520492
2011,NUTS,2010,ITI,1,1880009
2011,NUTS,2010,LI0,1,4037966
2011,NUTS,2010,LT0,1,1701836
2011,NUTS,2010,LU0,1,7251879
2011,NUTS,2010,LV0,1,5400974
2011,NUTS,2010,ME0,1,8010860
2011,NUTS,2010,MK0,1,9781820
2011,NUTS,2010,MT0,1,7648886
2011,NUTS,2010,NL1,1,5321368
2011,NUTS,2010,NL2,1,610683
2011,NUTS,2010,NL3,1,9355788
2011,NUTS,2010,NL4,1,905499
2011,NUTS,2010,NO0,1,3562709
2011,NUTS,2010,N_A,1,8806885
2011,NUTS,2010,PL1,1,9870231
2011,NUTS,2010,PL2,1,4993018
2011,NUTS,2010,PL3,1,1390980
2011,NUTS,2010,PL4,1,8611982
2011,NUTS,2010,PL5,1,1863940
2011,NUTS,2010,PL6,1,2325730
2011,NUTS,2010,PT1,1,2610962
2011,NUTS,2010,PT2,1,7692141
2011,NUTS,2010,PT3,1,1909439
2011,NUTS,2010,RO1,1,3716721
2011,NUTS,2010,RO2,1,5860413
2011,NUTS,2010,RO3,1,6728972
2011,NUTS,2010,RO4,1,2851435
2011,NUTS,2010,SE1,1,95228
2011,NUTS,2010,SE2,1,2614409
2011,NUTS,2010,SE3,1,1962787
2011,NUTS,2010,SI0,1,2047551
2011,NUTS,2010,SK0,1,2204517
2011,NUTS,2010,TR1,1,1071451
2011,NUTS,2010,TR2,1,378750
2011,NUTS,2010,TR3,1,5218887
2011,NUTS,2010,TR4,1,6031690
2011,NUTS,2010,TR5,1,8347281
2011,NUTS,2010,TR6,1,360259
2011,NUTS,2010,TR7,1,2469699
2011,NUTS,2010,TR8,1,8415489
2011,NUTS,2010,TR9,1,9997806
2011,NUTS,2010,TRA,1,7039969
2011,NUTS,2010,TRB,1,7231682
2011,NUTS,2010,TRC,1,7050776
2011,NUTS,2010,UKC,1,4432422
2011,NUTS,2010,UKD,1,1975180
2011,NUTS,2010,UKE,1,6785539
2011,NUTS,2010,UKF,1,3768626
2011,NUTS,2010,UKG,1,1399997
2011,NUTS,2010,UKH,1,6300866
2011,NUTS,2010,UKI,1,5587291
2011,NUTS,2010,UKJ,1,8651856
2011,NUTS,2010,UKK,1,4111311
2011,NUTS,2010,UKL,1,8964705
2011,NUTS,2010,UKM,1,9101926
2011,NUTS,2010,UKN,1,1049963
2011,NUTS,2010,AT11,2,6399096
2011,NUTS,2010,AT12,2,2717446
2011,NUTS,2010,AT13,2,7344942
2011,NUTS,2010,AT21,2,6855643
2011,NUTS,2010,AT22,2,2873839
2011,NUTS,2010,AT31,2,9955697
2011,NUTS,2010,AT32,2,5372559
2011,NUTS,2010,AT33,2,4003228
2011,NUTS,2010,AT34,2,811808
2011,NUTS,2010,BE10,2,1077915
2011,NUTS,2010,BE21,2,8823078
2011,NUTS,2010,BE22,2,2061023
2011,NUTS,2010,BE23,2,3260015
2011,NUTS,2010,BE24,2,5649318
2011,NUTS,2010,BE25,2,9232837
2011,NUTS,2010,BE31,2,9726328
2011,NUTS,2010,BE32,2,524057
2011,NUTS,2010,BE33,2,2196142
2011,NUTS,2010,BE34,2,7673236
2011,NUTS,2010,BE35,2,2251087
2011,NUTS,2010,BG31,2,482601
2011,NUTS,2010,BG32,2,8367185
2011,NUTS,2010,BG33,2,2263354
2011,NUTS,2010,BG34,2,5865379
2011,NUTS,2010,BG41,2,9755034
2011,NUTS,2010,BG42,2,9004701
2011,NUTS,2010,CH01,2,3729714
2011,NUTS,2010,CH02,2,1401982
2011,NUTS,2010,CH03,2,9475868
2011,NUTS,2010,CH04,2,6073976
2011,NUTS,2010,CH05,2,2015210
2011,NUTS,2010,CH06,2,5280607
2011,NUTS,2010,CH07,2,5526803
2011,NUTS,2010,CY00,2,4287834
2011,NUTS,2010,CZ01,2,212061
2011,NUTS,2010,CZ02,2,5701511
2011,NUTS,2010,CZ03,2,4773248
2011,NUTS,2010,CZ04,2,8893151
2011,NUTS,2010,CZ05,2,3900444
2011,NUTS,2010,CZ06,2,3362984
2011,NUTS,2010,CZ07,2,7943150
2011,NUTS,2010,CZ08,2,1579954
2011,NUTS,2010,DE11,2,1538774
2011,NUTS,2010,DE12,2,8022143
2011,NUTS,2010,DE13,2,9886492
2011,NUTS,2010,DE14,2,3865757
2011,NUTS,2010,DE21,2,6716284
2011,NUTS,2010,DE22,2,8873261
2011,NUTS,2010,DE23,2,7370521
2011,NUTS,2010,DE24,2,6994271
2011,NUTS,2010,DE25,2,1449633
2011,NUTS,2010,DE26,2,2440788
2011,NUTS,2010,DE27,2,6372973
2011,NUTS,2010,DE30,2,3672464
2011,NUTS,2010,DE40,2,3299879
2011,NUTS,2010,DE50,2,8168052
2011,NUTS,2010,DE60,2,9836983
2011,NUTS,2010,DE71,2,3700548
2011,NUTS,2010,DE72,2,2697036
2011,NUTS,2010,DE73,2,1505284
2011,NUTS,2010,DE80,2,7788975
2011,NUTS,2010,DE91,2,8590823
2011,NUTS,2010,DE92,2,7195749
2011,NUTS,2010,DE93,2,5821411
2011,NUTS,2010,DE94,2,3436510
2011,NUTS,2010,DEA1,2,9509921
2011,NUTS,2010,DEA2,2,1189313
2011,NUTS,2010,DEA3,2,8285637
2011,NUTS,2010,DEA4,2,2339685
2011,NUTS,2010,DEA5,2,3320421
2011,NUTS,2010,DEB1,2,2514098
2011,NUTS,2010,DEB2,2,41073
2011,NUTS,2010,DEB3,2,9663388
2011,NUTS,2010,DEC0,2,6150778
2011,NUTS,2010,DED2,2,1559022
2011,NUTS,2010,DED4,2,4490086
2011,NUTS,2010,DED5,2,2575539
2011,NUTS,2010,DEE0,2,6105525
2011,NUTS,2010,DEF0,2,5919091
2011,NUTS,2010,DEG0,2,9944186
2011,NUTS,2010,DK01,2,6101947
2011,NUTS,2010,DK02,2,9044353
2011,NUTS,2010,DK03,2,1660710
2011,NUTS,2010,DK04,2,4564306
2011,NUTS,2010,DK05,2,551364
2011,NUTS,2010,EE00,2,3840348
2011,NUTS,2010,EL11,2,5921787
2011,NUTS,2010,EL12,2,4345331
2011,NUTS,2010,EL13,2,9989549
2011,NUTS,2010,EL14,2,5448581
2011,NUTS,2010,EL21,2,6312746
2011,NUTS,2010,EL22,2,2033278
2011,NUTS,2010,EL23,2,4574599
2011,NUTS,2010,EL24,2,674201
2011,NUTS,2010,EL25,2,6358107
2011,NUTS,2010,EL30,2,22720
2011,NUTS,2010,EL41,2,4900250
2011,NUTS,2010,EL42,2,6096995
2011,NUTS,2010,EL43,2,1044883
2011,NUTS,2010,ES11,2,6977557
2011,NUTS,2010,ES12,2,7483808
2011,NUTS,2010,ES13,2,2706854
2011,NUTS,2010,ES21,2,604665
2011,NUTS,2010,ES22,2,8997953
2011,NUTS,2010,ES23,2,4425583
2011,NUTS,2010,ES24,2,6571339
2011,NUTS,2010,ES30,2,645430
2011,NUTS,2010,ES41,2,5910726
2011,NUTS,2010,ES42,2,247047
2011,NUTS,2010,ES43,2,4528966
2011,NUTS,2010,ES51,2,1345586
2011,NUTS,2010,ES52,2,1360806
2011,NUTS,2010,ES53,2,5858333
2011,NUTS,2010,ES61,2,7659383
2011,NUTS,2010,ES62,2,5009287
2011,NUTS,2010,ES63,2,894363
2011,NUTS,2010,ES64,2,2677523
2011,NUTS,2010,ES70,2,2779550
2011,NUTS,2010,FI19,2,6088797
2011,NUTS,2010,FI1B,2,7693715
2011,NUTS,2010,FI1C,2,4247274
2011,NUTS,2010,FI1D,2,6447334
2011,NUTS,2010,FI20,2,3864433
2011,NUTS,2010,FR10,2,9213937
2011,NUTS,2010,FR21,2,8866285
2011,NUTS,2010,FR22,2,2205431
2011,NUTS,2010,FR23,2,1157310
2011,NUTS,2010,FR24,2,6657927
2011,NUTS,2010,FR25,2,2684431
2011,NUTS,2010,FR26,2,5003119
2011,NUTS,2010,FR30,2,8263427
2011,NUTS,2010,FR41,2,4574041
2011,NUTS,2010,FR42,2,7622315
2011,NUTS,2010,FR43,2,8103067
2011,NUTS,2010,FR51,2,3125454
2011,NUTS,2010,FR52,2,6193547
2011,NUTS,2010,FR53,2,8073957
2011,NUTS,2010,FR61,2,9255648
2011,NUTS,2010,FR62,2,2803886
2011,NUTS,2010,FR63,2,439471
2011,NUTS,2010,FR71,2,6911342
2011,NUTS,2010,FR72,2,3759388
2011,NUTS,2010,FR81,2,2786251
2011,NUTS,2010,FR82,2,2825703
2011,NUTS,2010,FR83,2,4732544
2011,NUTS,2010,FR91,2,3182753
2011,NUTS,2010,FR92,2,1439477
2011,NUTS,2010,FR93,2,9844229
2011,NUTS,2010,FR94,2,6779573
2011,NUTS,2010,HR03,2,1777528
2011,NUTS,2010,HR04,2,1549506
2011,NUTS,2010,HU10,2,2079325
2011,NUTS,2010,HU21,2,6990372
2011,NUTS,2010,HU22,2,9943460
2011,NUTS,2010,HU23,2,8979190
2011,NUTS,2010,HU31,2,4442907
2011,NUTS,2010,HU32,2,7184531
2011,NUTS,2010,HU33,2,6577287
2011,NUTS,2010,IE01,2,5048635
2011,NUTS,2010,IE02,2,7386192
2011,NUTS,2010,IS00,2,9959441
2011,NUTS,2010,ITC1,2,6801565
2011,NUTS,2010,ITC2,2,1626387
2011,NUTS,2010,ITC3,2,8772
2011,NUTS,2010,ITC4,2,6775141
2011,NUTS,2010,ITF1,2,8501562
2011,NUTS,2010,ITF2,2,1220348
2011,NUTS,2010,ITF3,2,3122626
2011,NUTS,2010,ITF4,2,3039886
2011,NUTS,2010,ITF5,2,5392081
2011,NUTS,2010,ITF6,2,5269177
2011,NUTS,2010,ITG1,2,9138424
2011,NUTS,2010,ITG2,2,1200447
2011,NUTS,2010,ITH1,2,2983012
2011,NUTS,2010,ITH2,2,2132959
2011,NUTS,2010,ITH3,2,3738388
2011,NUTS,2010,ITH4,2,9072007
2011,NUTS,2010,ITH5,2,1135481
2011,NUTS,2010,ITI1,2,8179902
2011,NUTS,2010,ITI2,2,6190240
2011,NUTS,2010,ITI3,2,7993330
2011,NUTS,2010,ITI4,2,6342904
2011,NUTS,2010,LI00,2,3533143
2011,NUTS,2010,LT00,2,8432530
2011,NUTS,2010,LU00,2,479202
2011,NUTS,2010,LV00,2,6809019
2011,NUTS,2010,ME00,2,6775401
2011,NUTS,2010,MK00,2,2174332
2011,NUTS,2010,MT00,2,458239
2011,NUTS,2010,NL11,2,7118886
2011,NUTS,2010,NL12,2,1781530
2011,NUTS,2010,NL13,2,7975519
2011,NUTS,2010,NL21,2,6572268
2011,NUTS,2010,NL22,2,2762044
2011,NUTS,2010,NL23,2,7494080
2011,NUTS,2010,NL31,2,2499869
2011,NUTS,2010,NL32,2,5526795
2011,NUTS,2010,NL33,2,7884180
2011,NUTS,2010,NL34,2,3689301
2011,NUTS,2010,NL41,2,6998995
2011,NUTS,2010,NL42,2,9480281
2011,NUTS,2010,NO01,2,9082419
2011,NUTS,2010,NO02,2,2032381
2011,NUTS,2010,NO03,2,1028036
2011,NUTS,2010,NO04,2,2872900
2011,NUTS,2010,NO05,2,9021564
2011,NUTS,2010,NO06,2,1940782
2011,NUTS,2010,NO07,2,7986128
2011,NUTS,2010,PL11,2,2576836
2011,NUTS,2010,PL12,2,1111779
2011,NUTS,2010,PL21,2,9383513
2011,NUTS,2010,PL22,2,9663808
2011,NUTS,2010,PL31,2,4052089
2011,NUTS,2010,PL32,2,5558767
2011,NUTS,2010,PL33,2,2291199
2011,NUTS,2010,PL34,2,2038636
2011,NUTS,2010,PL41,2,5703917
2011,NUTS,2010,PL42,2,4500517
2011,NUTS,2010,PL43,2,6129662
2011,NUTS,2010,PL51,2,6296075
2011,NUTS,2010,PL52,2,5432894
2011,NUTS,2010,PL61,2,6742400
2011,NUTS,2010,PL62,2,209175
2011,NUTS,2010,PL63,2,6350358
2011,NUTS,2010,PT11,2,6601873
2011,NUTS,2010,PT15,2,6257831
2011,NUTS,2010,PT16,2,5766425
2011,NUTS,2010,PT17,2,4864253
2011,NUTS,2010,PT18,2,299494
2011,NUTS,2010,PT20,2,1432749
2011,NUTS,2010,PT30,2,6743083
2011,NUTS,2010,RO11,2,1257508
2011,NUTS,2010,RO12,2,4765189
2011,NUTS,2010,RO21,2,1504370
2011,NUTS,2010,RO22,2,3202348
2011,NUTS,2010,RO31,2,1604063
2011,NUTS,2010,RO32,2,4839261
2011,NUTS,2010,RO41,2,2917190
2011,NUTS,2010,RO42,2,5456834
2011,NUTS,2010,SE11,2,5821204
2011,NUTS,2010,SE12,2,9981129
2011,NUTS,2010,SE21,2,1715750
2011,NUTS,2010,SE22,2,2508036
2011,NUTS,2010,SE23,2,8520889
2011,NUTS,2010,SE31,2,6195368
2011,NUTS,2010,SE32,2,5627321
2011,NUTS,2010,SE33,2,7375755
2011,NUTS,2010,SI01,2,6160357
2011,NUTS,2010,SI02,2,4086364
2011,NUTS,2010,SK01,2,5178427
2011,NUTS,2010,SK02,2,9525436
2011,NUTS,2010,SK03,2,6089398
2011,NUTS,2010,SK04,2,658947
2011,NUTS,2010,TR10,2,8430653
2011,NUTS,2010,TR21,2,9592638
2011,NUTS,2010,TR22,2,5926354
2011,NUTS,2010,TR31,2,2825203
2011,NUTS,2010,TR32,2,8554875
2011,NUTS,2010,TR33,2,7696936
2011,NUTS,2010,TR41,2,5868497
2011,NUTS,2010,TR42,2,5896378
2011,NUTS,2010,TR51,2,4853803
2011,NUTS,2010,TR52,2,4203681
2011,NUTS,2010,TR61,2,212649
2011,NUTS,2010,TR62,2,3626482
2011,NUTS,2010,TR63,2,2273470
2011,NUTS,2010,TR71,2,686141
2011,NUTS,2010,TR72,2,802702
2011,NUTS,2010,TR81,2,1357545
2011,NUTS,2010,TR82,2,8103947
2011,NUTS,2010,TR83,2,6333505
2011,NUTS,2010,TR90,2,7644921
2011,NUTS,2010,TRA1,2,5613106
2011,NUTS,2010,TRA2,2,7963624
2011,NUTS,2010,TRB1,2,3110556
2011,NUTS,2010,TRB2,2,4054257
2011,NUTS,2010,TRC1,2,5822665
2011,NUTS,2010,TRC2,2,9028515
2011,NUTS,2010,TRC3,2,107386
2011,NUTS,2010,UKC1,2,2492240
2011,NUTS,2010,UKC2,2,7227136
2011,NUTS,2010,UKD1,2,7600520
2011,NUTS,2010,UKD3,2,1889502
2011,NUTS,2010,UKD4,2,9704475
2011,NUTS,2010,UKD6,2,3773477
2011,NUTS,2010,UKD7,2,6962691
2011,NUTS,2010,UKE1,2,8921468
2011,NUTS,2010,UKE2,2,3563203
2011,NUTS,2010,UKE3,2,9016910
2011,NUTS,2010,UKE4,2,4301615
2011,NUTS,2010,UKF1,2,8926012
2011,NUTS,2010,UKF2,2,519665
2011,NUTS,2010,UKF3,2,7088585
2011,NUTS,2010,UKG1,2,2036160
2011,NUTS,2010,UKG2,2,480147
2011,NUTS,2010,UKG3,2,5158792
2011,NUTS,2010,UKH1,2,9976497
2011,NUTS,2010,UKH2,2,4578233
2011,NUTS,2010,UKH3,2,2622538
2011,NUTS,2010,UKI1,2,4966754
2011,NUTS,2010,UKI2,2,1811332
2011,NUTS,2010,UKJ1,2,3694768
2011,NUTS,2010,UKJ2,2,9549256
2011,NUTS,2010,UKJ3,2,722443
2011,NUTS,2010,UKJ4,2,9417448
2011,NUTS,2010,UKK1,2,4017996
2011,NUTS,2010,UKK2,2,9970802
2011,NUTS,2010,UKK3,2,1700788
2011,NUTS,2010,UKK4,2,1905533
2011,NUTS,2010,UKL1,2,8001893
2011,NUTS,2010,UKL2,2,4441012
2011,NUTS,2010,UKM2,2,1355796
2011,NUTS,2010,UKM3,2,3818172
2011,NUTS,2010,UKM5,2,9551306
2011,NUTS,2010,UKM6,2,4917659
2011,NUTS,2010,UKN0,2,4606048
2011,NUTS,2010,AT111,3,9115485
2011,NUTS,2010,AT112,3,8306529
2011,NUTS,2010,AT113,3,5215319
2011,NUTS,2010,AT121,3,3370676
2011,NUTS,2010,AT122,3,9652074
2011,NUTS,2010,AT123,3,6018607
2011,NUTS,2010,AT124,3,9650456
2011,NUTS,2010,AT125,3,5584105
2011,NUTS,2010,AT126,3,9860119
2011,NUTS,2010,AT127,3,1226997
2011,NUTS,2010,AT130,3,951545
2011,NUTS,2010,AT211,3,8212616
2011,NUTS,2010,AT212,3,3084987
2011,NUTS,2010,AT213,3,6530736
2011,NUTS,2010,AT221,3,728426
2011,NUTS,2010,AT222,3,5652798
2011,NUTS,2010,AT223,3,3886150
2011,NUTS,2010,AT224,3,2532773
2011,NUTS,2010,AT225,3,4868507
2011,NUTS,2010,AT226,3,2162235
2011,NUTS,2010,AT311,3,8212089
2011,NUTS,2010,AT312,3,3897343
2011,NUTS,2010,AT313,3,9123954
2011,NUTS,2010,AT314,3,4483692
2011,NUTS,2010,AT315,3,9423787
2011,NUTS,2010,AT321,3,8417009
2011,NUTS,2010,AT322,3,1044676
2011,NUTS,2010,AT323,3,7039589
2011,NUTS,2010,AT331,3,3968226
2011,NUTS,2010,AT332,3,734087
2011,NUTS,2010,AT333,3,877112
2011,NUTS,2010,AT334,3,5108802
2011,NUTS,2010,AT335,3,7955431
2011,NUTS,2010,AT341,3,9704028
2011,NUTS,2010,AT342,3,5524256
2011,NUTS,2010,BE100,3,2121315
2011,NUTS,2010,BE211,3,5209231
2011,NUTS,2010,BE212,3,3071616
2011,NUTS,2010,BE213,3,3689417
2011,NUTS,2010,BE221,3,5390628
2011,NUTS,2010,BE222,3,8161678
2011,NUTS,2010,BE223,3,8235954
2011,NUTS,2010,BE231,3,8927462
2011,NUTS,2010,BE232,3,1828654
2011,NUTS,2010,BE233,3,5405331
2011,NUTS,2010,BE234,3,4401190
2011,NUTS,2010,BE235,3,4745231
2011,NUTS,2010,BE236,3,7949243
2011,NUTS,2010,BE241,3,4809499
2011,NUTS,2010,BE242,3,8011429
2011,NUTS,2010,BE251,3,625409
2011,NUTS,2010,BE252,3,3128211
2011,NUTS,2010,BE253,3,601669
2011,NUTS,2010,BE254,3,8847322
2011,NUTS,2010,BE255,3,8064355
2011,NUTS,2010,BE256,3,2004799
2011,NUTS,2010,BE257,3,419668
2011,NUTS,2010,BE258,3,5010542
2011,NUTS,2010,BE310,3,6489105
2011,NUTS,2010,BE321,3,2703156
2011,NUTS,2010,BE322,3,1654766
2011,NUTS,2010,BE323,3,9328517
2011,NUTS,2010,BE324,3,6163430
2011,NUTS,2010,BE325,3,9572676
2011,NUTS,2010,BE326,3,2141008
2011,NUTS,2010,BE327,3,6079138
2011,NUTS,2010,BE331,3,5675585
2011,NUTS,2010,BE332,3,6820616
2011,NUTS,2010,BE334,3,8015420
2011,NUTS,2010,BE335,3,2618026
2011,NUTS,2010,BE336,3,5007811
2011,NUTS,2010,BE341,3,2837096
2011,NUTS,2010,BE342,3,5201871
2011,NUTS,2010,BE343,3,2725670
2011,NUTS,2010,BE344,3,5450033
2011,NUTS,2010,BE345,3,9844377
2011,NUTS,2010,BE351,3,9391146
2011,NUTS,2010,BE352,3,2407021
2011,NUTS,2010,BE353,3,6780221
2011,NUTS,2010,BG311,3,9888564
2011,NUTS,2010,BG312,3,9559238
2011,NUTS,2010,BG313,3,6050452
2011,NUTS,2010,BG314,3,9854895
2011,NUTS,2010,BG315,3,7096064
2011,NUTS,2010,BG321,3,9565035
2011,NUTS,2010,BG322,3,264322
2011,NUTS,2010,BG323,3,3236786
2011,NUTS,2010,BG324,3,3794384
2011,NUTS,2010,BG325,3,5805939
2011,NUTS,2010,BG331,3,8396004
2011,NUTS,2010,BG332,3,3952269
2011,NUTS,2010,BG333,3,492521
2011,NUTS,2010,BG334,3,1451358
2011,NUTS,2010,BG341,3,9284732
2011,NUTS,2010,BG342,3,8663563
2011,NUTS,2010,BG343,3,422175
2011,NUTS,2010,BG344,3,8790455
2011,NUTS,2010,BG411,3,8575153
2011,NUTS,2010,BG412,3,6842429
2011,NUTS,2010,BG413,3,9470593
2011,NUTS,2010,BG414,3,3180576
2011,NUTS,2010,BG415,3,726066
2011,NUTS,2010,BG421,3,8894524
2011,NUTS,2010,BG422,3,4455060
2011,NUTS,2010,BG423,3,1606041
2011,NUTS,2010,BG424,3,781111
2011,NUTS,2010,BG425,3,5375899
2011,NUTS,2010,CH011,3,5905543
2011,NUTS,2010,CH012,3,2291539
2011,NUTS,2010,CH013,3,9094842
2011,NUTS,2010,CH021,3,8949391
2011,NUTS,2010,CH022,3,5302437
2011,NUTS,2010,CH023,3,7622826
2011,NUTS,2010,CH024,3,1821388
2011,NUTS,2010,CH025,3,1578347
2011,NUTS,2010,CH031,3,9924453
2011,NUTS,2010,CH032,3,5965240
2011,NUTS,2010,CH033,3,1311623
2011,NUTS,2010,CH040,3,3394830
2011,NUTS,2010,CH051,3,3702461
2011,NUTS,2010,CH052,3,5741798
2011,NUTS,2010,CH053,3,7773839
2011,NUTS,2010,CH054,3,4990922
2011,NUTS,2010,CH055,3,3282730
2011,NUTS,2010,CH056,3,1095197
2011,NUTS,2010,CH057,3,7465737
2011,NUTS,2010,CH061,3,6636108
2011,NUTS,2010,CH062,3,4071905
2011,NUTS,2010,CH063,3,4527672
2011,NUTS,2010,CH064,3,2446829
2011,NUTS,2010,CH065,3,2877229
2011,NUTS,2010,CH066,3,990156
2011,NUTS,2010,CH070,3,8023720
2011,NUTS,2010,CY000,3,4991577
2011,NUTS,2010,CZ010,3,6083952
2011,NUTS,2010,CZ020,3,3390644
2011,NUTS,2010,CZ031,3,9038203
2011,NUTS,2010,CZ032,3,7334821
2011,NUTS,2010,CZ041,3,5223535
2011,NUTS,2010,CZ042,3,3065929
2011,NUTS,2010,CZ051,3,1602914
2011,NUTS,2010,CZ052,3,1353235
2011,NUTS,2010,CZ053,3,2440828
2011,NUTS,2010,CZ063,3,3617856
2011,NUTS,2010,CZ064,3,2756639
2011,NUTS,2010,CZ071,3,1133571
2011,NUTS,2010,CZ072,3,3495594
2011,NUTS,2010,CZ080,3,5450314
2011,NUTS,2010,DE111,3,1682148
2011,NUTS,2010,DE112,3,7975503
2011,NUTS,2010,DE113,3,2824767
2011,NUTS,2010,DE114,3,3411449
2011,NUTS,2010,DE115,3,2533808
2011,NUTS,2010,DE116,3,2250957
2011,NUTS,2010,DE117,3,6696120
2011,NUTS,2010,DE118,3,5443892
2011,NUTS,2010,DE119,3,5615123
2011,NUTS,2010,DE11A,3,5959861
2011,NUTS,2010,DE11B,3,8549580
2011,NUTS,2010,DE11C,3,1830066
2011,NUTS,2010,DE11D,3,1280668
2011,NUTS,2010,DE121,3,5473063
2011,NUTS,2010,DE122,3,6407086
2011,NUTS,2010,DE123,3,9532375
2011,NUTS,2010,DE124,3,3349345
2011,NUTS,2010,DE125,3,6616520
2011,NUTS,2010,DE126,3,3844730
2011,NUTS,2010,DE127,3,329197
2011,NUTS,2010,DE128,3,1930728
2011,NUTS,2010,DE129,3,3975323
2011,NUTS,2010,DE12A,3,7491720
2011,NUTS,2010,DE12B,3,5398294
2011,NUTS,2010,DE12C,3,5560702
2011,NUTS,2010,DE131,3,3775967
2011,NUTS,2010,DE132,3,1166336
2011,NUTS,2010,DE133,3,1356629
2011,NUTS,2010,DE134,3,6573229
2011,NUTS,2010,DE135,3,9470419
2011,NUTS,2010,DE136,3,5208889
2011,NUTS,2010,DE137,3,5204363
2011,NUTS,2010,DE138,3,9075871
2011,NUTS,2010,DE139,3,2259049
2011,NUTS,2010,DE13A,3,9594735
2011,NUTS,2010,DE141,3,9994866
2011,NUTS,2010,DE142,3,3546479
2011,NUTS,2010,DE143,3,8605445
2011,NUTS,2010,DE144,3,6760891
2011,NUTS,2010,DE145,3,4848946
2011,NUTS,2010,DE146,3,954840
2011,NUTS,2010,DE147,3,640089
2011,NUTS,2010,DE148,3,3778916
2011,NUTS,2010,DE149,3,6915014
2011,NUTS,2010,DE211,3,8684050
2011,NUTS,2010,DE212,3,2726526
2011,NUTS,2010,DE213,3,3215385
