year,region_type,region_year_spec,region_id,region_level,ukfin
2008,NUTS,2006,ES7,1,2193
2008,NUTS,2006,FI1,1,7249
2008,NUTS,2006,FI2,1,5728
2008,NUTS,2006,FR1,1,9765
2008,NUTS,2006,FR2,1,8666
2008,NUTS,2006,FR3,1,466
2008,NUTS,2006,FR4,1,1481
2008,NUTS,2006,FR5,1,5554
2008,NUTS,2006,FR6,1,5057
2008,NUTS,2006,FR7,1,7751
2008,NUTS,2006,FR8,1,2833
2008,NUTS,2006,FR9,1,8341
2008,NUTS,2006,GR1,1,2915
2008,NUTS,2006,GR2,1,8008
2008,NUTS,2006,GR3,1,6237
2008,NUTS,2006,GR4,1,3773
2008,NUTS,2006,HR0,1,2027
2008,NUTS,2006,HU1,1,1512
2008,NUTS,2006,HU2,1,8860
2008,NUTS,2006,HU3,1,6526
2008,NUTS,2006,IE0,1,1819
2008,NUTS,2006,IS0,1,9277
2008,NUTS,2006,ITC,1,213
2008,NUTS,2006,ITD,1,6773
2008,NUTS,2006,ITE,1,8321
2008,NUTS,2006,ITF,1,6039
2008,NUTS,2006,ITG,1,6990
2008,NUTS,2006,LI0,1,7927
2008,NUTS,2006,LT0,1,4314
2008,NUTS,2006,LU0,1,4473
2008,NUTS,2006,LV0,1,9472
2008,NUTS,2006,ME0,1,4294
2008,NUTS,2006,MK0,1,666
2008,NUTS,2006,MT0,1,637
2008,NUTS,2006,NL1,1,9581
2008,NUTS,2006,NL2,1,4276
2008,NUTS,2006,NL3,1,7025
2008,NUTS,2006,NL4,1,5951
2008,NUTS,2006,NO0,1,7325
2008,NUTS,2006,PL1,1,7096
2008,NUTS,2006,PL2,1,4565
2008,NUTS,2006,PL3,1,1059
2008,NUTS,2006,PL4,1,6058
2008,NUTS,2006,PL5,1,637
2008,NUTS,2006,PL6,1,9426
2008,NUTS,2006,PT1,1,3626
2008,NUTS,2006,PT2,1,7514
2008,NUTS,2006,PT3,1,4762
2008,NUTS,2006,RO1,1,8502
2008,NUTS,2006,RO2,1,1052
2008,NUTS,2006,RO3,1,9549
2008,NUTS,2006,RO4,1,6123
2008,NUTS,2006,SE1,1,9444
2008,NUTS,2006,SE2,1,3514
2008,NUTS,2006,SE3,1,3962
2008,NUTS,2006,SI0,1,3180
2008,NUTS,2006,SK0,1,4764
2008,NUTS,2006,TR1,1,910
2008,NUTS,2006,TR2,1,4904
2008,NUTS,2006,TR3,1,812
2008,NUTS,2006,TR4,1,7696
2008,NUTS,2006,TR5,1,1197
2008,NUTS,2006,TR6,1,6881
2008,NUTS,2006,TR7,1,3849
2008,NUTS,2006,TR8,1,3435
2008,NUTS,2006,TR9,1,222
2008,NUTS,2006,TRA,1,5656
2008,NUTS,2006,TRB,1,8400
2008,NUTS,2006,TRC,1,3517
2008,NUTS,2006,UKC,1,1152
2008,NUTS,2006,UKD,1,8910
2008,NUTS,2006,UKE,1,7597
2008,NUTS,2006,UKF,1,5464
2008,NUTS,2006,UKG,1,7711
2008,NUTS,2006,UKH,1,1140
2008,NUTS,2006,UKI,1,6108
2008,NUTS,2006,UKJ,1,8026
2008,NUTS,2006,UKK,1,4876
2008,NUTS,2006,UKL,1,7875
2008,NUTS,2006,UKM,1,4985
2008,NUTS,2006,UKN,1,2964
2008,NUTS,2006,AT11,2,7269
2008,NUTS,2006,AT12,2,9051
2008,NUTS,2006,AT13,2,3574
2008,NUTS,2006,AT21,2,2187
2008,NUTS,2006,AT22,2,2669
2008,NUTS,2006,AT31,2,5854
2008,NUTS,2006,AT32,2,5115
2008,NUTS,2006,AT33,2,8743
2008,NUTS,2006,AT34,2,2085
2008,NUTS,2006,BE10,2,6159
2008,NUTS,2006,BE21,2,3865
2008,NUTS,2006,BE22,2,6941
2008,NUTS,2006,BE23,2,4560
2008,NUTS,2006,BE24,2,6704
2008,NUTS,2006,BE25,2,7015
2008,NUTS,2006,BE31,2,5095
2008,NUTS,2006,BE32,2,4436
2008,NUTS,2006,BE33,2,3505
2008,NUTS,2006,BE34,2,7136
2008,NUTS,2006,BE35,2,5672
2008,NUTS,2006,BG31,2,9490
2008,NUTS,2006,BG32,2,1743
2008,NUTS,2006,BG33,2,4337
2008,NUTS,2006,BG34,2,2891
2008,NUTS,2006,BG41,2,1392
2008,NUTS,2006,BG42,2,8372
2008,NUTS,2006,CH01,2,6194
2008,NUTS,2006,CH02,2,7965
2008,NUTS,2006,CH03,2,552
2008,NUTS,2006,CH04,2,2487
2008,NUTS,2006,CH05,2,7507
2008,NUTS,2006,CH06,2,7398
2008,NUTS,2006,CH07,2,6626
2008,NUTS,2006,CY00,2,2402
2008,NUTS,2006,CZ01,2,8087
2008,NUTS,2006,CZ02,2,417
2008,NUTS,2006,CZ03,2,4912
2008,NUTS,2006,CZ04,2,4729
2008,NUTS,2006,CZ05,2,3176
2008,NUTS,2006,CZ06,2,8555
2008,NUTS,2006,CZ07,2,6856
2008,NUTS,2006,CZ08,2,5742
2008,NUTS,2006,DE11,2,6295
2008,NUTS,2006,DE12,2,199
2008,NUTS,2006,DE13,2,6672
2008,NUTS,2006,DE14,2,9596
2008,NUTS,2006,DE21,2,3773
2008,NUTS,2006,DE22,2,2463
2008,NUTS,2006,DE23,2,6496
2008,NUTS,2006,DE24,2,2066
2008,NUTS,2006,DE25,2,6952
2008,NUTS,2006,DE26,2,7342
2008,NUTS,2006,DE27,2,9029
2008,NUTS,2006,DE30,2,7844
2008,NUTS,2006,DE41,2,6457
2008,NUTS,2006,DE42,2,8609
2008,NUTS,2006,DE50,2,5253
2008,NUTS,2006,DE60,2,6873
2008,NUTS,2006,DE71,2,3611
2008,NUTS,2006,DE72,2,9828
2008,NUTS,2006,DE73,2,6539
2008,NUTS,2006,DE80,2,8631
2008,NUTS,2006,DE91,2,4779
2008,NUTS,2006,DE92,2,426
2008,NUTS,2006,DE93,2,7658
2008,NUTS,2006,DE94,2,4637
2008,NUTS,2006,DEA1,2,8044
2008,NUTS,2006,DEA2,2,5991
2008,NUTS,2006,DEA3,2,7172
2008,NUTS,2006,DEA4,2,798
2008,NUTS,2006,DEA5,2,4010
2008,NUTS,2006,DEB1,2,4273
2008,NUTS,2006,DEB2,2,8539
2008,NUTS,2006,DEB3,2,3957
2008,NUTS,2006,DEC0,2,8212
2008,NUTS,2006,DED1,2,7689
2008,NUTS,2006,DED2,2,5489
2008,NUTS,2006,DED3,2,6938
2008,NUTS,2006,DEE0,2,3992
2008,NUTS,2006,DEF0,2,810
2008,NUTS,2006,DEG0,2,2221
2008,NUTS,2006,DK01,2,8412
2008,NUTS,2006,DK02,2,7970
2008,NUTS,2006,DK03,2,7521
2008,NUTS,2006,DK04,2,9329
2008,NUTS,2006,DK05,2,2036
2008,NUTS,2006,EE00,2,1600
2008,NUTS,2006,ES11,2,9925
2008,NUTS,2006,ES12,2,1892
2008,NUTS,2006,ES13,2,3768
2008,NUTS,2006,ES21,2,1425
2008,NUTS,2006,ES22,2,6924
2008,NUTS,2006,ES23,2,6105
2008,NUTS,2006,ES24,2,8039
2008,NUTS,2006,ES30,2,2894
2008,NUTS,2006,ES41,2,2051
2008,NUTS,2006,ES42,2,1034
2008,NUTS,2006,ES43,2,859
2008,NUTS,2006,ES51,2,882
2008,NUTS,2006,ES52,2,3247
2008,NUTS,2006,ES53,2,146
2008,NUTS,2006,ES61,2,8201
2008,NUTS,2006,ES62,2,7766
2008,NUTS,2006,ES63,2,962
2008,NUTS,2006,ES64,2,5995
2008,NUTS,2006,ES70,2,1461
2008,NUTS,2006,FI13,2,3440
2008,NUTS,2006,FI18,2,1318
2008,NUTS,2006,FI19,2,5329
2008,NUTS,2006,FI1A,2,7886
2008,NUTS,2006,FI20,2,4004
2008,NUTS,2006,FR10,2,2718
2008,NUTS,2006,FR21,2,165
2008,NUTS,2006,FR22,2,9027
2008,NUTS,2006,FR23,2,6724
2008,NUTS,2006,FR24,2,4008
2008,NUTS,2006,FR25,2,2565
2008,NUTS,2006,FR26,2,7920
2008,NUTS,2006,FR30,2,4309
2008,NUTS,2006,FR41,2,9804
2008,NUTS,2006,FR42,2,8800
2008,NUTS,2006,FR43,2,8836
2008,NUTS,2006,FR51,2,8499
2008,NUTS,2006,FR52,2,2688
2008,NUTS,2006,FR53,2,9790
2008,NUTS,2006,FR61,2,3425
2008,NUTS,2006,FR62,2,8112
2008,NUTS,2006,FR63,2,4710
2008,NUTS,2006,FR71,2,5302
2008,NUTS,2006,FR72,2,2125
2008,NUTS,2006,FR81,2,785
2008,NUTS,2006,FR82,2,2557
2008,NUTS,2006,FR83,2,1674
2008,NUTS,2006,FR91,2,7242
2008,NUTS,2006,FR92,2,8119
2008,NUTS,2006,FR93,2,2513
2008,NUTS,2006,FR94,2,1812
2008,NUTS,2006,GR11,2,7835
2008,NUTS,2006,GR12,2,834
2008,NUTS,2006,GR13,2,9340
2008,NUTS,2006,GR14,2,1160
2008,NUTS,2006,GR21,2,9047
2008,NUTS,2006,GR22,2,2092
2008,NUTS,2006,GR23,2,9747
2008,NUTS,2006,GR24,2,9140
2008,NUTS,2006,GR25,2,7588
2008,NUTS,2006,GR30,2,2063
2008,NUTS,2006,GR41,2,9161
2008,NUTS,2006,GR42,2,2583
2008,NUTS,2006,GR43,2,7368
2008,NUTS,2006,HR01,2,9120
2008,NUTS,2006,HR02,2,7280
2008,NUTS,2006,HR03,2,6670
2008,NUTS,2006,HU10,2,415
2008,NUTS,2006,HU21,2,8694
2008,NUTS,2006,HU22,2,1394
2008,NUTS,2006,HU23,2,5148
2008,NUTS,2006,HU31,2,7254
2008,NUTS,2006,HU32,2,96
2008,NUTS,2006,HU33,2,1223
2008,NUTS,2006,IE01,2,8088
2008,NUTS,2006,IE02,2,5740
2008,NUTS,2006,IS00,2,3575
2008,NUTS,2006,ITC1,2,2015
2008,NUTS,2006,ITC2,2,2093
2008,NUTS,2006,ITC3,2,5521
2008,NUTS,2006,ITC4,2,508
2008,NUTS,2006,ITD1,2,77
2008,NUTS,2006,ITD2,2,5898
2008,NUTS,2006,ITD3,2,137
2008,NUTS,2006,ITD4,2,4949
2008,NUTS,2006,ITD5,2,9023
2008,NUTS,2006,ITE1,2,5031
2008,NUTS,2006,ITE2,2,5095
2008,NUTS,2006,ITE3,2,9516
2008,NUTS,2006,ITE4,2,3131
2008,NUTS,2006,ITF1,2,5904
2008,NUTS,2006,ITF2,2,6264
2008,NUTS,2006,ITF3,2,1498
2008,NUTS,2006,ITF4,2,182
2008,NUTS,2006,ITF5,2,9194
2008,NUTS,2006,ITF6,2,6649
2008,NUTS,2006,ITG1,2,1805
2008,NUTS,2006,ITG2,2,4223
2008,NUTS,2006,LI00,2,6235
2008,NUTS,2006,LT00,2,3172
2008,NUTS,2006,LU00,2,7553
2008,NUTS,2006,LV00,2,1063
2008,NUTS,2006,ME00,2,1275
2008,NUTS,2006,MK00,2,3759
2008,NUTS,2006,MT00,2,7961
2008,NUTS,2006,NL11,2,6286
2008,NUTS,2006,NL12,2,1811
2008,NUTS,2006,NL13,2,2948
2008,NUTS,2006,NL21,2,2268
2008,NUTS,2006,NL22,2,1706
2008,NUTS,2006,NL23,2,8349
2008,NUTS,2006,NL31,2,3407
2008,NUTS,2006,NL32,2,3980
2008,NUTS,2006,NL33,2,6766
2008,NUTS,2006,NL34,2,786
2008,NUTS,2006,NL41,2,8375
2008,NUTS,2006,NL42,2,7354
2008,NUTS,2006,NO01,2,7709
2008,NUTS,2006,NO02,2,8969
2008,NUTS,2006,NO03,2,1425
2008,NUTS,2006,NO04,2,2861
2008,NUTS,2006,NO05,2,3887
2008,NUTS,2006,NO06,2,3065
2008,NUTS,2006,NO07,2,3449
2008,NUTS,2006,PL11,2,8408
2008,NUTS,2006,PL12,2,6982
2008,NUTS,2006,PL21,2,7905
2008,NUTS,2006,PL22,2,2190
2008,NUTS,2006,PL31,2,444
2008,NUTS,2006,PL32,2,6586
2008,NUTS,2006,PL33,2,3417
2008,NUTS,2006,PL34,2,2668
2008,NUTS,2006,PL41,2,3817
2008,NUTS,2006,PL42,2,42
2008,NUTS,2006,PL43,2,8101
2008,NUTS,2006,PL51,2,5987
2008,NUTS,2006,PL52,2,5232
2008,NUTS,2006,PL61,2,8032
2008,NUTS,2006,PL62,2,7637
2008,NUTS,2006,PL63,2,9041
2008,NUTS,2006,PT11,2,7628
2008,NUTS,2006,PT15,2,7431
2008,NUTS,2006,PT16,2,2696
2008,NUTS,2006,PT17,2,6539
2008,NUTS,2006,PT18,2,410
2008,NUTS,2006,PT20,2,5467
2008,NUTS,2006,PT30,2,5657
2008,NUTS,2006,RO11,2,7969
2008,NUTS,2006,RO12,2,5366
2008,NUTS,2006,RO21,2,5104
2008,NUTS,2006,RO22,2,8110
2008,NUTS,2006,RO31,2,680
2008,NUTS,2006,RO32,2,6357
2008,NUTS,2006,RO41,2,7955
2008,NUTS,2006,RO42,2,7362
2008,NUTS,2006,SE11,2,1952
2008,NUTS,2006,SE12,2,370
2008,NUTS,2006,SE21,2,7940
2008,NUTS,2006,SE22,2,8051
2008,NUTS,2006,SE23,2,3006
2008,NUTS,2006,SE31,2,9568
2008,NUTS,2006,SE32,2,612
2008,NUTS,2006,SE33,2,6352
2008,NUTS,2006,SI01,2,399
2008,NUTS,2006,SI02,2,5686
2008,NUTS,2006,SK01,2,2677
2008,NUTS,2006,SK02,2,4994
2008,NUTS,2006,SK03,2,350
2008,NUTS,2006,SK04,2,2545
2008,NUTS,2006,TR10,2,5916
2008,NUTS,2006,TR21,2,8344
2008,NUTS,2006,TR22,2,324
2008,NUTS,2006,TR31,2,4728
2008,NUTS,2006,TR32,2,6307
2008,NUTS,2006,TR33,2,8676
2008,NUTS,2006,TR41,2,9094
2008,NUTS,2006,TR42,2,6876
2008,NUTS,2006,TR51,2,909
2008,NUTS,2006,TR52,2,8747
2008,NUTS,2006,TR61,2,4662
2008,NUTS,2006,TR62,2,6580
2008,NUTS,2006,TR63,2,3356
2008,NUTS,2006,TR71,2,6406
2008,NUTS,2006,TR72,2,3573
2008,NUTS,2006,TR81,2,8766
2008,NUTS,2006,TR82,2,2140
2008,NUTS,2006,TR83,2,678
2008,NUTS,2006,TR90,2,7329
2008,NUTS,2006,TRA1,2,7574
2008,NUTS,2006,TRA2,2,2367
2008,NUTS,2006,TRB1,2,8460
2008,NUTS,2006,TRB2,2,7010
2008,NUTS,2006,TRC1,2,221
2008,NUTS,2006,TRC2,2,2644
2008,NUTS,2006,TRC3,2,2466
2008,NUTS,2006,UKC1,2,2935
2008,NUTS,2006,UKC2,2,6476
2008,NUTS,2006,UKD1,2,6045
2008,NUTS,2006,UKD2,2,876
2008,NUTS,2006,UKD3,2,5988
2008,NUTS,2006,UKD4,2,7869
2008,NUTS,2006,UKD5,2,7252
2008,NUTS,2006,UKE1,2,6145
2008,NUTS,2006,UKE2,2,3035
2008,NUTS,2006,UKE3,2,349
2008,NUTS,2006,UKE4,2,8572
2008,NUTS,2006,UKF1,2,3664
2008,NUTS,2006,UKF2,2,1827
2008,NUTS,2006,UKF3,2,8403
2008,NUTS,2006,UKG1,2,7802
2008,NUTS,2006,UKG2,2,5149
2008,NUTS,2006,UKG3,2,4767
2008,NUTS,2006,UKH1,2,2557
2008,NUTS,2006,UKH2,2,3873
2008,NUTS,2006,UKH3,2,3124
2008,NUTS,2006,UKI1,2,7690
2008,NUTS,2006,UKI2,2,7410
2008,NUTS,2006,UKJ1,2,520
2008,NUTS,2006,UKJ2,2,8197
2008,NUTS,2006,UKJ3,2,8383
2008,NUTS,2006,UKJ4,2,8171
2008,NUTS,2006,UKK1,2,9204
2008,NUTS,2006,UKK2,2,1418
2008,NUTS,2006,UKK3,2,2702
2008,NUTS,2006,UKK4,2,1926
2008,NUTS,2006,UKL1,2,1510
2008,NUTS,2006,UKL2,2,6201
2008,NUTS,2006,UKM2,2,6332
2008,NUTS,2006,UKM3,2,4018
2008,NUTS,2006,UKM5,2,4913
2008,NUTS,2006,UKM6,2,4992
2008,NUTS,2006,UKN0,2,3911
2008,NUTS,2006,AT111,3,6137
2008,NUTS,2006,AT112,3,1098
2008,NUTS,2006,AT113,3,5241
2008,NUTS,2006,AT121,3,9038
2008,NUTS,2006,AT122,3,4710
2008,NUTS,2006,AT123,3,6334
2008,NUTS,2006,AT124,3,4030
2008,NUTS,2006,AT125,3,7048
2008,NUTS,2006,AT126,3,5676
2008,NUTS,2006,AT127,3,9437
2008,NUTS,2006,AT130,3,1369
2008,NUTS,2006,AT211,3,1783
2008,NUTS,2006,AT212,3,2553
2008,NUTS,2006,AT213,3,1038
2008,NUTS,2006,AT221,3,7964
2008,NUTS,2006,AT222,3,8533
2008,NUTS,2006,AT223,3,1970
2008,NUTS,2006,AT224,3,7945
2008,NUTS,2006,AT225,3,2671
2008,NUTS,2006,AT226,3,1353
2008,NUTS,2006,AT311,3,9082
2008,NUTS,2006,AT312,3,2424
2008,NUTS,2006,AT313,3,2240
2008,NUTS,2006,AT314,3,9615
2008,NUTS,2006,AT315,3,2409
2008,NUTS,2006,AT321,3,2583
2008,NUTS,2006,AT322,3,9733
2008,NUTS,2006,AT323,3,291
2008,NUTS,2006,AT331,3,4742
2008,NUTS,2006,AT332,3,8056
2008,NUTS,2006,AT333,3,6834
2008,NUTS,2006,AT334,3,7960
2008,NUTS,2006,AT335,3,5110
2008,NUTS,2006,AT341,3,5478
2008,NUTS,2006,AT342,3,2737
2008,NUTS,2006,BE100,3,2706
2008,NUTS,2006,BE211,3,4863
2008,NUTS,2006,BE212,3,2784
2008,NUTS,2006,BE213,3,8284
2008,NUTS,2006,BE221,3,6889
2008,NUTS,2006,BE222,3,1043
2008,NUTS,2006,BE223,3,5126
2008,NUTS,2006,BE231,3,2956
2008,NUTS,2006,BE232,3,294
2008,NUTS,2006,BE233,3,7126
2008,NUTS,2006,BE234,3,4643
2008,NUTS,2006,BE235,3,7861
2008,NUTS,2006,BE236,3,2196
2008,NUTS,2006,BE241,3,7838
2008,NUTS,2006,BE242,3,5696
2008,NUTS,2006,BE251,3,3439
2008,NUTS,2006,BE252,3,5028
2008,NUTS,2006,BE253,3,7578
2008,NUTS,2006,BE254,3,7067
2008,NUTS,2006,BE255,3,1854
2008,NUTS,2006,BE256,3,9687
2008,NUTS,2006,BE257,3,5912
2008,NUTS,2006,BE258,3,5739
2008,NUTS,2006,BE310,3,5502
2008,NUTS,2006,BE321,3,3446
2008,NUTS,2006,BE322,3,3304
2008,NUTS,2006,BE323,3,3109
2008,NUTS,2006,BE324,3,7638
2008,NUTS,2006,BE325,3,2961
2008,NUTS,2006,BE326,3,5159
2008,NUTS,2006,BE327,3,6999
2008,NUTS,2006,BE331,3,2250
2008,NUTS,2006,BE332,3,6518
2008,NUTS,2006,BE334,3,8068
2008,NUTS,2006,BE335,3,2502
2008,NUTS,2006,BE336,3,3333
2008,NUTS,2006,BE341,3,2843
2008,NUTS,2006,BE342,3,9747
2008,NUTS,2006,BE343,3,166
2008,NUTS,2006,BE344,3,4520
2008,NUTS,2006,BE345,3,4276
2008,NUTS,2006,BE351,3,4632
2008,NUTS,2006,BE352,3,296
2008,NUTS,2006,BE353,3,8207
2008,NUTS,2006,BG311,3,8893
2008,NUTS,2006,BG312,3,3088
2008,NUTS,2006,BG313,3,9573
2008,NUTS,2006,BG314,3,15
2008,NUTS,2006,BG315,3,4312
2008,NUTS,2006,BG321,3,8726
2008,NUTS,2006,BG322,3,1370
2008,NUTS,2006,BG323,3,7627
2008,NUTS,2006,BG324,3,789
2008,NUTS,2006,BG325,3,2552
2008,NUTS,2006,BG331,3,9307
2008,NUTS,2006,BG332,3,5300
2008,NUTS,2006,BG333,3,90
2008,NUTS,2006,BG334,3,7799
2008,NUTS,2006,BG341,3,7996
2008,NUTS,2006,BG342,3,4968
2008,NUTS,2006,BG343,3,272
2008,NUTS,2006,BG344,3,8732
2008,NUTS,2006,BG411,3,1011
2008,NUTS,2006,BG412,3,6257
2008,NUTS,2006,BG413,3,6916
2008,NUTS,2006,BG414,3,8354
2008,NUTS,2006,BG415,3,3709
2008,NUTS,2006,BG421,3,7696
2008,NUTS,2006,BG422,3,4383
2008,NUTS,2006,BG423,3,2270
2008,NUTS,2006,BG424,3,9656
2008,NUTS,2006,BG425,3,3130
2008,NUTS,2006,CH011,3,2201
2008,NUTS,2006,CH012,3,3134
2008,NUTS,2006,CH013,3,6536
2008,NUTS,2006,CH021,3,4371
2008,NUTS,2006,CH022,3,1088
2008,NUTS,2006,CH023,3,4048
2008,NUTS,2006,CH024,3,340
2008,NUTS,2006,CH025,3,7937
2008,NUTS,2006,CH031,3,5723
2008,NUTS,2006,CH032,3,6314
2008,NUTS,2006,CH033,3,3110
2008,NUTS,2006,CH040,3,6899
2008,NUTS,2006,CH051,3,1725
2008,NUTS,2006,CH052,3,8679
2008,NUTS,2006,CH053,3,7144
2008,NUTS,2006,CH054,3,122
2008,NUTS,2006,CH055,3,4125
2008,NUTS,2006,CH056,3,609
2008,NUTS,2006,CH057,3,149
2008,NUTS,2006,CH061,3,2218
2008,NUTS,2006,CH062,3,83
2008,NUTS,2006,CH063,3,54
2008,NUTS,2006,CH064,3,3876
2008,NUTS,2006,CH065,3,7023
2008,NUTS,2006,CH066,3,1387
2008,NUTS,2006,CH070,3,2431
2008,NUTS,2006,CY000,3,3346
2008,NUTS,2006,CZ010,3,754
2008,NUTS,2006,CZ020,3,2792
2008,NUTS,2006,CZ031,3,4992
2008,NUTS,2006,CZ032,3,9098
2008,NUTS,2006,CZ041,3,9569
2008,NUTS,2006,CZ042,3,29
2008,NUTS,2006,CZ051,3,8446
2008,NUTS,2006,CZ052,3,2012
2008,NUTS,2006,CZ053,3,5981
2008,NUTS,2006,CZ063,3,3168
2008,NUTS,2006,CZ064,3,7413
2008,NUTS,2006,CZ071,3,5475
2008,NUTS,2006,CZ072,3,4788
2008,NUTS,2006,CZ080,3,7950
2008,NUTS,2006,DE111,3,9567
2008,NUTS,2006,DE112,3,9709
2008,NUTS,2006,DE113,3,8738
2008,NUTS,2006,DE114,3,8003
2008,NUTS,2006,DE115,3,136
2008,NUTS,2006,DE116,3,228
2008,NUTS,2006,DE117,3,180
2008,NUTS,2006,DE118,3,7281
2008,NUTS,2006,DE119,3,4828
2008,NUTS,2006,DE11A,3,1967
2008,NUTS,2006,DE11B,3,8880
2008,NUTS,2006,DE11C,3,2443
2008,NUTS,2006,DE11D,3,4159
2008,NUTS,2006,DE121,3,5746
2008,NUTS,2006,DE122,3,6783
2008,NUTS,2006,DE123,3,2055
2008,NUTS,2006,DE124,3,9777
2008,NUTS,2006,DE125,3,8129
2008,NUTS,2006,DE126,3,2780
2008,NUTS,2006,DE127,3,9187
2008,NUTS,2006,DE128,3,6082
2008,NUTS,2006,DE129,3,1667
2008,NUTS,2006,DE12A,3,80
2008,NUTS,2006,DE12B,3,3760
2008,NUTS,2006,DE12C,3,7566
2008,NUTS,2006,DE131,3,7439
2008,NUTS,2006,DE132,3,6767
2008,NUTS,2006,DE133,3,4454
2008,NUTS,2006,DE134,3,2619
2008,NUTS,2006,DE135,3,3843
2008,NUTS,2006,DE136,3,2558
2008,NUTS,2006,DE137,3,5584
2008,NUTS,2006,DE138,3,2007
2008,NUTS,2006,DE139,3,121
2008,NUTS,2006,DE13A,3,4796
2008,NUTS,2006,DE141,3,7163
2008,NUTS,2006,DE142,3,2095
2008,NUTS,2006,DE143,3,5408
2008,NUTS,2006,DE144,3,602
2008,NUTS,2006,DE145,3,4038
2008,NUTS,2006,DE146,3,7121
2008,NUTS,2006,DE147,3,4074
2008,NUTS,2006,DE148,3,2611
2008,NUTS,2006,DE149,3,6287
2008,NUTS,2006,DE211,3,5660
2008,NUTS,2006,DE212,3,3173
2008,NUTS,2006,DE213,3,3331
2008,NUTS,2006,DE214,3,9734
2008,NUTS,2006,DE215,3,3451
2008,NUTS,2006,DE216,3,6639
2008,NUTS,2006,DE217,3,3819
2008,NUTS,2006,DE218,3,4340
2008,NUTS,2006,DE219,3,8545
2008,NUTS,2006,DE21A,3,8397
2008,NUTS,2006,DE21B,3,6511
2008,NUTS,2006,DE21C,3,8084
2008,NUTS,2006,DE21D,3,4736
2008,NUTS,2006,DE21E,3,3900
2008,NUTS,2006,DE21F,3,4087
2008,NUTS,2006,DE21G,3,2848
2008,NUTS,2006,DE21H,3,6408
2008,NUTS,2006,DE21I,3,1256
2008,NUTS,2006,DE21J,3,7547
2008,NUTS,2006,DE21K,3,1530
2008,NUTS,2006,DE21L,3,3668
2008,NUTS,2006,DE21M,3,3674
2008,NUTS,2006,DE21N,3,2706
2008,NUTS,2006,DE221,3,1357
2008,NUTS,2006,DE222,3,6667
2008,NUTS,2006,DE223,3,1058
2008,NUTS,2006,DE224,3,1270
2008,NUTS,2006,DE225,3,912
2008,NUTS,2006,DE226,3,588
2008,NUTS,2006,DE227,3,9223
2008,NUTS,2006,DE228,3,5047
2008,NUTS,2006,DE229,3,6787
2008,NUTS,2006,DE22A,3,6803
2008,NUTS,2006,DE22B,3,9493
2008,NUTS,2006,DE22C,3,6842
