year,region_type,region_year_spec,region_id,region_level,jokaw
2006,NUTS,2006,TRB,1,939
2006,NUTS,2006,TRC,1,431
2006,NUTS,2006,UKC,1,920
2006,NUTS,2006,UKD,1,229
2006,NUTS,2006,UKE,1,150
2006,NUTS,2006,UKF,1,138
2006,NUTS,2006,UKG,1,600
2006,NUTS,2006,UKH,1,596
2006,NUTS,2006,UKI,1,970
2006,NUTS,2006,UKJ,1,149
2006,NUTS,2006,UKK,1,961
2006,NUTS,2006,UKL,1,272
2006,NUTS,2006,UKM,1,159
2006,NUTS,2006,UKN,1,881
2006,NUTS,2006,AT11,2,295
2006,NUTS,2006,AT12,2,540
2006,NUTS,2006,AT13,2,299
2006,NUTS,2006,AT21,2,306
2006,NUTS,2006,AT22,2,97
2006,NUTS,2006,AT31,2,979
2006,NUTS,2006,AT32,2,830
2006,NUTS,2006,AT33,2,909
2006,NUTS,2006,AT34,2,82
2006,NUTS,2006,BE10,2,161
2006,NUTS,2006,BE21,2,447
2006,NUTS,2006,BE22,2,597
2006,NUTS,2006,BE23,2,14
2006,NUTS,2006,BE24,2,813
2006,NUTS,2006,BE25,2,313
2006,NUTS,2006,BE31,2,862
2006,NUTS,2006,BE32,2,231
2006,NUTS,2006,BE33,2,659
2006,NUTS,2006,BE34,2,855
2006,NUTS,2006,BE35,2,497
2006,NUTS,2006,BG31,2,894
2006,NUTS,2006,BG32,2,508
2006,NUTS,2006,BG33,2,619
2006,NUTS,2006,BG34,2,255
2006,NUTS,2006,BG41,2,775
2006,NUTS,2006,BG42,2,3
2006,NUTS,2006,CH01,2,450
2006,NUTS,2006,CH02,2,611
2006,NUTS,2006,CH03,2,507
2006,NUTS,2006,CH04,2,715
2006,NUTS,2006,CH05,2,648
2006,NUTS,2006,CH06,2,679
2006,NUTS,2006,CH07,2,354
2006,NUTS,2006,CY00,2,436
2006,NUTS,2006,CZ01,2,38
2006,NUTS,2006,CZ02,2,889
2006,NUTS,2006,CZ03,2,1000
2006,NUTS,2006,CZ04,2,557
2006,NUTS,2006,CZ05,2,703
2006,NUTS,2006,CZ06,2,571
2006,NUTS,2006,CZ07,2,509
2006,NUTS,2006,CZ08,2,569
2006,NUTS,2006,DE11,2,437
2006,NUTS,2006,DE12,2,442
2006,NUTS,2006,DE13,2,677
2006,NUTS,2006,DE14,2,22
2006,NUTS,2006,DE21,2,789
2006,NUTS,2006,DE22,2,429
2006,NUTS,2006,DE23,2,569
2006,NUTS,2006,DE24,2,480
2006,NUTS,2006,DE25,2,784
2006,NUTS,2006,DE26,2,181
2006,NUTS,2006,DE27,2,317
2006,NUTS,2006,DE30,2,670
2006,NUTS,2006,DE41,2,747
2006,NUTS,2006,DE42,2,919
2006,NUTS,2006,DE50,2,13
2006,NUTS,2006,DE60,2,825
2006,NUTS,2006,DE71,2,277
2006,NUTS,2006,DE72,2,452
2006,NUTS,2006,DE73,2,595
2006,NUTS,2006,DE80,2,428
2006,NUTS,2006,DE91,2,502
2006,NUTS,2006,DE92,2,985
2006,NUTS,2006,DE93,2,778
2006,NUTS,2006,DE94,2,636
2006,NUTS,2006,DEA1,2,177
2006,NUTS,2006,DEA2,2,749
2006,NUTS,2006,DEA3,2,411
2006,NUTS,2006,DEA4,2,835
2006,NUTS,2006,DEA5,2,511
2006,NUTS,2006,DEB1,2,296
2006,NUTS,2006,DEB2,2,741
2006,NUTS,2006,DEB3,2,504
2006,NUTS,2006,DEC0,2,714
2006,NUTS,2006,DED1,2,73
2006,NUTS,2006,DED2,2,53
2006,NUTS,2006,DED3,2,494
2006,NUTS,2006,DEE0,2,935
2006,NUTS,2006,DEF0,2,939
2006,NUTS,2006,DEG0,2,325
2006,NUTS,2006,DK01,2,874
2006,NUTS,2006,DK02,2,833
2006,NUTS,2006,DK03,2,683
2006,NUTS,2006,DK04,2,978
2006,NUTS,2006,DK05,2,91
2006,NUTS,2006,EE00,2,943
2006,NUTS,2006,ES11,2,616
2006,NUTS,2006,ES12,2,922
2006,NUTS,2006,ES13,2,932
2006,NUTS,2006,ES21,2,857
2006,NUTS,2006,ES22,2,324
2006,NUTS,2006,ES23,2,714
2006,NUTS,2006,ES24,2,132
2006,NUTS,2006,ES30,2,640
2006,NUTS,2006,ES41,2,661
2006,NUTS,2006,ES42,2,861
2006,NUTS,2006,ES43,2,418
2006,NUTS,2006,ES51,2,934
2006,NUTS,2006,ES52,2,774
2006,NUTS,2006,ES53,2,518
2006,NUTS,2006,ES61,2,761
2006,NUTS,2006,ES62,2,289
2006,NUTS,2006,ES63,2,132
2006,NUTS,2006,ES64,2,577
2006,NUTS,2006,ES70,2,755
2006,NUTS,2006,FI13,2,819
2006,NUTS,2006,FI18,2,82
2006,NUTS,2006,FI19,2,361
2006,NUTS,2006,FI1A,2,498
2006,NUTS,2006,FI20,2,248
2006,NUTS,2006,FR10,2,964
2006,NUTS,2006,FR21,2,386
2006,NUTS,2006,FR22,2,429
2006,NUTS,2006,FR23,2,317
2006,NUTS,2006,FR24,2,174
2006,NUTS,2006,FR25,2,368
2006,NUTS,2006,FR26,2,181
2006,NUTS,2006,FR30,2,298
2006,NUTS,2006,FR41,2,629
2006,NUTS,2006,FR42,2,272
2006,NUTS,2006,FR43,2,453
2006,NUTS,2006,FR51,2,192
2006,NUTS,2006,FR52,2,758
2006,NUTS,2006,FR53,2,0
2006,NUTS,2006,FR61,2,128
2006,NUTS,2006,FR62,2,961
2006,NUTS,2006,FR63,2,179
2006,NUTS,2006,FR71,2,176
2006,NUTS,2006,FR72,2,527
2006,NUTS,2006,FR81,2,267
2006,NUTS,2006,FR82,2,281
2006,NUTS,2006,FR83,2,703
2006,NUTS,2006,FR91,2,274
2006,NUTS,2006,FR92,2,170
2006,NUTS,2006,FR93,2,737
2006,NUTS,2006,FR94,2,570
2006,NUTS,2006,GR11,2,356
2006,NUTS,2006,GR12,2,496
2006,NUTS,2006,GR13,2,118
2006,NUTS,2006,GR14,2,164
2006,NUTS,2006,GR21,2,350
2006,NUTS,2006,GR22,2,289
2006,NUTS,2006,GR23,2,647
2006,NUTS,2006,GR24,2,124
2006,NUTS,2006,GR25,2,761
2006,NUTS,2006,GR30,2,996
2006,NUTS,2006,GR41,2,771
2006,NUTS,2006,GR42,2,656
2006,NUTS,2006,GR43,2,393
2006,NUTS,2006,HR01,2,747
2006,NUTS,2006,HR02,2,48
2006,NUTS,2006,HR03,2,470
2006,NUTS,2006,HU10,2,247
2006,NUTS,2006,HU21,2,497
2006,NUTS,2006,HU22,2,535
2006,NUTS,2006,HU23,2,52
2006,NUTS,2006,HU31,2,516
2006,NUTS,2006,HU32,2,39
2006,NUTS,2006,HU33,2,467
2006,NUTS,2006,IE01,2,614
2006,NUTS,2006,IE02,2,483
2006,NUTS,2006,IS00,2,494
2006,NUTS,2006,ITC1,2,364
2006,NUTS,2006,ITC2,2,267
2006,NUTS,2006,ITC3,2,537
2006,NUTS,2006,ITC4,2,694
2006,NUTS,2006,ITD1,2,760
2006,NUTS,2006,ITD2,2,612
2006,NUTS,2006,ITD3,2,308
2006,NUTS,2006,ITD4,2,608
2006,NUTS,2006,ITD5,2,416
2006,NUTS,2006,ITE1,2,288
2006,NUTS,2006,ITE2,2,535
2006,NUTS,2006,ITE3,2,108
2006,NUTS,2006,ITE4,2,118
2006,NUTS,2006,ITF1,2,30
2006,NUTS,2006,ITF2,2,318
2006,NUTS,2006,ITF3,2,162
2006,NUTS,2006,ITF4,2,631
2006,NUTS,2006,ITF5,2,346
2006,NUTS,2006,ITF6,2,261
2006,NUTS,2006,ITG1,2,467
2006,NUTS,2006,ITG2,2,680
2006,NUTS,2006,LI00,2,886
2006,NUTS,2006,LT00,2,540
2006,NUTS,2006,LU00,2,633
2006,NUTS,2006,LV00,2,820
2006,NUTS,2006,ME00,2,995
2006,NUTS,2006,MK00,2,608
2006,NUTS,2006,MT00,2,835
2006,NUTS,2006,NL11,2,24
2006,NUTS,2006,NL12,2,363
2006,NUTS,2006,NL13,2,44
2006,NUTS,2006,NL21,2,264
2006,NUTS,2006,NL22,2,767
2006,NUTS,2006,NL23,2,182
2006,NUTS,2006,NL31,2,815
2006,NUTS,2006,NL32,2,181
2006,NUTS,2006,NL33,2,536
2006,NUTS,2006,NL34,2,989
2006,NUTS,2006,NL41,2,799
2006,NUTS,2006,NL42,2,196
2006,NUTS,2006,NO01,2,583
2006,NUTS,2006,NO02,2,974
2006,NUTS,2006,NO03,2,323
2006,NUTS,2006,NO04,2,972
2006,NUTS,2006,NO05,2,831
2006,NUTS,2006,NO06,2,749
2006,NUTS,2006,NO07,2,374
2006,NUTS,2006,PL11,2,11
2006,NUTS,2006,PL12,2,530
2006,NUTS,2006,PL21,2,849
2006,NUTS,2006,PL22,2,417
2006,NUTS,2006,PL31,2,192
2006,NUTS,2006,PL32,2,515
2006,NUTS,2006,PL33,2,736
2006,NUTS,2006,PL34,2,517
2006,NUTS,2006,PL41,2,191
2006,NUTS,2006,PL42,2,368
2006,NUTS,2006,PL43,2,496
2006,NUTS,2006,PL51,2,921
2006,NUTS,2006,PL52,2,813
2006,NUTS,2006,PL61,2,850
2006,NUTS,2006,PL62,2,304
2006,NUTS,2006,PL63,2,27
2006,NUTS,2006,PT11,2,435
2006,NUTS,2006,PT15,2,777
2006,NUTS,2006,PT16,2,863
2006,NUTS,2006,PT17,2,307
2006,NUTS,2006,PT18,2,463
2006,NUTS,2006,PT20,2,360
2006,NUTS,2006,PT30,2,608
2006,NUTS,2006,RO11,2,494
2006,NUTS,2006,RO12,2,415
2006,NUTS,2006,RO21,2,667
2006,NUTS,2006,RO22,2,438
2006,NUTS,2006,RO31,2,375
2006,NUTS,2006,RO32,2,104
2006,NUTS,2006,RO41,2,559
2006,NUTS,2006,RO42,2,130
2006,NUTS,2006,SE11,2,907
2006,NUTS,2006,SE12,2,668
2006,NUTS,2006,SE21,2,297
2006,NUTS,2006,SE22,2,81
2006,NUTS,2006,SE23,2,935
2006,NUTS,2006,SE31,2,18
2006,NUTS,2006,SE32,2,708
2006,NUTS,2006,SE33,2,305
2006,NUTS,2006,SI01,2,355
2006,NUTS,2006,SI02,2,894
2006,NUTS,2006,SK01,2,902
2006,NUTS,2006,SK02,2,704
2006,NUTS,2006,SK03,2,927
2006,NUTS,2006,SK04,2,262
2006,NUTS,2006,TR10,2,58
2006,NUTS,2006,TR21,2,535
2006,NUTS,2006,TR22,2,812
2006,NUTS,2006,TR31,2,860
2006,NUTS,2006,TR32,2,107
2006,NUTS,2006,TR33,2,589
2006,NUTS,2006,TR41,2,774
2006,NUTS,2006,TR42,2,854
2006,NUTS,2006,TR51,2,161
2006,NUTS,2006,TR52,2,233
2006,NUTS,2006,TR61,2,801
2006,NUTS,2006,TR62,2,948
2006,NUTS,2006,TR63,2,192
2006,NUTS,2006,TR71,2,167
2006,NUTS,2006,TR72,2,317
2006,NUTS,2006,TR81,2,220
2006,NUTS,2006,TR82,2,172
2006,NUTS,2006,TR83,2,709
2006,NUTS,2006,TR90,2,145
2006,NUTS,2006,TRA1,2,110
2006,NUTS,2006,TRA2,2,215
2006,NUTS,2006,TRB1,2,776
2006,NUTS,2006,TRB2,2,736
2006,NUTS,2006,TRC1,2,842
2006,NUTS,2006,TRC2,2,450
2006,NUTS,2006,TRC3,2,481
2006,NUTS,2006,UKC1,2,540
2006,NUTS,2006,UKC2,2,387
2006,NUTS,2006,UKD1,2,212
2006,NUTS,2006,UKD2,2,109
2006,NUTS,2006,UKD3,2,978
2006,NUTS,2006,UKD4,2,80
2006,NUTS,2006,UKD5,2,375
2006,NUTS,2006,UKE1,2,597
2006,NUTS,2006,UKE2,2,917
2006,NUTS,2006,UKE3,2,350
2006,NUTS,2006,UKE4,2,742
2006,NUTS,2006,UKF1,2,350
2006,NUTS,2006,UKF2,2,246
2006,NUTS,2006,UKF3,2,313
2006,NUTS,2006,UKG1,2,551
2006,NUTS,2006,UKG2,2,392
2006,NUTS,2006,UKG3,2,715
2006,NUTS,2006,UKH1,2,243
2006,NUTS,2006,UKH2,2,664
2006,NUTS,2006,UKH3,2,653
2006,NUTS,2006,UKI1,2,30
2006,NUTS,2006,UKI2,2,434
2006,NUTS,2006,UKJ1,2,900
2006,NUTS,2006,UKJ2,2,365
2006,NUTS,2006,UKJ3,2,211
2006,NUTS,2006,UKJ4,2,244
2006,NUTS,2006,UKK1,2,46
2006,NUTS,2006,UKK2,2,451
2006,NUTS,2006,UKK3,2,793
2006,NUTS,2006,UKK4,2,482
2006,NUTS,2006,UKL1,2,995
2006,NUTS,2006,UKL2,2,664
2006,NUTS,2006,UKM2,2,745
2006,NUTS,2006,UKM3,2,622
2006,NUTS,2006,UKM5,2,287
2006,NUTS,2006,UKM6,2,766
2006,NUTS,2006,UKN0,2,892
2006,NUTS,2006,AT111,3,931
2006,NUTS,2006,AT112,3,544
2006,NUTS,2006,AT113,3,919
2006,NUTS,2006,AT121,3,84
2006,NUTS,2006,AT122,3,624
2006,NUTS,2006,AT123,3,941
2006,NUTS,2006,AT124,3,802
2006,NUTS,2006,AT125,3,679
2006,NUTS,2006,AT126,3,900
2006,NUTS,2006,AT127,3,542
2006,NUTS,2006,AT130,3,698
2006,NUTS,2006,AT211,3,452
2006,NUTS,2006,AT212,3,918
2006,NUTS,2006,AT213,3,57
2006,NUTS,2006,AT221,3,712
2006,NUTS,2006,AT222,3,446
2006,NUTS,2006,AT223,3,337
2006,NUTS,2006,AT224,3,851
2006,NUTS,2006,AT225,3,943
2006,NUTS,2006,AT226,3,560
2006,NUTS,2006,AT311,3,897
2006,NUTS,2006,AT312,3,617
2006,NUTS,2006,AT313,3,873
2006,NUTS,2006,AT314,3,740
2006,NUTS,2006,AT315,3,823
2006,NUTS,2006,AT321,3,65
2006,NUTS,2006,AT322,3,984
2006,NUTS,2006,AT323,3,749
2006,NUTS,2006,AT331,3,988
2006,NUTS,2006,AT332,3,977
2006,NUTS,2006,AT333,3,59
2006,NUTS,2006,AT334,3,440
2006,NUTS,2006,AT335,3,510
2006,NUTS,2006,AT341,3,122
2006,NUTS,2006,AT342,3,545
2006,NUTS,2006,BE100,3,905
2006,NUTS,2006,BE211,3,346
2006,NUTS,2006,BE212,3,998
2006,NUTS,2006,BE213,3,654
2006,NUTS,2006,BE221,3,824
2006,NUTS,2006,BE222,3,380
2006,NUTS,2006,BE223,3,715
2006,NUTS,2006,BE231,3,111
2006,NUTS,2006,BE232,3,783
2006,NUTS,2006,BE233,3,151
2006,NUTS,2006,BE234,3,148
2006,NUTS,2006,BE235,3,112
2006,NUTS,2006,BE236,3,879
2006,NUTS,2006,BE241,3,644
2006,NUTS,2006,BE242,3,903
2006,NUTS,2006,BE251,3,49
2006,NUTS,2006,BE252,3,896
2006,NUTS,2006,BE253,3,256
2006,NUTS,2006,BE254,3,408
2006,NUTS,2006,BE255,3,223
2006,NUTS,2006,BE256,3,863
2006,NUTS,2006,BE257,3,334
2006,NUTS,2006,BE258,3,645
2006,NUTS,2006,BE310,3,238
2006,NUTS,2006,BE321,3,343
2006,NUTS,2006,BE322,3,557
2006,NUTS,2006,BE323,3,849
2006,NUTS,2006,BE324,3,22
2006,NUTS,2006,BE325,3,510
2006,NUTS,2006,BE326,3,845
2006,NUTS,2006,BE327,3,300
2006,NUTS,2006,BE331,3,874
2006,NUTS,2006,BE332,3,596
2006,NUTS,2006,BE334,3,766
2006,NUTS,2006,BE335,3,958
2006,NUTS,2006,BE336,3,841
2006,NUTS,2006,BE341,3,639
2006,NUTS,2006,BE342,3,180
2006,NUTS,2006,BE343,3,927
2006,NUTS,2006,BE344,3,529
2006,NUTS,2006,BE345,3,619
2006,NUTS,2006,BE351,3,405
2006,NUTS,2006,BE352,3,390
2006,NUTS,2006,BE353,3,375
2006,NUTS,2006,BG311,3,747
2006,NUTS,2006,BG312,3,173
2006,NUTS,2006,BG313,3,773
2006,NUTS,2006,BG314,3,951
2006,NUTS,2006,BG315,3,193
2006,NUTS,2006,BG321,3,384
2006,NUTS,2006,BG322,3,480
2006,NUTS,2006,BG323,3,508
2006,NUTS,2006,BG324,3,106
2006,NUTS,2006,BG325,3,370
2006,NUTS,2006,BG331,3,466
2006,NUTS,2006,BG332,3,717
2006,NUTS,2006,BG333,3,180
2006,NUTS,2006,BG334,3,866
2006,NUTS,2006,BG341,3,692
2006,NUTS,2006,BG342,3,456
2006,NUTS,2006,BG343,3,754
2006,NUTS,2006,BG344,3,45
2006,NUTS,2006,BG411,3,159
2006,NUTS,2006,BG412,3,886
2006,NUTS,2006,BG413,3,468
2006,NUTS,2006,BG414,3,37
2006,NUTS,2006,BG415,3,805
2006,NUTS,2006,BG421,3,413
2006,NUTS,2006,BG422,3,90
2006,NUTS,2006,BG423,3,246
2006,NUTS,2006,BG424,3,932
2006,NUTS,2006,BG425,3,82
2006,NUTS,2006,CH011,3,766
2006,NUTS,2006,CH012,3,210
2006,NUTS,2006,CH013,3,96
2006,NUTS,2006,CH021,3,892
2006,NUTS,2006,CH022,3,224
2006,NUTS,2006,CH023,3,147
2006,NUTS,2006,CH024,3,303
2006,NUTS,2006,CH025,3,286
2006,NUTS,2006,CH031,3,857
2006,NUTS,2006,CH032,3,173
2006,NUTS,2006,CH033,3,364
2006,NUTS,2006,CH040,3,484
2006,NUTS,2006,CH051,3,383
2006,NUTS,2006,CH052,3,442
2006,NUTS,2006,CH053,3,40
2006,NUTS,2006,CH054,3,616
2006,NUTS,2006,CH055,3,490
2006,NUTS,2006,CH056,3,876
2006,NUTS,2006,CH057,3,786
2006,NUTS,2006,CH061,3,456
2006,NUTS,2006,CH062,3,622
2006,NUTS,2006,CH063,3,924
2006,NUTS,2006,CH064,3,978
2006,NUTS,2006,CH065,3,644
2006,NUTS,2006,CH066,3,98
2006,NUTS,2006,CH070,3,825
2006,NUTS,2006,CY000,3,606
2006,NUTS,2006,CZ010,3,706
2006,NUTS,2006,CZ020,3,319
2006,NUTS,2006,CZ031,3,183
2006,NUTS,2006,CZ032,3,605
2006,NUTS,2006,CZ041,3,802
2006,NUTS,2006,CZ042,3,947
2006,NUTS,2006,CZ051,3,337
2006,NUTS,2006,CZ052,3,611
2006,NUTS,2006,CZ053,3,321
2006,NUTS,2006,CZ063,3,986
2006,NUTS,2006,CZ064,3,964
2006,NUTS,2006,CZ071,3,948
2006,NUTS,2006,CZ072,3,734
2006,NUTS,2006,CZ080,3,857
2006,NUTS,2006,DE111,3,404
2006,NUTS,2006,DE112,3,614
2006,NUTS,2006,DE113,3,658
2006,NUTS,2006,DE114,3,178
2006,NUTS,2006,DE115,3,895
2006,NUTS,2006,DE116,3,56
2006,NUTS,2006,DE117,3,686
2006,NUTS,2006,DE118,3,215
2006,NUTS,2006,DE119,3,536
2006,NUTS,2006,DE11A,3,596
2006,NUTS,2006,DE11B,3,457
2006,NUTS,2006,DE11C,3,418
2006,NUTS,2006,DE11D,3,192
2006,NUTS,2006,DE121,3,117
2006,NUTS,2006,DE122,3,607
2006,NUTS,2006,DE123,3,958
2006,NUTS,2006,DE124,3,860
2006,NUTS,2006,DE125,3,828
2006,NUTS,2006,DE126,3,944
2006,NUTS,2006,DE127,3,995
2006,NUTS,2006,DE128,3,448
2006,NUTS,2006,DE129,3,790
2006,NUTS,2006,DE12A,3,659
2006,NUTS,2006,DE12B,3,849
2006,NUTS,2006,DE12C,3,143
2006,NUTS,2006,DE131,3,681
2006,NUTS,2006,DE132,3,841
2006,NUTS,2006,DE133,3,18
2006,NUTS,2006,DE134,3,601
2006,NUTS,2006,DE135,3,616
2006,NUTS,2006,DE136,3,440
2006,NUTS,2006,DE137,3,593
2006,NUTS,2006,DE138,3,221
2006,NUTS,2006,DE139,3,210
2006,NUTS,2006,DE13A,3,499
2006,NUTS,2006,DE141,3,686
2006,NUTS,2006,DE142,3,690
2006,NUTS,2006,DE143,3,60
2006,NUTS,2006,DE144,3,881
2006,NUTS,2006,DE145,3,28
2006,NUTS,2006,DE146,3,177
2006,NUTS,2006,DE147,3,299
2006,NUTS,2006,DE148,3,87
2006,NUTS,2006,DE149,3,317
2006,NUTS,2006,DE211,3,436
2006,NUTS,2006,DE212,3,599
2006,NUTS,2006,DE213,3,460
2006,NUTS,2006,DE214,3,434
2006,NUTS,2006,DE215,3,669
2006,NUTS,2006,DE216,3,553
2006,NUTS,2006,DE217,3,874
2006,NUTS,2006,DE218,3,410
2006,NUTS,2006,DE219,3,96
2006,NUTS,2006,DE21A,3,897
2006,NUTS,2006,DE21B,3,751
2006,NUTS,2006,DE21C,3,217
2006,NUTS,2006,DE21D,3,439
2006,NUTS,2006,DE21E,3,509
2006,NUTS,2006,DE21F,3,488
2006,NUTS,2006,DE21G,3,293
2006,NUTS,2006,DE21H,3,685
2006,NUTS,2006,DE21I,3,160
2006,NUTS,2006,DE21J,3,909
2006,NUTS,2006,DE21K,3,185
2006,NUTS,2006,DE21L,3,787
2006,NUTS,2006,DE21M,3,828
2006,NUTS,2006,DE21N,3,694
2006,NUTS,2006,DE221,3,450
2006,NUTS,2006,DE222,3,90
2006,NUTS,2006,DE223,3,866
2006,NUTS,2006,DE224,3,825
2006,NUTS,2006,DE225,3,703
2006,NUTS,2006,DE226,3,363
2006,NUTS,2006,DE227,3,468
2006,NUTS,2006,DE228,3,136
2006,NUTS,2006,DE229,3,574
2006,NUTS,2006,DE22A,3,726
2006,NUTS,2006,DE22B,3,862
2006,NUTS,2006,DE22C,3,52
2006,NUTS,2006,DE231,3,687
2006,NUTS,2006,DE232,3,306
2006,NUTS,2006,DE233,3,384
2006,NUTS,2006,DE234,3,870
2006,NUTS,2006,DE235,3,414
2006,NUTS,2006,DE236,3,899
2006,NUTS,2006,DE237,3,319
2006,NUTS,2006,DE238,3,649
2006,NUTS,2006,DE239,3,824
2006,NUTS,2006,DE23A,3,236
2006,NUTS,2006,DE241,3,34
2006,NUTS,2006,DE242,3,553
2006,NUTS,2006,DE243,3,313
2006,NUTS,2006,DE244,3,64
2006,NUTS,2006,DE245,3,620
2006,NUTS,2006,DE246,3,778
2006,NUTS,2006,DE247,3,59
2006,NUTS,2006,DE248,3,329
2006,NUTS,2006,DE249,3,799
2006,NUTS,2006,DE24A,3,650
2006,NUTS,2006,DE24B,3,354
2006,NUTS,2006,DE24C,3,54
2006,NUTS,2006,DE24D,3,71
2006,NUTS,2006,DE251,3,222
2006,NUTS,2006,DE252,3,876
2006,NUTS,2006,DE253,3,179
2006,NUTS,2006,DE254,3,963
2006,NUTS,2006,DE255,3,980
2006,NUTS,2006,DE256,3,36
2006,NUTS,2006,DE257,3,738
2006,NUTS,2006,DE258,3,183
2006,NUTS,2006,DE259,3,720
