year,region_type,region_year_spec,region_id,region_level,kabco
2006,NUTS,2006,UKH,1,36596
2006,NUTS,2006,UKI,1,35638
2006,NUTS,2006,UKJ,1,69782
2006,NUTS,2006,UKK,1,44535
2006,NUTS,2006,UKL,1,57673
2006,NUTS,2006,UKM,1,27362
2006,NUTS,2006,UKN,1,91381
2006,NUTS,2006,AT11,2,64903
2006,NUTS,2006,AT12,2,25276
2006,NUTS,2006,AT13,2,28658
2006,NUTS,2006,AT21,2,42413
2006,NUTS,2006,AT22,2,36011
2006,NUTS,2006,AT31,2,54292
2006,NUTS,2006,AT32,2,35272
2006,NUTS,2006,AT33,2,76738
2006,NUTS,2006,AT34,2,15959
2006,NUTS,2006,BE10,2,94483
2006,NUTS,2006,BE21,2,57003
2006,NUTS,2006,BE22,2,27275
2006,NUTS,2006,BE23,2,41177
2006,NUTS,2006,BE24,2,4716
2006,NUTS,2006,BE25,2,96817
2006,NUTS,2006,BE31,2,77719
2006,NUTS,2006,BE32,2,10915
2006,NUTS,2006,BE33,2,33483
2006,NUTS,2006,BE34,2,48434
2006,NUTS,2006,BE35,2,11591
2006,NUTS,2006,BG31,2,11768
2006,NUTS,2006,BG32,2,88296
2006,NUTS,2006,BG33,2,764
2006,NUTS,2006,BG34,2,24654
2006,NUTS,2006,BG41,2,47525
2006,NUTS,2006,BG42,2,34767
2006,NUTS,2006,CH01,2,6325
2006,NUTS,2006,CH02,2,88397
2006,NUTS,2006,CH03,2,15019
2006,NUTS,2006,CH04,2,16691
2006,NUTS,2006,CH05,2,18277
2006,NUTS,2006,CH06,2,88830
2006,NUTS,2006,CH07,2,82172
2006,NUTS,2006,CY00,2,59123
2006,NUTS,2006,CZ01,2,33985
2006,NUTS,2006,CZ02,2,56901
2006,NUTS,2006,CZ03,2,59680
2006,NUTS,2006,CZ04,2,86863
2006,NUTS,2006,CZ05,2,35521
2006,NUTS,2006,CZ06,2,63858
2006,NUTS,2006,CZ07,2,41188
2006,NUTS,2006,CZ08,2,89722
2006,NUTS,2006,DE11,2,2044
2006,NUTS,2006,DE12,2,94597
2006,NUTS,2006,DE13,2,64482
2006,NUTS,2006,DE14,2,46098
2006,NUTS,2006,DE21,2,50343
2006,NUTS,2006,DE22,2,82875
2006,NUTS,2006,DE23,2,86146
2006,NUTS,2006,DE24,2,70154
2006,NUTS,2006,DE25,2,81705
2006,NUTS,2006,DE26,2,10564
2006,NUTS,2006,DE27,2,13386
2006,NUTS,2006,DE30,2,75909
2006,NUTS,2006,DE41,2,55954
2006,NUTS,2006,DE42,2,2075
2006,NUTS,2006,DE50,2,21516
2006,NUTS,2006,DE60,2,4141
2006,NUTS,2006,DE71,2,64890
2006,NUTS,2006,DE72,2,11026
2006,NUTS,2006,DE73,2,99369
2006,NUTS,2006,DE80,2,39728
2006,NUTS,2006,DE91,2,28501
2006,NUTS,2006,DE92,2,62161
2006,NUTS,2006,DE93,2,28036
2006,NUTS,2006,DE94,2,98155
2006,NUTS,2006,DEA1,2,10898
2006,NUTS,2006,DEA2,2,61256
2006,NUTS,2006,DEA3,2,19025
2006,NUTS,2006,DEA4,2,63934
2006,NUTS,2006,DEA5,2,73972
2006,NUTS,2006,DEB1,2,93872
2006,NUTS,2006,DEB2,2,86183
2006,NUTS,2006,DEB3,2,1554
2006,NUTS,2006,DEC0,2,35330
2006,NUTS,2006,DED1,2,65792
2006,NUTS,2006,DED2,2,52847
2006,NUTS,2006,DED3,2,97577
2006,NUTS,2006,DEE0,2,69504
2006,NUTS,2006,DEF0,2,58506
2006,NUTS,2006,DEG0,2,41439
2006,NUTS,2006,DK01,2,80109
2006,NUTS,2006,DK02,2,56877
2006,NUTS,2006,DK03,2,8196
2006,NUTS,2006,DK04,2,15946
2006,NUTS,2006,DK05,2,1518
2006,NUTS,2006,EE00,2,43317
2006,NUTS,2006,ES11,2,11513
2006,NUTS,2006,ES12,2,75955
2006,NUTS,2006,ES13,2,64177
2006,NUTS,2006,ES21,2,97929
2006,NUTS,2006,ES22,2,26875
2006,NUTS,2006,ES23,2,76033
2006,NUTS,2006,ES24,2,85862
2006,NUTS,2006,ES30,2,73863
2006,NUTS,2006,ES41,2,92912
2006,NUTS,2006,ES42,2,68117
2006,NUTS,2006,ES43,2,99434
2006,NUTS,2006,ES51,2,30680
2006,NUTS,2006,ES52,2,28125
2006,NUTS,2006,ES53,2,91073
2006,NUTS,2006,ES61,2,85402
2006,NUTS,2006,ES62,2,76767
2006,NUTS,2006,ES63,2,48289
2006,NUTS,2006,ES64,2,87692
2006,NUTS,2006,ES70,2,84957
2006,NUTS,2006,FI13,2,26418
2006,NUTS,2006,FI18,2,58381
2006,NUTS,2006,FI19,2,18756
2006,NUTS,2006,FI1A,2,56206
2006,NUTS,2006,FI20,2,36855
2006,NUTS,2006,FR10,2,76178
2006,NUTS,2006,FR21,2,95035
2006,NUTS,2006,FR22,2,11333
2006,NUTS,2006,FR23,2,60582
2006,NUTS,2006,FR24,2,2183
2006,NUTS,2006,FR25,2,13220
2006,NUTS,2006,FR26,2,60651
2006,NUTS,2006,FR30,2,93334
2006,NUTS,2006,FR41,2,10214
2006,NUTS,2006,FR42,2,8079
2006,NUTS,2006,FR43,2,55084
2006,NUTS,2006,FR51,2,48209
2006,NUTS,2006,FR52,2,82116
2006,NUTS,2006,FR53,2,92034
2006,NUTS,2006,FR61,2,44282
2006,NUTS,2006,FR62,2,8829
2006,NUTS,2006,FR63,2,63589
2006,NUTS,2006,FR71,2,64633
2006,NUTS,2006,FR72,2,73081
2006,NUTS,2006,FR81,2,30332
2006,NUTS,2006,FR82,2,84687
2006,NUTS,2006,FR83,2,46226
2006,NUTS,2006,FR91,2,2923
2006,NUTS,2006,FR92,2,51925
2006,NUTS,2006,FR93,2,4135
2006,NUTS,2006,FR94,2,90192
2006,NUTS,2006,GR11,2,21135
2006,NUTS,2006,GR12,2,65160
2006,NUTS,2006,GR13,2,44483
2006,NUTS,2006,GR14,2,50438
2006,NUTS,2006,GR21,2,27298
2006,NUTS,2006,GR22,2,1410
2006,NUTS,2006,GR23,2,43450
2006,NUTS,2006,GR24,2,62946
2006,NUTS,2006,GR25,2,78266
2006,NUTS,2006,GR30,2,55545
2006,NUTS,2006,GR41,2,77342
2006,NUTS,2006,GR42,2,74230
2006,NUTS,2006,GR43,2,41548
2006,NUTS,2006,HR01,2,45097
2006,NUTS,2006,HR02,2,23441
2006,NUTS,2006,HR03,2,78236
2006,NUTS,2006,HU10,2,48609
2006,NUTS,2006,HU21,2,9142
2006,NUTS,2006,HU22,2,80506
2006,NUTS,2006,HU23,2,80023
2006,NUTS,2006,HU31,2,62591
2006,NUTS,2006,HU32,2,20391
2006,NUTS,2006,HU33,2,1836
2006,NUTS,2006,IE01,2,34033
2006,NUTS,2006,IE02,2,73057
2006,NUTS,2006,IS00,2,42917
2006,NUTS,2006,ITC1,2,85778
2006,NUTS,2006,ITC2,2,50550
2006,NUTS,2006,ITC3,2,67351
2006,NUTS,2006,ITC4,2,75439
2006,NUTS,2006,ITD1,2,40952
2006,NUTS,2006,ITD2,2,82202
2006,NUTS,2006,ITD3,2,28057
2006,NUTS,2006,ITD4,2,23514
2006,NUTS,2006,ITD5,2,27657
2006,NUTS,2006,ITE1,2,8233
2006,NUTS,2006,ITE2,2,93879
2006,NUTS,2006,ITE3,2,91389
2006,NUTS,2006,ITE4,2,76977
2006,NUTS,2006,ITF1,2,53769
2006,NUTS,2006,ITF2,2,19583
2006,NUTS,2006,ITF3,2,72456
2006,NUTS,2006,ITF4,2,36677
2006,NUTS,2006,ITF5,2,98851
2006,NUTS,2006,ITF6,2,87205
2006,NUTS,2006,ITG1,2,95370
2006,NUTS,2006,ITG2,2,38658
2006,NUTS,2006,LI00,2,47694
2006,NUTS,2006,LT00,2,84203
2006,NUTS,2006,LU00,2,61440
2006,NUTS,2006,LV00,2,89633
2006,NUTS,2006,ME00,2,40378
2006,NUTS,2006,MK00,2,43649
2006,NUTS,2006,MT00,2,4157
2006,NUTS,2006,NL11,2,35781
2006,NUTS,2006,NL12,2,14255
2006,NUTS,2006,NL13,2,4060
2006,NUTS,2006,NL21,2,71221
2006,NUTS,2006,NL22,2,60497
2006,NUTS,2006,NL23,2,25668
2006,NUTS,2006,NL31,2,53488
2006,NUTS,2006,NL32,2,50720
2006,NUTS,2006,NL33,2,75259
2006,NUTS,2006,NL34,2,79663
2006,NUTS,2006,NL41,2,94582
2006,NUTS,2006,NL42,2,11478
2006,NUTS,2006,NO01,2,34637
2006,NUTS,2006,NO02,2,6180
2006,NUTS,2006,NO03,2,67327
2006,NUTS,2006,NO04,2,46685
2006,NUTS,2006,NO05,2,45662
2006,NUTS,2006,NO06,2,85626
2006,NUTS,2006,NO07,2,54352
2006,NUTS,2006,PL11,2,88483
2006,NUTS,2006,PL12,2,22078
2006,NUTS,2006,PL21,2,38346
2006,NUTS,2006,PL22,2,90825
2006,NUTS,2006,PL31,2,94054
2006,NUTS,2006,PL32,2,77111
2006,NUTS,2006,PL33,2,84534
2006,NUTS,2006,PL34,2,69256
2006,NUTS,2006,PL41,2,33822
2006,NUTS,2006,PL42,2,20608
2006,NUTS,2006,PL43,2,32955
2006,NUTS,2006,PL51,2,51788
2006,NUTS,2006,PL52,2,1730
2006,NUTS,2006,PL61,2,98323
2006,NUTS,2006,PL62,2,81311
2006,NUTS,2006,PL63,2,76159
2006,NUTS,2006,PT11,2,89061
2006,NUTS,2006,PT15,2,19308
2006,NUTS,2006,PT16,2,1229
2006,NUTS,2006,PT17,2,68565
2006,NUTS,2006,PT18,2,99729
2006,NUTS,2006,PT20,2,75480
2006,NUTS,2006,PT30,2,53613
2006,NUTS,2006,RO11,2,44102
2006,NUTS,2006,RO12,2,50678
2006,NUTS,2006,RO21,2,64755
2006,NUTS,2006,RO22,2,43831
2006,NUTS,2006,RO31,2,41839
2006,NUTS,2006,RO32,2,54208
2006,NUTS,2006,RO41,2,12473
2006,NUTS,2006,RO42,2,25401
2006,NUTS,2006,SE11,2,58691
2006,NUTS,2006,SE12,2,14218
2006,NUTS,2006,SE21,2,64555
2006,NUTS,2006,SE22,2,51301
2006,NUTS,2006,SE23,2,7126
2006,NUTS,2006,SE31,2,11264
2006,NUTS,2006,SE32,2,34530
2006,NUTS,2006,SE33,2,19105
2006,NUTS,2006,SI01,2,43139
2006,NUTS,2006,SI02,2,83588
2006,NUTS,2006,SK01,2,67272
2006,NUTS,2006,SK02,2,1334
2006,NUTS,2006,SK03,2,68604
2006,NUTS,2006,SK04,2,59467
2006,NUTS,2006,TR10,2,13185
2006,NUTS,2006,TR21,2,5896
2006,NUTS,2006,TR22,2,3605
2006,NUTS,2006,TR31,2,48944
2006,NUTS,2006,TR32,2,61360
2006,NUTS,2006,TR33,2,47341
2006,NUTS,2006,TR41,2,65908
2006,NUTS,2006,TR42,2,13306
2006,NUTS,2006,TR51,2,62180
2006,NUTS,2006,TR52,2,55081
2006,NUTS,2006,TR61,2,50760
2006,NUTS,2006,TR62,2,78132
2006,NUTS,2006,TR63,2,551
2006,NUTS,2006,TR71,2,65466
2006,NUTS,2006,TR72,2,32959
2006,NUTS,2006,TR81,2,38408
2006,NUTS,2006,TR82,2,77551
2006,NUTS,2006,TR83,2,51684
2006,NUTS,2006,TR90,2,66259
2006,NUTS,2006,TRA1,2,76367
2006,NUTS,2006,TRA2,2,37897
2006,NUTS,2006,TRB1,2,40937
2006,NUTS,2006,TRB2,2,5500
2006,NUTS,2006,TRC1,2,44530
2006,NUTS,2006,TRC2,2,28152
2006,NUTS,2006,TRC3,2,2765
2006,NUTS,2006,UKC1,2,4429
2006,NUTS,2006,UKC2,2,56264
2006,NUTS,2006,UKD1,2,80371
2006,NUTS,2006,UKD2,2,23753
2006,NUTS,2006,UKD3,2,93371
2006,NUTS,2006,UKD4,2,27977
2006,NUTS,2006,UKD5,2,10553
2006,NUTS,2006,UKE1,2,29157
2006,NUTS,2006,UKE2,2,14805
2006,NUTS,2006,UKE3,2,30888
2006,NUTS,2006,UKE4,2,43662
2006,NUTS,2006,UKF1,2,85762
2006,NUTS,2006,UKF2,2,7856
2006,NUTS,2006,UKF3,2,3113
2006,NUTS,2006,UKG1,2,44545
2006,NUTS,2006,UKG2,2,83647
2006,NUTS,2006,UKG3,2,20739
2006,NUTS,2006,UKH1,2,19548
2006,NUTS,2006,UKH2,2,53984
2006,NUTS,2006,UKH3,2,88300
2006,NUTS,2006,UKI1,2,89015
2006,NUTS,2006,UKI2,2,52639
2006,NUTS,2006,UKJ1,2,91836
2006,NUTS,2006,UKJ2,2,68327
2006,NUTS,2006,UKJ3,2,62490
2006,NUTS,2006,UKJ4,2,73083
2006,NUTS,2006,UKK1,2,69816
2006,NUTS,2006,UKK2,2,22787
2006,NUTS,2006,UKK3,2,70857
2006,NUTS,2006,UKK4,2,64885
2006,NUTS,2006,UKL1,2,1905
2006,NUTS,2006,UKL2,2,54821
2006,NUTS,2006,UKM2,2,84350
2006,NUTS,2006,UKM3,2,65842
2006,NUTS,2006,UKM5,2,63615
2006,NUTS,2006,UKM6,2,51572
2006,NUTS,2006,UKN0,2,36312
2006,NUTS,2006,AT111,3,95075
2006,NUTS,2006,AT112,3,43615
2006,NUTS,2006,AT113,3,24386
2006,NUTS,2006,AT121,3,55224
2006,NUTS,2006,AT122,3,29801
2006,NUTS,2006,AT123,3,11214
2006,NUTS,2006,AT124,3,39372
2006,NUTS,2006,AT125,3,79292
2006,NUTS,2006,AT126,3,15982
2006,NUTS,2006,AT127,3,13193
2006,NUTS,2006,AT130,3,15802
2006,NUTS,2006,AT211,3,71328
2006,NUTS,2006,AT212,3,95780
2006,NUTS,2006,AT213,3,63518
2006,NUTS,2006,AT221,3,82869
2006,NUTS,2006,AT222,3,93719
2006,NUTS,2006,AT223,3,85838
2006,NUTS,2006,AT224,3,70249
2006,NUTS,2006,AT225,3,8445
2006,NUTS,2006,AT226,3,5861
2006,NUTS,2006,AT311,3,31530
2006,NUTS,2006,AT312,3,37336
2006,NUTS,2006,AT313,3,13083
2006,NUTS,2006,AT314,3,86590
2006,NUTS,2006,AT315,3,51389
2006,NUTS,2006,AT321,3,49447
2006,NUTS,2006,AT322,3,22223
2006,NUTS,2006,AT323,3,87722
2006,NUTS,2006,AT331,3,55190
2006,NUTS,2006,AT332,3,56248
2006,NUTS,2006,AT333,3,37572
2006,NUTS,2006,AT334,3,32952
2006,NUTS,2006,AT335,3,24937
2006,NUTS,2006,AT341,3,58948
2006,NUTS,2006,AT342,3,42972
2006,NUTS,2006,BE100,3,65265
2006,NUTS,2006,BE211,3,15217
2006,NUTS,2006,BE212,3,5476
2006,NUTS,2006,BE213,3,91569
2006,NUTS,2006,BE221,3,91162
2006,NUTS,2006,BE222,3,76994
2006,NUTS,2006,BE223,3,71412
2006,NUTS,2006,BE231,3,47478
2006,NUTS,2006,BE232,3,91973
2006,NUTS,2006,BE233,3,23016
2006,NUTS,2006,BE234,3,99072
2006,NUTS,2006,BE235,3,2260
2006,NUTS,2006,BE236,3,52281
2006,NUTS,2006,BE241,3,4149
2006,NUTS,2006,BE242,3,81636
2006,NUTS,2006,BE251,3,35664
2006,NUTS,2006,BE252,3,911
2006,NUTS,2006,BE253,3,40756
2006,NUTS,2006,BE254,3,46816
2006,NUTS,2006,BE255,3,57909
2006,NUTS,2006,BE256,3,33093
2006,NUTS,2006,BE257,3,20532
2006,NUTS,2006,BE258,3,95700
2006,NUTS,2006,BE310,3,52676
2006,NUTS,2006,BE321,3,11832
2006,NUTS,2006,BE322,3,71613
2006,NUTS,2006,BE323,3,3581
2006,NUTS,2006,BE324,3,47229
2006,NUTS,2006,BE325,3,95160
2006,NUTS,2006,BE326,3,85587
2006,NUTS,2006,BE327,3,90966
2006,NUTS,2006,BE331,3,59876
2006,NUTS,2006,BE332,3,25614
2006,NUTS,2006,BE334,3,17670
2006,NUTS,2006,BE335,3,56092
2006,NUTS,2006,BE336,3,59229
2006,NUTS,2006,BE341,3,65366
2006,NUTS,2006,BE342,3,10048
2006,NUTS,2006,BE343,3,30044
2006,NUTS,2006,BE344,3,63238
2006,NUTS,2006,BE345,3,81371
2006,NUTS,2006,BE351,3,35395
2006,NUTS,2006,BE352,3,30243
2006,NUTS,2006,BE353,3,25240
2006,NUTS,2006,BG311,3,54757
2006,NUTS,2006,BG312,3,37139
2006,NUTS,2006,BG313,3,8993
2006,NUTS,2006,BG314,3,83176
2006,NUTS,2006,BG315,3,88774
2006,NUTS,2006,BG321,3,25763
2006,NUTS,2006,BG322,3,96576
2006,NUTS,2006,BG323,3,75023
2006,NUTS,2006,BG324,3,84133
2006,NUTS,2006,BG325,3,5140
2006,NUTS,2006,BG331,3,68188
2006,NUTS,2006,BG332,3,46312
2006,NUTS,2006,BG333,3,65221
2006,NUTS,2006,BG334,3,88740
2006,NUTS,2006,BG341,3,76981
2006,NUTS,2006,BG342,3,46565
2006,NUTS,2006,BG343,3,6656
2006,NUTS,2006,BG344,3,4367
2006,NUTS,2006,BG411,3,67221
2006,NUTS,2006,BG412,3,67424
2006,NUTS,2006,BG413,3,74084
2006,NUTS,2006,BG414,3,93122
2006,NUTS,2006,BG415,3,93170
2006,NUTS,2006,BG421,3,55784
2006,NUTS,2006,BG422,3,68243
2006,NUTS,2006,BG423,3,6166
2006,NUTS,2006,BG424,3,24979
2006,NUTS,2006,BG425,3,49507
2006,NUTS,2006,CH011,3,55145
2006,NUTS,2006,CH012,3,9787
2006,NUTS,2006,CH013,3,72135
2006,NUTS,2006,CH021,3,50125
2006,NUTS,2006,CH022,3,34409
2006,NUTS,2006,CH023,3,50222
2006,NUTS,2006,CH024,3,90578
2006,NUTS,2006,CH025,3,48255
2006,NUTS,2006,CH031,3,57382
2006,NUTS,2006,CH032,3,78912
2006,NUTS,2006,CH033,3,36572
2006,NUTS,2006,CH040,3,50109
2006,NUTS,2006,CH051,3,53364
2006,NUTS,2006,CH052,3,68553
2006,NUTS,2006,CH053,3,63205
2006,NUTS,2006,CH054,3,49924
2006,NUTS,2006,CH055,3,12481
2006,NUTS,2006,CH056,3,78232
2006,NUTS,2006,CH057,3,88989
2006,NUTS,2006,CH061,3,48203
2006,NUTS,2006,CH062,3,57165
2006,NUTS,2006,CH063,3,97986
2006,NUTS,2006,CH064,3,62941
2006,NUTS,2006,CH065,3,94811
2006,NUTS,2006,CH066,3,41268
2006,NUTS,2006,CH070,3,36105
2006,NUTS,2006,CY000,3,78776
2006,NUTS,2006,CZ010,3,77981
2006,NUTS,2006,CZ020,3,8309
2006,NUTS,2006,CZ031,3,53903
2006,NUTS,2006,CZ032,3,58007
2006,NUTS,2006,CZ041,3,80007
2006,NUTS,2006,CZ042,3,94639
2006,NUTS,2006,CZ051,3,12295
2006,NUTS,2006,CZ052,3,7982
2006,NUTS,2006,CZ053,3,61808
2006,NUTS,2006,CZ063,3,34074
2006,NUTS,2006,CZ064,3,37618
2006,NUTS,2006,CZ071,3,68933
2006,NUTS,2006,CZ072,3,97328
2006,NUTS,2006,CZ080,3,23587
2006,NUTS,2006,DE111,3,73962
2006,NUTS,2006,DE112,3,51234
2006,NUTS,2006,DE113,3,40673
2006,NUTS,2006,DE114,3,1236
2006,NUTS,2006,DE115,3,49447
2006,NUTS,2006,DE116,3,32376
2006,NUTS,2006,DE117,3,45457
2006,NUTS,2006,DE118,3,5730
2006,NUTS,2006,DE119,3,41991
2006,NUTS,2006,DE11A,3,61264
2006,NUTS,2006,DE11B,3,75325
2006,NUTS,2006,DE11C,3,77155
2006,NUTS,2006,DE11D,3,12447
2006,NUTS,2006,DE121,3,43298
2006,NUTS,2006,DE122,3,56562
2006,NUTS,2006,DE123,3,30935
2006,NUTS,2006,DE124,3,45880
2006,NUTS,2006,DE125,3,92430
2006,NUTS,2006,DE126,3,84597
2006,NUTS,2006,DE127,3,96754
2006,NUTS,2006,DE128,3,68140
2006,NUTS,2006,DE129,3,22083
2006,NUTS,2006,DE12A,3,37752
2006,NUTS,2006,DE12B,3,26146
2006,NUTS,2006,DE12C,3,27389
2006,NUTS,2006,DE131,3,6400
2006,NUTS,2006,DE132,3,43082
2006,NUTS,2006,DE133,3,83146
2006,NUTS,2006,DE134,3,20673
2006,NUTS,2006,DE135,3,77323
2006,NUTS,2006,DE136,3,23961
2006,NUTS,2006,DE137,3,20253
2006,NUTS,2006,DE138,3,5806
2006,NUTS,2006,DE139,3,19148
2006,NUTS,2006,DE13A,3,60210
2006,NUTS,2006,DE141,3,97480
2006,NUTS,2006,DE142,3,12191
2006,NUTS,2006,DE143,3,5914
2006,NUTS,2006,DE144,3,79328
2006,NUTS,2006,DE145,3,68927
2006,NUTS,2006,DE146,3,72751
2006,NUTS,2006,DE147,3,8048
2006,NUTS,2006,DE148,3,8707
2006,NUTS,2006,DE149,3,3677
2006,NUTS,2006,DE211,3,26249
2006,NUTS,2006,DE212,3,40287
2006,NUTS,2006,DE213,3,43548
2006,NUTS,2006,DE214,3,54811
2006,NUTS,2006,DE215,3,27483
2006,NUTS,2006,DE216,3,45778
2006,NUTS,2006,DE217,3,87852
2006,NUTS,2006,DE218,3,142
2006,NUTS,2006,DE219,3,1034
2006,NUTS,2006,DE21A,3,16862
2006,NUTS,2006,DE21B,3,72202
2006,NUTS,2006,DE21C,3,91349
2006,NUTS,2006,DE21D,3,17271
2006,NUTS,2006,DE21E,3,58955
2006,NUTS,2006,DE21F,3,11267
2006,NUTS,2006,DE21G,3,94955
2006,NUTS,2006,DE21H,3,95806
2006,NUTS,2006,DE21I,3,97289
2006,NUTS,2006,DE21J,3,50672
2006,NUTS,2006,DE21K,3,18520
2006,NUTS,2006,DE21L,3,64932
2006,NUTS,2006,DE21M,3,45601
2006,NUTS,2006,DE21N,3,41912
2006,NUTS,2006,DE221,3,1617
2006,NUTS,2006,DE222,3,22355
2006,NUTS,2006,DE223,3,70
2006,NUTS,2006,DE224,3,40384
2006,NUTS,2006,DE225,3,16009
2006,NUTS,2006,DE226,3,59450
2006,NUTS,2006,DE227,3,36654
2006,NUTS,2006,DE228,3,90848
2006,NUTS,2006,DE229,3,26248
