year,region_type,region_year_spec,region_id,region_level,mugka
2011,NUTS,2010,HU2,1,583780
2011,NUTS,2010,HU3,1,454298
2011,NUTS,2010,IE0,1,248063
2011,NUTS,2010,IS0,1,192069
2011,NUTS,2010,ITC,1,161045
2011,NUTS,2010,ITF,1,720446
2011,NUTS,2010,ITG,1,919178
2011,NUTS,2010,ITH,1,551645
2011,NUTS,2010,ITI,1,224553
2011,NUTS,2010,LI0,1,929480
2011,NUTS,2010,LT0,1,908828
2011,NUTS,2010,LU0,1,399344
2011,NUTS,2010,LV0,1,14447
2011,NUTS,2010,ME0,1,887849
2011,NUTS,2010,MK0,1,39069
2011,NUTS,2010,MT0,1,178
2011,NUTS,2010,NL1,1,82645
2011,NUTS,2010,NL2,1,669295
2011,NUTS,2010,NL3,1,50444
2011,NUTS,2010,NL4,1,584040
2011,NUTS,2010,NO0,1,679903
2011,NUTS,2010,N_A,1,170450
2011,NUTS,2010,PL1,1,670199
2011,NUTS,2010,PL2,1,756290
2011,NUTS,2010,PL3,1,938885
2011,NUTS,2010,PL4,1,750514
2011,NUTS,2010,PL5,1,690584
2011,NUTS,2010,PL6,1,88944
2011,NUTS,2010,PT1,1,688709
2011,NUTS,2010,PT2,1,617393
2011,NUTS,2010,PT3,1,816858
2011,NUTS,2010,RO1,1,12900
2011,NUTS,2010,RO2,1,769750
2011,NUTS,2010,RO3,1,557776
2011,NUTS,2010,RO4,1,64890
2011,NUTS,2010,SE1,1,460897
2011,NUTS,2010,SE2,1,77100
2011,NUTS,2010,SE3,1,376089
2011,NUTS,2010,SI0,1,898589
2011,NUTS,2010,SK0,1,745881
2011,NUTS,2010,TR1,1,759662
2011,NUTS,2010,TR2,1,959122
2011,NUTS,2010,TR3,1,289318
2011,NUTS,2010,TR4,1,794369
2011,NUTS,2010,TR5,1,243383
2011,NUTS,2010,TR6,1,115887
2011,NUTS,2010,TR7,1,482007
2011,NUTS,2010,TR8,1,395743
2011,NUTS,2010,TR9,1,794907
2011,NUTS,2010,TRA,1,367734
2011,NUTS,2010,TRB,1,72254
2011,NUTS,2010,TRC,1,435740
2011,NUTS,2010,UKC,1,369877
2011,NUTS,2010,UKD,1,402023
2011,NUTS,2010,UKE,1,443965
2011,NUTS,2010,UKF,1,225646
2011,NUTS,2010,UKG,1,71534
2011,NUTS,2010,UKH,1,737635
2011,NUTS,2010,UKI,1,117274
2011,NUTS,2010,UKJ,1,997248
2011,NUTS,2010,UKK,1,404354
2011,NUTS,2010,UKL,1,589312
2011,NUTS,2010,UKM,1,961244
2011,NUTS,2010,UKN,1,568966
2011,NUTS,2010,AT11,2,781168
2011,NUTS,2010,AT12,2,514456
2011,NUTS,2010,AT13,2,31804
2011,NUTS,2010,AT21,2,280853
2011,NUTS,2010,AT22,2,144915
2011,NUTS,2010,AT31,2,555406
2011,NUTS,2010,AT32,2,542569
2011,NUTS,2010,AT33,2,722027
2011,NUTS,2010,AT34,2,384986
2011,NUTS,2010,BE10,2,768591
2011,NUTS,2010,BE21,2,171226
2011,NUTS,2010,BE22,2,257203
2011,NUTS,2010,BE23,2,235798
2011,NUTS,2010,BE24,2,829749
2011,NUTS,2010,BE25,2,806390
2011,NUTS,2010,BE31,2,405889
2011,NUTS,2010,BE32,2,704584
2011,NUTS,2010,BE33,2,391402
2011,NUTS,2010,BE34,2,379550
2011,NUTS,2010,BE35,2,888072
2011,NUTS,2010,BG31,2,415208
2011,NUTS,2010,BG32,2,617524
2011,NUTS,2010,BG33,2,177723
2011,NUTS,2010,BG34,2,753970
2011,NUTS,2010,BG41,2,528374
2011,NUTS,2010,BG42,2,200915
2011,NUTS,2010,CH01,2,114782
2011,NUTS,2010,CH02,2,809918
2011,NUTS,2010,CH03,2,142257
2011,NUTS,2010,CH04,2,978518
2011,NUTS,2010,CH05,2,571900
2011,NUTS,2010,CH06,2,827565
2011,NUTS,2010,CH07,2,245302
2011,NUTS,2010,CY00,2,911638
2011,NUTS,2010,CZ01,2,191996
2011,NUTS,2010,CZ02,2,595436
2011,NUTS,2010,CZ03,2,897096
2011,NUTS,2010,CZ04,2,330803
2011,NUTS,2010,CZ05,2,511829
2011,NUTS,2010,CZ06,2,80273
2011,NUTS,2010,CZ07,2,347205
2011,NUTS,2010,CZ08,2,97078
2011,NUTS,2010,DE11,2,554500
2011,NUTS,2010,DE12,2,604500
2011,NUTS,2010,DE13,2,481388
2011,NUTS,2010,DE14,2,312644
2011,NUTS,2010,DE21,2,175042
2011,NUTS,2010,DE22,2,532236
2011,NUTS,2010,DE23,2,165529
2011,NUTS,2010,DE24,2,265693
2011,NUTS,2010,DE25,2,325968
2011,NUTS,2010,DE26,2,356293
2011,NUTS,2010,DE27,2,306703
2011,NUTS,2010,DE30,2,594883
2011,NUTS,2010,DE40,2,927261
2011,NUTS,2010,DE50,2,501122
2011,NUTS,2010,DE60,2,158702
2011,NUTS,2010,DE71,2,998968
2011,NUTS,2010,DE72,2,102737
2011,NUTS,2010,DE73,2,126844
2011,NUTS,2010,DE80,2,105282
2011,NUTS,2010,DE91,2,83248
2011,NUTS,2010,DE92,2,35077
2011,NUTS,2010,DE93,2,430331
2011,NUTS,2010,DE94,2,578805
2011,NUTS,2010,DEA1,2,899939
2011,NUTS,2010,DEA2,2,22022
2011,NUTS,2010,DEA3,2,614187
2011,NUTS,2010,DEA4,2,578068
2011,NUTS,2010,DEA5,2,46838
2011,NUTS,2010,DEB1,2,824776
2011,NUTS,2010,DEB2,2,595160
2011,NUTS,2010,DEB3,2,374121
2011,NUTS,2010,DEC0,2,599177
2011,NUTS,2010,DED2,2,740097
2011,NUTS,2010,DED4,2,598687
2011,NUTS,2010,DED5,2,633941
2011,NUTS,2010,DEE0,2,951741
2011,NUTS,2010,DEF0,2,225801
2011,NUTS,2010,DEG0,2,709071
2011,NUTS,2010,DK01,2,496441
2011,NUTS,2010,DK02,2,550724
2011,NUTS,2010,DK03,2,281456
2011,NUTS,2010,DK04,2,497417
2011,NUTS,2010,DK05,2,254156
2011,NUTS,2010,EE00,2,176973
2011,NUTS,2010,EL11,2,829504
2011,NUTS,2010,EL12,2,765648
2011,NUTS,2010,EL13,2,737908
2011,NUTS,2010,EL14,2,599417
2011,NUTS,2010,EL21,2,297968
2011,NUTS,2010,EL22,2,959939
2011,NUTS,2010,EL23,2,478048
2011,NUTS,2010,EL24,2,871353
2011,NUTS,2010,EL25,2,188618
2011,NUTS,2010,EL30,2,112924
2011,NUTS,2010,EL41,2,167834
2011,NUTS,2010,EL42,2,465253
2011,NUTS,2010,EL43,2,307940
2011,NUTS,2010,ES11,2,912406
2011,NUTS,2010,ES12,2,379663
2011,NUTS,2010,ES13,2,331968
2011,NUTS,2010,ES21,2,43808
2011,NUTS,2010,ES22,2,351652
2011,NUTS,2010,ES23,2,373589
2011,NUTS,2010,ES24,2,984411
2011,NUTS,2010,ES30,2,261516
2011,NUTS,2010,ES41,2,907181
2011,NUTS,2010,ES42,2,716172
2011,NUTS,2010,ES43,2,264142
2011,NUTS,2010,ES51,2,705666
2011,NUTS,2010,ES52,2,649950
2011,NUTS,2010,ES53,2,967644
2011,NUTS,2010,ES61,2,883532
2011,NUTS,2010,ES62,2,92040
2011,NUTS,2010,ES63,2,147990
2011,NUTS,2010,ES64,2,577571
2011,NUTS,2010,ES70,2,939427
2011,NUTS,2010,FI19,2,149695
2011,NUTS,2010,FI1B,2,247823
2011,NUTS,2010,FI1C,2,180983
2011,NUTS,2010,FI1D,2,790
2011,NUTS,2010,FI20,2,535412
2011,NUTS,2010,FR10,2,517275
2011,NUTS,2010,FR21,2,306992
2011,NUTS,2010,FR22,2,799018
2011,NUTS,2010,FR23,2,746204
2011,NUTS,2010,FR24,2,756558
2011,NUTS,2010,FR25,2,319853
2011,NUTS,2010,FR26,2,820704
2011,NUTS,2010,FR30,2,410308
2011,NUTS,2010,FR41,2,555879
2011,NUTS,2010,FR42,2,976922
2011,NUTS,2010,FR43,2,519474
2011,NUTS,2010,FR51,2,858644
2011,NUTS,2010,FR52,2,135420
2011,NUTS,2010,FR53,2,852529
2011,NUTS,2010,FR61,2,938772
2011,NUTS,2010,FR62,2,47962
2011,NUTS,2010,FR63,2,91959
2011,NUTS,2010,FR71,2,950025
2011,NUTS,2010,FR72,2,148635
2011,NUTS,2010,FR81,2,694498
2011,NUTS,2010,FR82,2,37703
2011,NUTS,2010,FR83,2,885875
2011,NUTS,2010,FR91,2,22547
2011,NUTS,2010,FR92,2,943967
2011,NUTS,2010,FR93,2,125593
2011,NUTS,2010,FR94,2,899348
2011,NUTS,2010,HR03,2,170151
2011,NUTS,2010,HR04,2,869472
2011,NUTS,2010,HU10,2,550516
2011,NUTS,2010,HU21,2,562949
2011,NUTS,2010,HU22,2,309113
2011,NUTS,2010,HU23,2,169417
2011,NUTS,2010,HU31,2,191862
2011,NUTS,2010,HU32,2,261597
2011,NUTS,2010,HU33,2,631652
2011,NUTS,2010,IE01,2,135200
2011,NUTS,2010,IE02,2,968075
2011,NUTS,2010,IS00,2,504118
2011,NUTS,2010,ITC1,2,387773
2011,NUTS,2010,ITC2,2,852346
2011,NUTS,2010,ITC3,2,309213
2011,NUTS,2010,ITC4,2,277163
2011,NUTS,2010,ITF1,2,147261
2011,NUTS,2010,ITF2,2,959075
2011,NUTS,2010,ITF3,2,600001
2011,NUTS,2010,ITF4,2,925211
2011,NUTS,2010,ITF5,2,135781
2011,NUTS,2010,ITF6,2,628390
2011,NUTS,2010,ITG1,2,96806
2011,NUTS,2010,ITG2,2,490448
2011,NUTS,2010,ITH1,2,206604
2011,NUTS,2010,ITH2,2,767081
2011,NUTS,2010,ITH3,2,181660
2011,NUTS,2010,ITH4,2,568288
2011,NUTS,2010,ITH5,2,450548
2011,NUTS,2010,ITI1,2,197017
2011,NUTS,2010,ITI2,2,574910
2011,NUTS,2010,ITI3,2,123117
2011,NUTS,2010,ITI4,2,290000
2011,NUTS,2010,LI00,2,935559
2011,NUTS,2010,LT00,2,790379
2011,NUTS,2010,LU00,2,918660
2011,NUTS,2010,LV00,2,313028
2011,NUTS,2010,ME00,2,104812
2011,NUTS,2010,MK00,2,844663
2011,NUTS,2010,MT00,2,221136
2011,NUTS,2010,NL11,2,140867
2011,NUTS,2010,NL12,2,7455
2011,NUTS,2010,NL13,2,433446
2011,NUTS,2010,NL21,2,841155
2011,NUTS,2010,NL22,2,14942
2011,NUTS,2010,NL23,2,774452
2011,NUTS,2010,NL31,2,821793
2011,NUTS,2010,NL32,2,441316
2011,NUTS,2010,NL33,2,711302
2011,NUTS,2010,NL34,2,191734
2011,NUTS,2010,NL41,2,885947
2011,NUTS,2010,NL42,2,877920
2011,NUTS,2010,NO01,2,628272
2011,NUTS,2010,NO02,2,150862
2011,NUTS,2010,NO03,2,995631
2011,NUTS,2010,NO04,2,175156
2011,NUTS,2010,NO05,2,597264
2011,NUTS,2010,NO06,2,95126
2011,NUTS,2010,NO07,2,817907
2011,NUTS,2010,PL11,2,494284
2011,NUTS,2010,PL12,2,854049
2011,NUTS,2010,PL21,2,38954
2011,NUTS,2010,PL22,2,571181
2011,NUTS,2010,PL31,2,925488
2011,NUTS,2010,PL32,2,283312
2011,NUTS,2010,PL33,2,499738
2011,NUTS,2010,PL34,2,960997
2011,NUTS,2010,PL41,2,836509
2011,NUTS,2010,PL42,2,845017
2011,NUTS,2010,PL43,2,404440
2011,NUTS,2010,PL51,2,453401
2011,NUTS,2010,PL52,2,265618
2011,NUTS,2010,PL61,2,772236
2011,NUTS,2010,PL62,2,551585
2011,NUTS,2010,PL63,2,551611
2011,NUTS,2010,PT11,2,307364
2011,NUTS,2010,PT15,2,371195
2011,NUTS,2010,PT16,2,163173
2011,NUTS,2010,PT17,2,917602
2011,NUTS,2010,PT18,2,806694
2011,NUTS,2010,PT20,2,246094
2011,NUTS,2010,PT30,2,86505
2011,NUTS,2010,RO11,2,534671
2011,NUTS,2010,RO12,2,447456
2011,NUTS,2010,RO21,2,906668
2011,NUTS,2010,RO22,2,816532
2011,NUTS,2010,RO31,2,655542
2011,NUTS,2010,RO32,2,483871
2011,NUTS,2010,RO41,2,129069
2011,NUTS,2010,RO42,2,208673
2011,NUTS,2010,SE11,2,947509
2011,NUTS,2010,SE12,2,621176
2011,NUTS,2010,SE21,2,55426
2011,NUTS,2010,SE22,2,822349
2011,NUTS,2010,SE23,2,659022
2011,NUTS,2010,SE31,2,988398
2011,NUTS,2010,SE32,2,311271
2011,NUTS,2010,SE33,2,14197
2011,NUTS,2010,SI01,2,882518
2011,NUTS,2010,SI02,2,123012
2011,NUTS,2010,SK01,2,928942
2011,NUTS,2010,SK02,2,243387
2011,NUTS,2010,SK03,2,515438
2011,NUTS,2010,SK04,2,445209
2011,NUTS,2010,TR10,2,559399
2011,NUTS,2010,TR21,2,768030
2011,NUTS,2010,TR22,2,751936
2011,NUTS,2010,TR31,2,374678
2011,NUTS,2010,TR32,2,12256
2011,NUTS,2010,TR33,2,285093
2011,NUTS,2010,TR41,2,952014
2011,NUTS,2010,TR42,2,447490
2011,NUTS,2010,TR51,2,919171
2011,NUTS,2010,TR52,2,294854
2011,NUTS,2010,TR61,2,378038
2011,NUTS,2010,TR62,2,173922
2011,NUTS,2010,TR63,2,313965
2011,NUTS,2010,TR71,2,619659
2011,NUTS,2010,TR72,2,511877
2011,NUTS,2010,TR81,2,827054
2011,NUTS,2010,TR82,2,115202
2011,NUTS,2010,TR83,2,510372
2011,NUTS,2010,TR90,2,635812
2011,NUTS,2010,TRA1,2,96261
2011,NUTS,2010,TRA2,2,892005
2011,NUTS,2010,TRB1,2,914455
2011,NUTS,2010,TRB2,2,173338
2011,NUTS,2010,TRC1,2,791812
2011,NUTS,2010,TRC2,2,182531
2011,NUTS,2010,TRC3,2,842729
2011,NUTS,2010,UKC1,2,336047
2011,NUTS,2010,UKC2,2,729576
2011,NUTS,2010,UKD1,2,877069
2011,NUTS,2010,UKD3,2,52890
2011,NUTS,2010,UKD4,2,881968
2011,NUTS,2010,UKD6,2,597665
2011,NUTS,2010,UKD7,2,374931
2011,NUTS,2010,UKE1,2,257378
2011,NUTS,2010,UKE2,2,438581
2011,NUTS,2010,UKE3,2,622319
2011,NUTS,2010,UKE4,2,213386
2011,NUTS,2010,UKF1,2,542653
2011,NUTS,2010,UKF2,2,915300
2011,NUTS,2010,UKF3,2,378978
2011,NUTS,2010,UKG1,2,994251
2011,NUTS,2010,UKG2,2,157346
2011,NUTS,2010,UKG3,2,776473
2011,NUTS,2010,UKH1,2,197299
2011,NUTS,2010,UKH2,2,368138
2011,NUTS,2010,UKH3,2,745054
2011,NUTS,2010,UKI1,2,299750
2011,NUTS,2010,UKI2,2,353026
2011,NUTS,2010,UKJ1,2,921581
2011,NUTS,2010,UKJ2,2,816264
2011,NUTS,2010,UKJ3,2,699717
2011,NUTS,2010,UKJ4,2,493553
2011,NUTS,2010,UKK1,2,957519
2011,NUTS,2010,UKK2,2,606664
2011,NUTS,2010,UKK3,2,555534
2011,NUTS,2010,UKK4,2,629874
2011,NUTS,2010,UKL1,2,123049
2011,NUTS,2010,UKL2,2,586006
2011,NUTS,2010,UKM2,2,243876
2011,NUTS,2010,UKM3,2,45476
2011,NUTS,2010,UKM5,2,554473
2011,NUTS,2010,UKM6,2,275873
2011,NUTS,2010,UKN0,2,133680
2011,NUTS,2010,AT111,3,976236
2011,NUTS,2010,AT112,3,766320
2011,NUTS,2010,AT113,3,500455
2011,NUTS,2010,AT121,3,630233
2011,NUTS,2010,AT122,3,385696
2011,NUTS,2010,AT123,3,662067
2011,NUTS,2010,AT124,3,492002
2011,NUTS,2010,AT125,3,988801
2011,NUTS,2010,AT126,3,643452
2011,NUTS,2010,AT127,3,379802
2011,NUTS,2010,AT130,3,512554
2011,NUTS,2010,AT211,3,524412
2011,NUTS,2010,AT212,3,139044
2011,NUTS,2010,AT213,3,203995
2011,NUTS,2010,AT221,3,93620
2011,NUTS,2010,AT222,3,444049
2011,NUTS,2010,AT223,3,427094
2011,NUTS,2010,AT224,3,801497
2011,NUTS,2010,AT225,3,848901
2011,NUTS,2010,AT226,3,556323
2011,NUTS,2010,AT311,3,719300
2011,NUTS,2010,AT312,3,460331
2011,NUTS,2010,AT313,3,467292
2011,NUTS,2010,AT314,3,472276
2011,NUTS,2010,AT315,3,155349
2011,NUTS,2010,AT321,3,719759
2011,NUTS,2010,AT322,3,110513
2011,NUTS,2010,AT323,3,811547
2011,NUTS,2010,AT331,3,925898
2011,NUTS,2010,AT332,3,225322
2011,NUTS,2010,AT333,3,304406
2011,NUTS,2010,AT334,3,784438
2011,NUTS,2010,AT335,3,941370
2011,NUTS,2010,AT341,3,269098
2011,NUTS,2010,AT342,3,243552
2011,NUTS,2010,BE100,3,789282
2011,NUTS,2010,BE211,3,862965
2011,NUTS,2010,BE212,3,212601
2011,NUTS,2010,BE213,3,466751
2011,NUTS,2010,BE221,3,414157
2011,NUTS,2010,BE222,3,438132
2011,NUTS,2010,BE223,3,121134
2011,NUTS,2010,BE231,3,734023
2011,NUTS,2010,BE232,3,884962
2011,NUTS,2010,BE233,3,59450
2011,NUTS,2010,BE234,3,48126
2011,NUTS,2010,BE235,3,246653
2011,NUTS,2010,BE236,3,103690
2011,NUTS,2010,BE241,3,66221
2011,NUTS,2010,BE242,3,504981
2011,NUTS,2010,BE251,3,233773
2011,NUTS,2010,BE252,3,889467
2011,NUTS,2010,BE253,3,333820
2011,NUTS,2010,BE254,3,446910
2011,NUTS,2010,BE255,3,154576
2011,NUTS,2010,BE256,3,401081
2011,NUTS,2010,BE257,3,67044
2011,NUTS,2010,BE258,3,316248
2011,NUTS,2010,BE310,3,149066
2011,NUTS,2010,BE321,3,734413
2011,NUTS,2010,BE322,3,589189
2011,NUTS,2010,BE323,3,742756
2011,NUTS,2010,BE324,3,491693
2011,NUTS,2010,BE325,3,496899
2011,NUTS,2010,BE326,3,678013
2011,NUTS,2010,BE327,3,16709
2011,NUTS,2010,BE331,3,148263
2011,NUTS,2010,BE332,3,210337
2011,NUTS,2010,BE334,3,808724
2011,NUTS,2010,BE335,3,863709
2011,NUTS,2010,BE336,3,296692
2011,NUTS,2010,BE341,3,581885
2011,NUTS,2010,BE342,3,20849
2011,NUTS,2010,BE343,3,135248
2011,NUTS,2010,BE344,3,793954
2011,NUTS,2010,BE345,3,300734
2011,NUTS,2010,BE351,3,359578
2011,NUTS,2010,BE352,3,607245
2011,NUTS,2010,BE353,3,659531
2011,NUTS,2010,BG311,3,37256
2011,NUTS,2010,BG312,3,232470
2011,NUTS,2010,BG313,3,994426
2011,NUTS,2010,BG314,3,624142
2011,NUTS,2010,BG315,3,433686
2011,NUTS,2010,BG321,3,570516
2011,NUTS,2010,BG322,3,534413
2011,NUTS,2010,BG323,3,739003
2011,NUTS,2010,BG324,3,666117
2011,NUTS,2010,BG325,3,113374
2011,NUTS,2010,BG331,3,426754
2011,NUTS,2010,BG332,3,294938
2011,NUTS,2010,BG333,3,823777
2011,NUTS,2010,BG334,3,50420
2011,NUTS,2010,BG341,3,766569
2011,NUTS,2010,BG342,3,609014
2011,NUTS,2010,BG343,3,193070
2011,NUTS,2010,BG344,3,950618
2011,NUTS,2010,BG411,3,803933
2011,NUTS,2010,BG412,3,391516
2011,NUTS,2010,BG413,3,423787
2011,NUTS,2010,BG414,3,429834
2011,NUTS,2010,BG415,3,726806
2011,NUTS,2010,BG421,3,541252
2011,NUTS,2010,BG422,3,518548
2011,NUTS,2010,BG423,3,252646
2011,NUTS,2010,BG424,3,675396
2011,NUTS,2010,BG425,3,883079
2011,NUTS,2010,CH011,3,501737
2011,NUTS,2010,CH012,3,654307
2011,NUTS,2010,CH013,3,531832
2011,NUTS,2010,CH021,3,538578
2011,NUTS,2010,CH022,3,359227
2011,NUTS,2010,CH023,3,328846
2011,NUTS,2010,CH024,3,159848
2011,NUTS,2010,CH025,3,234073
2011,NUTS,2010,CH031,3,190812
2011,NUTS,2010,CH032,3,73720
2011,NUTS,2010,CH033,3,956118
2011,NUTS,2010,CH040,3,463394
2011,NUTS,2010,CH051,3,672020
2011,NUTS,2010,CH052,3,66165
2011,NUTS,2010,CH053,3,249965
2011,NUTS,2010,CH054,3,201
2011,NUTS,2010,CH055,3,687833
2011,NUTS,2010,CH056,3,550339
2011,NUTS,2010,CH057,3,199009
2011,NUTS,2010,CH061,3,608138
2011,NUTS,2010,CH062,3,243271
2011,NUTS,2010,CH063,3,152993
2011,NUTS,2010,CH064,3,876291
2011,NUTS,2010,CH065,3,735380
2011,NUTS,2010,CH066,3,889363
2011,NUTS,2010,CH070,3,928808
2011,NUTS,2010,CY000,3,531337
2011,NUTS,2010,CZ010,3,540604
2011,NUTS,2010,CZ020,3,326495
2011,NUTS,2010,CZ031,3,621441
2011,NUTS,2010,CZ032,3,331426
2011,NUTS,2010,CZ041,3,373065
2011,NUTS,2010,CZ042,3,87111
2011,NUTS,2010,CZ051,3,532711
2011,NUTS,2010,CZ052,3,429868
2011,NUTS,2010,CZ053,3,342028
2011,NUTS,2010,CZ063,3,438731
2011,NUTS,2010,CZ064,3,377873
2011,NUTS,2010,CZ071,3,243554
2011,NUTS,2010,CZ072,3,61919
2011,NUTS,2010,CZ080,3,489495
2011,NUTS,2010,DE111,3,675812
2011,NUTS,2010,DE112,3,809791
2011,NUTS,2010,DE113,3,390035
2011,NUTS,2010,DE114,3,641627
2011,NUTS,2010,DE115,3,809146
2011,NUTS,2010,DE116,3,670208
2011,NUTS,2010,DE117,3,536368
2011,NUTS,2010,DE118,3,585740
2011,NUTS,2010,DE119,3,134151
2011,NUTS,2010,DE11A,3,832162
2011,NUTS,2010,DE11B,3,393067
2011,NUTS,2010,DE11C,3,636865
2011,NUTS,2010,DE11D,3,855571
2011,NUTS,2010,DE121,3,6239
2011,NUTS,2010,DE122,3,969293
2011,NUTS,2010,DE123,3,417413
2011,NUTS,2010,DE124,3,63803
2011,NUTS,2010,DE125,3,357852
2011,NUTS,2010,DE126,3,625310
2011,NUTS,2010,DE127,3,741899
2011,NUTS,2010,DE128,3,452279
2011,NUTS,2010,DE129,3,171150
2011,NUTS,2010,DE12A,3,712817
2011,NUTS,2010,DE12B,3,514917
2011,NUTS,2010,DE12C,3,973188
2011,NUTS,2010,DE131,3,622864
2011,NUTS,2010,DE132,3,9308
2011,NUTS,2010,DE133,3,607761
2011,NUTS,2010,DE134,3,151634
2011,NUTS,2010,DE135,3,473655
2011,NUTS,2010,DE136,3,821984
2011,NUTS,2010,DE137,3,29679
2011,NUTS,2010,DE138,3,895288
2011,NUTS,2010,DE139,3,280832
2011,NUTS,2010,DE13A,3,126927
2011,NUTS,2010,DE141,3,598660
2011,NUTS,2010,DE142,3,108683
2011,NUTS,2010,DE143,3,612784
2011,NUTS,2010,DE144,3,393533
2011,NUTS,2010,DE145,3,624901
2011,NUTS,2010,DE146,3,151092
2011,NUTS,2010,DE147,3,498014
2011,NUTS,2010,DE148,3,470231
2011,NUTS,2010,DE149,3,432305
2011,NUTS,2010,DE211,3,739358
2011,NUTS,2010,DE212,3,804152
2011,NUTS,2010,DE213,3,141904
2011,NUTS,2010,DE214,3,450615
2011,NUTS,2010,DE215,3,276074
2011,NUTS,2010,DE216,3,426891
2011,NUTS,2010,DE217,3,743227
2011,NUTS,2010,DE218,3,738298
2011,NUTS,2010,DE219,3,190698
2011,NUTS,2010,DE21A,3,197300
2011,NUTS,2010,DE21B,3,956585
2011,NUTS,2010,DE21C,3,367043
2011,NUTS,2010,DE21D,3,59601
2011,NUTS,2010,DE21E,3,907818
2011,NUTS,2010,DE21F,3,745135
2011,NUTS,2010,DE21G,3,531631
2011,NUTS,2010,DE21H,3,708748
2011,NUTS,2010,DE21I,3,523826
2011,NUTS,2010,DE21J,3,924486
2011,NUTS,2010,DE21K,3,2388
2011,NUTS,2010,DE21L,3,147562
2011,NUTS,2010,DE21M,3,811838
2011,NUTS,2010,DE21N,3,40010
2011,NUTS,2010,DE221,3,434712
2011,NUTS,2010,DE222,3,405865
2011,NUTS,2010,DE223,3,976265
2011,NUTS,2010,DE224,3,398106
2011,NUTS,2010,DE225,3,585678
2011,NUTS,2010,DE226,3,81895
2011,NUTS,2010,DE227,3,672653
2011,NUTS,2010,DE228,3,592908
2011,NUTS,2010,DE229,3,814307
