year,region_type,region_year_spec,region_id,region_level,merve
2008,NUTS,2006,DE6,1,66670040
2008,NUTS,2006,DE7,1,29400456
2008,NUTS,2006,DE8,1,20508998
2008,NUTS,2006,DE9,1,66139123
2008,NUTS,2006,DEA,1,96880724
2008,NUTS,2006,DEB,1,87387403
2008,NUTS,2006,DEC,1,19134671
2008,NUTS,2006,DED,1,8601972
2008,NUTS,2006,DEE,1,82049885
2008,NUTS,2006,DEF,1,19670184
2008,NUTS,2006,DEG,1,24108108
2008,NUTS,2006,DK0,1,15679773
2008,NUTS,2006,EE0,1,79433323
2008,NUTS,2006,ES1,1,35799270
2008,NUTS,2006,ES2,1,78393827
2008,NUTS,2006,ES3,1,17923160
2008,NUTS,2006,ES4,1,26198875
2008,NUTS,2006,ES5,1,87172232
2008,NUTS,2006,ES6,1,95309140
2008,NUTS,2006,ES7,1,66457237
2008,NUTS,2006,FI1,1,56083778
2008,NUTS,2006,FI2,1,80855735
2008,NUTS,2006,FR1,1,29317022
2008,NUTS,2006,FR2,1,89279641
2008,NUTS,2006,FR3,1,36127669
2008,NUTS,2006,FR4,1,4171378
2008,NUTS,2006,FR5,1,32560226
2008,NUTS,2006,FR6,1,10526370
2008,NUTS,2006,FR7,1,64436405
2008,NUTS,2006,FR8,1,12545977
2008,NUTS,2006,FR9,1,4755366
2008,NUTS,2006,GR1,1,74945765
2008,NUTS,2006,GR2,1,78927426
2008,NUTS,2006,GR3,1,83284818
2008,NUTS,2006,GR4,1,96651697
2008,NUTS,2006,HR0,1,17343527
2008,NUTS,2006,HU1,1,31643012
2008,NUTS,2006,HU2,1,48845862
2008,NUTS,2006,HU3,1,50711863
2008,NUTS,2006,IE0,1,87868313
2008,NUTS,2006,IS0,1,41515466
2008,NUTS,2006,ITC,1,17037064
2008,NUTS,2006,ITD,1,31564387
2008,NUTS,2006,ITE,1,51946748
2008,NUTS,2006,ITF,1,29824634
2008,NUTS,2006,ITG,1,68698152
2008,NUTS,2006,LI0,1,73210757
2008,NUTS,2006,LT0,1,87079381
2008,NUTS,2006,LU0,1,54389998
2008,NUTS,2006,LV0,1,81055582
2008,NUTS,2006,ME0,1,72455680
2008,NUTS,2006,MK0,1,49585717
2008,NUTS,2006,MT0,1,99986892
2008,NUTS,2006,NL1,1,87408858
2008,NUTS,2006,NL2,1,40832690
2008,NUTS,2006,NL3,1,30764867
2008,NUTS,2006,NL4,1,84294918
2008,NUTS,2006,NO0,1,46183897
2008,NUTS,2006,PL1,1,62866976
2008,NUTS,2006,PL2,1,57331782
2008,NUTS,2006,PL3,1,26033518
2008,NUTS,2006,PL4,1,17161083
2008,NUTS,2006,PL5,1,69017681
2008,NUTS,2006,PL6,1,64960454
2008,NUTS,2006,PT1,1,46413467
2008,NUTS,2006,PT2,1,51247470
2008,NUTS,2006,PT3,1,13213484
2008,NUTS,2006,RO1,1,7540670
2008,NUTS,2006,RO2,1,88015378
2008,NUTS,2006,RO3,1,7103761
2008,NUTS,2006,RO4,1,92853131
2008,NUTS,2006,SE1,1,2433395
2008,NUTS,2006,SE2,1,35527496
2008,NUTS,2006,SE3,1,49877321
2008,NUTS,2006,SI0,1,85215192
2008,NUTS,2006,SK0,1,93087570
2008,NUTS,2006,TR1,1,21982927
2008,NUTS,2006,TR2,1,65413126
2008,NUTS,2006,TR3,1,18774085
2008,NUTS,2006,TR4,1,28651459
2008,NUTS,2006,TR5,1,37482300
2008,NUTS,2006,TR6,1,20957945
2008,NUTS,2006,TR7,1,28390140
2008,NUTS,2006,TR8,1,67160307
2008,NUTS,2006,TR9,1,16049586
2008,NUTS,2006,TRA,1,6991613
2008,NUTS,2006,TRB,1,85204634
2008,NUTS,2006,TRC,1,12912413
2008,NUTS,2006,UKC,1,80240358
2008,NUTS,2006,UKD,1,81068724
2008,NUTS,2006,UKE,1,83880311
2008,NUTS,2006,UKF,1,37853022
2008,NUTS,2006,UKG,1,23153047
2008,NUTS,2006,UKH,1,11954780
2008,NUTS,2006,UKI,1,18850321
2008,NUTS,2006,UKJ,1,23704131
2008,NUTS,2006,UKK,1,92802870
2008,NUTS,2006,UKL,1,82540143
2008,NUTS,2006,UKM,1,63875560
2008,NUTS,2006,UKN,1,82041566
2008,NUTS,2006,AT11,2,44673952
2008,NUTS,2006,AT12,2,75140834
2008,NUTS,2006,AT13,2,59896709
2008,NUTS,2006,AT21,2,79531962
2008,NUTS,2006,AT22,2,88800629
2008,NUTS,2006,AT31,2,62456843
2008,NUTS,2006,AT32,2,81041294
2008,NUTS,2006,AT33,2,44408249
2008,NUTS,2006,AT34,2,72995896
2008,NUTS,2006,BE10,2,95568058
2008,NUTS,2006,BE21,2,82718614
2008,NUTS,2006,BE22,2,18083891
2008,NUTS,2006,BE23,2,68632762
2008,NUTS,2006,BE24,2,57544494
2008,NUTS,2006,BE25,2,18496943
2008,NUTS,2006,BE31,2,54346722
2008,NUTS,2006,BE32,2,12019726
2008,NUTS,2006,BE33,2,65338546
2008,NUTS,2006,BE34,2,34221619
2008,NUTS,2006,BE35,2,41570284
2008,NUTS,2006,BG31,2,56187710
2008,NUTS,2006,BG32,2,45214691
2008,NUTS,2006,BG33,2,17434861
2008,NUTS,2006,BG34,2,38976859
2008,NUTS,2006,BG41,2,6762494
2008,NUTS,2006,BG42,2,992312
2008,NUTS,2006,CH01,2,68519973
2008,NUTS,2006,CH02,2,62519253
2008,NUTS,2006,CH03,2,88094308
2008,NUTS,2006,CH04,2,76568395
2008,NUTS,2006,CH05,2,36077817
2008,NUTS,2006,CH06,2,94758250
2008,NUTS,2006,CH07,2,58456360
2008,NUTS,2006,CY00,2,12823151
2008,NUTS,2006,CZ01,2,61106388
2008,NUTS,2006,CZ02,2,98237477
2008,NUTS,2006,CZ03,2,91539323
2008,NUTS,2006,CZ04,2,6817932
2008,NUTS,2006,CZ05,2,83588498
2008,NUTS,2006,CZ06,2,20350471
2008,NUTS,2006,CZ07,2,8531625
2008,NUTS,2006,CZ08,2,20375880
2008,NUTS,2006,DE11,2,17605922
2008,NUTS,2006,DE12,2,91343513
2008,NUTS,2006,DE13,2,39661204
2008,NUTS,2006,DE14,2,47060779
2008,NUTS,2006,DE21,2,90168339
2008,NUTS,2006,DE22,2,59412724
2008,NUTS,2006,DE23,2,27489653
2008,NUTS,2006,DE24,2,73369453
2008,NUTS,2006,DE25,2,4975812
2008,NUTS,2006,DE26,2,36017378
2008,NUTS,2006,DE27,2,97797701
2008,NUTS,2006,DE30,2,74682169
2008,NUTS,2006,DE41,2,85004583
2008,NUTS,2006,DE42,2,79486017
2008,NUTS,2006,DE50,2,28603089
2008,NUTS,2006,DE60,2,90608230
2008,NUTS,2006,DE71,2,56407852
2008,NUTS,2006,DE72,2,25089731
2008,NUTS,2006,DE73,2,68315844
2008,NUTS,2006,DE80,2,74391129
2008,NUTS,2006,DE91,2,67954455
2008,NUTS,2006,DE92,2,89222864
2008,NUTS,2006,DE93,2,11907280
2008,NUTS,2006,DE94,2,38746554
2008,NUTS,2006,DEA1,2,65772379
2008,NUTS,2006,DEA2,2,99865783
2008,NUTS,2006,DEA3,2,12172272
2008,NUTS,2006,DEA4,2,67852921
2008,NUTS,2006,DEA5,2,12218658
2008,NUTS,2006,DEB1,2,20449187
2008,NUTS,2006,DEB2,2,5937006
2008,NUTS,2006,DEB3,2,32099638
2008,NUTS,2006,DEC0,2,74289300
2008,NUTS,2006,DED1,2,17740965
2008,NUTS,2006,DED2,2,35542879
2008,NUTS,2006,DED3,2,81721670
2008,NUTS,2006,DEE0,2,10222388
2008,NUTS,2006,DEF0,2,76084362
2008,NUTS,2006,DEG0,2,56769135
2008,NUTS,2006,DK01,2,96308311
2008,NUTS,2006,DK02,2,76884761
2008,NUTS,2006,DK03,2,53010252
2008,NUTS,2006,DK04,2,75439447
2008,NUTS,2006,DK05,2,51402326
2008,NUTS,2006,EE00,2,52230663
2008,NUTS,2006,ES11,2,25848621
2008,NUTS,2006,ES12,2,73695637
2008,NUTS,2006,ES13,2,9807349
2008,NUTS,2006,ES21,2,66746186
2008,NUTS,2006,ES22,2,82402962
2008,NUTS,2006,ES23,2,19244653
2008,NUTS,2006,ES24,2,11836601
2008,NUTS,2006,ES30,2,81871704
2008,NUTS,2006,ES41,2,19873644
2008,NUTS,2006,ES42,2,87404630
2008,NUTS,2006,ES43,2,41630251
2008,NUTS,2006,ES51,2,24493895
2008,NUTS,2006,ES52,2,21478339
2008,NUTS,2006,ES53,2,21785767
2008,NUTS,2006,ES61,2,66170567
2008,NUTS,2006,ES62,2,92366047
2008,NUTS,2006,ES63,2,6193788
2008,NUTS,2006,ES64,2,75284494
2008,NUTS,2006,ES70,2,77740514
2008,NUTS,2006,FI13,2,1713893
2008,NUTS,2006,FI18,2,94453913
2008,NUTS,2006,FI19,2,14084850
2008,NUTS,2006,FI1A,2,77118134
2008,NUTS,2006,FI20,2,33380059
2008,NUTS,2006,FR10,2,14721066
2008,NUTS,2006,FR21,2,69387798
2008,NUTS,2006,FR22,2,40030837
2008,NUTS,2006,FR23,2,6961879
2008,NUTS,2006,FR24,2,75325538
2008,NUTS,2006,FR25,2,22281041
2008,NUTS,2006,FR26,2,21564146
2008,NUTS,2006,FR30,2,16726554
2008,NUTS,2006,FR41,2,40671489
2008,NUTS,2006,FR42,2,80759004
2008,NUTS,2006,FR43,2,74032118
2008,NUTS,2006,FR51,2,24205449
2008,NUTS,2006,FR52,2,65802099
2008,NUTS,2006,FR53,2,89199757
2008,NUTS,2006,FR61,2,15845354
2008,NUTS,2006,FR62,2,54996121
2008,NUTS,2006,FR63,2,325755
2008,NUTS,2006,FR71,2,66776336
2008,NUTS,2006,FR72,2,63625012
2008,NUTS,2006,FR81,2,92481934
2008,NUTS,2006,FR82,2,36561177
2008,NUTS,2006,FR83,2,17828856
2008,NUTS,2006,FR91,2,92278340
2008,NUTS,2006,FR92,2,2196212
2008,NUTS,2006,FR93,2,59250309
2008,NUTS,2006,FR94,2,57472417
2008,NUTS,2006,GR11,2,51210703
2008,NUTS,2006,GR12,2,51505286
2008,NUTS,2006,GR13,2,65089836
2008,NUTS,2006,GR14,2,60020926
2008,NUTS,2006,GR21,2,57988174
2008,NUTS,2006,GR22,2,68616936
2008,NUTS,2006,GR23,2,33270626
2008,NUTS,2006,GR24,2,3995730
2008,NUTS,2006,GR25,2,30488715
2008,NUTS,2006,GR30,2,91376029
2008,NUTS,2006,GR41,2,24020623
2008,NUTS,2006,GR42,2,30553268
2008,NUTS,2006,GR43,2,46572087
2008,NUTS,2006,HR01,2,64411624
2008,NUTS,2006,HR02,2,50138588
2008,NUTS,2006,HR03,2,2639536
2008,NUTS,2006,HU10,2,9863271
2008,NUTS,2006,HU21,2,34131125
2008,NUTS,2006,HU22,2,8563469
2008,NUTS,2006,HU23,2,64779425
2008,NUTS,2006,HU31,2,3083605
2008,NUTS,2006,HU32,2,96056389
2008,NUTS,2006,HU33,2,37557691
2008,NUTS,2006,IE01,2,36714718
2008,NUTS,2006,IE02,2,94846613
2008,NUTS,2006,IS00,2,87475480
2008,NUTS,2006,ITC1,2,6707451
2008,NUTS,2006,ITC2,2,80706434
2008,NUTS,2006,ITC3,2,67802267
2008,NUTS,2006,ITC4,2,58455007
2008,NUTS,2006,ITD1,2,18023135
2008,NUTS,2006,ITD2,2,69443260
2008,NUTS,2006,ITD3,2,53865857
2008,NUTS,2006,ITD4,2,82597832
2008,NUTS,2006,ITD5,2,93263869
2008,NUTS,2006,ITE1,2,15891733
2008,NUTS,2006,ITE2,2,47473739
2008,NUTS,2006,ITE3,2,28467387
2008,NUTS,2006,ITE4,2,89899078
2008,NUTS,2006,ITF1,2,94992977
2008,NUTS,2006,ITF2,2,50987532
2008,NUTS,2006,ITF3,2,78124737
2008,NUTS,2006,ITF4,2,57658496
2008,NUTS,2006,ITF5,2,98925211
2008,NUTS,2006,ITF6,2,36695930
2008,NUTS,2006,ITG1,2,47676762
2008,NUTS,2006,ITG2,2,6460439
2008,NUTS,2006,LI00,2,46195758
2008,NUTS,2006,LT00,2,77323169
2008,NUTS,2006,LU00,2,28340825
2008,NUTS,2006,LV00,2,1024990
2008,NUTS,2006,ME00,2,25410960
2008,NUTS,2006,MK00,2,55304801
2008,NUTS,2006,MT00,2,34600612
2008,NUTS,2006,NL11,2,87194908
2008,NUTS,2006,NL12,2,38018291
2008,NUTS,2006,NL13,2,6213175
2008,NUTS,2006,NL21,2,87875044
2008,NUTS,2006,NL22,2,87926568
2008,NUTS,2006,NL23,2,43041796
2008,NUTS,2006,NL31,2,79936508
2008,NUTS,2006,NL32,2,32989382
2008,NUTS,2006,NL33,2,29851342
2008,NUTS,2006,NL34,2,26979499
2008,NUTS,2006,NL41,2,79395166
2008,NUTS,2006,NL42,2,90924407
2008,NUTS,2006,NO01,2,67112327
2008,NUTS,2006,NO02,2,95974070
2008,NUTS,2006,NO03,2,13011192
2008,NUTS,2006,NO04,2,64443369
2008,NUTS,2006,NO05,2,9266110
2008,NUTS,2006,NO06,2,15473883
2008,NUTS,2006,NO07,2,57076503
2008,NUTS,2006,PL11,2,9566437
2008,NUTS,2006,PL12,2,30403164
2008,NUTS,2006,PL21,2,88456296
2008,NUTS,2006,PL22,2,51588682
2008,NUTS,2006,PL31,2,10632076
2008,NUTS,2006,PL32,2,74827731
2008,NUTS,2006,PL33,2,69361934
2008,NUTS,2006,PL34,2,61600948
2008,NUTS,2006,PL41,2,80483548
2008,NUTS,2006,PL42,2,56673848
2008,NUTS,2006,PL43,2,85199624
2008,NUTS,2006,PL51,2,55658284
2008,NUTS,2006,PL52,2,45939133
2008,NUTS,2006,PL61,2,55405094
2008,NUTS,2006,PL62,2,57425357
2008,NUTS,2006,PL63,2,10283716
2008,NUTS,2006,PT11,2,4878616
2008,NUTS,2006,PT15,2,88046787
2008,NUTS,2006,PT16,2,51188568
2008,NUTS,2006,PT17,2,67461134
2008,NUTS,2006,PT18,2,53955035
2008,NUTS,2006,PT20,2,25362289
2008,NUTS,2006,PT30,2,88909427
2008,NUTS,2006,RO11,2,98083233
2008,NUTS,2006,RO12,2,94643212
2008,NUTS,2006,RO21,2,37252017
2008,NUTS,2006,RO22,2,17760457
2008,NUTS,2006,RO31,2,10020963
2008,NUTS,2006,RO32,2,5887037
2008,NUTS,2006,RO41,2,24241273
2008,NUTS,2006,RO42,2,10062862
2008,NUTS,2006,SE11,2,6267496
2008,NUTS,2006,SE12,2,50096898
2008,NUTS,2006,SE21,2,20206706
2008,NUTS,2006,SE22,2,35155698
2008,NUTS,2006,SE23,2,24386320
2008,NUTS,2006,SE31,2,39120373
2008,NUTS,2006,SE32,2,20767911
2008,NUTS,2006,SE33,2,87685514
2008,NUTS,2006,SI01,2,37952918
2008,NUTS,2006,SI02,2,33824784
2008,NUTS,2006,SK01,2,21566002
2008,NUTS,2006,SK02,2,90073714
2008,NUTS,2006,SK03,2,33894674
2008,NUTS,2006,SK04,2,139
2008,NUTS,2006,TR10,2,34350038
2008,NUTS,2006,TR21,2,34434188
2008,NUTS,2006,TR22,2,71623075
2008,NUTS,2006,TR31,2,24939139
2008,NUTS,2006,TR32,2,17040776
2008,NUTS,2006,TR33,2,52246062
2008,NUTS,2006,TR41,2,66875348
2008,NUTS,2006,TR42,2,61936553
2008,NUTS,2006,TR51,2,86721858
2008,NUTS,2006,TR52,2,82937856
2008,NUTS,2006,TR61,2,33859053
2008,NUTS,2006,TR62,2,9627215
2008,NUTS,2006,TR63,2,79349944
2008,NUTS,2006,TR71,2,57900615
2008,NUTS,2006,TR72,2,79148717
2008,NUTS,2006,TR81,2,97244941
2008,NUTS,2006,TR82,2,11265639
2008,NUTS,2006,TR83,2,19796117
2008,NUTS,2006,TR90,2,24861424
2008,NUTS,2006,TRA1,2,75941229
2008,NUTS,2006,TRA2,2,94990723
2008,NUTS,2006,TRB1,2,60934296
2008,NUTS,2006,TRB2,2,29096435
2008,NUTS,2006,TRC1,2,35360694
2008,NUTS,2006,TRC2,2,94619721
2008,NUTS,2006,TRC3,2,67218626
2008,NUTS,2006,UKC1,2,34655802
2008,NUTS,2006,UKC2,2,51493709
2008,NUTS,2006,UKD1,2,82395668
2008,NUTS,2006,UKD2,2,42468729
2008,NUTS,2006,UKD3,2,31966818
2008,NUTS,2006,UKD4,2,8107006
2008,NUTS,2006,UKD5,2,58039128
2008,NUTS,2006,UKE1,2,45263346
2008,NUTS,2006,UKE2,2,32939201
2008,NUTS,2006,UKE3,2,50311566
2008,NUTS,2006,UKE4,2,88013934
2008,NUTS,2006,UKF1,2,77317062
2008,NUTS,2006,UKF2,2,9078393
2008,NUTS,2006,UKF3,2,14524497
2008,NUTS,2006,UKG1,2,84841450
2008,NUTS,2006,UKG2,2,99500590
2008,NUTS,2006,UKG3,2,22339097
2008,NUTS,2006,UKH1,2,67679861
2008,NUTS,2006,UKH2,2,23467568
2008,NUTS,2006,UKH3,2,18859495
2008,NUTS,2006,UKI1,2,3874525
2008,NUTS,2006,UKI2,2,93443621
2008,NUTS,2006,UKJ1,2,62328732
2008,NUTS,2006,UKJ2,2,3153361
2008,NUTS,2006,UKJ3,2,16965274
2008,NUTS,2006,UKJ4,2,39578929
2008,NUTS,2006,UKK1,2,45444810
2008,NUTS,2006,UKK2,2,47821510
2008,NUTS,2006,UKK3,2,37560309
2008,NUTS,2006,UKK4,2,99118271
2008,NUTS,2006,UKL1,2,59584628
2008,NUTS,2006,UKL2,2,18969501
2008,NUTS,2006,UKM2,2,11849113
2008,NUTS,2006,UKM3,2,75636725
2008,NUTS,2006,UKM5,2,81211709
2008,NUTS,2006,UKM6,2,64786976
2008,NUTS,2006,UKN0,2,38186548
2008,NUTS,2006,AT111,3,33609908
2008,NUTS,2006,AT112,3,37796280
2008,NUTS,2006,AT113,3,85434496
2008,NUTS,2006,AT121,3,53346181
2008,NUTS,2006,AT122,3,65412305
2008,NUTS,2006,AT123,3,36857306
2008,NUTS,2006,AT124,3,60678205
2008,NUTS,2006,AT125,3,50890989
2008,NUTS,2006,AT126,3,13457855
2008,NUTS,2006,AT127,3,66574202
2008,NUTS,2006,AT130,3,51071827
2008,NUTS,2006,AT211,3,65668292
2008,NUTS,2006,AT212,3,62018087
2008,NUTS,2006,AT213,3,49054696
2008,NUTS,2006,AT221,3,72442269
2008,NUTS,2006,AT222,3,96392343
2008,NUTS,2006,AT223,3,7876367
2008,NUTS,2006,AT224,3,82305117
2008,NUTS,2006,AT225,3,40248984
2008,NUTS,2006,AT226,3,44924715
2008,NUTS,2006,AT311,3,5953719
2008,NUTS,2006,AT312,3,92397859
2008,NUTS,2006,AT313,3,34953512
2008,NUTS,2006,AT314,3,60960382
2008,NUTS,2006,AT315,3,2159964
2008,NUTS,2006,AT321,3,27590048
2008,NUTS,2006,AT322,3,70140060
2008,NUTS,2006,AT323,3,54427265
2008,NUTS,2006,AT331,3,92123574
2008,NUTS,2006,AT332,3,32602303
2008,NUTS,2006,AT333,3,65080840
2008,NUTS,2006,AT334,3,51917061
2008,NUTS,2006,AT335,3,26834853
2008,NUTS,2006,AT341,3,93082001
2008,NUTS,2006,AT342,3,80920040
2008,NUTS,2006,BE100,3,76457269
2008,NUTS,2006,BE211,3,52651789
2008,NUTS,2006,BE212,3,40853631
2008,NUTS,2006,BE213,3,977137
2008,NUTS,2006,BE221,3,62103050
2008,NUTS,2006,BE222,3,89517605
2008,NUTS,2006,BE223,3,38962423
2008,NUTS,2006,BE231,3,48086453
2008,NUTS,2006,BE232,3,84507493
2008,NUTS,2006,BE233,3,48952023
2008,NUTS,2006,BE234,3,74057986
2008,NUTS,2006,BE235,3,23170597
2008,NUTS,2006,BE236,3,79096544
2008,NUTS,2006,BE241,3,72747141
2008,NUTS,2006,BE242,3,10893630
2008,NUTS,2006,BE251,3,27427565
2008,NUTS,2006,BE252,3,22384092
2008,NUTS,2006,BE253,3,9752222
2008,NUTS,2006,BE254,3,31464774
2008,NUTS,2006,BE255,3,28550718
2008,NUTS,2006,BE256,3,6776259
2008,NUTS,2006,BE257,3,72927273
2008,NUTS,2006,BE258,3,64126390
2008,NUTS,2006,BE310,3,84692315
2008,NUTS,2006,BE321,3,64224821
2008,NUTS,2006,BE322,3,2821483
2008,NUTS,2006,BE323,3,46672386
2008,NUTS,2006,BE324,3,69282223
2008,NUTS,2006,BE325,3,92395802
2008,NUTS,2006,BE326,3,59329417
2008,NUTS,2006,BE327,3,23151982
2008,NUTS,2006,BE331,3,67765749
2008,NUTS,2006,BE332,3,99018324
2008,NUTS,2006,BE334,3,19855428
2008,NUTS,2006,BE335,3,97117166
2008,NUTS,2006,BE336,3,62557925
2008,NUTS,2006,BE341,3,4780096
2008,NUTS,2006,BE342,3,12412794
2008,NUTS,2006,BE343,3,96650314
2008,NUTS,2006,BE344,3,51984640
2008,NUTS,2006,BE345,3,36931246
2008,NUTS,2006,BE351,3,11572203
2008,NUTS,2006,BE352,3,92697679
2008,NUTS,2006,BE353,3,25981709
2008,NUTS,2006,BG311,3,27738249
2008,NUTS,2006,BG312,3,37508940
2008,NUTS,2006,BG313,3,93084715
2008,NUTS,2006,BG314,3,4832181
2008,NUTS,2006,BG315,3,31568174
2008,NUTS,2006,BG321,3,37583836
2008,NUTS,2006,BG322,3,31473940
2008,NUTS,2006,BG323,3,29303623
2008,NUTS,2006,BG324,3,80644578
2008,NUTS,2006,BG325,3,66463522
2008,NUTS,2006,BG331,3,66898020
2008,NUTS,2006,BG332,3,23811704
2008,NUTS,2006,BG333,3,72805289
2008,NUTS,2006,BG334,3,89212991
2008,NUTS,2006,BG341,3,56293245
2008,NUTS,2006,BG342,3,91047160
2008,NUTS,2006,BG343,3,84204521
2008,NUTS,2006,BG344,3,53156632
2008,NUTS,2006,BG411,3,55857614
2008,NUTS,2006,BG412,3,52594814
2008,NUTS,2006,BG413,3,53274500
2008,NUTS,2006,BG414,3,58384746
2008,NUTS,2006,BG415,3,1865622
2008,NUTS,2006,BG421,3,81821310
2008,NUTS,2006,BG422,3,46042708
2008,NUTS,2006,BG423,3,45475957
2008,NUTS,2006,BG424,3,8149827
2008,NUTS,2006,BG425,3,5113072
2008,NUTS,2006,CH011,3,70424648
2008,NUTS,2006,CH012,3,16148624
2008,NUTS,2006,CH013,3,9026446
2008,NUTS,2006,CH021,3,75179729
2008,NUTS,2006,CH022,3,31685927
2008,NUTS,2006,CH023,3,69980026
2008,NUTS,2006,CH024,3,62957181
2008,NUTS,2006,CH025,3,14236740
2008,NUTS,2006,CH031,3,7815978
2008,NUTS,2006,CH032,3,32204569
2008,NUTS,2006,CH033,3,73614723
2008,NUTS,2006,CH040,3,8987810
2008,NUTS,2006,CH051,3,9720745
2008,NUTS,2006,CH052,3,29715884
2008,NUTS,2006,CH053,3,84000062
2008,NUTS,2006,CH054,3,2914317
2008,NUTS,2006,CH055,3,16740075
2008,NUTS,2006,CH056,3,82477666
2008,NUTS,2006,CH057,3,64867168
2008,NUTS,2006,CH061,3,8905002
2008,NUTS,2006,CH062,3,56389592
2008,NUTS,2006,CH063,3,13968446
2008,NUTS,2006,CH064,3,84899579
2008,NUTS,2006,CH065,3,28941553
2008,NUTS,2006,CH066,3,91646824
2008,NUTS,2006,CH070,3,3772174
2008,NUTS,2006,CY000,3,71973548
2008,NUTS,2006,CZ010,3,7152530
2008,NUTS,2006,CZ020,3,25044260
2008,NUTS,2006,CZ031,3,53050906
2008,NUTS,2006,CZ032,3,39702514
2008,NUTS,2006,CZ041,3,19874410
2008,NUTS,2006,CZ042,3,11175174
2008,NUTS,2006,CZ051,3,23400041
2008,NUTS,2006,CZ052,3,63015320
2008,NUTS,2006,CZ053,3,42123918
2008,NUTS,2006,CZ063,3,84302052
2008,NUTS,2006,CZ064,3,5184966
2008,NUTS,2006,CZ071,3,26217218
2008,NUTS,2006,CZ072,3,64244649
2008,NUTS,2006,CZ080,3,4838517
2008,NUTS,2006,DE111,3,54974586
2008,NUTS,2006,DE112,3,37195230
2008,NUTS,2006,DE113,3,5965169
2008,NUTS,2006,DE114,3,3242098
2008,NUTS,2006,DE115,3,47279649
2008,NUTS,2006,DE116,3,16705038
2008,NUTS,2006,DE117,3,53515881
2008,NUTS,2006,DE118,3,91183136
2008,NUTS,2006,DE119,3,75161106
2008,NUTS,2006,DE11A,3,3312461
2008,NUTS,2006,DE11B,3,89840515
2008,NUTS,2006,DE11C,3,84368726
2008,NUTS,2006,DE11D,3,44392575
2008,NUTS,2006,DE121,3,31467778
2008,NUTS,2006,DE122,3,33156275
2008,NUTS,2006,DE123,3,78764184
2008,NUTS,2006,DE124,3,39269541
2008,NUTS,2006,DE125,3,95228800
2008,NUTS,2006,DE126,3,90446378
2008,NUTS,2006,DE127,3,97843860
2008,NUTS,2006,DE128,3,45940858
2008,NUTS,2006,DE129,3,23526580
2008,NUTS,2006,DE12A,3,10996008
2008,NUTS,2006,DE12B,3,67584761
2008,NUTS,2006,DE12C,3,35050122
2008,NUTS,2006,DE131,3,21451450
2008,NUTS,2006,DE132,3,93766266
2008,NUTS,2006,DE133,3,19362651
2008,NUTS,2006,DE134,3,52984061
2008,NUTS,2006,DE135,3,52843748
2008,NUTS,2006,DE136,3,45836992
2008,NUTS,2006,DE137,3,68124691
2008,NUTS,2006,DE138,3,3806041
2008,NUTS,2006,DE139,3,355152
2008,NUTS,2006,DE13A,3,32747071
2008,NUTS,2006,DE141,3,28874648
2008,NUTS,2006,DE142,3,44097435
2008,NUTS,2006,DE143,3,53636163
2008,NUTS,2006,DE144,3,86489776
2008,NUTS,2006,DE145,3,9400188
2008,NUTS,2006,DE146,3,11795227
2008,NUTS,2006,DE147,3,69827252
2008,NUTS,2006,DE148,3,85811916
