year,region_type,region_year_spec,region_id,region_level,inaca
2006,NUTS,2006,TR31,2,159
2006,NUTS,2006,TR32,2,213
2006,NUTS,2006,TR33,2,221
2006,NUTS,2006,TR41,2,851
2006,NUTS,2006,TR42,2,797
2006,NUTS,2006,TR51,2,895
2006,NUTS,2006,TR52,2,391
2006,NUTS,2006,TR61,2,253
2006,NUTS,2006,TR62,2,137
2006,NUTS,2006,TR63,2,769
2006,NUTS,2006,TR71,2,370
2006,NUTS,2006,TR72,2,706
2006,NUTS,2006,TR81,2,824
2006,NUTS,2006,TR82,2,510
2006,NUTS,2006,TR83,2,399
2006,NUTS,2006,TR90,2,845
2006,NUTS,2006,TRA1,2,89
2006,NUTS,2006,TRA2,2,450
2006,NUTS,2006,TRB1,2,252
2006,NUTS,2006,TRB2,2,464
2006,NUTS,2006,TRC1,2,81
2006,NUTS,2006,TRC2,2,867
2006,NUTS,2006,TRC3,2,651
2006,NUTS,2006,UKC1,2,375
2006,NUTS,2006,UKC2,2,539
2006,NUTS,2006,UKD1,2,648
2006,NUTS,2006,UKD2,2,667
2006,NUTS,2006,UKD3,2,489
2006,NUTS,2006,UKD4,2,120
2006,NUTS,2006,UKD5,2,188
2006,NUTS,2006,UKE1,2,760
2006,NUTS,2006,UKE2,2,243
2006,NUTS,2006,UKE3,2,521
2006,NUTS,2006,UKE4,2,288
2006,NUTS,2006,UKF1,2,566
2006,NUTS,2006,UKF2,2,62
2006,NUTS,2006,UKF3,2,112
2006,NUTS,2006,UKG1,2,905
2006,NUTS,2006,UKG2,2,189
2006,NUTS,2006,UKG3,2,120
2006,NUTS,2006,UKH1,2,989
2006,NUTS,2006,UKH2,2,279
2006,NUTS,2006,UKH3,2,580
2006,NUTS,2006,UKI1,2,65
2006,NUTS,2006,UKI2,2,910
2006,NUTS,2006,UKJ1,2,15
2006,NUTS,2006,UKJ2,2,723
2006,NUTS,2006,UKJ3,2,235
2006,NUTS,2006,UKJ4,2,672
2006,NUTS,2006,UKK1,2,556
2006,NUTS,2006,UKK2,2,191
2006,NUTS,2006,UKK3,2,353
2006,NUTS,2006,UKK4,2,321
2006,NUTS,2006,UKL1,2,220
2006,NUTS,2006,UKL2,2,231
2006,NUTS,2006,UKM2,2,577
2006,NUTS,2006,UKM3,2,983
2006,NUTS,2006,UKM5,2,16
2006,NUTS,2006,UKM6,2,651
2006,NUTS,2006,UKN0,2,721
2006,NUTS,2006,AT111,3,738
2006,NUTS,2006,AT112,3,216
2006,NUTS,2006,AT113,3,599
2006,NUTS,2006,AT121,3,611
2006,NUTS,2006,AT122,3,347
2006,NUTS,2006,AT123,3,813
2006,NUTS,2006,AT124,3,204
2006,NUTS,2006,AT125,3,24
2006,NUTS,2006,AT126,3,896
2006,NUTS,2006,AT127,3,392
2006,NUTS,2006,AT130,3,785
2006,NUTS,2006,AT211,3,877
2006,NUTS,2006,AT212,3,256
2006,NUTS,2006,AT213,3,219
2006,NUTS,2006,AT221,3,879
2006,NUTS,2006,AT222,3,595
2006,NUTS,2006,AT223,3,732
2006,NUTS,2006,AT224,3,436
2006,NUTS,2006,AT225,3,542
2006,NUTS,2006,AT226,3,526
2006,NUTS,2006,AT311,3,427
2006,NUTS,2006,AT312,3,751
2006,NUTS,2006,AT313,3,932
2006,NUTS,2006,AT314,3,183
2006,NUTS,2006,AT315,3,594
2006,NUTS,2006,AT321,3,91
2006,NUTS,2006,AT322,3,735
2006,NUTS,2006,AT323,3,122
2006,NUTS,2006,AT331,3,166
2006,NUTS,2006,AT332,3,800
2006,NUTS,2006,AT333,3,583
2006,NUTS,2006,AT334,3,825
2006,NUTS,2006,AT335,3,659
2006,NUTS,2006,AT341,3,344
2006,NUTS,2006,AT342,3,17
2006,NUTS,2006,BE100,3,783
2006,NUTS,2006,BE211,3,756
2006,NUTS,2006,BE212,3,830
2006,NUTS,2006,BE213,3,787
2006,NUTS,2006,BE221,3,738
2006,NUTS,2006,BE222,3,126
2006,NUTS,2006,BE223,3,158
2006,NUTS,2006,BE231,3,94
2006,NUTS,2006,BE232,3,88
2006,NUTS,2006,BE233,3,348
2006,NUTS,2006,BE234,3,938
2006,NUTS,2006,BE235,3,799
2006,NUTS,2006,BE236,3,622
2006,NUTS,2006,BE241,3,495
2006,NUTS,2006,BE242,3,189
2006,NUTS,2006,BE251,3,514
2006,NUTS,2006,BE252,3,892
2006,NUTS,2006,BE253,3,156
2006,NUTS,2006,BE254,3,114
2006,NUTS,2006,BE255,3,684
2006,NUTS,2006,BE256,3,420
2006,NUTS,2006,BE257,3,201
2006,NUTS,2006,BE258,3,663
2006,NUTS,2006,BE310,3,110
2006,NUTS,2006,BE321,3,794
2006,NUTS,2006,BE322,3,81
2006,NUTS,2006,BE323,3,433
2006,NUTS,2006,BE324,3,691
2006,NUTS,2006,BE325,3,601
2006,NUTS,2006,BE326,3,606
2006,NUTS,2006,BE327,3,809
2006,NUTS,2006,BE331,3,309
2006,NUTS,2006,BE332,3,954
2006,NUTS,2006,BE334,3,623
2006,NUTS,2006,BE335,3,201
2006,NUTS,2006,BE336,3,306
2006,NUTS,2006,BE341,3,124
2006,NUTS,2006,BE342,3,195
2006,NUTS,2006,BE343,3,505
2006,NUTS,2006,BE344,3,741
2006,NUTS,2006,BE345,3,188
2006,NUTS,2006,BE351,3,698
2006,NUTS,2006,BE352,3,646
2006,NUTS,2006,BE353,3,660
2006,NUTS,2006,BG311,3,259
2006,NUTS,2006,BG312,3,728
2006,NUTS,2006,BG313,3,546
2006,NUTS,2006,BG314,3,68
2006,NUTS,2006,BG315,3,409
2006,NUTS,2006,BG321,3,33
2006,NUTS,2006,BG322,3,648
2006,NUTS,2006,BG323,3,793
2006,NUTS,2006,BG324,3,302
2006,NUTS,2006,BG325,3,942
2006,NUTS,2006,BG331,3,324
2006,NUTS,2006,BG332,3,39
2006,NUTS,2006,BG333,3,474
2006,NUTS,2006,BG334,3,546
2006,NUTS,2006,BG341,3,127
2006,NUTS,2006,BG342,3,834
2006,NUTS,2006,BG343,3,847
2006,NUTS,2006,BG344,3,746
2006,NUTS,2006,BG411,3,221
2006,NUTS,2006,BG412,3,215
2006,NUTS,2006,BG413,3,138
2006,NUTS,2006,BG414,3,590
2006,NUTS,2006,BG415,3,256
2006,NUTS,2006,BG421,3,16
2006,NUTS,2006,BG422,3,754
2006,NUTS,2006,BG423,3,848
2006,NUTS,2006,BG424,3,417
2006,NUTS,2006,BG425,3,578
2006,NUTS,2006,CH011,3,301
2006,NUTS,2006,CH012,3,483
2006,NUTS,2006,CH013,3,200
2006,NUTS,2006,CH021,3,274
2006,NUTS,2006,CH022,3,971
2006,NUTS,2006,CH023,3,957
2006,NUTS,2006,CH024,3,670
2006,NUTS,2006,CH025,3,372
2006,NUTS,2006,CH031,3,636
2006,NUTS,2006,CH032,3,827
2006,NUTS,2006,CH033,3,673
2006,NUTS,2006,CH040,3,341
2006,NUTS,2006,CH051,3,813
2006,NUTS,2006,CH052,3,262
2006,NUTS,2006,CH053,3,438
2006,NUTS,2006,CH054,3,487
2006,NUTS,2006,CH055,3,550
2006,NUTS,2006,CH056,3,32
2006,NUTS,2006,CH057,3,971
2006,NUTS,2006,CH061,3,616
2006,NUTS,2006,CH062,3,56
2006,NUTS,2006,CH063,3,136
2006,NUTS,2006,CH064,3,973
2006,NUTS,2006,CH065,3,873
2006,NUTS,2006,CH066,3,35
2006,NUTS,2006,CH070,3,839
2006,NUTS,2006,CY000,3,95
2006,NUTS,2006,CZ010,3,973
2006,NUTS,2006,CZ020,3,367
2006,NUTS,2006,CZ031,3,961
2006,NUTS,2006,CZ032,3,588
2006,NUTS,2006,CZ041,3,513
2006,NUTS,2006,CZ042,3,27
2006,NUTS,2006,CZ051,3,830
2006,NUTS,2006,CZ052,3,38
2006,NUTS,2006,CZ053,3,427
2006,NUTS,2006,CZ063,3,465
2006,NUTS,2006,CZ064,3,707
2006,NUTS,2006,CZ071,3,561
2006,NUTS,2006,CZ072,3,433
2006,NUTS,2006,CZ080,3,192
2006,NUTS,2006,DE111,3,565
2006,NUTS,2006,DE112,3,80
2006,NUTS,2006,DE113,3,696
2006,NUTS,2006,DE114,3,379
2006,NUTS,2006,DE115,3,822
2006,NUTS,2006,DE116,3,231
2006,NUTS,2006,DE117,3,388
2006,NUTS,2006,DE118,3,70
2006,NUTS,2006,DE119,3,896
2006,NUTS,2006,DE11A,3,273
2006,NUTS,2006,DE11B,3,927
2006,NUTS,2006,DE11C,3,939
2006,NUTS,2006,DE11D,3,10
2006,NUTS,2006,DE121,3,153
2006,NUTS,2006,DE122,3,106
2006,NUTS,2006,DE123,3,289
2006,NUTS,2006,DE124,3,197
2006,NUTS,2006,DE125,3,83
2006,NUTS,2006,DE126,3,207
2006,NUTS,2006,DE127,3,994
2006,NUTS,2006,DE128,3,687
2006,NUTS,2006,DE129,3,59
2006,NUTS,2006,DE12A,3,433
2006,NUTS,2006,DE12B,3,989
2006,NUTS,2006,DE12C,3,573
2006,NUTS,2006,DE131,3,357
2006,NUTS,2006,DE132,3,539
2006,NUTS,2006,DE133,3,452
2006,NUTS,2006,DE134,3,185
2006,NUTS,2006,DE135,3,404
2006,NUTS,2006,DE136,3,689
2006,NUTS,2006,DE137,3,376
2006,NUTS,2006,DE138,3,560
2006,NUTS,2006,DE139,3,733
2006,NUTS,2006,DE13A,3,860
2006,NUTS,2006,DE141,3,193
2006,NUTS,2006,DE142,3,429
2006,NUTS,2006,DE143,3,207
2006,NUTS,2006,DE144,3,73
2006,NUTS,2006,DE145,3,420
2006,NUTS,2006,DE146,3,558
2006,NUTS,2006,DE147,3,250
2006,NUTS,2006,DE148,3,552
2006,NUTS,2006,DE149,3,381
2006,NUTS,2006,DE211,3,340
2006,NUTS,2006,DE212,3,397
2006,NUTS,2006,DE213,3,114
2006,NUTS,2006,DE214,3,2
2006,NUTS,2006,DE215,3,966
2006,NUTS,2006,DE216,3,769
2006,NUTS,2006,DE217,3,754
2006,NUTS,2006,DE218,3,210
2006,NUTS,2006,DE219,3,717
2006,NUTS,2006,DE21A,3,840
2006,NUTS,2006,DE21B,3,172
2006,NUTS,2006,DE21C,3,354
2006,NUTS,2006,DE21D,3,28
2006,NUTS,2006,DE21E,3,521
2006,NUTS,2006,DE21F,3,860
2006,NUTS,2006,DE21G,3,808
2006,NUTS,2006,DE21H,3,256
2006,NUTS,2006,DE21I,3,353
2006,NUTS,2006,DE21J,3,281
2006,NUTS,2006,DE21K,3,860
2006,NUTS,2006,DE21L,3,459
2006,NUTS,2006,DE21M,3,191
2006,NUTS,2006,DE21N,3,726
2006,NUTS,2006,DE221,3,715
2006,NUTS,2006,DE222,3,952
2006,NUTS,2006,DE223,3,930
2006,NUTS,2006,DE224,3,80
2006,NUTS,2006,DE225,3,715
2006,NUTS,2006,DE226,3,339
2006,NUTS,2006,DE227,3,793
2006,NUTS,2006,DE228,3,105
2006,NUTS,2006,DE229,3,862
2006,NUTS,2006,DE22A,3,993
2006,NUTS,2006,DE22B,3,893
2006,NUTS,2006,DE22C,3,196
2006,NUTS,2006,DE231,3,447
2006,NUTS,2006,DE232,3,186
2006,NUTS,2006,DE233,3,25
2006,NUTS,2006,DE234,3,693
2006,NUTS,2006,DE235,3,143
2006,NUTS,2006,DE236,3,208
2006,NUTS,2006,DE237,3,980
2006,NUTS,2006,DE238,3,454
2006,NUTS,2006,DE239,3,738
2006,NUTS,2006,DE23A,3,926
2006,NUTS,2006,DE241,3,377
2006,NUTS,2006,DE242,3,236
2006,NUTS,2006,DE243,3,237
2006,NUTS,2006,DE244,3,225
2006,NUTS,2006,DE245,3,253
2006,NUTS,2006,DE246,3,363
2006,NUTS,2006,DE247,3,759
2006,NUTS,2006,DE248,3,603
2006,NUTS,2006,DE249,3,141
2006,NUTS,2006,DE24A,3,480
2006,NUTS,2006,DE24B,3,709
2006,NUTS,2006,DE24C,3,123
2006,NUTS,2006,DE24D,3,765
2006,NUTS,2006,DE251,3,484
2006,NUTS,2006,DE252,3,783
2006,NUTS,2006,DE253,3,352
2006,NUTS,2006,DE254,3,943
2006,NUTS,2006,DE255,3,135
2006,NUTS,2006,DE256,3,993
2006,NUTS,2006,DE257,3,65
2006,NUTS,2006,DE258,3,567
2006,NUTS,2006,DE259,3,812
