year,region_type,region_year_spec,region_id,region_level,podli
2008,NUTS,2006,ITC4,2,899
2008,NUTS,2006,ITD1,2,972
2008,NUTS,2006,ITD2,2,490
2008,NUTS,2006,ITD3,2,530
2008,NUTS,2006,ITD4,2,531
2008,NUTS,2006,ITD5,2,937
2008,NUTS,2006,ITE1,2,828
2008,NUTS,2006,ITE2,2,105
2008,NUTS,2006,ITE3,2,816
2008,NUTS,2006,ITE4,2,798
2008,NUTS,2006,ITF1,2,250
2008,NUTS,2006,ITF2,2,84
2008,NUTS,2006,ITF3,2,784
2008,NUTS,2006,ITF4,2,415
2008,NUTS,2006,ITF5,2,890
2008,NUTS,2006,ITF6,2,628
2008,NUTS,2006,ITG1,2,95
2008,NUTS,2006,ITG2,2,699
2008,NUTS,2006,LI00,2,708
2008,NUTS,2006,LT00,2,461
2008,NUTS,2006,LU00,2,859
2008,NUTS,2006,LV00,2,899
2008,NUTS,2006,ME00,2,230
2008,NUTS,2006,MK00,2,435
2008,NUTS,2006,MT00,2,296
2008,NUTS,2006,NL11,2,973
2008,NUTS,2006,NL12,2,584
2008,NUTS,2006,NL13,2,319
2008,NUTS,2006,NL21,2,363
2008,NUTS,2006,NL22,2,894
2008,NUTS,2006,NL23,2,248
2008,NUTS,2006,NL31,2,211
2008,NUTS,2006,NL32,2,278
2008,NUTS,2006,NL33,2,239
2008,NUTS,2006,NL34,2,736
2008,NUTS,2006,NL41,2,789
2008,NUTS,2006,NL42,2,965
2008,NUTS,2006,NO01,2,599
2008,NUTS,2006,NO02,2,353
2008,NUTS,2006,NO03,2,82
2008,NUTS,2006,NO04,2,863
2008,NUTS,2006,NO05,2,1
2008,NUTS,2006,NO06,2,369
2008,NUTS,2006,NO07,2,65
2008,NUTS,2006,PL11,2,854
2008,NUTS,2006,PL12,2,443
2008,NUTS,2006,PL21,2,950
2008,NUTS,2006,PL22,2,577
2008,NUTS,2006,PL31,2,499
2008,NUTS,2006,PL32,2,517
2008,NUTS,2006,PL33,2,831
2008,NUTS,2006,PL34,2,620
2008,NUTS,2006,PL41,2,906
2008,NUTS,2006,PL42,2,740
2008,NUTS,2006,PL43,2,525
2008,NUTS,2006,PL51,2,876
2008,NUTS,2006,PL52,2,634
2008,NUTS,2006,PL61,2,543
2008,NUTS,2006,PL62,2,729
2008,NUTS,2006,PL63,2,283
2008,NUTS,2006,PT11,2,18
2008,NUTS,2006,PT15,2,671
2008,NUTS,2006,PT16,2,424
2008,NUTS,2006,PT17,2,272
2008,NUTS,2006,PT18,2,910
2008,NUTS,2006,PT20,2,864
2008,NUTS,2006,PT30,2,36
2008,NUTS,2006,RO11,2,612
2008,NUTS,2006,RO12,2,248
2008,NUTS,2006,RO21,2,278
2008,NUTS,2006,RO22,2,291
2008,NUTS,2006,RO31,2,471
2008,NUTS,2006,RO32,2,824
2008,NUTS,2006,RO41,2,655
2008,NUTS,2006,RO42,2,836
2008,NUTS,2006,SE11,2,688
2008,NUTS,2006,SE12,2,389
2008,NUTS,2006,SE21,2,526
2008,NUTS,2006,SE22,2,724
2008,NUTS,2006,SE23,2,9
2008,NUTS,2006,SE31,2,362
2008,NUTS,2006,SE32,2,478
2008,NUTS,2006,SE33,2,263
2008,NUTS,2006,SI01,2,436
2008,NUTS,2006,SI02,2,734
2008,NUTS,2006,SK01,2,942
2008,NUTS,2006,SK02,2,921
2008,NUTS,2006,SK03,2,901
2008,NUTS,2006,SK04,2,485
2008,NUTS,2006,TR10,2,565
2008,NUTS,2006,TR21,2,949
2008,NUTS,2006,TR22,2,309
2008,NUTS,2006,TR31,2,299
2008,NUTS,2006,TR32,2,497
2008,NUTS,2006,TR33,2,465
2008,NUTS,2006,TR41,2,681
2008,NUTS,2006,TR42,2,981
2008,NUTS,2006,TR51,2,158
2008,NUTS,2006,TR52,2,249
2008,NUTS,2006,TR61,2,196
2008,NUTS,2006,TR62,2,799
2008,NUTS,2006,TR63,2,134
2008,NUTS,2006,TR71,2,933
2008,NUTS,2006,TR72,2,572
2008,NUTS,2006,TR81,2,405
2008,NUTS,2006,TR82,2,662
2008,NUTS,2006,TR83,2,914
2008,NUTS,2006,TR90,2,318
2008,NUTS,2006,TRA1,2,82
2008,NUTS,2006,TRA2,2,39
2008,NUTS,2006,TRB1,2,294
2008,NUTS,2006,TRB2,2,152
2008,NUTS,2006,TRC1,2,942
2008,NUTS,2006,TRC2,2,539
2008,NUTS,2006,TRC3,2,269
2008,NUTS,2006,UKC1,2,835
2008,NUTS,2006,UKC2,2,822
2008,NUTS,2006,UKD1,2,788
2008,NUTS,2006,UKD2,2,118
2008,NUTS,2006,UKD3,2,73
2008,NUTS,2006,UKD4,2,492
2008,NUTS,2006,UKD5,2,573
2008,NUTS,2006,UKE1,2,572
2008,NUTS,2006,UKE2,2,321
2008,NUTS,2006,UKE3,2,757
2008,NUTS,2006,UKE4,2,878
2008,NUTS,2006,UKF1,2,516
2008,NUTS,2006,UKF2,2,984
2008,NUTS,2006,UKF3,2,907
2008,NUTS,2006,UKG1,2,90
2008,NUTS,2006,UKG2,2,368
2008,NUTS,2006,UKG3,2,35
2008,NUTS,2006,UKH1,2,500
2008,NUTS,2006,UKH2,2,945
2008,NUTS,2006,UKH3,2,315
2008,NUTS,2006,UKI1,2,647
2008,NUTS,2006,UKI2,2,938
2008,NUTS,2006,UKJ1,2,130
2008,NUTS,2006,UKJ2,2,1000
2008,NUTS,2006,UKJ3,2,596
2008,NUTS,2006,UKJ4,2,88
2008,NUTS,2006,UKK1,2,482
2008,NUTS,2006,UKK2,2,247
2008,NUTS,2006,UKK3,2,917
2008,NUTS,2006,UKK4,2,428
2008,NUTS,2006,UKL1,2,620
2008,NUTS,2006,UKL2,2,47
2008,NUTS,2006,UKM2,2,867
2008,NUTS,2006,UKM3,2,615
2008,NUTS,2006,UKM5,2,893
2008,NUTS,2006,UKM6,2,974
2008,NUTS,2006,UKN0,2,547
2008,NUTS,2006,AT111,3,904
2008,NUTS,2006,AT112,3,580
2008,NUTS,2006,AT113,3,688
2008,NUTS,2006,AT121,3,18
2008,NUTS,2006,AT122,3,217
2008,NUTS,2006,AT123,3,324
2008,NUTS,2006,AT124,3,185
2008,NUTS,2006,AT125,3,346
2008,NUTS,2006,AT126,3,232
2008,NUTS,2006,AT127,3,490
2008,NUTS,2006,AT130,3,388
2008,NUTS,2006,AT211,3,433
2008,NUTS,2006,AT212,3,941
2008,NUTS,2006,AT213,3,746
2008,NUTS,2006,AT221,3,874
2008,NUTS,2006,AT222,3,469
2008,NUTS,2006,AT223,3,662
2008,NUTS,2006,AT224,3,596
2008,NUTS,2006,AT225,3,589
2008,NUTS,2006,AT226,3,586
2008,NUTS,2006,AT311,3,503
2008,NUTS,2006,AT312,3,286
2008,NUTS,2006,AT313,3,60
2008,NUTS,2006,AT314,3,61
2008,NUTS,2006,AT315,3,724
2008,NUTS,2006,AT321,3,916
2008,NUTS,2006,AT322,3,523
2008,NUTS,2006,AT323,3,75
2008,NUTS,2006,AT331,3,214
2008,NUTS,2006,AT332,3,908
2008,NUTS,2006,AT333,3,655
2008,NUTS,2006,AT334,3,944
2008,NUTS,2006,AT335,3,988
2008,NUTS,2006,AT341,3,312
2008,NUTS,2006,AT342,3,698
2008,NUTS,2006,BE100,3,759
2008,NUTS,2006,BE211,3,659
2008,NUTS,2006,BE212,3,122
2008,NUTS,2006,BE213,3,134
2008,NUTS,2006,BE221,3,302
2008,NUTS,2006,BE222,3,456
2008,NUTS,2006,BE223,3,321
2008,NUTS,2006,BE231,3,977
2008,NUTS,2006,BE232,3,48
2008,NUTS,2006,BE233,3,121
2008,NUTS,2006,BE234,3,896
2008,NUTS,2006,BE235,3,489
2008,NUTS,2006,BE236,3,150
2008,NUTS,2006,BE241,3,338
2008,NUTS,2006,BE242,3,953
2008,NUTS,2006,BE251,3,869
2008,NUTS,2006,BE252,3,869
2008,NUTS,2006,BE253,3,846
2008,NUTS,2006,BE254,3,503
2008,NUTS,2006,BE255,3,561
2008,NUTS,2006,BE256,3,13
2008,NUTS,2006,BE257,3,638
2008,NUTS,2006,BE258,3,660
2008,NUTS,2006,BE310,3,140
2008,NUTS,2006,BE321,3,785
2008,NUTS,2006,BE322,3,961
2008,NUTS,2006,BE323,3,708
2008,NUTS,2006,BE324,3,430
2008,NUTS,2006,BE325,3,486
2008,NUTS,2006,BE326,3,627
2008,NUTS,2006,BE327,3,345
2008,NUTS,2006,BE331,3,179
2008,NUTS,2006,BE332,3,751
2008,NUTS,2006,BE334,3,334
2008,NUTS,2006,BE335,3,117
2008,NUTS,2006,BE336,3,655
2008,NUTS,2006,BE341,3,318
2008,NUTS,2006,BE342,3,627
2008,NUTS,2006,BE343,3,596
2008,NUTS,2006,BE344,3,639
2008,NUTS,2006,BE345,3,541
2008,NUTS,2006,BE351,3,448
2008,NUTS,2006,BE352,3,268
2008,NUTS,2006,BE353,3,127
2008,NUTS,2006,BG311,3,913
2008,NUTS,2006,BG312,3,509
2008,NUTS,2006,BG313,3,809
2008,NUTS,2006,BG314,3,249
2008,NUTS,2006,BG315,3,786
2008,NUTS,2006,BG321,3,764
2008,NUTS,2006,BG322,3,861
2008,NUTS,2006,BG323,3,920
2008,NUTS,2006,BG324,3,812
2008,NUTS,2006,BG325,3,538
2008,NUTS,2006,BG331,3,388
2008,NUTS,2006,BG332,3,460
2008,NUTS,2006,BG333,3,435
2008,NUTS,2006,BG334,3,490
2008,NUTS,2006,BG341,3,648
2008,NUTS,2006,BG342,3,99
2008,NUTS,2006,BG343,3,427
2008,NUTS,2006,BG344,3,636
2008,NUTS,2006,BG411,3,928
2008,NUTS,2006,BG412,3,566
2008,NUTS,2006,BG413,3,521
2008,NUTS,2006,BG414,3,973
2008,NUTS,2006,BG415,3,15
2008,NUTS,2006,BG421,3,125
2008,NUTS,2006,BG422,3,28
2008,NUTS,2006,BG423,3,317
2008,NUTS,2006,BG424,3,81
2008,NUTS,2006,BG425,3,564
2008,NUTS,2006,CH011,3,786
2008,NUTS,2006,CH012,3,528
2008,NUTS,2006,CH013,3,833
2008,NUTS,2006,CH021,3,754
2008,NUTS,2006,CH022,3,796
2008,NUTS,2006,CH023,3,269
2008,NUTS,2006,CH024,3,784
2008,NUTS,2006,CH025,3,913
2008,NUTS,2006,CH031,3,544
2008,NUTS,2006,CH032,3,62
2008,NUTS,2006,CH033,3,917
2008,NUTS,2006,CH040,3,235
2008,NUTS,2006,CH051,3,77
2008,NUTS,2006,CH052,3,585
2008,NUTS,2006,CH053,3,482
2008,NUTS,2006,CH054,3,100
2008,NUTS,2006,CH055,3,763
2008,NUTS,2006,CH056,3,671
2008,NUTS,2006,CH057,3,862
2008,NUTS,2006,CH061,3,223
2008,NUTS,2006,CH062,3,181
2008,NUTS,2006,CH063,3,680
2008,NUTS,2006,CH064,3,49
2008,NUTS,2006,CH065,3,770
2008,NUTS,2006,CH066,3,506
2008,NUTS,2006,CH070,3,219
2008,NUTS,2006,CY000,3,804
2008,NUTS,2006,CZ010,3,540
2008,NUTS,2006,CZ020,3,674
2008,NUTS,2006,CZ031,3,4
2008,NUTS,2006,CZ032,3,597
2008,NUTS,2006,CZ041,3,5
2008,NUTS,2006,CZ042,3,41
2008,NUTS,2006,CZ051,3,856
2008,NUTS,2006,CZ052,3,979
2008,NUTS,2006,CZ053,3,261
2008,NUTS,2006,CZ063,3,929
2008,NUTS,2006,CZ064,3,740
2008,NUTS,2006,CZ071,3,393
2008,NUTS,2006,CZ072,3,214
2008,NUTS,2006,CZ080,3,415
2008,NUTS,2006,DE111,3,314
2008,NUTS,2006,DE112,3,98
2008,NUTS,2006,DE113,3,704
2008,NUTS,2006,DE114,3,982
2008,NUTS,2006,DE115,3,642
2008,NUTS,2006,DE116,3,250
2008,NUTS,2006,DE117,3,261
2008,NUTS,2006,DE118,3,31
2008,NUTS,2006,DE119,3,761
2008,NUTS,2006,DE11A,3,152
2008,NUTS,2006,DE11B,3,310
2008,NUTS,2006,DE11C,3,118
2008,NUTS,2006,DE11D,3,769
2008,NUTS,2006,DE121,3,375
2008,NUTS,2006,DE122,3,224
2008,NUTS,2006,DE123,3,936
2008,NUTS,2006,DE124,3,792
2008,NUTS,2006,DE125,3,393
2008,NUTS,2006,DE126,3,145
2008,NUTS,2006,DE127,3,574
2008,NUTS,2006,DE128,3,958
2008,NUTS,2006,DE129,3,585
2008,NUTS,2006,DE12A,3,119
2008,NUTS,2006,DE12B,3,769
2008,NUTS,2006,DE12C,3,102
2008,NUTS,2006,DE131,3,884
2008,NUTS,2006,DE132,3,350
2008,NUTS,2006,DE133,3,901
2008,NUTS,2006,DE134,3,782
2008,NUTS,2006,DE135,3,417
2008,NUTS,2006,DE136,3,15
2008,NUTS,2006,DE137,3,880
2008,NUTS,2006,DE138,3,448
2008,NUTS,2006,DE139,3,887
2008,NUTS,2006,DE13A,3,736
2008,NUTS,2006,DE141,3,452
2008,NUTS,2006,DE142,3,189
2008,NUTS,2006,DE143,3,298
2008,NUTS,2006,DE144,3,836
2008,NUTS,2006,DE145,3,962
2008,NUTS,2006,DE146,3,734
2008,NUTS,2006,DE147,3,258
2008,NUTS,2006,DE148,3,880
2008,NUTS,2006,DE149,3,922
2008,NUTS,2006,DE211,3,620
2008,NUTS,2006,DE212,3,772
2008,NUTS,2006,DE213,3,421
2008,NUTS,2006,DE214,3,953
2008,NUTS,2006,DE215,3,742
2008,NUTS,2006,DE216,3,179
2008,NUTS,2006,DE217,3,173
2008,NUTS,2006,DE218,3,134
2008,NUTS,2006,DE219,3,591
2008,NUTS,2006,DE21A,3,558
2008,NUTS,2006,DE21B,3,589
2008,NUTS,2006,DE21C,3,304
2008,NUTS,2006,DE21D,3,819
2008,NUTS,2006,DE21E,3,545
2008,NUTS,2006,DE21F,3,500
2008,NUTS,2006,DE21G,3,928
2008,NUTS,2006,DE21H,3,336
2008,NUTS,2006,DE21I,3,213
2008,NUTS,2006,DE21J,3,735
2008,NUTS,2006,DE21K,3,223
2008,NUTS,2006,DE21L,3,62
2008,NUTS,2006,DE21M,3,475
2008,NUTS,2006,DE21N,3,224
2008,NUTS,2006,DE221,3,16
2008,NUTS,2006,DE222,3,90
2008,NUTS,2006,DE223,3,502
2008,NUTS,2006,DE224,3,277
2008,NUTS,2006,DE225,3,570
2008,NUTS,2006,DE226,3,849
2008,NUTS,2006,DE227,3,878
2008,NUTS,2006,DE228,3,742
2008,NUTS,2006,DE229,3,903
2008,NUTS,2006,DE22A,3,852
2008,NUTS,2006,DE22B,3,231
2008,NUTS,2006,DE22C,3,793
2008,NUTS,2006,DE231,3,430
2008,NUTS,2006,DE232,3,296
2008,NUTS,2006,DE233,3,638
2008,NUTS,2006,DE234,3,283
2008,NUTS,2006,DE235,3,656
2008,NUTS,2006,DE236,3,403
2008,NUTS,2006,DE237,3,688
2008,NUTS,2006,DE238,3,590
2008,NUTS,2006,DE239,3,687
2008,NUTS,2006,DE23A,3,982
2008,NUTS,2006,DE241,3,428
2008,NUTS,2006,DE242,3,111
2008,NUTS,2006,DE243,3,675
2008,NUTS,2006,DE244,3,181
2008,NUTS,2006,DE245,3,50
2008,NUTS,2006,DE246,3,152
2008,NUTS,2006,DE247,3,610
2008,NUTS,2006,DE248,3,983
2008,NUTS,2006,DE249,3,593
2008,NUTS,2006,DE24A,3,20
2008,NUTS,2006,DE24B,3,28
2008,NUTS,2006,DE24C,3,83
2008,NUTS,2006,DE24D,3,858
2008,NUTS,2006,DE251,3,294
2008,NUTS,2006,DE252,3,127
2008,NUTS,2006,DE253,3,754
2008,NUTS,2006,DE254,3,966
2008,NUTS,2006,DE255,3,143
2008,NUTS,2006,DE256,3,907
2008,NUTS,2006,DE257,3,206
2008,NUTS,2006,DE258,3,617
2008,NUTS,2006,DE259,3,831
