year,region_type,region_year_spec,region_id,region_level,dokha
2010,NUTS,2010,CZ07,2,521
2010,NUTS,2010,CZ08,2,608
2010,NUTS,2010,DE11,2,923
2010,NUTS,2010,DE12,2,113
2010,NUTS,2010,DE13,2,419
2010,NUTS,2010,DE14,2,595
2010,NUTS,2010,DE21,2,67
2010,NUTS,2010,DE22,2,834
2010,NUTS,2010,DE23,2,570
2010,NUTS,2010,DE24,2,583
2010,NUTS,2010,DE25,2,986
2010,NUTS,2010,DE26,2,490
2010,NUTS,2010,DE27,2,573
2010,NUTS,2010,DE30,2,614
2010,NUTS,2010,DE40,2,570
2010,NUTS,2010,DE50,2,945
2010,NUTS,2010,DE60,2,426
2010,NUTS,2010,DE71,2,423
2010,NUTS,2010,DE72,2,627
2010,NUTS,2010,DE73,2,373
2010,NUTS,2010,DE80,2,224
2010,NUTS,2010,DE91,2,186
2010,NUTS,2010,DE92,2,194
2010,NUTS,2010,DE93,2,623
2010,NUTS,2010,DE94,2,800
2010,NUTS,2010,DEA1,2,251
2010,NUTS,2010,DEA2,2,647
2010,NUTS,2010,DEA3,2,743
2010,NUTS,2010,DEA4,2,530
2010,NUTS,2010,DEA5,2,571
2010,NUTS,2010,DEB1,2,547
2010,NUTS,2010,DEB2,2,579
2010,NUTS,2010,DEB3,2,91
2010,NUTS,2010,DEC0,2,41
2010,NUTS,2010,DED2,2,491
2010,NUTS,2010,DED4,2,413
2010,NUTS,2010,DED5,2,534
2010,NUTS,2010,DEE0,2,337
2010,NUTS,2010,DEF0,2,938
2010,NUTS,2010,DEG0,2,796
2010,NUTS,2010,DK01,2,753
2010,NUTS,2010,DK02,2,306
2010,NUTS,2010,DK03,2,869
2010,NUTS,2010,DK04,2,992
2010,NUTS,2010,DK05,2,118
2010,NUTS,2010,EE00,2,868
2010,NUTS,2010,EL11,2,808
2010,NUTS,2010,EL12,2,575
2010,NUTS,2010,EL13,2,476
2010,NUTS,2010,EL14,2,183
2010,NUTS,2010,EL21,2,954
2010,NUTS,2010,EL22,2,43
2010,NUTS,2010,EL23,2,282
2010,NUTS,2010,EL24,2,711
2010,NUTS,2010,EL25,2,430
2010,NUTS,2010,EL30,2,290
2010,NUTS,2010,EL41,2,357
2010,NUTS,2010,EL42,2,178
2010,NUTS,2010,EL43,2,424
2010,NUTS,2010,ES11,2,554
2010,NUTS,2010,ES12,2,238
2010,NUTS,2010,ES13,2,563
2010,NUTS,2010,ES21,2,20
2010,NUTS,2010,ES22,2,917
2010,NUTS,2010,ES23,2,804
2010,NUTS,2010,ES24,2,787
2010,NUTS,2010,ES30,2,393
2010,NUTS,2010,ES41,2,465
2010,NUTS,2010,ES42,2,648
2010,NUTS,2010,ES43,2,132
2010,NUTS,2010,ES51,2,2
2010,NUTS,2010,ES52,2,934
2010,NUTS,2010,ES53,2,453
2010,NUTS,2010,ES61,2,213
2010,NUTS,2010,ES62,2,512
2010,NUTS,2010,ES63,2,900
2010,NUTS,2010,ES64,2,685
2010,NUTS,2010,ES70,2,823
2010,NUTS,2010,FI19,2,719
2010,NUTS,2010,FI1B,2,119
2010,NUTS,2010,FI1C,2,953
2010,NUTS,2010,FI1D,2,220
2010,NUTS,2010,FI20,2,740
2010,NUTS,2010,FR10,2,114
2010,NUTS,2010,FR21,2,221
2010,NUTS,2010,FR22,2,569
2010,NUTS,2010,FR23,2,428
2010,NUTS,2010,FR24,2,897
2010,NUTS,2010,FR25,2,737
2010,NUTS,2010,FR26,2,909
2010,NUTS,2010,FR30,2,55
2010,NUTS,2010,FR41,2,356
2010,NUTS,2010,FR42,2,494
2010,NUTS,2010,FR43,2,452
2010,NUTS,2010,FR51,2,541
2010,NUTS,2010,FR52,2,92
2010,NUTS,2010,FR53,2,594
2010,NUTS,2010,FR61,2,186
2010,NUTS,2010,FR62,2,566
2010,NUTS,2010,FR63,2,386
2010,NUTS,2010,FR71,2,209
2010,NUTS,2010,FR72,2,94
2010,NUTS,2010,FR81,2,651
2010,NUTS,2010,FR82,2,279
2010,NUTS,2010,FR83,2,27
2010,NUTS,2010,FR91,2,49
2010,NUTS,2010,FR92,2,79
2010,NUTS,2010,FR93,2,781
2010,NUTS,2010,FR94,2,196
2010,NUTS,2010,HR03,2,418
2010,NUTS,2010,HR04,2,881
2010,NUTS,2010,HU10,2,828
2010,NUTS,2010,HU21,2,632
2010,NUTS,2010,HU22,2,954
2010,NUTS,2010,HU23,2,387
2010,NUTS,2010,HU31,2,687
2010,NUTS,2010,HU32,2,853
2010,NUTS,2010,HU33,2,92
2010,NUTS,2010,IE01,2,46
2010,NUTS,2010,IE02,2,702
2010,NUTS,2010,IS00,2,730
2010,NUTS,2010,ITC1,2,353
2010,NUTS,2010,ITC2,2,578
2010,NUTS,2010,ITC3,2,231
2010,NUTS,2010,ITC4,2,161
2010,NUTS,2010,ITF1,2,744
2010,NUTS,2010,ITF2,2,189
2010,NUTS,2010,ITF3,2,613
2010,NUTS,2010,ITF4,2,235
2010,NUTS,2010,ITF5,2,847
2010,NUTS,2010,ITF6,2,366
2010,NUTS,2010,ITG1,2,444
2010,NUTS,2010,ITG2,2,456
2010,NUTS,2010,ITH1,2,776
2010,NUTS,2010,ITH2,2,783
2010,NUTS,2010,ITH3,2,210
2010,NUTS,2010,ITH4,2,939
2010,NUTS,2010,ITH5,2,847
2010,NUTS,2010,ITI1,2,261
2010,NUTS,2010,ITI2,2,470
2010,NUTS,2010,ITI3,2,38
2010,NUTS,2010,ITI4,2,972
2010,NUTS,2010,LI00,2,905
2010,NUTS,2010,LT00,2,629
2010,NUTS,2010,LU00,2,958
2010,NUTS,2010,LV00,2,392
2010,NUTS,2010,ME00,2,954
2010,NUTS,2010,MK00,2,925
2010,NUTS,2010,MT00,2,346
2010,NUTS,2010,NL11,2,356
2010,NUTS,2010,NL12,2,905
2010,NUTS,2010,NL13,2,867
2010,NUTS,2010,NL21,2,348
2010,NUTS,2010,NL22,2,891
2010,NUTS,2010,NL23,2,526
2010,NUTS,2010,NL31,2,806
2010,NUTS,2010,NL32,2,366
2010,NUTS,2010,NL33,2,578
2010,NUTS,2010,NL34,2,497
2010,NUTS,2010,NL41,2,856
2010,NUTS,2010,NL42,2,710
2010,NUTS,2010,NO01,2,33
2010,NUTS,2010,NO02,2,696
2010,NUTS,2010,NO03,2,995
2010,NUTS,2010,NO04,2,537
2010,NUTS,2010,NO05,2,578
2010,NUTS,2010,NO06,2,222
2010,NUTS,2010,NO07,2,392
2010,NUTS,2010,PL11,2,796
2010,NUTS,2010,PL12,2,133
2010,NUTS,2010,PL21,2,455
2010,NUTS,2010,PL22,2,463
2010,NUTS,2010,PL31,2,4
2010,NUTS,2010,PL32,2,201
2010,NUTS,2010,PL33,2,649
2010,NUTS,2010,PL34,2,662
2010,NUTS,2010,PL41,2,582
2010,NUTS,2010,PL42,2,102
2010,NUTS,2010,PL43,2,40
2010,NUTS,2010,PL51,2,148
2010,NUTS,2010,PL52,2,963
2010,NUTS,2010,PL61,2,549
2010,NUTS,2010,PL62,2,914
2010,NUTS,2010,PL63,2,78
2010,NUTS,2010,PT11,2,160
2010,NUTS,2010,PT15,2,130
2010,NUTS,2010,PT16,2,906
2010,NUTS,2010,PT17,2,334
2010,NUTS,2010,PT18,2,663
2010,NUTS,2010,PT20,2,2
2010,NUTS,2010,PT30,2,441
2010,NUTS,2010,RO11,2,273
2010,NUTS,2010,RO12,2,335
2010,NUTS,2010,RO21,2,573
2010,NUTS,2010,RO22,2,991
2010,NUTS,2010,RO31,2,406
2010,NUTS,2010,RO32,2,640
2010,NUTS,2010,RO41,2,475
2010,NUTS,2010,RO42,2,605
2010,NUTS,2010,SE11,2,31
2010,NUTS,2010,SE12,2,185
2010,NUTS,2010,SE21,2,714
2010,NUTS,2010,SE22,2,23
2010,NUTS,2010,SE23,2,996
2010,NUTS,2010,SE31,2,209
2010,NUTS,2010,SE32,2,731
2010,NUTS,2010,SE33,2,20
2010,NUTS,2010,SI01,2,454
2010,NUTS,2010,SI02,2,792
2010,NUTS,2010,SK01,2,595
2010,NUTS,2010,SK02,2,170
2010,NUTS,2010,SK03,2,714
2010,NUTS,2010,SK04,2,372
2010,NUTS,2010,TR10,2,435
2010,NUTS,2010,TR21,2,29
2010,NUTS,2010,TR22,2,953
2010,NUTS,2010,TR31,2,371
2010,NUTS,2010,TR32,2,799
2010,NUTS,2010,TR33,2,74
2010,NUTS,2010,TR41,2,559
2010,NUTS,2010,TR42,2,412
2010,NUTS,2010,TR51,2,566
2010,NUTS,2010,TR52,2,772
2010,NUTS,2010,TR61,2,202
2010,NUTS,2010,TR62,2,20
2010,NUTS,2010,TR63,2,530
2010,NUTS,2010,TR71,2,299
2010,NUTS,2010,TR72,2,723
2010,NUTS,2010,TR81,2,187
2010,NUTS,2010,TR82,2,367
2010,NUTS,2010,TR83,2,819
2010,NUTS,2010,TR90,2,142
2010,NUTS,2010,TRA1,2,412
2010,NUTS,2010,TRA2,2,422
2010,NUTS,2010,TRB1,2,695
2010,NUTS,2010,TRB2,2,908
2010,NUTS,2010,TRC1,2,749
2010,NUTS,2010,TRC2,2,188
2010,NUTS,2010,TRC3,2,966
2010,NUTS,2010,UKC1,2,142
2010,NUTS,2010,UKC2,2,116
2010,NUTS,2010,UKD1,2,257
2010,NUTS,2010,UKD3,2,340
2010,NUTS,2010,UKD4,2,903
2010,NUTS,2010,UKD6,2,520
2010,NUTS,2010,UKD7,2,398
2010,NUTS,2010,UKE1,2,52
2010,NUTS,2010,UKE2,2,328
2010,NUTS,2010,UKE3,2,40
2010,NUTS,2010,UKE4,2,746
2010,NUTS,2010,UKF1,2,721
2010,NUTS,2010,UKF2,2,925
2010,NUTS,2010,UKF3,2,885
2010,NUTS,2010,UKG1,2,955
2010,NUTS,2010,UKG2,2,985
2010,NUTS,2010,UKG3,2,451
2010,NUTS,2010,UKH1,2,990
2010,NUTS,2010,UKH2,2,799
2010,NUTS,2010,UKH3,2,299
2010,NUTS,2010,UKI1,2,646
2010,NUTS,2010,UKI2,2,900
2010,NUTS,2010,UKJ1,2,739
2010,NUTS,2010,UKJ2,2,245
2010,NUTS,2010,UKJ3,2,431
2010,NUTS,2010,UKJ4,2,772
2010,NUTS,2010,UKK1,2,595
2010,NUTS,2010,UKK2,2,300
2010,NUTS,2010,UKK3,2,316
2010,NUTS,2010,UKK4,2,922
2010,NUTS,2010,UKL1,2,682
2010,NUTS,2010,UKL2,2,839
2010,NUTS,2010,UKM2,2,568
2010,NUTS,2010,UKM3,2,955
2010,NUTS,2010,UKM5,2,29
2010,NUTS,2010,UKM6,2,417
2010,NUTS,2010,UKN0,2,156
2010,NUTS,2010,AT111,3,916
2010,NUTS,2010,AT112,3,285
2010,NUTS,2010,AT113,3,661
2010,NUTS,2010,AT121,3,352
2010,NUTS,2010,AT122,3,404
2010,NUTS,2010,AT123,3,532
2010,NUTS,2010,AT124,3,382
2010,NUTS,2010,AT125,3,218
2010,NUTS,2010,AT126,3,721
2010,NUTS,2010,AT127,3,734
2010,NUTS,2010,AT130,3,839
2010,NUTS,2010,AT211,3,352
2010,NUTS,2010,AT212,3,389
2010,NUTS,2010,AT213,3,224
2010,NUTS,2010,AT221,3,370
2010,NUTS,2010,AT222,3,618
2010,NUTS,2010,AT223,3,963
2010,NUTS,2010,AT224,3,588
2010,NUTS,2010,AT225,3,730
2010,NUTS,2010,AT226,3,628
2010,NUTS,2010,AT311,3,400
2010,NUTS,2010,AT312,3,510
2010,NUTS,2010,AT313,3,631
2010,NUTS,2010,AT314,3,419
2010,NUTS,2010,AT315,3,980
2010,NUTS,2010,AT321,3,948
2010,NUTS,2010,AT322,3,218
2010,NUTS,2010,AT323,3,303
2010,NUTS,2010,AT331,3,660
2010,NUTS,2010,AT332,3,821
2010,NUTS,2010,AT333,3,876
2010,NUTS,2010,AT334,3,627
2010,NUTS,2010,AT335,3,828
2010,NUTS,2010,AT341,3,94
2010,NUTS,2010,AT342,3,312
2010,NUTS,2010,BE100,3,311
2010,NUTS,2010,BE211,3,192
2010,NUTS,2010,BE212,3,441
2010,NUTS,2010,BE213,3,604
2010,NUTS,2010,BE221,3,155
2010,NUTS,2010,BE222,3,371
2010,NUTS,2010,BE223,3,698
2010,NUTS,2010,BE231,3,740
2010,NUTS,2010,BE232,3,891
2010,NUTS,2010,BE233,3,869
2010,NUTS,2010,BE234,3,138
2010,NUTS,2010,BE235,3,638
2010,NUTS,2010,BE236,3,918
2010,NUTS,2010,BE241,3,528
2010,NUTS,2010,BE242,3,710
2010,NUTS,2010,BE251,3,233
2010,NUTS,2010,BE252,3,387
2010,NUTS,2010,BE253,3,344
2010,NUTS,2010,BE254,3,708
2010,NUTS,2010,BE255,3,414
2010,NUTS,2010,BE256,3,523
2010,NUTS,2010,BE257,3,636
2010,NUTS,2010,BE258,3,693
2010,NUTS,2010,BE310,3,513
2010,NUTS,2010,BE321,3,546
2010,NUTS,2010,BE322,3,269
2010,NUTS,2010,BE323,3,246
2010,NUTS,2010,BE324,3,94
2010,NUTS,2010,BE325,3,38
2010,NUTS,2010,BE326,3,870
2010,NUTS,2010,BE327,3,25
2010,NUTS,2010,BE331,3,625
2010,NUTS,2010,BE332,3,230
2010,NUTS,2010,BE334,3,232
2010,NUTS,2010,BE335,3,904
2010,NUTS,2010,BE336,3,771
2010,NUTS,2010,BE341,3,712
2010,NUTS,2010,BE342,3,386
2010,NUTS,2010,BE343,3,501
2010,NUTS,2010,BE344,3,973
2010,NUTS,2010,BE345,3,894
2010,NUTS,2010,BE351,3,403
2010,NUTS,2010,BE352,3,871
2010,NUTS,2010,BE353,3,999
2010,NUTS,2010,BG311,3,148
2010,NUTS,2010,BG312,3,787
2010,NUTS,2010,BG313,3,119
2010,NUTS,2010,BG314,3,24
2010,NUTS,2010,BG315,3,193
2010,NUTS,2010,BG321,3,85
2010,NUTS,2010,BG322,3,605
2010,NUTS,2010,BG323,3,673
2010,NUTS,2010,BG324,3,907
2010,NUTS,2010,BG325,3,427
2010,NUTS,2010,BG331,3,28
2010,NUTS,2010,BG332,3,194
2010,NUTS,2010,BG333,3,136
2010,NUTS,2010,BG334,3,461
2010,NUTS,2010,BG341,3,772
2010,NUTS,2010,BG342,3,681
2010,NUTS,2010,BG343,3,156
2010,NUTS,2010,BG344,3,559
2010,NUTS,2010,BG411,3,391
2010,NUTS,2010,BG412,3,865
2010,NUTS,2010,BG413,3,584
2010,NUTS,2010,BG414,3,778
2010,NUTS,2010,BG415,3,686
2010,NUTS,2010,BG421,3,839
2010,NUTS,2010,BG422,3,248
2010,NUTS,2010,BG423,3,132
2010,NUTS,2010,BG424,3,321
2010,NUTS,2010,BG425,3,402
2010,NUTS,2010,CH011,3,629
2010,NUTS,2010,CH012,3,122
2010,NUTS,2010,CH013,3,842
2010,NUTS,2010,CH021,3,6
2010,NUTS,2010,CH022,3,356
2010,NUTS,2010,CH023,3,112
2010,NUTS,2010,CH024,3,541
2010,NUTS,2010,CH025,3,311
2010,NUTS,2010,CH031,3,31
2010,NUTS,2010,CH032,3,142
2010,NUTS,2010,CH033,3,283
2010,NUTS,2010,CH040,3,880
2010,NUTS,2010,CH051,3,991
2010,NUTS,2010,CH052,3,872
2010,NUTS,2010,CH053,3,271
2010,NUTS,2010,CH054,3,260
2010,NUTS,2010,CH055,3,138
2010,NUTS,2010,CH056,3,566
2010,NUTS,2010,CH057,3,344
2010,NUTS,2010,CH061,3,143
2010,NUTS,2010,CH062,3,239
2010,NUTS,2010,CH063,3,75
2010,NUTS,2010,CH064,3,269
2010,NUTS,2010,CH065,3,461
2010,NUTS,2010,CH066,3,850
2010,NUTS,2010,CH070,3,238
2010,NUTS,2010,CY000,3,365
2010,NUTS,2010,CZ010,3,835
2010,NUTS,2010,CZ020,3,659
2010,NUTS,2010,CZ031,3,0
2010,NUTS,2010,CZ032,3,841
2010,NUTS,2010,CZ041,3,264
2010,NUTS,2010,CZ042,3,995
2010,NUTS,2010,CZ051,3,647
2010,NUTS,2010,CZ052,3,211
2010,NUTS,2010,CZ053,3,171
2010,NUTS,2010,CZ063,3,450
2010,NUTS,2010,CZ064,3,820
2010,NUTS,2010,CZ071,3,946
2010,NUTS,2010,CZ072,3,483
2010,NUTS,2010,CZ080,3,868
2010,NUTS,2010,DE111,3,428
2010,NUTS,2010,DE112,3,851
2010,NUTS,2010,DE113,3,374
2010,NUTS,2010,DE114,3,373
2010,NUTS,2010,DE115,3,585
2010,NUTS,2010,DE116,3,891
2010,NUTS,2010,DE117,3,559
2010,NUTS,2010,DE118,3,824
2010,NUTS,2010,DE119,3,272
2010,NUTS,2010,DE11A,3,749
2010,NUTS,2010,DE11B,3,431
2010,NUTS,2010,DE11C,3,747
2010,NUTS,2010,DE11D,3,181
2010,NUTS,2010,DE121,3,557
2010,NUTS,2010,DE122,3,191
2010,NUTS,2010,DE123,3,508
2010,NUTS,2010,DE124,3,313
2010,NUTS,2010,DE125,3,575
2010,NUTS,2010,DE126,3,595
2010,NUTS,2010,DE127,3,249
2010,NUTS,2010,DE128,3,799
2010,NUTS,2010,DE129,3,101
2010,NUTS,2010,DE12A,3,492
2010,NUTS,2010,DE12B,3,87
2010,NUTS,2010,DE12C,3,595
2010,NUTS,2010,DE131,3,978
2010,NUTS,2010,DE132,3,735
2010,NUTS,2010,DE133,3,517
2010,NUTS,2010,DE134,3,382
2010,NUTS,2010,DE135,3,70
2010,NUTS,2010,DE136,3,260
2010,NUTS,2010,DE137,3,554
2010,NUTS,2010,DE138,3,472
2010,NUTS,2010,DE139,3,125
2010,NUTS,2010,DE13A,3,939
2010,NUTS,2010,DE141,3,868
2010,NUTS,2010,DE142,3,102
2010,NUTS,2010,DE143,3,314
2010,NUTS,2010,DE144,3,833
2010,NUTS,2010,DE145,3,838
2010,NUTS,2010,DE146,3,778
2010,NUTS,2010,DE147,3,133
2010,NUTS,2010,DE148,3,877
2010,NUTS,2010,DE149,3,28
2010,NUTS,2010,DE211,3,566
2010,NUTS,2010,DE212,3,901
2010,NUTS,2010,DE213,3,929
2010,NUTS,2010,DE214,3,549
2010,NUTS,2010,DE215,3,562
2010,NUTS,2010,DE216,3,682
2010,NUTS,2010,DE217,3,581
2010,NUTS,2010,DE218,3,288
2010,NUTS,2010,DE219,3,325
2010,NUTS,2010,DE21A,3,983
2010,NUTS,2010,DE21B,3,65
2010,NUTS,2010,DE21C,3,312
2010,NUTS,2010,DE21D,3,643
2010,NUTS,2010,DE21E,3,556
2010,NUTS,2010,DE21F,3,621
2010,NUTS,2010,DE21G,3,173
2010,NUTS,2010,DE21H,3,179
2010,NUTS,2010,DE21I,3,114
2010,NUTS,2010,DE21J,3,570
2010,NUTS,2010,DE21K,3,380
2010,NUTS,2010,DE21L,3,669
2010,NUTS,2010,DE21M,3,941
2010,NUTS,2010,DE21N,3,970
2010,NUTS,2010,DE221,3,955
2010,NUTS,2010,DE222,3,516
2010,NUTS,2010,DE223,3,233
2010,NUTS,2010,DE224,3,579
2010,NUTS,2010,DE225,3,687
2010,NUTS,2010,DE226,3,682
2010,NUTS,2010,DE227,3,766
2010,NUTS,2010,DE228,3,990
2010,NUTS,2010,DE229,3,713
2010,NUTS,2010,DE22A,3,308
2010,NUTS,2010,DE22B,3,849
2010,NUTS,2010,DE22C,3,205
2010,NUTS,2010,DE231,3,558
2010,NUTS,2010,DE232,3,272
2010,NUTS,2010,DE233,3,199
2010,NUTS,2010,DE234,3,119
2010,NUTS,2010,DE235,3,593
2010,NUTS,2010,DE236,3,629
2010,NUTS,2010,DE237,3,248
2010,NUTS,2010,DE238,3,670
2010,NUTS,2010,DE239,3,210
2010,NUTS,2010,DE23A,3,152
2010,NUTS,2010,DE241,3,213
2010,NUTS,2010,DE242,3,945
2010,NUTS,2010,DE243,3,880
2010,NUTS,2010,DE244,3,627
2010,NUTS,2010,DE245,3,236
2010,NUTS,2010,DE246,3,477
2010,NUTS,2010,DE247,3,48
2010,NUTS,2010,DE248,3,723
2010,NUTS,2010,DE249,3,600
2010,NUTS,2010,DE24A,3,447
2010,NUTS,2010,DE24B,3,909
2010,NUTS,2010,DE24C,3,469
2010,NUTS,2010,DE24D,3,45
2010,NUTS,2010,DE251,3,258
2010,NUTS,2010,DE252,3,637
2010,NUTS,2010,DE253,3,271
2010,NUTS,2010,DE254,3,52
2010,NUTS,2010,DE255,3,705
2010,NUTS,2010,DE256,3,184
2010,NUTS,2010,DE257,3,923
2010,NUTS,2010,DE258,3,661
2010,NUTS,2010,DE259,3,537
2010,NUTS,2010,DE25A,3,700
