year,region_type,region_year_spec,region_id,region_level,vacic
2010,NUTS,2010,AT11,2,591
2010,NUTS,2010,AT12,2,472
2010,NUTS,2010,AT13,2,723
2010,NUTS,2010,AT21,2,171
2010,NUTS,2010,AT22,2,227
2010,NUTS,2010,AT31,2,99
2010,NUTS,2010,AT32,2,496
2010,NUTS,2010,AT33,2,972
2010,NUTS,2010,AT34,2,761
2010,NUTS,2010,BE10,2,921
2010,NUTS,2010,BE21,2,104
2010,NUTS,2010,BE22,2,368
2010,NUTS,2010,BE23,2,932
2010,NUTS,2010,BE24,2,518
2010,NUTS,2010,BE25,2,801
2010,NUTS,2010,BE31,2,63
2010,NUTS,2010,BE32,2,363
2010,NUTS,2010,BE33,2,78
2010,NUTS,2010,BE34,2,918
2010,NUTS,2010,BE35,2,662
2010,NUTS,2010,BG31,2,288
2010,NUTS,2010,BG32,2,854
2010,NUTS,2010,BG33,2,107
2010,NUTS,2010,BG34,2,877
2010,NUTS,2010,BG41,2,877
2010,NUTS,2010,BG42,2,822
2010,NUTS,2010,CH01,2,931
2010,NUTS,2010,CH02,2,839
2010,NUTS,2010,CH03,2,455
2010,NUTS,2010,CH04,2,450
2010,NUTS,2010,CH05,2,6
2010,NUTS,2010,CH06,2,459
2010,NUTS,2010,CH07,2,721
2010,NUTS,2010,CY00,2,913
2010,NUTS,2010,CZ01,2,525
2010,NUTS,2010,CZ02,2,195
2010,NUTS,2010,CZ03,2,654
2010,NUTS,2010,CZ04,2,52
2010,NUTS,2010,CZ05,2,857
2010,NUTS,2010,CZ06,2,386
2010,NUTS,2010,CZ07,2,135
2010,NUTS,2010,CZ08,2,962
2010,NUTS,2010,DE11,2,572
2010,NUTS,2010,DE12,2,548
2010,NUTS,2010,DE13,2,156
2010,NUTS,2010,DE14,2,707
2010,NUTS,2010,DE21,2,851
2010,NUTS,2010,DE22,2,936
2010,NUTS,2010,DE23,2,707
2010,NUTS,2010,DE24,2,873
2010,NUTS,2010,DE25,2,643
2010,NUTS,2010,DE26,2,120
2010,NUTS,2010,DE27,2,549
2010,NUTS,2010,DE30,2,737
2010,NUTS,2010,DE40,2,656
2010,NUTS,2010,DE50,2,512
2010,NUTS,2010,DE60,2,80
2010,NUTS,2010,DE71,2,587
2010,NUTS,2010,DE72,2,624
2010,NUTS,2010,DE73,2,977
2010,NUTS,2010,DE80,2,454
2010,NUTS,2010,DE91,2,703
2010,NUTS,2010,DE92,2,358
2010,NUTS,2010,DE93,2,990
2010,NUTS,2010,DE94,2,116
2010,NUTS,2010,DEA1,2,780
2010,NUTS,2010,DEA2,2,373
2010,NUTS,2010,DEA3,2,436
2010,NUTS,2010,DEA4,2,246
2010,NUTS,2010,DEA5,2,193
2010,NUTS,2010,DEB1,2,651
2010,NUTS,2010,DEB2,2,17
2010,NUTS,2010,DEB3,2,136
2010,NUTS,2010,DEC0,2,966
2010,NUTS,2010,DED2,2,532
2010,NUTS,2010,DED4,2,948
2010,NUTS,2010,DED5,2,202
2010,NUTS,2010,DEE0,2,640
2010,NUTS,2010,DEF0,2,72
2010,NUTS,2010,DEG0,2,353
2010,NUTS,2010,DK01,2,678
2010,NUTS,2010,DK02,2,599
2010,NUTS,2010,DK03,2,902
2010,NUTS,2010,DK04,2,476
2010,NUTS,2010,DK05,2,859
2010,NUTS,2010,EE00,2,532
2010,NUTS,2010,EL11,2,45
2010,NUTS,2010,EL12,2,451
2010,NUTS,2010,EL13,2,941
2010,NUTS,2010,EL14,2,787
2010,NUTS,2010,EL21,2,108
2010,NUTS,2010,EL22,2,645
2010,NUTS,2010,EL23,2,286
2010,NUTS,2010,EL24,2,534
2010,NUTS,2010,EL25,2,874
2010,NUTS,2010,EL30,2,842
2010,NUTS,2010,EL41,2,802
2010,NUTS,2010,EL42,2,17
2010,NUTS,2010,EL43,2,727
2010,NUTS,2010,ES11,2,875
2010,NUTS,2010,ES12,2,523
2010,NUTS,2010,ES13,2,424
2010,NUTS,2010,ES21,2,328
2010,NUTS,2010,ES22,2,506
2010,NUTS,2010,ES23,2,124
2010,NUTS,2010,ES24,2,461
2010,NUTS,2010,ES30,2,536
2010,NUTS,2010,ES41,2,466
2010,NUTS,2010,ES42,2,956
2010,NUTS,2010,ES43,2,355
2010,NUTS,2010,ES51,2,853
2010,NUTS,2010,ES52,2,14
2010,NUTS,2010,ES53,2,575
2010,NUTS,2010,ES61,2,277
2010,NUTS,2010,ES62,2,602
2010,NUTS,2010,ES63,2,272
2010,NUTS,2010,ES64,2,892
2010,NUTS,2010,ES70,2,82
2010,NUTS,2010,FI19,2,123
2010,NUTS,2010,FI1B,2,122
2010,NUTS,2010,FI1C,2,447
2010,NUTS,2010,FI1D,2,859
2010,NUTS,2010,FI20,2,495
2010,NUTS,2010,FR10,2,139
2010,NUTS,2010,FR21,2,358
2010,NUTS,2010,FR22,2,632
2010,NUTS,2010,FR23,2,601
2010,NUTS,2010,FR24,2,135
2010,NUTS,2010,FR25,2,94
2010,NUTS,2010,FR26,2,530
2010,NUTS,2010,FR30,2,925
2010,NUTS,2010,FR41,2,249
2010,NUTS,2010,FR42,2,86
2010,NUTS,2010,FR43,2,940
2010,NUTS,2010,FR51,2,388
2010,NUTS,2010,FR52,2,309
2010,NUTS,2010,FR53,2,489
2010,NUTS,2010,FR61,2,733
2010,NUTS,2010,FR62,2,955
2010,NUTS,2010,FR63,2,29
2010,NUTS,2010,FR71,2,655
2010,NUTS,2010,FR72,2,291
2010,NUTS,2010,FR81,2,741
2010,NUTS,2010,FR82,2,21
2010,NUTS,2010,FR83,2,684
2010,NUTS,2010,FR91,2,211
2010,NUTS,2010,FR92,2,891
2010,NUTS,2010,FR93,2,25
2010,NUTS,2010,FR94,2,999
2010,NUTS,2010,HR03,2,470
2010,NUTS,2010,HR04,2,884
2010,NUTS,2010,HU10,2,915
2010,NUTS,2010,HU21,2,695
2010,NUTS,2010,HU22,2,419
2010,NUTS,2010,HU23,2,741
2010,NUTS,2010,HU31,2,166
2010,NUTS,2010,HU32,2,596
2010,NUTS,2010,HU33,2,684
2010,NUTS,2010,IE01,2,862
2010,NUTS,2010,IE02,2,83
2010,NUTS,2010,IS00,2,688
2010,NUTS,2010,ITC1,2,362
2010,NUTS,2010,ITC2,2,5
2010,NUTS,2010,ITC3,2,597
2010,NUTS,2010,ITC4,2,350
2010,NUTS,2010,ITF1,2,651
2010,NUTS,2010,ITF2,2,570
2010,NUTS,2010,ITF3,2,463
2010,NUTS,2010,ITF4,2,193
2010,NUTS,2010,ITF5,2,591
2010,NUTS,2010,ITF6,2,987
2010,NUTS,2010,ITG1,2,523
2010,NUTS,2010,ITG2,2,568
2010,NUTS,2010,ITH1,2,195
2010,NUTS,2010,ITH2,2,990
2010,NUTS,2010,ITH3,2,845
2010,NUTS,2010,ITH4,2,646
2010,NUTS,2010,ITH5,2,686
2010,NUTS,2010,ITI1,2,508
2010,NUTS,2010,ITI2,2,94
2010,NUTS,2010,ITI3,2,141
2010,NUTS,2010,ITI4,2,720
2010,NUTS,2010,LI00,2,288
2010,NUTS,2010,LT00,2,335
2010,NUTS,2010,LU00,2,47
2010,NUTS,2010,LV00,2,612
2010,NUTS,2010,ME00,2,675
2010,NUTS,2010,MK00,2,990
2010,NUTS,2010,MT00,2,432
2010,NUTS,2010,NL11,2,287
2010,NUTS,2010,NL12,2,957
2010,NUTS,2010,NL13,2,568
2010,NUTS,2010,NL21,2,629
2010,NUTS,2010,NL22,2,794
2010,NUTS,2010,NL23,2,927
2010,NUTS,2010,NL31,2,768
2010,NUTS,2010,NL32,2,35
2010,NUTS,2010,NL33,2,17
2010,NUTS,2010,NL34,2,761
2010,NUTS,2010,NL41,2,799
2010,NUTS,2010,NL42,2,406
2010,NUTS,2010,NO01,2,671
2010,NUTS,2010,NO02,2,509
2010,NUTS,2010,NO03,2,209
2010,NUTS,2010,NO04,2,481
2010,NUTS,2010,NO05,2,344
2010,NUTS,2010,NO06,2,827
2010,NUTS,2010,NO07,2,355
2010,NUTS,2010,PL11,2,408
2010,NUTS,2010,PL12,2,86
2010,NUTS,2010,PL21,2,822
2010,NUTS,2010,PL22,2,882
2010,NUTS,2010,PL31,2,280
2010,NUTS,2010,PL32,2,254
2010,NUTS,2010,PL33,2,994
2010,NUTS,2010,PL34,2,470
2010,NUTS,2010,PL41,2,691
2010,NUTS,2010,PL42,2,99
2010,NUTS,2010,PL43,2,380
2010,NUTS,2010,PL51,2,769
2010,NUTS,2010,PL52,2,689
2010,NUTS,2010,PL61,2,183
2010,NUTS,2010,PL62,2,777
2010,NUTS,2010,PL63,2,916
2010,NUTS,2010,PT11,2,793
2010,NUTS,2010,PT15,2,2
2010,NUTS,2010,PT16,2,730
2010,NUTS,2010,PT17,2,303
2010,NUTS,2010,PT18,2,762
2010,NUTS,2010,PT20,2,984
2010,NUTS,2010,PT30,2,813
2010,NUTS,2010,RO11,2,50
2010,NUTS,2010,RO12,2,368
2010,NUTS,2010,RO21,2,332
2010,NUTS,2010,RO22,2,592
2010,NUTS,2010,RO31,2,174
2010,NUTS,2010,RO32,2,432
2010,NUTS,2010,RO41,2,977
2010,NUTS,2010,RO42,2,349
2010,NUTS,2010,SE11,2,242
2010,NUTS,2010,SE12,2,494
2010,NUTS,2010,SE21,2,769
2010,NUTS,2010,SE22,2,535
2010,NUTS,2010,SE23,2,202
2010,NUTS,2010,SE31,2,998
2010,NUTS,2010,SE32,2,799
2010,NUTS,2010,SE33,2,987
2010,NUTS,2010,SI01,2,281
2010,NUTS,2010,SI02,2,820
2010,NUTS,2010,SK01,2,399
2010,NUTS,2010,SK02,2,950
2010,NUTS,2010,SK03,2,307
2010,NUTS,2010,SK04,2,353
2010,NUTS,2010,TR10,2,325
2010,NUTS,2010,TR21,2,733
2010,NUTS,2010,TR22,2,959
2010,NUTS,2010,TR31,2,70
2010,NUTS,2010,TR32,2,693
2010,NUTS,2010,TR33,2,155
2010,NUTS,2010,TR41,2,52
2010,NUTS,2010,TR42,2,705
2010,NUTS,2010,TR51,2,841
2010,NUTS,2010,TR52,2,427
2010,NUTS,2010,TR61,2,54
2010,NUTS,2010,TR62,2,484
2010,NUTS,2010,TR63,2,12
2010,NUTS,2010,TR71,2,179
2010,NUTS,2010,TR72,2,365
2010,NUTS,2010,TR81,2,975
2010,NUTS,2010,TR82,2,330
2010,NUTS,2010,TR83,2,131
2010,NUTS,2010,TR90,2,353
2010,NUTS,2010,TRA1,2,429
2010,NUTS,2010,TRA2,2,915
2010,NUTS,2010,TRB1,2,735
2010,NUTS,2010,TRB2,2,697
2010,NUTS,2010,TRC1,2,574
2010,NUTS,2010,TRC2,2,677
2010,NUTS,2010,TRC3,2,826
2010,NUTS,2010,UKC1,2,213
2010,NUTS,2010,UKC2,2,208
2010,NUTS,2010,UKD1,2,92
2010,NUTS,2010,UKD3,2,100
2010,NUTS,2010,UKD4,2,60
2010,NUTS,2010,UKD6,2,51
2010,NUTS,2010,UKD7,2,772
2010,NUTS,2010,UKE1,2,560
2010,NUTS,2010,UKE2,2,164
2010,NUTS,2010,UKE3,2,863
2010,NUTS,2010,UKE4,2,496
2010,NUTS,2010,UKF1,2,144
2010,NUTS,2010,UKF2,2,733
2010,NUTS,2010,UKF3,2,474
2010,NUTS,2010,UKG1,2,964
2010,NUTS,2010,UKG2,2,138
2010,NUTS,2010,UKG3,2,0
2010,NUTS,2010,UKH1,2,600
2010,NUTS,2010,UKH2,2,941
2010,NUTS,2010,UKH3,2,984
2010,NUTS,2010,UKI1,2,56
2010,NUTS,2010,UKI2,2,182
2010,NUTS,2010,UKJ1,2,501
2010,NUTS,2010,UKJ2,2,990
2010,NUTS,2010,UKJ3,2,820
2010,NUTS,2010,UKJ4,2,795
2010,NUTS,2010,UKK1,2,539
2010,NUTS,2010,UKK2,2,438
2010,NUTS,2010,UKK3,2,74
2010,NUTS,2010,UKK4,2,807
2010,NUTS,2010,UKL1,2,677
2010,NUTS,2010,UKL2,2,602
2010,NUTS,2010,UKM2,2,641
2010,NUTS,2010,UKM3,2,373
2010,NUTS,2010,UKM5,2,811
2010,NUTS,2010,UKM6,2,476
2010,NUTS,2010,UKN0,2,763
2010,NUTS,2010,AT111,3,832
2010,NUTS,2010,AT112,3,991
2010,NUTS,2010,AT113,3,260
2010,NUTS,2010,AT121,3,571
2010,NUTS,2010,AT122,3,436
2010,NUTS,2010,AT123,3,234
2010,NUTS,2010,AT124,3,683
2010,NUTS,2010,AT125,3,646
2010,NUTS,2010,AT126,3,188
2010,NUTS,2010,AT127,3,645
2010,NUTS,2010,AT130,3,821
2010,NUTS,2010,AT211,3,814
2010,NUTS,2010,AT212,3,891
2010,NUTS,2010,AT213,3,540
2010,NUTS,2010,AT221,3,274
2010,NUTS,2010,AT222,3,583
2010,NUTS,2010,AT223,3,113
2010,NUTS,2010,AT224,3,317
2010,NUTS,2010,AT225,3,592
2010,NUTS,2010,AT226,3,32
2010,NUTS,2010,AT311,3,504
2010,NUTS,2010,AT312,3,434
2010,NUTS,2010,AT313,3,993
2010,NUTS,2010,AT314,3,976
2010,NUTS,2010,AT315,3,907
2010,NUTS,2010,AT321,3,117
2010,NUTS,2010,AT322,3,207
2010,NUTS,2010,AT323,3,998
2010,NUTS,2010,AT331,3,244
2010,NUTS,2010,AT332,3,92
2010,NUTS,2010,AT333,3,697
2010,NUTS,2010,AT334,3,869
2010,NUTS,2010,AT335,3,977
2010,NUTS,2010,AT341,3,676
2010,NUTS,2010,AT342,3,489
2010,NUTS,2010,BE100,3,314
2010,NUTS,2010,BE211,3,759
2010,NUTS,2010,BE212,3,32
2010,NUTS,2010,BE213,3,325
2010,NUTS,2010,BE221,3,699
2010,NUTS,2010,BE222,3,217
2010,NUTS,2010,BE223,3,482
2010,NUTS,2010,BE231,3,61
2010,NUTS,2010,BE232,3,605
2010,NUTS,2010,BE233,3,614
2010,NUTS,2010,BE234,3,572
2010,NUTS,2010,BE235,3,95
2010,NUTS,2010,BE236,3,418
2010,NUTS,2010,BE241,3,955
2010,NUTS,2010,BE242,3,205
2010,NUTS,2010,BE251,3,775
2010,NUTS,2010,BE252,3,355
2010,NUTS,2010,BE253,3,661
2010,NUTS,2010,BE254,3,470
2010,NUTS,2010,BE255,3,85
2010,NUTS,2010,BE256,3,133
2010,NUTS,2010,BE257,3,467
2010,NUTS,2010,BE258,3,701
2010,NUTS,2010,BE310,3,97
2010,NUTS,2010,BE321,3,395
2010,NUTS,2010,BE322,3,748
2010,NUTS,2010,BE323,3,438
2010,NUTS,2010,BE324,3,822
2010,NUTS,2010,BE325,3,493
2010,NUTS,2010,BE326,3,517
2010,NUTS,2010,BE327,3,42
2010,NUTS,2010,BE331,3,778
2010,NUTS,2010,BE332,3,791
2010,NUTS,2010,BE334,3,366
2010,NUTS,2010,BE335,3,755
2010,NUTS,2010,BE336,3,76
2010,NUTS,2010,BE341,3,340
2010,NUTS,2010,BE342,3,521
2010,NUTS,2010,BE343,3,964
2010,NUTS,2010,BE344,3,150
2010,NUTS,2010,BE345,3,810
2010,NUTS,2010,BE351,3,569
2010,NUTS,2010,BE352,3,625
2010,NUTS,2010,BE353,3,324
2010,NUTS,2010,BG311,3,203
2010,NUTS,2010,BG312,3,534
2010,NUTS,2010,BG313,3,918
2010,NUTS,2010,BG314,3,291
2010,NUTS,2010,BG315,3,865
2010,NUTS,2010,BG321,3,970
2010,NUTS,2010,BG322,3,239
2010,NUTS,2010,BG323,3,439
2010,NUTS,2010,BG324,3,941
2010,NUTS,2010,BG325,3,19
2010,NUTS,2010,BG331,3,41
2010,NUTS,2010,BG332,3,755
2010,NUTS,2010,BG333,3,168
2010,NUTS,2010,BG334,3,295
2010,NUTS,2010,BG341,3,481
2010,NUTS,2010,BG342,3,982
2010,NUTS,2010,BG343,3,560
2010,NUTS,2010,BG344,3,502
2010,NUTS,2010,BG411,3,292
2010,NUTS,2010,BG412,3,207
2010,NUTS,2010,BG413,3,195
2010,NUTS,2010,BG414,3,568
2010,NUTS,2010,BG415,3,705
2010,NUTS,2010,BG421,3,113
2010,NUTS,2010,BG422,3,41
2010,NUTS,2010,BG423,3,894
2010,NUTS,2010,BG424,3,429
2010,NUTS,2010,BG425,3,913
2010,NUTS,2010,CH011,3,453
2010,NUTS,2010,CH012,3,859
2010,NUTS,2010,CH013,3,861
2010,NUTS,2010,CH021,3,648
2010,NUTS,2010,CH022,3,632
2010,NUTS,2010,CH023,3,472
2010,NUTS,2010,CH024,3,126
2010,NUTS,2010,CH025,3,964
2010,NUTS,2010,CH031,3,74
2010,NUTS,2010,CH032,3,566
2010,NUTS,2010,CH033,3,729
2010,NUTS,2010,CH040,3,384
2010,NUTS,2010,CH051,3,748
2010,NUTS,2010,CH052,3,450
2010,NUTS,2010,CH053,3,825
2010,NUTS,2010,CH054,3,568
2010,NUTS,2010,CH055,3,284
2010,NUTS,2010,CH056,3,678
2010,NUTS,2010,CH057,3,369
2010,NUTS,2010,CH061,3,839
2010,NUTS,2010,CH062,3,287
2010,NUTS,2010,CH063,3,143
2010,NUTS,2010,CH064,3,854
2010,NUTS,2010,CH065,3,671
2010,NUTS,2010,CH066,3,356
2010,NUTS,2010,CH070,3,757
2010,NUTS,2010,CY000,3,795
2010,NUTS,2010,CZ010,3,371
2010,NUTS,2010,CZ020,3,467
2010,NUTS,2010,CZ031,3,621
2010,NUTS,2010,CZ032,3,891
2010,NUTS,2010,CZ041,3,811
2010,NUTS,2010,CZ042,3,609
2010,NUTS,2010,CZ051,3,71
2010,NUTS,2010,CZ052,3,566
2010,NUTS,2010,CZ053,3,358
2010,NUTS,2010,CZ063,3,482
2010,NUTS,2010,CZ064,3,750
2010,NUTS,2010,CZ071,3,149
2010,NUTS,2010,CZ072,3,310
2010,NUTS,2010,CZ080,3,65
2010,NUTS,2010,DE111,3,963
2010,NUTS,2010,DE112,3,52
2010,NUTS,2010,DE113,3,706
2010,NUTS,2010,DE114,3,357
2010,NUTS,2010,DE115,3,130
2010,NUTS,2010,DE116,3,501
2010,NUTS,2010,DE117,3,730
2010,NUTS,2010,DE118,3,758
2010,NUTS,2010,DE119,3,807
2010,NUTS,2010,DE11A,3,501
2010,NUTS,2010,DE11B,3,822
2010,NUTS,2010,DE11C,3,523
2010,NUTS,2010,DE11D,3,486
2010,NUTS,2010,DE121,3,864
2010,NUTS,2010,DE122,3,350
2010,NUTS,2010,DE123,3,693
2010,NUTS,2010,DE124,3,724
2010,NUTS,2010,DE125,3,135
2010,NUTS,2010,DE126,3,650
2010,NUTS,2010,DE127,3,479
2010,NUTS,2010,DE128,3,948
2010,NUTS,2010,DE129,3,987
2010,NUTS,2010,DE12A,3,898
2010,NUTS,2010,DE12B,3,792
2010,NUTS,2010,DE12C,3,836
2010,NUTS,2010,DE131,3,382
2010,NUTS,2010,DE132,3,44
2010,NUTS,2010,DE133,3,423
2010,NUTS,2010,DE134,3,435
2010,NUTS,2010,DE135,3,629
2010,NUTS,2010,DE136,3,886
2010,NUTS,2010,DE137,3,583
2010,NUTS,2010,DE138,3,952
2010,NUTS,2010,DE139,3,765
2010,NUTS,2010,DE13A,3,796
2010,NUTS,2010,DE141,3,578
2010,NUTS,2010,DE142,3,10
2010,NUTS,2010,DE143,3,502
2010,NUTS,2010,DE144,3,283
2010,NUTS,2010,DE145,3,27
2010,NUTS,2010,DE146,3,644
2010,NUTS,2010,DE147,3,657
2010,NUTS,2010,DE148,3,951
2010,NUTS,2010,DE149,3,964
2010,NUTS,2010,DE211,3,399
2010,NUTS,2010,DE212,3,184
2010,NUTS,2010,DE213,3,933
2010,NUTS,2010,DE214,3,805
2010,NUTS,2010,DE215,3,334
2010,NUTS,2010,DE216,3,445
2010,NUTS,2010,DE217,3,15
2010,NUTS,2010,DE218,3,353
2010,NUTS,2010,DE219,3,657
2010,NUTS,2010,DE21A,3,133
2010,NUTS,2010,DE21B,3,485
2010,NUTS,2010,DE21C,3,669
2010,NUTS,2010,DE21D,3,491
2010,NUTS,2010,DE21E,3,823
2010,NUTS,2010,DE21F,3,188
2010,NUTS,2010,DE21G,3,642
2010,NUTS,2010,DE21H,3,630
2010,NUTS,2010,DE21I,3,922
2010,NUTS,2010,DE21J,3,89
2010,NUTS,2010,DE21K,3,169
2010,NUTS,2010,DE21L,3,103
2010,NUTS,2010,DE21M,3,475
2010,NUTS,2010,DE21N,3,523
2010,NUTS,2010,DE221,3,115
2010,NUTS,2010,DE222,3,744
2010,NUTS,2010,DE223,3,964
2010,NUTS,2010,DE224,3,120
2010,NUTS,2010,DE225,3,765
2010,NUTS,2010,DE226,3,599
2010,NUTS,2010,DE227,3,69
2010,NUTS,2010,DE228,3,989
2010,NUTS,2010,DE229,3,279
2010,NUTS,2010,DE22A,3,284
2010,NUTS,2010,DE22B,3,995
2010,NUTS,2010,DE22C,3,675
2010,NUTS,2010,DE231,3,680
2010,NUTS,2010,DE232,3,604
2010,NUTS,2010,DE233,3,837
2010,NUTS,2010,DE234,3,601
2010,NUTS,2010,DE235,3,817
2010,NUTS,2010,DE236,3,160
2010,NUTS,2010,DE237,3,370
2010,NUTS,2010,DE238,3,842
2010,NUTS,2010,DE239,3,868
2010,NUTS,2010,DE23A,3,734
2010,NUTS,2010,DE241,3,634
2010,NUTS,2010,DE242,3,663
2010,NUTS,2010,DE243,3,705
2010,NUTS,2010,DE244,3,372
2010,NUTS,2010,DE245,3,474
2010,NUTS,2010,DE246,3,664
2010,NUTS,2010,DE247,3,183
2010,NUTS,2010,DE248,3,112
2010,NUTS,2010,DE249,3,554
2010,NUTS,2010,DE24A,3,610
2010,NUTS,2010,DE24B,3,247
2010,NUTS,2010,DE24C,3,644
2010,NUTS,2010,DE24D,3,949
2010,NUTS,2010,DE251,3,338
2010,NUTS,2010,DE252,3,875
2010,NUTS,2010,DE253,3,163
2010,NUTS,2010,DE254,3,633
2010,NUTS,2010,DE255,3,397
2010,NUTS,2010,DE256,3,771
2010,NUTS,2010,DE257,3,802
2010,NUTS,2010,DE258,3,785
2010,NUTS,2010,DE259,3,836
2010,NUTS,2010,DE25A,3,463
