year,region_type,region_year_spec,region_id,region_level,urvig
2007,NUTS,2006,AT123,3,48392200
2007,NUTS,2006,AT124,3,85628049
2007,NUTS,2006,AT125,3,92860902
2007,NUTS,2006,AT126,3,7412384
2007,NUTS,2006,AT127,3,41472498
2007,NUTS,2006,AT130,3,1120864
2007,NUTS,2006,AT211,3,58590168
2007,NUTS,2006,AT212,3,99874476
2007,NUTS,2006,AT213,3,87410667
2007,NUTS,2006,AT221,3,34835869
2007,NUTS,2006,AT222,3,4051334
2007,NUTS,2006,AT223,3,33812871
2007,NUTS,2006,AT224,3,81103616
2007,NUTS,2006,AT225,3,15127851
2007,NUTS,2006,AT226,3,5319819
2007,NUTS,2006,AT311,3,50997943
2007,NUTS,2006,AT312,3,9569684
2007,NUTS,2006,AT313,3,73189581
2007,NUTS,2006,AT314,3,96351236
2007,NUTS,2006,AT315,3,28576360
2007,NUTS,2006,AT321,3,25439696
2007,NUTS,2006,AT322,3,40641551
2007,NUTS,2006,AT323,3,52192422
2007,NUTS,2006,AT331,3,69162554
2007,NUTS,2006,AT332,3,95369084
2007,NUTS,2006,AT333,3,29803818
2007,NUTS,2006,AT334,3,59878890
2007,NUTS,2006,AT335,3,41038236
2007,NUTS,2006,AT341,3,15372586
2007,NUTS,2006,AT342,3,76526937
2007,NUTS,2006,BE100,3,26404841
2007,NUTS,2006,BE211,3,92108286
2007,NUTS,2006,BE212,3,59473671
2007,NUTS,2006,BE213,3,97939587
2007,NUTS,2006,BE221,3,38490303
2007,NUTS,2006,BE222,3,2334503
2007,NUTS,2006,BE223,3,89376034
2007,NUTS,2006,BE231,3,32517883
2007,NUTS,2006,BE232,3,15207510
2007,NUTS,2006,BE233,3,11800328
2007,NUTS,2006,BE234,3,93029725
2007,NUTS,2006,BE235,3,38368090
2007,NUTS,2006,BE236,3,65936751
2007,NUTS,2006,BE241,3,44348647
2007,NUTS,2006,BE242,3,81738805
2007,NUTS,2006,BE251,3,57023821
2007,NUTS,2006,BE252,3,4054143
2007,NUTS,2006,BE253,3,9117818
2007,NUTS,2006,BE254,3,34256029
2007,NUTS,2006,BE255,3,40648091
2007,NUTS,2006,BE256,3,63411804
2007,NUTS,2006,BE257,3,78745413
2007,NUTS,2006,BE258,3,81289518
2007,NUTS,2006,BE310,3,26524168
2007,NUTS,2006,BE321,3,32252668
2007,NUTS,2006,BE322,3,77481167
2007,NUTS,2006,BE323,3,14600723
2007,NUTS,2006,BE324,3,98820135
2007,NUTS,2006,BE325,3,34429879
2007,NUTS,2006,BE326,3,48643525
2007,NUTS,2006,BE327,3,94707100
2007,NUTS,2006,BE331,3,38636235
2007,NUTS,2006,BE332,3,25118173
2007,NUTS,2006,BE334,3,5720023
2007,NUTS,2006,BE335,3,34397087
2007,NUTS,2006,BE336,3,55274949
2007,NUTS,2006,BE341,3,88857660
2007,NUTS,2006,BE342,3,56284834
2007,NUTS,2006,BE343,3,29099809
2007,NUTS,2006,BE344,3,45368613
2007,NUTS,2006,BE345,3,75676911
2007,NUTS,2006,BE351,3,89376670
2007,NUTS,2006,BE352,3,17830670
2007,NUTS,2006,BE353,3,72572275
2007,NUTS,2006,BG311,3,70673247
2007,NUTS,2006,BG312,3,88277298
2007,NUTS,2006,BG313,3,70967319
2007,NUTS,2006,BG314,3,56014926
2007,NUTS,2006,BG315,3,6811139
2007,NUTS,2006,BG321,3,64555257
2007,NUTS,2006,BG322,3,86273592
2007,NUTS,2006,BG323,3,89710970
2007,NUTS,2006,BG324,3,88186104
2007,NUTS,2006,BG325,3,85520711
2007,NUTS,2006,BG331,3,85073628
2007,NUTS,2006,BG332,3,15410290
2007,NUTS,2006,BG333,3,15615286
2007,NUTS,2006,BG334,3,87661552
2007,NUTS,2006,BG341,3,5217517
2007,NUTS,2006,BG342,3,16191460
2007,NUTS,2006,BG343,3,26177854
2007,NUTS,2006,BG344,3,58362030
2007,NUTS,2006,BG411,3,44633994
2007,NUTS,2006,BG412,3,56485395
2007,NUTS,2006,BG413,3,12870527
2007,NUTS,2006,BG414,3,89691708
2007,NUTS,2006,BG415,3,4876414
2007,NUTS,2006,BG421,3,22727702
2007,NUTS,2006,BG422,3,75542513
2007,NUTS,2006,BG423,3,19544278
2007,NUTS,2006,BG424,3,68618787
2007,NUTS,2006,BG425,3,42136033
2007,NUTS,2006,CH011,3,67561908
2007,NUTS,2006,CH012,3,15224836
2007,NUTS,2006,CH013,3,40174959
2007,NUTS,2006,CH021,3,37693183
2007,NUTS,2006,CH022,3,58778902
2007,NUTS,2006,CH023,3,25097377
2007,NUTS,2006,CH024,3,79111377
2007,NUTS,2006,CH025,3,51258241
2007,NUTS,2006,CH031,3,6333737
2007,NUTS,2006,CH032,3,32665833
2007,NUTS,2006,CH033,3,14577712
2007,NUTS,2006,CH040,3,92616093
2007,NUTS,2006,CH051,3,13645688
2007,NUTS,2006,CH052,3,66996095
2007,NUTS,2006,CH053,3,62590280
2007,NUTS,2006,CH054,3,40667235
2007,NUTS,2006,CH055,3,83203449
2007,NUTS,2006,CH056,3,74271301
2007,NUTS,2006,CH057,3,57664672
2007,NUTS,2006,CH061,3,88077515
2007,NUTS,2006,CH062,3,35929651
2007,NUTS,2006,CH063,3,46524937
2007,NUTS,2006,CH064,3,39423233
2007,NUTS,2006,CH065,3,93223327
2007,NUTS,2006,CH066,3,80323084
2007,NUTS,2006,CH070,3,31376370
2007,NUTS,2006,CY000,3,28469866
2007,NUTS,2006,CZ010,3,1624386
2007,NUTS,2006,CZ020,3,25965850
2007,NUTS,2006,CZ031,3,43363231
2007,NUTS,2006,CZ032,3,79752635
2007,NUTS,2006,CZ041,3,51012074
2007,NUTS,2006,CZ042,3,93184174
2007,NUTS,2006,CZ051,3,99858973
2007,NUTS,2006,CZ052,3,43199012
2007,NUTS,2006,CZ053,3,40688840
2007,NUTS,2006,CZ063,3,69915046
2007,NUTS,2006,CZ064,3,85274577
2007,NUTS,2006,CZ071,3,83849484
2007,NUTS,2006,CZ072,3,90933943
2007,NUTS,2006,CZ080,3,74714496
2007,NUTS,2006,DE111,3,53110892
2007,NUTS,2006,DE112,3,42454598
2007,NUTS,2006,DE113,3,83274456
2007,NUTS,2006,DE114,3,84331787
2007,NUTS,2006,DE115,3,65940030
2007,NUTS,2006,DE116,3,98784312
2007,NUTS,2006,DE117,3,92230963
2007,NUTS,2006,DE118,3,24478015
2007,NUTS,2006,DE119,3,49360077
2007,NUTS,2006,DE11A,3,77216678
2007,NUTS,2006,DE11B,3,19516618
2007,NUTS,2006,DE11C,3,55869171
2007,NUTS,2006,DE11D,3,16854064
2007,NUTS,2006,DE121,3,39991138
2007,NUTS,2006,DE122,3,24325278
2007,NUTS,2006,DE123,3,60110400
2007,NUTS,2006,DE124,3,30530459
2007,NUTS,2006,DE125,3,45586378
2007,NUTS,2006,DE126,3,45142955
2007,NUTS,2006,DE127,3,32721655
2007,NUTS,2006,DE128,3,4699852
2007,NUTS,2006,DE129,3,81097071
2007,NUTS,2006,DE12A,3,75406348
2007,NUTS,2006,DE12B,3,8206020
2007,NUTS,2006,DE12C,3,8839395
2007,NUTS,2006,DE131,3,47174576
2007,NUTS,2006,DE132,3,59746423
2007,NUTS,2006,DE133,3,38655201
2007,NUTS,2006,DE134,3,51570451
2007,NUTS,2006,DE135,3,37333763
2007,NUTS,2006,DE136,3,16916608
2007,NUTS,2006,DE137,3,18131400
2007,NUTS,2006,DE138,3,68011456
2007,NUTS,2006,DE139,3,72189955
2007,NUTS,2006,DE13A,3,6799589
2007,NUTS,2006,DE141,3,52334953
2007,NUTS,2006,DE142,3,18885005
2007,NUTS,2006,DE143,3,77976591
2007,NUTS,2006,DE144,3,34329322
2007,NUTS,2006,DE145,3,12682191
2007,NUTS,2006,DE146,3,37694347
2007,NUTS,2006,DE147,3,73463084
2007,NUTS,2006,DE148,3,44091615
2007,NUTS,2006,DE149,3,23402614
