year,region_type,region_year_spec,region_id,region_level,apnif
2008,NUTS,2006,MT0,1,5106535
2008,NUTS,2006,NL1,1,4365362
2008,NUTS,2006,NL2,1,4193895
2008,NUTS,2006,NL3,1,2511269
2008,NUTS,2006,NL4,1,8609506
2008,NUTS,2006,NO0,1,2268063
2008,NUTS,2006,PL1,1,7107203
2008,NUTS,2006,PL2,1,9187208
2008,NUTS,2006,PL3,1,8287857
2008,NUTS,2006,PL4,1,2509509
2008,NUTS,2006,PL5,1,386753
2008,NUTS,2006,PL6,1,299575
2008,NUTS,2006,PT1,1,1087770
2008,NUTS,2006,PT2,1,6913320
2008,NUTS,2006,PT3,1,7808112
2008,NUTS,2006,RO1,1,5344886
2008,NUTS,2006,RO2,1,495422
2008,NUTS,2006,RO3,1,7149492
2008,NUTS,2006,RO4,1,7647652
2008,NUTS,2006,SE1,1,5402663
2008,NUTS,2006,SE2,1,4103204
2008,NUTS,2006,SE3,1,1875834
2008,NUTS,2006,SI0,1,9890927
2008,NUTS,2006,SK0,1,1669380
2008,NUTS,2006,TR1,1,9630277
2008,NUTS,2006,TR2,1,716138
2008,NUTS,2006,TR3,1,7271001
2008,NUTS,2006,TR4,1,1111170
2008,NUTS,2006,TR5,1,8959993
2008,NUTS,2006,TR6,1,2681024
2008,NUTS,2006,TR7,1,1989666
2008,NUTS,2006,TR8,1,6780595
2008,NUTS,2006,TR9,1,9637917
2008,NUTS,2006,TRA,1,6599001
2008,NUTS,2006,TRB,1,8134356
2008,NUTS,2006,TRC,1,8673958
2008,NUTS,2006,UKC,1,2250415
2008,NUTS,2006,UKD,1,962742
2008,NUTS,2006,UKE,1,9391464
2008,NUTS,2006,UKF,1,3035631
2008,NUTS,2006,UKG,1,2259106
2008,NUTS,2006,UKH,1,8099404
2008,NUTS,2006,UKI,1,4339510
2008,NUTS,2006,UKJ,1,5234675
2008,NUTS,2006,UKK,1,530672
2008,NUTS,2006,UKL,1,575180
2008,NUTS,2006,UKM,1,532901
2008,NUTS,2006,UKN,1,3343317
2008,NUTS,2006,AT11,2,627818
2008,NUTS,2006,AT12,2,7693440
2008,NUTS,2006,AT13,2,8688349
2008,NUTS,2006,AT21,2,903824
2008,NUTS,2006,AT22,2,9770592
2008,NUTS,2006,AT31,2,1456582
2008,NUTS,2006,AT32,2,6441176
2008,NUTS,2006,AT33,2,816170
2008,NUTS,2006,AT34,2,4423197
2008,NUTS,2006,BE10,2,5450983
2008,NUTS,2006,BE21,2,8454378
2008,NUTS,2006,BE22,2,8494739
2008,NUTS,2006,BE23,2,4942343
2008,NUTS,2006,BE24,2,6877565
2008,NUTS,2006,BE25,2,8697874
2008,NUTS,2006,BE31,2,9551361
2008,NUTS,2006,BE32,2,7840111
2008,NUTS,2006,BE33,2,7722842
2008,NUTS,2006,BE34,2,7893408
2008,NUTS,2006,BE35,2,9844906
2008,NUTS,2006,BG31,2,9413416
2008,NUTS,2006,BG32,2,1578502
2008,NUTS,2006,BG33,2,9345709
2008,NUTS,2006,BG34,2,7327666
2008,NUTS,2006,BG41,2,9785778
2008,NUTS,2006,BG42,2,8377660
2008,NUTS,2006,CH01,2,6800374
2008,NUTS,2006,CH02,2,4275044
2008,NUTS,2006,CH03,2,4403019
2008,NUTS,2006,CH04,2,284455
2008,NUTS,2006,CH05,2,5408675
2008,NUTS,2006,CH06,2,5698095
2008,NUTS,2006,CH07,2,9736885
2008,NUTS,2006,CY00,2,1498293
2008,NUTS,2006,CZ01,2,4351709
2008,NUTS,2006,CZ02,2,5451081
2008,NUTS,2006,CZ03,2,7677186
2008,NUTS,2006,CZ04,2,7729003
2008,NUTS,2006,CZ05,2,8981233
2008,NUTS,2006,CZ06,2,5354917
2008,NUTS,2006,CZ07,2,5504588
2008,NUTS,2006,CZ08,2,1358159
2008,NUTS,2006,DE11,2,4240870
2008,NUTS,2006,DE12,2,835071
2008,NUTS,2006,DE13,2,60878
2008,NUTS,2006,DE14,2,4560850
2008,NUTS,2006,DE21,2,9723926
2008,NUTS,2006,DE22,2,2515359
2008,NUTS,2006,DE23,2,2106001
2008,NUTS,2006,DE24,2,5616039
2008,NUTS,2006,DE25,2,7077728
2008,NUTS,2006,DE26,2,8975875
2008,NUTS,2006,DE27,2,5633226
2008,NUTS,2006,DE30,2,9397930
2008,NUTS,2006,DE41,2,3506918
2008,NUTS,2006,DE42,2,254431
2008,NUTS,2006,DE50,2,6218318
2008,NUTS,2006,DE60,2,6451408
2008,NUTS,2006,DE71,2,4674238
2008,NUTS,2006,DE72,2,2864466
2008,NUTS,2006,DE73,2,5054737
2008,NUTS,2006,DE80,2,2512920
2008,NUTS,2006,DE91,2,1925505
2008,NUTS,2006,DE92,2,3508528
2008,NUTS,2006,DE93,2,791466
2008,NUTS,2006,DE94,2,6889663
2008,NUTS,2006,DEA1,2,8415822
2008,NUTS,2006,DEA2,2,1641694
2008,NUTS,2006,DEA3,2,6765983
2008,NUTS,2006,DEA4,2,3696997
2008,NUTS,2006,DEA5,2,113560
2008,NUTS,2006,DEB1,2,3446091
2008,NUTS,2006,DEB2,2,8597306
2008,NUTS,2006,DEB3,2,9026922
2008,NUTS,2006,DEC0,2,5487813
2008,NUTS,2006,DED1,2,7062825
2008,NUTS,2006,DED2,2,8906417
2008,NUTS,2006,DED3,2,4611578
2008,NUTS,2006,DEE0,2,3236943
2008,NUTS,2006,DEF0,2,7392819
2008,NUTS,2006,DEG0,2,4892430
2008,NUTS,2006,DK01,2,1385382
2008,NUTS,2006,DK02,2,4186280
2008,NUTS,2006,DK03,2,5485687
2008,NUTS,2006,DK04,2,1755883
2008,NUTS,2006,DK05,2,1238556
2008,NUTS,2006,EE00,2,2092951
2008,NUTS,2006,ES11,2,7197846
2008,NUTS,2006,ES12,2,1657034
2008,NUTS,2006,ES13,2,5710078
2008,NUTS,2006,ES21,2,9624208
2008,NUTS,2006,ES22,2,536414
2008,NUTS,2006,ES23,2,3046246
2008,NUTS,2006,ES24,2,8739577
2008,NUTS,2006,ES30,2,7167577
2008,NUTS,2006,ES41,2,8159378
2008,NUTS,2006,ES42,2,2066430
2008,NUTS,2006,ES43,2,1176914
2008,NUTS,2006,ES51,2,9388789
2008,NUTS,2006,ES52,2,5211323
2008,NUTS,2006,ES53,2,9817861
2008,NUTS,2006,ES61,2,2914285
2008,NUTS,2006,ES62,2,1036018
2008,NUTS,2006,ES63,2,5000423
2008,NUTS,2006,ES64,2,1221769
2008,NUTS,2006,ES70,2,4104630
2008,NUTS,2006,FI13,2,5356845
2008,NUTS,2006,FI18,2,1344227
2008,NUTS,2006,FI19,2,572900
2008,NUTS,2006,FI1A,2,5884310
2008,NUTS,2006,FI20,2,9941657
2008,NUTS,2006,FR10,2,6656381
2008,NUTS,2006,FR21,2,8857292
2008,NUTS,2006,FR22,2,9685405
2008,NUTS,2006,FR23,2,9790402
2008,NUTS,2006,FR24,2,4259431
2008,NUTS,2006,FR25,2,9072361
2008,NUTS,2006,FR26,2,7280836
2008,NUTS,2006,FR30,2,6052294
2008,NUTS,2006,FR41,2,1215621
2008,NUTS,2006,FR42,2,4690650
2008,NUTS,2006,FR43,2,1819904
2008,NUTS,2006,FR51,2,972442
2008,NUTS,2006,FR52,2,9862315
2008,NUTS,2006,FR53,2,3525596
2008,NUTS,2006,FR61,2,5906580
2008,NUTS,2006,FR62,2,7345479
2008,NUTS,2006,FR63,2,7273827
2008,NUTS,2006,FR71,2,2071011
2008,NUTS,2006,FR72,2,2488428
2008,NUTS,2006,FR81,2,9270237
2008,NUTS,2006,FR82,2,7561247
2008,NUTS,2006,FR83,2,5813069
2008,NUTS,2006,FR91,2,1118212
2008,NUTS,2006,FR92,2,6125497
2008,NUTS,2006,FR93,2,6609372
2008,NUTS,2006,FR94,2,3321535
2008,NUTS,2006,GR11,2,1126733
2008,NUTS,2006,GR12,2,4768654
2008,NUTS,2006,GR13,2,4752608
2008,NUTS,2006,GR14,2,4659616
2008,NUTS,2006,GR21,2,8868659
2008,NUTS,2006,GR22,2,2548372
2008,NUTS,2006,GR23,2,2959486
2008,NUTS,2006,GR24,2,5663619
2008,NUTS,2006,GR25,2,7319894
2008,NUTS,2006,GR30,2,8082828
2008,NUTS,2006,GR41,2,4408597
2008,NUTS,2006,GR42,2,3303227
2008,NUTS,2006,GR43,2,5057821
2008,NUTS,2006,HR01,2,4769430
2008,NUTS,2006,HR02,2,9795041
2008,NUTS,2006,HR03,2,8926028
2008,NUTS,2006,HU10,2,4605007
2008,NUTS,2006,HU21,2,7713675
2008,NUTS,2006,HU22,2,722904
2008,NUTS,2006,HU23,2,3794694
2008,NUTS,2006,HU31,2,8779534
2008,NUTS,2006,HU32,2,6208542
2008,NUTS,2006,HU33,2,4327858
2008,NUTS,2006,IE01,2,5879161
2008,NUTS,2006,IE02,2,5509650
2008,NUTS,2006,IS00,2,3409604
2008,NUTS,2006,ITC1,2,8128067
2008,NUTS,2006,ITC2,2,629442
2008,NUTS,2006,ITC3,2,5051297
2008,NUTS,2006,ITC4,2,3636947
2008,NUTS,2006,ITD1,2,9518802
2008,NUTS,2006,ITD2,2,5217626
2008,NUTS,2006,ITD3,2,6166965
2008,NUTS,2006,ITD4,2,1516051
2008,NUTS,2006,ITD5,2,9478443
2008,NUTS,2006,ITE1,2,9646568
2008,NUTS,2006,ITE2,2,5267223
2008,NUTS,2006,ITE3,2,2137955
2008,NUTS,2006,ITE4,2,1291928
2008,NUTS,2006,ITF1,2,9235718
2008,NUTS,2006,ITF2,2,135573
2008,NUTS,2006,ITF3,2,2288746
2008,NUTS,2006,ITF4,2,20721
2008,NUTS,2006,ITF5,2,1958605
2008,NUTS,2006,ITF6,2,8402954
2008,NUTS,2006,ITG1,2,2876240
2008,NUTS,2006,ITG2,2,1234689
2008,NUTS,2006,LI00,2,6164970
2008,NUTS,2006,LT00,2,9337769
2008,NUTS,2006,LU00,2,7027236
2008,NUTS,2006,LV00,2,4870999
2008,NUTS,2006,ME00,2,5498807
2008,NUTS,2006,MK00,2,7210518
2008,NUTS,2006,MT00,2,7386931
2008,NUTS,2006,NL11,2,7700528
2008,NUTS,2006,NL12,2,6442766
2008,NUTS,2006,NL13,2,2159722
2008,NUTS,2006,NL21,2,5048785
2008,NUTS,2006,NL22,2,1703094
2008,NUTS,2006,NL23,2,9803975
2008,NUTS,2006,NL31,2,6815222
2008,NUTS,2006,NL32,2,2595314
2008,NUTS,2006,NL33,2,1806111
2008,NUTS,2006,NL34,2,7040490
2008,NUTS,2006,NL41,2,2911465
2008,NUTS,2006,NL42,2,8109592
2008,NUTS,2006,NO01,2,1460683
2008,NUTS,2006,NO02,2,6321032
2008,NUTS,2006,NO03,2,6774362
2008,NUTS,2006,NO04,2,8553413
2008,NUTS,2006,NO05,2,944477
2008,NUTS,2006,NO06,2,9787331
2008,NUTS,2006,NO07,2,8135775
2008,NUTS,2006,PL11,2,7232451
2008,NUTS,2006,PL12,2,7533088
2008,NUTS,2006,PL21,2,426462
2008,NUTS,2006,PL22,2,9900366
2008,NUTS,2006,PL31,2,3411673
2008,NUTS,2006,PL32,2,8731864
2008,NUTS,2006,PL33,2,4654500
2008,NUTS,2006,PL34,2,1725445
2008,NUTS,2006,PL41,2,6364928
2008,NUTS,2006,PL42,2,528931
2008,NUTS,2006,PL43,2,3674267
2008,NUTS,2006,PL51,2,9366821
2008,NUTS,2006,PL52,2,6173765
2008,NUTS,2006,PL61,2,6553941
2008,NUTS,2006,PL62,2,5760387
2008,NUTS,2006,PL63,2,475225
2008,NUTS,2006,PT11,2,3501427
2008,NUTS,2006,PT15,2,4634690
2008,NUTS,2006,PT16,2,8937930
2008,NUTS,2006,PT17,2,9686486
2008,NUTS,2006,PT18,2,7053903
2008,NUTS,2006,PT20,2,4506520
2008,NUTS,2006,PT30,2,1276003
2008,NUTS,2006,RO11,2,216220
2008,NUTS,2006,RO12,2,969928
2008,NUTS,2006,RO21,2,3881072
2008,NUTS,2006,RO22,2,1573236
2008,NUTS,2006,RO31,2,7352699
2008,NUTS,2006,RO32,2,5855595
2008,NUTS,2006,RO41,2,2679352
2008,NUTS,2006,RO42,2,2681462
2008,NUTS,2006,SE11,2,139385
2008,NUTS,2006,SE12,2,2685302
2008,NUTS,2006,SE21,2,5338521
2008,NUTS,2006,SE22,2,8149441
2008,NUTS,2006,SE23,2,642262
2008,NUTS,2006,SE31,2,6151244
2008,NUTS,2006,SE32,2,5180961
2008,NUTS,2006,SE33,2,9962664
2008,NUTS,2006,SI01,2,6543113
2008,NUTS,2006,SI02,2,2676192
2008,NUTS,2006,SK01,2,795787
2008,NUTS,2006,SK02,2,9790449
2008,NUTS,2006,SK03,2,3123409
2008,NUTS,2006,SK04,2,6567327
2008,NUTS,2006,TR10,2,9513763
2008,NUTS,2006,TR21,2,6510778
2008,NUTS,2006,TR22,2,3610287
2008,NUTS,2006,TR31,2,2019044
2008,NUTS,2006,TR32,2,1857142
2008,NUTS,2006,TR33,2,9887871
2008,NUTS,2006,TR41,2,8020850
2008,NUTS,2006,TR42,2,4099181
2008,NUTS,2006,TR51,2,5991464
2008,NUTS,2006,TR52,2,5061185
2008,NUTS,2006,TR61,2,4534082
2008,NUTS,2006,TR62,2,2576865
2008,NUTS,2006,TR63,2,9637939
2008,NUTS,2006,TR71,2,9120992
2008,NUTS,2006,TR72,2,7600717
2008,NUTS,2006,TR81,2,2129177
2008,NUTS,2006,TR82,2,8468999
2008,NUTS,2006,TR83,2,7712712
2008,NUTS,2006,TR90,2,1163549
2008,NUTS,2006,TRA1,2,4539863
2008,NUTS,2006,TRA2,2,876279
2008,NUTS,2006,TRB1,2,5268913
2008,NUTS,2006,TRB2,2,8023662
2008,NUTS,2006,TRC1,2,4592698
2008,NUTS,2006,TRC2,2,2458414
2008,NUTS,2006,TRC3,2,8106963
2008,NUTS,2006,UKC1,2,1284262
2008,NUTS,2006,UKC2,2,4978494
2008,NUTS,2006,UKD1,2,3641344
2008,NUTS,2006,UKD2,2,2962931
2008,NUTS,2006,UKD3,2,1882956
2008,NUTS,2006,UKD4,2,9597778
2008,NUTS,2006,UKD5,2,9971879
2008,NUTS,2006,UKE1,2,4699151
2008,NUTS,2006,UKE2,2,9310279
2008,NUTS,2006,UKE3,2,3251899
2008,NUTS,2006,UKE4,2,8648133
2008,NUTS,2006,UKF1,2,1619943
2008,NUTS,2006,UKF2,2,5793484
2008,NUTS,2006,UKF3,2,8469316
2008,NUTS,2006,UKG1,2,9462507
2008,NUTS,2006,UKG2,2,9077721
2008,NUTS,2006,UKG3,2,9516748
2008,NUTS,2006,UKH1,2,1297632
2008,NUTS,2006,UKH2,2,8727758
2008,NUTS,2006,UKH3,2,4589388
2008,NUTS,2006,UKI1,2,7276075
2008,NUTS,2006,UKI2,2,7435972
2008,NUTS,2006,UKJ1,2,7838638
2008,NUTS,2006,UKJ2,2,566092
2008,NUTS,2006,UKJ3,2,2829093
2008,NUTS,2006,UKJ4,2,9765518
2008,NUTS,2006,UKK1,2,1283265
2008,NUTS,2006,UKK2,2,6249461
2008,NUTS,2006,UKK3,2,9592451
2008,NUTS,2006,UKK4,2,6393232
2008,NUTS,2006,UKL1,2,6872576
2008,NUTS,2006,UKL2,2,7995066
2008,NUTS,2006,UKM2,2,5835160
2008,NUTS,2006,UKM3,2,9022256
2008,NUTS,2006,UKM5,2,5274537
2008,NUTS,2006,UKM6,2,2467674
2008,NUTS,2006,UKN0,2,2251701
2008,NUTS,2006,AT111,3,2975944
2008,NUTS,2006,AT112,3,1313848
2008,NUTS,2006,AT113,3,3078410
2008,NUTS,2006,AT121,3,3401681
2008,NUTS,2006,AT122,3,5444780
2008,NUTS,2006,AT123,3,6516756
2008,NUTS,2006,AT124,3,6966364
2008,NUTS,2006,AT125,3,7312196
2008,NUTS,2006,AT126,3,8788287
2008,NUTS,2006,AT127,3,8741522
2008,NUTS,2006,AT130,3,9136446
2008,NUTS,2006,AT211,3,3768435
2008,NUTS,2006,AT212,3,2943393
2008,NUTS,2006,AT213,3,2142729
2008,NUTS,2006,AT221,3,7401691
2008,NUTS,2006,AT222,3,9738587
2008,NUTS,2006,AT223,3,2267703
2008,NUTS,2006,AT224,3,1619847
2008,NUTS,2006,AT225,3,2047393
2008,NUTS,2006,AT226,3,7807849
2008,NUTS,2006,AT311,3,8937770
2008,NUTS,2006,AT312,3,3011284
2008,NUTS,2006,AT313,3,6306900
2008,NUTS,2006,AT314,3,9309832
2008,NUTS,2006,AT315,3,2301891
2008,NUTS,2006,AT321,3,5788820
2008,NUTS,2006,AT322,3,4253427
2008,NUTS,2006,AT323,3,5931302
2008,NUTS,2006,AT331,3,9413650
2008,NUTS,2006,AT332,3,3539771
2008,NUTS,2006,AT333,3,3451320
2008,NUTS,2006,AT334,3,5121068
2008,NUTS,2006,AT335,3,3590900
2008,NUTS,2006,AT341,3,556913
2008,NUTS,2006,AT342,3,9698328
2008,NUTS,2006,BE100,3,9109344
2008,NUTS,2006,BE211,3,585416
2008,NUTS,2006,BE212,3,6542749
2008,NUTS,2006,BE213,3,2824119
2008,NUTS,2006,BE221,3,4290880
2008,NUTS,2006,BE222,3,2467134
2008,NUTS,2006,BE223,3,8872477
2008,NUTS,2006,BE231,3,9775229
2008,NUTS,2006,BE232,3,4206196
2008,NUTS,2006,BE233,3,4741819
2008,NUTS,2006,BE234,3,5320110
2008,NUTS,2006,BE235,3,2484160
2008,NUTS,2006,BE236,3,8037514
2008,NUTS,2006,BE241,3,8095893
2008,NUTS,2006,BE242,3,8529051
2008,NUTS,2006,BE251,3,9156007
2008,NUTS,2006,BE252,3,553382
2008,NUTS,2006,BE253,3,2503263
2008,NUTS,2006,BE254,3,814549
2008,NUTS,2006,BE255,3,2642978
2008,NUTS,2006,BE256,3,5519083
2008,NUTS,2006,BE257,3,8891107
2008,NUTS,2006,BE258,3,525016
2008,NUTS,2006,BE310,3,2979439
2008,NUTS,2006,BE321,3,4994915
2008,NUTS,2006,BE322,3,321779
2008,NUTS,2006,BE323,3,4318714
2008,NUTS,2006,BE324,3,8086299
2008,NUTS,2006,BE325,3,1544504
2008,NUTS,2006,BE326,3,1265548
2008,NUTS,2006,BE327,3,796347
2008,NUTS,2006,BE331,3,6105821
2008,NUTS,2006,BE332,3,589760
2008,NUTS,2006,BE334,3,6738614
2008,NUTS,2006,BE335,3,316878
2008,NUTS,2006,BE336,3,5750998
2008,NUTS,2006,BE341,3,92640
2008,NUTS,2006,BE342,3,5388691
2008,NUTS,2006,BE343,3,3969299
2008,NUTS,2006,BE344,3,9327913
2008,NUTS,2006,BE345,3,6570475
2008,NUTS,2006,BE351,3,2815154
2008,NUTS,2006,BE352,3,4962126
2008,NUTS,2006,BE353,3,6518201
2008,NUTS,2006,BG311,3,4600916
2008,NUTS,2006,BG312,3,5579129
2008,NUTS,2006,BG313,3,6305432
2008,NUTS,2006,BG314,3,1500018
2008,NUTS,2006,BG315,3,6476464
2008,NUTS,2006,BG321,3,6879917
2008,NUTS,2006,BG322,3,767977
2008,NUTS,2006,BG323,3,83723
2008,NUTS,2006,BG324,3,5949021
2008,NUTS,2006,BG325,3,2593651
2008,NUTS,2006,BG331,3,9321434
2008,NUTS,2006,BG332,3,8837006
2008,NUTS,2006,BG333,3,3483207
2008,NUTS,2006,BG334,3,9225490
2008,NUTS,2006,BG341,3,6430484
2008,NUTS,2006,BG342,3,9417609
2008,NUTS,2006,BG343,3,1479865
2008,NUTS,2006,BG344,3,4723720
2008,NUTS,2006,BG411,3,4962409
2008,NUTS,2006,BG412,3,1160154
2008,NUTS,2006,BG413,3,5213446
2008,NUTS,2006,BG414,3,4705405
2008,NUTS,2006,BG415,3,3983055
2008,NUTS,2006,BG421,3,5930104
2008,NUTS,2006,BG422,3,5382576
2008,NUTS,2006,BG423,3,8863772
2008,NUTS,2006,BG424,3,2961559
2008,NUTS,2006,BG425,3,6710117
2008,NUTS,2006,CH011,3,75822
2008,NUTS,2006,CH012,3,3367337
2008,NUTS,2006,CH013,3,8525407
2008,NUTS,2006,CH021,3,1283840
2008,NUTS,2006,CH022,3,300606
2008,NUTS,2006,CH023,3,414937
2008,NUTS,2006,CH024,3,9290536
2008,NUTS,2006,CH025,3,515848
2008,NUTS,2006,CH031,3,4150316
2008,NUTS,2006,CH032,3,2490702
2008,NUTS,2006,CH033,3,7828440
2008,NUTS,2006,CH040,3,2531508
2008,NUTS,2006,CH051,3,9332292
2008,NUTS,2006,CH052,3,8476311
2008,NUTS,2006,CH053,3,8338091
2008,NUTS,2006,CH054,3,7972453
2008,NUTS,2006,CH055,3,8542784
2008,NUTS,2006,CH056,3,9038408
2008,NUTS,2006,CH057,3,5883545
2008,NUTS,2006,CH061,3,40459
2008,NUTS,2006,CH062,3,9657457
2008,NUTS,2006,CH063,3,5373212
2008,NUTS,2006,CH064,3,6982254
2008,NUTS,2006,CH065,3,6240662
2008,NUTS,2006,CH066,3,3686775
2008,NUTS,2006,CH070,3,7000589
2008,NUTS,2006,CY000,3,3301704
2008,NUTS,2006,CZ010,3,388475
2008,NUTS,2006,CZ020,3,8979608
2008,NUTS,2006,CZ031,3,2070746
2008,NUTS,2006,CZ032,3,5123873
2008,NUTS,2006,CZ041,3,4999035
2008,NUTS,2006,CZ042,3,2050632
2008,NUTS,2006,CZ051,3,4855126
2008,NUTS,2006,CZ052,3,3601693
2008,NUTS,2006,CZ053,3,3869905
2008,NUTS,2006,CZ063,3,9648248
2008,NUTS,2006,CZ064,3,2196321
2008,NUTS,2006,CZ071,3,5152722
2008,NUTS,2006,CZ072,3,8998710
2008,NUTS,2006,CZ080,3,8562765
2008,NUTS,2006,DE111,3,1691696
2008,NUTS,2006,DE112,3,8772677
2008,NUTS,2006,DE113,3,9898674
2008,NUTS,2006,DE114,3,2439066
2008,NUTS,2006,DE115,3,2797972
2008,NUTS,2006,DE116,3,8932968
2008,NUTS,2006,DE117,3,3658003
2008,NUTS,2006,DE118,3,9596787
2008,NUTS,2006,DE119,3,3710066
2008,NUTS,2006,DE11A,3,4419304
2008,NUTS,2006,DE11B,3,2403736
2008,NUTS,2006,DE11C,3,9750965
2008,NUTS,2006,DE11D,3,3418887
2008,NUTS,2006,DE121,3,7661247
2008,NUTS,2006,DE122,3,966845
2008,NUTS,2006,DE123,3,9794672
2008,NUTS,2006,DE124,3,9872140
2008,NUTS,2006,DE125,3,2071028
2008,NUTS,2006,DE126,3,8427549
2008,NUTS,2006,DE127,3,6966043
2008,NUTS,2006,DE128,3,5929462
2008,NUTS,2006,DE129,3,1992237
2008,NUTS,2006,DE12A,3,4940503
2008,NUTS,2006,DE12B,3,6437097
2008,NUTS,2006,DE12C,3,3180102
2008,NUTS,2006,DE131,3,3632931
2008,NUTS,2006,DE132,3,2142821
2008,NUTS,2006,DE133,3,5929215
2008,NUTS,2006,DE134,3,410574
2008,NUTS,2006,DE135,3,6270429
2008,NUTS,2006,DE136,3,130983
2008,NUTS,2006,DE137,3,6201973
2008,NUTS,2006,DE138,3,2963430
2008,NUTS,2006,DE139,3,3752671
2008,NUTS,2006,DE13A,3,246299
2008,NUTS,2006,DE141,3,778771
2008,NUTS,2006,DE142,3,2716629
2008,NUTS,2006,DE143,3,214338
2008,NUTS,2006,DE144,3,2645773
2008,NUTS,2006,DE145,3,3620801
2008,NUTS,2006,DE146,3,9076428
2008,NUTS,2006,DE147,3,3231213
2008,NUTS,2006,DE148,3,9459853
2008,NUTS,2006,DE149,3,7032162
2008,NUTS,2006,DE211,3,3894828
2008,NUTS,2006,DE212,3,5800070
