year,region_type,region_year_spec,region_id,region_level,laodo
2010,NUTS,2010,SK04,2,10
2010,NUTS,2010,TR10,2,1
2010,NUTS,2010,TR21,2,4
2010,NUTS,2010,TR22,2,9
2010,NUTS,2010,TR31,2,5
2010,NUTS,2010,TR32,2,1
2010,NUTS,2010,TR33,2,2
2010,NUTS,2010,TR41,2,6
2010,NUTS,2010,TR42,2,0
2010,NUTS,2010,TR51,2,9
2010,NUTS,2010,TR52,2,6
2010,NUTS,2010,TR61,2,0
2010,NUTS,2010,TR62,2,9
2010,NUTS,2010,TR63,2,6
2010,NUTS,2010,TR71,2,2
2010,NUTS,2010,TR72,2,4
2010,NUTS,2010,TR81,2,2
2010,NUTS,2010,TR82,2,3
2010,NUTS,2010,TR83,2,7
2010,NUTS,2010,TR90,2,0
2010,NUTS,2010,TRA1,2,6
2010,NUTS,2010,TRA2,2,8
2010,NUTS,2010,TRB1,2,6
2010,NUTS,2010,TRB2,2,1
2010,NUTS,2010,TRC1,2,1
2010,NUTS,2010,TRC2,2,1
2010,NUTS,2010,TRC3,2,2
2010,NUTS,2010,UKC1,2,1
2010,NUTS,2010,UKC2,2,4
2010,NUTS,2010,UKD1,2,2
2010,NUTS,2010,UKD3,2,0
2010,NUTS,2010,UKD4,2,7
2010,NUTS,2010,UKD6,2,3
2010,NUTS,2010,UKD7,2,7
2010,NUTS,2010,UKE1,2,4
2010,NUTS,2010,UKE2,2,2
2010,NUTS,2010,UKE3,2,8
2010,NUTS,2010,UKE4,2,4
2010,NUTS,2010,UKF1,2,6
2010,NUTS,2010,UKF2,2,8
2010,NUTS,2010,UKF3,2,9
2010,NUTS,2010,UKG1,2,2
2010,NUTS,2010,UKG2,2,8
2010,NUTS,2010,UKG3,2,0
2010,NUTS,2010,UKH1,2,3
2010,NUTS,2010,UKH2,2,9
2010,NUTS,2010,UKH3,2,0
2010,NUTS,2010,UKI1,2,5
2010,NUTS,2010,UKI2,2,1
2010,NUTS,2010,UKJ1,2,0
2010,NUTS,2010,UKJ2,2,3
2010,NUTS,2010,UKJ3,2,9
2010,NUTS,2010,UKJ4,2,0
2010,NUTS,2010,UKK1,2,3
2010,NUTS,2010,UKK2,2,8
2010,NUTS,2010,UKK3,2,10
2010,NUTS,2010,UKK4,2,1
2010,NUTS,2010,UKL1,2,3
2010,NUTS,2010,UKL2,2,6
2010,NUTS,2010,UKM2,2,2
2010,NUTS,2010,UKM3,2,5
2010,NUTS,2010,UKM5,2,4
2010,NUTS,2010,UKM6,2,5
2010,NUTS,2010,UKN0,2,0
2010,NUTS,2010,AT111,3,4
2010,NUTS,2010,AT112,3,7
2010,NUTS,2010,AT113,3,7
2010,NUTS,2010,AT121,3,3
2010,NUTS,2010,AT122,3,8
2010,NUTS,2010,AT123,3,0
2010,NUTS,2010,AT124,3,7
2010,NUTS,2010,AT125,3,6
2010,NUTS,2010,AT126,3,3
2010,NUTS,2010,AT127,3,1
2010,NUTS,2010,AT130,3,8
2010,NUTS,2010,AT211,3,7
2010,NUTS,2010,AT212,3,2
2010,NUTS,2010,AT213,3,6
2010,NUTS,2010,AT221,3,5
2010,NUTS,2010,AT222,3,9
2010,NUTS,2010,AT223,3,1
2010,NUTS,2010,AT224,3,2
2010,NUTS,2010,AT225,3,2
2010,NUTS,2010,AT226,3,8
2010,NUTS,2010,AT311,3,9
2010,NUTS,2010,AT312,3,4
2010,NUTS,2010,AT313,3,3
2010,NUTS,2010,AT314,3,7
2010,NUTS,2010,AT315,3,2
2010,NUTS,2010,AT321,3,6
2010,NUTS,2010,AT322,3,0
2010,NUTS,2010,AT323,3,10
2010,NUTS,2010,AT331,3,1
2010,NUTS,2010,AT332,3,7
2010,NUTS,2010,AT333,3,5
2010,NUTS,2010,AT334,3,9
2010,NUTS,2010,AT335,3,1
2010,NUTS,2010,AT341,3,0
2010,NUTS,2010,AT342,3,8
2010,NUTS,2010,BE100,3,4
2010,NUTS,2010,BE211,3,10
2010,NUTS,2010,BE212,3,4
2010,NUTS,2010,BE213,3,0
2010,NUTS,2010,BE221,3,0
2010,NUTS,2010,BE222,3,8
2010,NUTS,2010,BE223,3,2
2010,NUTS,2010,BE231,3,2
2010,NUTS,2010,BE232,3,7
2010,NUTS,2010,BE233,3,2
2010,NUTS,2010,BE234,3,6
2010,NUTS,2010,BE235,3,7
2010,NUTS,2010,BE236,3,0
2010,NUTS,2010,BE241,3,2
2010,NUTS,2010,BE242,3,0
2010,NUTS,2010,BE251,3,7
2010,NUTS,2010,BE252,3,3
2010,NUTS,2010,BE253,3,6
2010,NUTS,2010,BE254,3,8
2010,NUTS,2010,BE255,3,5
2010,NUTS,2010,BE256,3,3
2010,NUTS,2010,BE257,3,6
2010,NUTS,2010,BE258,3,3
2010,NUTS,2010,BE310,3,6
2010,NUTS,2010,BE321,3,1
2010,NUTS,2010,BE322,3,9
2010,NUTS,2010,BE323,3,6
2010,NUTS,2010,BE324,3,2
2010,NUTS,2010,BE325,3,4
2010,NUTS,2010,BE326,3,8
2010,NUTS,2010,BE327,3,7
2010,NUTS,2010,BE331,3,0
2010,NUTS,2010,BE332,3,9
2010,NUTS,2010,BE334,3,7
2010,NUTS,2010,BE335,3,4
2010,NUTS,2010,BE336,3,9
2010,NUTS,2010,BE341,3,0
2010,NUTS,2010,BE342,3,4
2010,NUTS,2010,BE343,3,10
2010,NUTS,2010,BE344,3,5
2010,NUTS,2010,BE345,3,9
2010,NUTS,2010,BE351,3,1
2010,NUTS,2010,BE352,3,5
2010,NUTS,2010,BE353,3,1
2010,NUTS,2010,BG311,3,3
2010,NUTS,2010,BG312,3,10
2010,NUTS,2010,BG313,3,0
2010,NUTS,2010,BG314,3,0
2010,NUTS,2010,BG315,3,6
2010,NUTS,2010,BG321,3,9
2010,NUTS,2010,BG322,3,10
2010,NUTS,2010,BG323,3,2
2010,NUTS,2010,BG324,3,1
2010,NUTS,2010,BG325,3,7
2010,NUTS,2010,BG331,3,9
2010,NUTS,2010,BG332,3,6
2010,NUTS,2010,BG333,3,4
2010,NUTS,2010,BG334,3,0
2010,NUTS,2010,BG341,3,7
2010,NUTS,2010,BG342,3,9
2010,NUTS,2010,BG343,3,5
2010,NUTS,2010,BG344,3,6
2010,NUTS,2010,BG411,3,6
2010,NUTS,2010,BG412,3,4
2010,NUTS,2010,BG413,3,9
2010,NUTS,2010,BG414,3,6
2010,NUTS,2010,BG415,3,5
2010,NUTS,2010,BG421,3,3
2010,NUTS,2010,BG422,3,5
2010,NUTS,2010,BG423,3,6
2010,NUTS,2010,BG424,3,6
2010,NUTS,2010,BG425,3,5
2010,NUTS,2010,CH011,3,5
2010,NUTS,2010,CH012,3,8
2010,NUTS,2010,CH013,3,1
2010,NUTS,2010,CH021,3,5
2010,NUTS,2010,CH022,3,3
2010,NUTS,2010,CH023,3,9
2010,NUTS,2010,CH024,3,8
2010,NUTS,2010,CH025,3,9
2010,NUTS,2010,CH031,3,4
2010,NUTS,2010,CH032,3,6
2010,NUTS,2010,CH033,3,6
2010,NUTS,2010,CH040,3,4
2010,NUTS,2010,CH051,3,2
2010,NUTS,2010,CH052,3,5
2010,NUTS,2010,CH053,3,9
2010,NUTS,2010,CH054,3,0
2010,NUTS,2010,CH055,3,8
2010,NUTS,2010,CH056,3,1
2010,NUTS,2010,CH057,3,4
2010,NUTS,2010,CH061,3,8
2010,NUTS,2010,CH062,3,0
2010,NUTS,2010,CH063,3,10
2010,NUTS,2010,CH064,3,0
2010,NUTS,2010,CH065,3,1
2010,NUTS,2010,CH066,3,3
2010,NUTS,2010,CH070,3,9
2010,NUTS,2010,CY000,3,7
2010,NUTS,2010,CZ010,3,1
2010,NUTS,2010,CZ020,3,7
2010,NUTS,2010,CZ031,3,9
2010,NUTS,2010,CZ032,3,2
2010,NUTS,2010,CZ041,3,9
2010,NUTS,2010,CZ042,3,1
2010,NUTS,2010,CZ051,3,4
2010,NUTS,2010,CZ052,3,10
2010,NUTS,2010,CZ053,3,0
2010,NUTS,2010,CZ063,3,5
2010,NUTS,2010,CZ064,3,4
2010,NUTS,2010,CZ071,3,6
2010,NUTS,2010,CZ072,3,4
2010,NUTS,2010,CZ080,3,8
2010,NUTS,2010,DE111,3,0
2010,NUTS,2010,DE112,3,1
2010,NUTS,2010,DE113,3,8
2010,NUTS,2010,DE114,3,2
2010,NUTS,2010,DE115,3,3
2010,NUTS,2010,DE116,3,3
2010,NUTS,2010,DE117,3,0
2010,NUTS,2010,DE118,3,3
2010,NUTS,2010,DE119,3,7
2010,NUTS,2010,DE11A,3,6
2010,NUTS,2010,DE11B,3,3
2010,NUTS,2010,DE11C,3,9
2010,NUTS,2010,DE11D,3,9
2010,NUTS,2010,DE121,3,5
2010,NUTS,2010,DE122,3,10
2010,NUTS,2010,DE123,3,7
2010,NUTS,2010,DE124,3,10
2010,NUTS,2010,DE125,3,7
2010,NUTS,2010,DE126,3,9
2010,NUTS,2010,DE127,3,5
2010,NUTS,2010,DE128,3,3
2010,NUTS,2010,DE129,3,6
2010,NUTS,2010,DE12A,3,9
2010,NUTS,2010,DE12B,3,8
2010,NUTS,2010,DE12C,3,7
2010,NUTS,2010,DE131,3,0
2010,NUTS,2010,DE132,3,10
2010,NUTS,2010,DE133,3,2
2010,NUTS,2010,DE134,3,6
2010,NUTS,2010,DE135,3,2
2010,NUTS,2010,DE136,3,2
2010,NUTS,2010,DE137,3,10
2010,NUTS,2010,DE138,3,3
2010,NUTS,2010,DE139,3,8
2010,NUTS,2010,DE13A,3,5
2010,NUTS,2010,DE141,3,4
2010,NUTS,2010,DE142,3,0
2010,NUTS,2010,DE143,3,9
2010,NUTS,2010,DE144,3,6
2010,NUTS,2010,DE145,3,7
2010,NUTS,2010,DE146,3,9
2010,NUTS,2010,DE147,3,4
2010,NUTS,2010,DE148,3,1
2010,NUTS,2010,DE149,3,2
2010,NUTS,2010,DE211,3,4
2010,NUTS,2010,DE212,3,8
2010,NUTS,2010,DE213,3,8
2010,NUTS,2010,DE214,3,8
2010,NUTS,2010,DE215,3,5
2010,NUTS,2010,DE216,3,2
2010,NUTS,2010,DE217,3,7
2010,NUTS,2010,DE218,3,10
2010,NUTS,2010,DE219,3,1
2010,NUTS,2010,DE21A,3,4
2010,NUTS,2010,DE21B,3,1
2010,NUTS,2010,DE21C,3,7
2010,NUTS,2010,DE21D,3,8
2010,NUTS,2010,DE21E,3,3
2010,NUTS,2010,DE21F,3,10
2010,NUTS,2010,DE21G,3,10
2010,NUTS,2010,DE21H,3,6
2010,NUTS,2010,DE21I,3,4
2010,NUTS,2010,DE21J,3,0
2010,NUTS,2010,DE21K,3,7
2010,NUTS,2010,DE21L,3,6
2010,NUTS,2010,DE21M,3,10
2010,NUTS,2010,DE21N,3,0
2010,NUTS,2010,DE221,3,5
2010,NUTS,2010,DE222,3,4
2010,NUTS,2010,DE223,3,8
2010,NUTS,2010,DE224,3,1
2010,NUTS,2010,DE225,3,2
2010,NUTS,2010,DE226,3,4
2010,NUTS,2010,DE227,3,2
2010,NUTS,2010,DE228,3,1
2010,NUTS,2010,DE229,3,6
2010,NUTS,2010,DE22A,3,5
2010,NUTS,2010,DE22B,3,1
2010,NUTS,2010,DE22C,3,9
2010,NUTS,2010,DE231,3,1
2010,NUTS,2010,DE232,3,7
2010,NUTS,2010,DE233,3,5
2010,NUTS,2010,DE234,3,6
2010,NUTS,2010,DE235,3,8
2010,NUTS,2010,DE236,3,0
2010,NUTS,2010,DE237,3,4
2010,NUTS,2010,DE238,3,10
2010,NUTS,2010,DE239,3,1
2010,NUTS,2010,DE23A,3,4
2010,NUTS,2010,DE241,3,6
2010,NUTS,2010,DE242,3,4
2010,NUTS,2010,DE243,3,7
2010,NUTS,2010,DE244,3,2
2010,NUTS,2010,DE245,3,7
2010,NUTS,2010,DE246,3,2
2010,NUTS,2010,DE247,3,3
2010,NUTS,2010,DE248,3,2
2010,NUTS,2010,DE249,3,7
2010,NUTS,2010,DE24A,3,9
2010,NUTS,2010,DE24B,3,3
2010,NUTS,2010,DE24C,3,2
2010,NUTS,2010,DE24D,3,9
2010,NUTS,2010,DE251,3,8
2010,NUTS,2010,DE252,3,7
2010,NUTS,2010,DE253,3,8
2010,NUTS,2010,DE254,3,10
2010,NUTS,2010,DE255,3,7
2010,NUTS,2010,DE256,3,8
2010,NUTS,2010,DE257,3,10
2010,NUTS,2010,DE258,3,4
2010,NUTS,2010,DE259,3,1
2010,NUTS,2010,DE25A,3,1
