year,region_type,region_year_spec,region_id,region_level,dumat
2006,NUTS,2006,DEB2,2,67904214
2006,NUTS,2006,DEB3,2,69879017
2006,NUTS,2006,DEC0,2,75452305
2006,NUTS,2006,DED1,2,92533270
2006,NUTS,2006,DED2,2,22390359
2006,NUTS,2006,DED3,2,88041551
2006,NUTS,2006,DEE0,2,85710083
2006,NUTS,2006,DEF0,2,45339266
2006,NUTS,2006,DEG0,2,74743
2006,NUTS,2006,DK01,2,74581444
2006,NUTS,2006,DK02,2,48154060
2006,NUTS,2006,DK03,2,52306129
2006,NUTS,2006,DK04,2,59292683
2006,NUTS,2006,DK05,2,3859872
2006,NUTS,2006,EE00,2,77921490
2006,NUTS,2006,ES11,2,6262
2006,NUTS,2006,ES12,2,74539005
2006,NUTS,2006,ES13,2,90163882
2006,NUTS,2006,ES21,2,98953748
2006,NUTS,2006,ES22,2,6565798
2006,NUTS,2006,ES23,2,48135646
2006,NUTS,2006,ES24,2,10787600
2006,NUTS,2006,ES30,2,45175133
2006,NUTS,2006,ES41,2,72438383
2006,NUTS,2006,ES42,2,31043133
2006,NUTS,2006,ES43,2,27904360
2006,NUTS,2006,ES51,2,16309883
2006,NUTS,2006,ES52,2,67888139
2006,NUTS,2006,ES53,2,50033921
2006,NUTS,2006,ES61,2,77941259
2006,NUTS,2006,ES62,2,9238112
2006,NUTS,2006,ES63,2,53449680
2006,NUTS,2006,ES64,2,82877830
2006,NUTS,2006,ES70,2,39826941
2006,NUTS,2006,FI13,2,85748166
2006,NUTS,2006,FI18,2,62606604
2006,NUTS,2006,FI19,2,69527518
2006,NUTS,2006,FI1A,2,21048545
2006,NUTS,2006,FI20,2,35902580
2006,NUTS,2006,FR10,2,54647025
2006,NUTS,2006,FR21,2,59663792
2006,NUTS,2006,FR22,2,19248179
2006,NUTS,2006,FR23,2,25218424
2006,NUTS,2006,FR24,2,38566776
2006,NUTS,2006,FR25,2,2983917
2006,NUTS,2006,FR26,2,22218873
2006,NUTS,2006,FR30,2,65621509
2006,NUTS,2006,FR41,2,94215274
2006,NUTS,2006,FR42,2,86061937
2006,NUTS,2006,FR43,2,84320042
2006,NUTS,2006,FR51,2,86681142
2006,NUTS,2006,FR52,2,93287597
2006,NUTS,2006,FR53,2,69614102
2006,NUTS,2006,FR61,2,45643308
2006,NUTS,2006,FR62,2,94409979
2006,NUTS,2006,FR63,2,9124341
2006,NUTS,2006,FR71,2,62925575
2006,NUTS,2006,FR72,2,34694659
2006,NUTS,2006,FR81,2,5141668
2006,NUTS,2006,FR82,2,96114551
2006,NUTS,2006,FR83,2,59776380
2006,NUTS,2006,FR91,2,93028592
2006,NUTS,2006,FR92,2,42649457
2006,NUTS,2006,FR93,2,19364745
2006,NUTS,2006,FR94,2,9097414
2006,NUTS,2006,GR11,2,16988442
2006,NUTS,2006,GR12,2,60811282
2006,NUTS,2006,GR13,2,66659294
2006,NUTS,2006,GR14,2,83935929
2006,NUTS,2006,GR21,2,63404679
2006,NUTS,2006,GR22,2,11798966
2006,NUTS,2006,GR23,2,41391033
2006,NUTS,2006,GR24,2,54867945
2006,NUTS,2006,GR25,2,7963523
2006,NUTS,2006,GR30,2,35838938
2006,NUTS,2006,GR41,2,47669361
2006,NUTS,2006,GR42,2,4474846
2006,NUTS,2006,GR43,2,68963406
2006,NUTS,2006,HR01,2,1032146
2006,NUTS,2006,HR02,2,66120294
2006,NUTS,2006,HR03,2,7705461
2006,NUTS,2006,HU10,2,82181946
2006,NUTS,2006,HU21,2,84932767
2006,NUTS,2006,HU22,2,75691201
2006,NUTS,2006,HU23,2,26922224
2006,NUTS,2006,HU31,2,5642580
2006,NUTS,2006,HU32,2,29026852
2006,NUTS,2006,HU33,2,97051233
2006,NUTS,2006,IE01,2,98658810
2006,NUTS,2006,IE02,2,94408985
2006,NUTS,2006,IS00,2,73211678
2006,NUTS,2006,ITC1,2,76342478
2006,NUTS,2006,ITC2,2,25070138
2006,NUTS,2006,ITC3,2,7060417
2006,NUTS,2006,ITC4,2,58933858
2006,NUTS,2006,ITD1,2,50163542
2006,NUTS,2006,ITD2,2,70446614
2006,NUTS,2006,ITD3,2,74183582
2006,NUTS,2006,ITD4,2,67542148
2006,NUTS,2006,ITD5,2,40332698
2006,NUTS,2006,ITE1,2,62335813
2006,NUTS,2006,ITE2,2,30642559
2006,NUTS,2006,ITE3,2,53727932
2006,NUTS,2006,ITE4,2,25154924
2006,NUTS,2006,ITF1,2,25136352
2006,NUTS,2006,ITF2,2,17616625
2006,NUTS,2006,ITF3,2,5424784
2006,NUTS,2006,ITF4,2,6328292
2006,NUTS,2006,ITF5,2,6557052
2006,NUTS,2006,ITF6,2,53999344
2006,NUTS,2006,ITG1,2,38975412
2006,NUTS,2006,ITG2,2,7926029
2006,NUTS,2006,LI00,2,54532625
2006,NUTS,2006,LT00,2,17607087
2006,NUTS,2006,LU00,2,96965213
2006,NUTS,2006,LV00,2,94822473
2006,NUTS,2006,ME00,2,46901479
2006,NUTS,2006,MK00,2,56751697
2006,NUTS,2006,MT00,2,53961776
2006,NUTS,2006,NL11,2,52685226
2006,NUTS,2006,NL12,2,33350770
2006,NUTS,2006,NL13,2,95417094
2006,NUTS,2006,NL21,2,77465104
2006,NUTS,2006,NL22,2,25285780
2006,NUTS,2006,NL23,2,70335361
2006,NUTS,2006,NL31,2,10714203
2006,NUTS,2006,NL32,2,58369648
2006,NUTS,2006,NL33,2,23067734
2006,NUTS,2006,NL34,2,16913562
2006,NUTS,2006,NL41,2,7400553
2006,NUTS,2006,NL42,2,77615315
2006,NUTS,2006,NO01,2,56907126
2006,NUTS,2006,NO02,2,79815031
2006,NUTS,2006,NO03,2,81695596
2006,NUTS,2006,NO04,2,72929527
2006,NUTS,2006,NO05,2,32568095
2006,NUTS,2006,NO06,2,93581237
2006,NUTS,2006,NO07,2,14031092
2006,NUTS,2006,PL11,2,69325335
2006,NUTS,2006,PL12,2,6553586
2006,NUTS,2006,PL21,2,2917658
2006,NUTS,2006,PL22,2,71424167
2006,NUTS,2006,PL31,2,35466879
2006,NUTS,2006,PL32,2,15293035
2006,NUTS,2006,PL33,2,28459801
2006,NUTS,2006,PL34,2,57358006
2006,NUTS,2006,PL41,2,15770577
2006,NUTS,2006,PL42,2,84349229
2006,NUTS,2006,PL43,2,81182245
2006,NUTS,2006,PL51,2,4163301
2006,NUTS,2006,PL52,2,88904185
2006,NUTS,2006,PL61,2,39739006
2006,NUTS,2006,PL62,2,20284712
2006,NUTS,2006,PL63,2,39489208
2006,NUTS,2006,PT11,2,1532055
2006,NUTS,2006,PT15,2,6307182
2006,NUTS,2006,PT16,2,31729776
2006,NUTS,2006,PT17,2,16124162
2006,NUTS,2006,PT18,2,71526206
2006,NUTS,2006,PT20,2,69649092
2006,NUTS,2006,PT30,2,41629307
2006,NUTS,2006,RO11,2,20559413
2006,NUTS,2006,RO12,2,32748150
2006,NUTS,2006,RO21,2,24062217
2006,NUTS,2006,RO22,2,42669816
2006,NUTS,2006,RO31,2,13301186
2006,NUTS,2006,RO32,2,93910608
2006,NUTS,2006,RO41,2,9392899
2006,NUTS,2006,RO42,2,25888717
2006,NUTS,2006,SE11,2,11626337
2006,NUTS,2006,SE12,2,82969939
2006,NUTS,2006,SE21,2,16616409
2006,NUTS,2006,SE22,2,7520659
2006,NUTS,2006,SE23,2,84133834
2006,NUTS,2006,SE31,2,6515420
2006,NUTS,2006,SE32,2,39314802
2006,NUTS,2006,SE33,2,93491641
2006,NUTS,2006,SI01,2,49399138
2006,NUTS,2006,SI02,2,53044871
2006,NUTS,2006,SK01,2,51705783
2006,NUTS,2006,SK02,2,7380652
2006,NUTS,2006,SK03,2,58026314
2006,NUTS,2006,SK04,2,98957019
2006,NUTS,2006,TR10,2,27846148
2006,NUTS,2006,TR21,2,65292889
2006,NUTS,2006,TR22,2,88205505
2006,NUTS,2006,TR31,2,27564551
2006,NUTS,2006,TR32,2,30443559
2006,NUTS,2006,TR33,2,82990633
2006,NUTS,2006,TR41,2,73019808
2006,NUTS,2006,TR42,2,22815511
2006,NUTS,2006,TR51,2,43417989
2006,NUTS,2006,TR52,2,9199891
2006,NUTS,2006,TR61,2,68735677
2006,NUTS,2006,TR62,2,81088940
2006,NUTS,2006,TR63,2,685522
2006,NUTS,2006,TR71,2,6165663
2006,NUTS,2006,TR72,2,36692195
2006,NUTS,2006,TR81,2,51232488
2006,NUTS,2006,TR82,2,63391694
2006,NUTS,2006,TR83,2,93474997
2006,NUTS,2006,TR90,2,5165495
2006,NUTS,2006,TRA1,2,9138369
2006,NUTS,2006,TRA2,2,48246645
2006,NUTS,2006,TRB1,2,34455000
2006,NUTS,2006,TRB2,2,95333417
2006,NUTS,2006,TRC1,2,14434930
2006,NUTS,2006,TRC2,2,73647781
2006,NUTS,2006,TRC3,2,66121554
2006,NUTS,2006,UKC1,2,60288485
2006,NUTS,2006,UKC2,2,26319293
2006,NUTS,2006,UKD1,2,91026065
2006,NUTS,2006,UKD2,2,51348226
2006,NUTS,2006,UKD3,2,94488385
2006,NUTS,2006,UKD4,2,34472845
2006,NUTS,2006,UKD5,2,5611863
2006,NUTS,2006,UKE1,2,41072823
2006,NUTS,2006,UKE2,2,40149408
2006,NUTS,2006,UKE3,2,75681624
2006,NUTS,2006,UKE4,2,64996394
2006,NUTS,2006,UKF1,2,37955776
2006,NUTS,2006,UKF2,2,15446606
2006,NUTS,2006,UKF3,2,19699957
2006,NUTS,2006,UKG1,2,235714
2006,NUTS,2006,UKG2,2,20584173
2006,NUTS,2006,UKG3,2,18016152
2006,NUTS,2006,UKH1,2,90056472
2006,NUTS,2006,UKH2,2,14417435
2006,NUTS,2006,UKH3,2,52025063
2006,NUTS,2006,UKI1,2,93922998
2006,NUTS,2006,UKI2,2,21674207
2006,NUTS,2006,UKJ1,2,98449863
2006,NUTS,2006,UKJ2,2,28822728
2006,NUTS,2006,UKJ3,2,79671423
2006,NUTS,2006,UKJ4,2,2218292
2006,NUTS,2006,UKK1,2,54652936
2006,NUTS,2006,UKK2,2,71452698
2006,NUTS,2006,UKK3,2,84380657
2006,NUTS,2006,UKK4,2,84198290
2006,NUTS,2006,UKL1,2,35277740
2006,NUTS,2006,UKL2,2,1687463
2006,NUTS,2006,UKM2,2,54525893
2006,NUTS,2006,UKM3,2,41415405
2006,NUTS,2006,UKM5,2,58657826
2006,NUTS,2006,UKM6,2,8039101
2006,NUTS,2006,UKN0,2,68978404
2006,NUTS,2006,AT111,3,27838116
2006,NUTS,2006,AT112,3,51345629
2006,NUTS,2006,AT113,3,64677758
2006,NUTS,2006,AT121,3,74136717
2006,NUTS,2006,AT122,3,21849641
2006,NUTS,2006,AT123,3,83603109
2006,NUTS,2006,AT124,3,18317839
2006,NUTS,2006,AT125,3,31859997
2006,NUTS,2006,AT126,3,79070934
2006,NUTS,2006,AT127,3,44857129
2006,NUTS,2006,AT130,3,2337853
2006,NUTS,2006,AT211,3,64243130
2006,NUTS,2006,AT212,3,98028268
2006,NUTS,2006,AT213,3,34552800
2006,NUTS,2006,AT221,3,58400346
2006,NUTS,2006,AT222,3,22174997
2006,NUTS,2006,AT223,3,88099081
2006,NUTS,2006,AT224,3,27679178
2006,NUTS,2006,AT225,3,82786017
2006,NUTS,2006,AT226,3,45195473
2006,NUTS,2006,AT311,3,75608873
2006,NUTS,2006,AT312,3,71427707
2006,NUTS,2006,AT313,3,76297556
2006,NUTS,2006,AT314,3,36923043
2006,NUTS,2006,AT315,3,22418217
2006,NUTS,2006,AT321,3,60054109
2006,NUTS,2006,AT322,3,8084975
2006,NUTS,2006,AT323,3,9568765
2006,NUTS,2006,AT331,3,26521559
2006,NUTS,2006,AT332,3,64764562
2006,NUTS,2006,AT333,3,75593511
2006,NUTS,2006,AT334,3,69136328
2006,NUTS,2006,AT335,3,98284821
2006,NUTS,2006,AT341,3,10945785
2006,NUTS,2006,AT342,3,7889123
2006,NUTS,2006,BE100,3,38288351
2006,NUTS,2006,BE211,3,53515247
2006,NUTS,2006,BE212,3,7502231
2006,NUTS,2006,BE213,3,62736325
2006,NUTS,2006,BE221,3,40724798
2006,NUTS,2006,BE222,3,70198731
2006,NUTS,2006,BE223,3,18745011
2006,NUTS,2006,BE231,3,47396619
2006,NUTS,2006,BE232,3,53707838
2006,NUTS,2006,BE233,3,29968908
2006,NUTS,2006,BE234,3,76009100
2006,NUTS,2006,BE235,3,51618063
2006,NUTS,2006,BE236,3,84995831
2006,NUTS,2006,BE241,3,11203698
2006,NUTS,2006,BE242,3,49539707
2006,NUTS,2006,BE251,3,69336620
2006,NUTS,2006,BE252,3,35849255
2006,NUTS,2006,BE253,3,54200705
2006,NUTS,2006,BE254,3,22235027
2006,NUTS,2006,BE255,3,90188721
2006,NUTS,2006,BE256,3,57155935
2006,NUTS,2006,BE257,3,113122
2006,NUTS,2006,BE258,3,18687531
2006,NUTS,2006,BE310,3,34167788
2006,NUTS,2006,BE321,3,36488747
2006,NUTS,2006,BE322,3,34363331
2006,NUTS,2006,BE323,3,64087844
2006,NUTS,2006,BE324,3,14116047
2006,NUTS,2006,BE325,3,47252265
2006,NUTS,2006,BE326,3,75395544
2006,NUTS,2006,BE327,3,15863637
2006,NUTS,2006,BE331,3,93028723
2006,NUTS,2006,BE332,3,99602626
2006,NUTS,2006,BE334,3,10948023
2006,NUTS,2006,BE335,3,92658656
2006,NUTS,2006,BE336,3,58024105
2006,NUTS,2006,BE341,3,67550280
2006,NUTS,2006,BE342,3,11965639
2006,NUTS,2006,BE343,3,63713761
2006,NUTS,2006,BE344,3,18813899
2006,NUTS,2006,BE345,3,65380615
2006,NUTS,2006,BE351,3,77499509
2006,NUTS,2006,BE352,3,46200657
2006,NUTS,2006,BE353,3,77747912
2006,NUTS,2006,BG311,3,4706340
2006,NUTS,2006,BG312,3,45653758
2006,NUTS,2006,BG313,3,33084550
2006,NUTS,2006,BG314,3,10043681
2006,NUTS,2006,BG315,3,63242754
2006,NUTS,2006,BG321,3,20911825
2006,NUTS,2006,BG322,3,44504280
2006,NUTS,2006,BG323,3,20626957
2006,NUTS,2006,BG324,3,382115
2006,NUTS,2006,BG325,3,86365114
2006,NUTS,2006,BG331,3,78246040
2006,NUTS,2006,BG332,3,40119394
2006,NUTS,2006,BG333,3,88537067
2006,NUTS,2006,BG334,3,96119869
2006,NUTS,2006,BG341,3,78161636
2006,NUTS,2006,BG342,3,12953838
2006,NUTS,2006,BG343,3,92034086
2006,NUTS,2006,BG344,3,89811488
2006,NUTS,2006,BG411,3,78170383
2006,NUTS,2006,BG412,3,25961751
2006,NUTS,2006,BG413,3,91132093
2006,NUTS,2006,BG414,3,65707328
2006,NUTS,2006,BG415,3,367856
2006,NUTS,2006,BG421,3,52472029
2006,NUTS,2006,BG422,3,42002471
2006,NUTS,2006,BG423,3,87544175
2006,NUTS,2006,BG424,3,74438973
2006,NUTS,2006,BG425,3,73125676
2006,NUTS,2006,CH011,3,21272366
2006,NUTS,2006,CH012,3,1893335
2006,NUTS,2006,CH013,3,12348767
2006,NUTS,2006,CH021,3,40249916
2006,NUTS,2006,CH022,3,65756465
2006,NUTS,2006,CH023,3,7734370
2006,NUTS,2006,CH024,3,11307767
2006,NUTS,2006,CH025,3,36611574
2006,NUTS,2006,CH031,3,35704270
2006,NUTS,2006,CH032,3,73220609
2006,NUTS,2006,CH033,3,8115402
2006,NUTS,2006,CH040,3,73128103
2006,NUTS,2006,CH051,3,99821828
2006,NUTS,2006,CH052,3,39262670
2006,NUTS,2006,CH053,3,98351937
2006,NUTS,2006,CH054,3,15998153
2006,NUTS,2006,CH055,3,59478327
2006,NUTS,2006,CH056,3,43566937
2006,NUTS,2006,CH057,3,94246839
2006,NUTS,2006,CH061,3,95213527
2006,NUTS,2006,CH062,3,82526857
2006,NUTS,2006,CH063,3,38103340
2006,NUTS,2006,CH064,3,80351025
2006,NUTS,2006,CH065,3,48201372
2006,NUTS,2006,CH066,3,30326081
2006,NUTS,2006,CH070,3,10886906
2006,NUTS,2006,CY000,3,50757977
2006,NUTS,2006,CZ010,3,30274324
2006,NUTS,2006,CZ020,3,33398924
2006,NUTS,2006,CZ031,3,66803679
2006,NUTS,2006,CZ032,3,55233551
2006,NUTS,2006,CZ041,3,78618713
2006,NUTS,2006,CZ042,3,80705884
2006,NUTS,2006,CZ051,3,99721052
2006,NUTS,2006,CZ052,3,31209250
2006,NUTS,2006,CZ053,3,55723821
2006,NUTS,2006,CZ063,3,93885835
2006,NUTS,2006,CZ064,3,52982471
2006,NUTS,2006,CZ071,3,50619853
2006,NUTS,2006,CZ072,3,24680660
2006,NUTS,2006,CZ080,3,13398196
2006,NUTS,2006,DE111,3,61858805
2006,NUTS,2006,DE112,3,87413945
2006,NUTS,2006,DE113,3,93968485
2006,NUTS,2006,DE114,3,63676832
2006,NUTS,2006,DE115,3,68386209
2006,NUTS,2006,DE116,3,67686629
2006,NUTS,2006,DE117,3,90131702
2006,NUTS,2006,DE118,3,67613869
2006,NUTS,2006,DE119,3,73085496
2006,NUTS,2006,DE11A,3,63063045
2006,NUTS,2006,DE11B,3,26197181
2006,NUTS,2006,DE11C,3,69667112
2006,NUTS,2006,DE11D,3,87039249
2006,NUTS,2006,DE121,3,41514231
2006,NUTS,2006,DE122,3,90019701
2006,NUTS,2006,DE123,3,17328687
2006,NUTS,2006,DE124,3,54549335
2006,NUTS,2006,DE125,3,95574109
2006,NUTS,2006,DE126,3,91721180
2006,NUTS,2006,DE127,3,51298883
2006,NUTS,2006,DE128,3,13396946
2006,NUTS,2006,DE129,3,8926942
2006,NUTS,2006,DE12A,3,91318587
2006,NUTS,2006,DE12B,3,4866
2006,NUTS,2006,DE12C,3,43928835
2006,NUTS,2006,DE131,3,6828205
2006,NUTS,2006,DE132,3,1653468
2006,NUTS,2006,DE133,3,18518790
2006,NUTS,2006,DE134,3,26071729
2006,NUTS,2006,DE135,3,76751724
2006,NUTS,2006,DE136,3,20950368
2006,NUTS,2006,DE137,3,29804720
2006,NUTS,2006,DE138,3,53187905
2006,NUTS,2006,DE139,3,15510028
2006,NUTS,2006,DE13A,3,14540613
2006,NUTS,2006,DE141,3,71203315
2006,NUTS,2006,DE142,3,86676935
2006,NUTS,2006,DE143,3,39181830
2006,NUTS,2006,DE144,3,53249069
2006,NUTS,2006,DE145,3,49214890
2006,NUTS,2006,DE146,3,83350492
2006,NUTS,2006,DE147,3,57291449
2006,NUTS,2006,DE148,3,45088493
2006,NUTS,2006,DE149,3,46843258
