year,region_type,region_year_spec,region_id,region_level,agevu
2010,NUTS,2010,TRA,1,49
2010,NUTS,2010,TRB,1,415
2010,NUTS,2010,TRC,1,313
2010,NUTS,2010,UKC,1,143
2010,NUTS,2010,UKD,1,830
2010,NUTS,2010,UKE,1,687
2010,NUTS,2010,UKF,1,714
2010,NUTS,2010,UKG,1,559
2010,NUTS,2010,UKH,1,796
2010,NUTS,2010,UKI,1,266
2010,NUTS,2010,UKJ,1,279
2010,NUTS,2010,UKK,1,311
2010,NUTS,2010,UKL,1,44
2010,NUTS,2010,UKM,1,318
2010,NUTS,2010,UKN,1,131
2010,NUTS,2010,AT11,2,690
2010,NUTS,2010,AT12,2,826
2010,NUTS,2010,AT13,2,137
2010,NUTS,2010,AT21,2,981
2010,NUTS,2010,AT22,2,110
2010,NUTS,2010,AT31,2,27
2010,NUTS,2010,AT32,2,922
2010,NUTS,2010,AT33,2,905
2010,NUTS,2010,AT34,2,96
2010,NUTS,2010,BE10,2,612
2010,NUTS,2010,BE21,2,761
2010,NUTS,2010,BE22,2,163
2010,NUTS,2010,BE23,2,220
2010,NUTS,2010,BE24,2,313
2010,NUTS,2010,BE25,2,389
2010,NUTS,2010,BE31,2,653
2010,NUTS,2010,BE32,2,451
2010,NUTS,2010,BE33,2,738
2010,NUTS,2010,BE34,2,727
2010,NUTS,2010,BE35,2,533
2010,NUTS,2010,BG31,2,139
2010,NUTS,2010,BG32,2,358
2010,NUTS,2010,BG33,2,408
2010,NUTS,2010,BG34,2,728
2010,NUTS,2010,BG41,2,90
2010,NUTS,2010,BG42,2,760
2010,NUTS,2010,CH01,2,371
2010,NUTS,2010,CH02,2,205
2010,NUTS,2010,CH03,2,797
2010,NUTS,2010,CH04,2,571
2010,NUTS,2010,CH05,2,51
2010,NUTS,2010,CH06,2,325
2010,NUTS,2010,CH07,2,873
2010,NUTS,2010,CY00,2,355
2010,NUTS,2010,CZ01,2,893
2010,NUTS,2010,CZ02,2,889
2010,NUTS,2010,CZ03,2,12
2010,NUTS,2010,CZ04,2,376
2010,NUTS,2010,CZ05,2,623
2010,NUTS,2010,CZ06,2,880
2010,NUTS,2010,CZ07,2,837
2010,NUTS,2010,CZ08,2,436
2010,NUTS,2010,DE11,2,231
2010,NUTS,2010,DE12,2,658
2010,NUTS,2010,DE13,2,902
2010,NUTS,2010,DE14,2,759
2010,NUTS,2010,DE21,2,974
2010,NUTS,2010,DE22,2,124
2010,NUTS,2010,DE23,2,704
2010,NUTS,2010,DE24,2,671
2010,NUTS,2010,DE25,2,171
2010,NUTS,2010,DE26,2,763
2010,NUTS,2010,DE27,2,307
2010,NUTS,2010,DE30,2,357
2010,NUTS,2010,DE40,2,410
2010,NUTS,2010,DE50,2,262
2010,NUTS,2010,DE60,2,746
2010,NUTS,2010,DE71,2,240
2010,NUTS,2010,DE72,2,925
2010,NUTS,2010,DE73,2,168
2010,NUTS,2010,DE80,2,975
2010,NUTS,2010,DE91,2,451
2010,NUTS,2010,DE92,2,763
2010,NUTS,2010,DE93,2,883
2010,NUTS,2010,DE94,2,140
2010,NUTS,2010,DEA1,2,716
2010,NUTS,2010,DEA2,2,640
2010,NUTS,2010,DEA3,2,929
2010,NUTS,2010,DEA4,2,366
2010,NUTS,2010,DEA5,2,346
2010,NUTS,2010,DEB1,2,627
2010,NUTS,2010,DEB2,2,522
2010,NUTS,2010,DEB3,2,355
2010,NUTS,2010,DEC0,2,429
2010,NUTS,2010,DED2,2,10
2010,NUTS,2010,DED4,2,425
2010,NUTS,2010,DED5,2,467
2010,NUTS,2010,DEE0,2,150
2010,NUTS,2010,DEF0,2,662
2010,NUTS,2010,DEG0,2,505
2010,NUTS,2010,DK01,2,294
2010,NUTS,2010,DK02,2,977
2010,NUTS,2010,DK03,2,312
2010,NUTS,2010,DK04,2,390
2010,NUTS,2010,DK05,2,508
2010,NUTS,2010,EE00,2,123
2010,NUTS,2010,EL11,2,948
2010,NUTS,2010,EL12,2,266
2010,NUTS,2010,EL13,2,503
2010,NUTS,2010,EL14,2,160
2010,NUTS,2010,EL21,2,10
2010,NUTS,2010,EL22,2,877
2010,NUTS,2010,EL23,2,255
2010,NUTS,2010,EL24,2,247
2010,NUTS,2010,EL25,2,438
2010,NUTS,2010,EL30,2,168
2010,NUTS,2010,EL41,2,43
2010,NUTS,2010,EL42,2,63
2010,NUTS,2010,EL43,2,205
2010,NUTS,2010,ES11,2,59
2010,NUTS,2010,ES12,2,912
2010,NUTS,2010,ES13,2,978
2010,NUTS,2010,ES21,2,987
2010,NUTS,2010,ES22,2,198
2010,NUTS,2010,ES23,2,856
2010,NUTS,2010,ES24,2,675
2010,NUTS,2010,ES30,2,440
2010,NUTS,2010,ES41,2,484
2010,NUTS,2010,ES42,2,40
2010,NUTS,2010,ES43,2,218
2010,NUTS,2010,ES51,2,52
2010,NUTS,2010,ES52,2,514
2010,NUTS,2010,ES53,2,76
2010,NUTS,2010,ES61,2,942
2010,NUTS,2010,ES62,2,327
2010,NUTS,2010,ES63,2,572
2010,NUTS,2010,ES64,2,643
2010,NUTS,2010,ES70,2,96
2010,NUTS,2010,FI19,2,635
2010,NUTS,2010,FI1B,2,75
2010,NUTS,2010,FI1C,2,703
2010,NUTS,2010,FI1D,2,675
2010,NUTS,2010,FI20,2,900
2010,NUTS,2010,FR10,2,857
2010,NUTS,2010,FR21,2,373
2010,NUTS,2010,FR22,2,504
2010,NUTS,2010,FR23,2,926
2010,NUTS,2010,FR24,2,773
2010,NUTS,2010,FR25,2,731
2010,NUTS,2010,FR26,2,360
2010,NUTS,2010,FR30,2,56
2010,NUTS,2010,FR41,2,634
2010,NUTS,2010,FR42,2,923
2010,NUTS,2010,FR43,2,807
2010,NUTS,2010,FR51,2,264
2010,NUTS,2010,FR52,2,828
2010,NUTS,2010,FR53,2,240
2010,NUTS,2010,FR61,2,450
2010,NUTS,2010,FR62,2,222
2010,NUTS,2010,FR63,2,339
2010,NUTS,2010,FR71,2,698
2010,NUTS,2010,FR72,2,780
2010,NUTS,2010,FR81,2,929
2010,NUTS,2010,FR82,2,451
2010,NUTS,2010,FR83,2,13
2010,NUTS,2010,FR91,2,174
2010,NUTS,2010,FR92,2,287
2010,NUTS,2010,FR93,2,896
2010,NUTS,2010,FR94,2,440
2010,NUTS,2010,HR03,2,926
2010,NUTS,2010,HR04,2,837
2010,NUTS,2010,HU10,2,448
2010,NUTS,2010,HU21,2,811
2010,NUTS,2010,HU22,2,725
2010,NUTS,2010,HU23,2,669
2010,NUTS,2010,HU31,2,289
2010,NUTS,2010,HU32,2,63
2010,NUTS,2010,HU33,2,347
2010,NUTS,2010,IE01,2,870
2010,NUTS,2010,IE02,2,106
2010,NUTS,2010,IS00,2,236
2010,NUTS,2010,ITC1,2,123
2010,NUTS,2010,ITC2,2,477
2010,NUTS,2010,ITC3,2,896
2010,NUTS,2010,ITC4,2,108
2010,NUTS,2010,ITF1,2,439
2010,NUTS,2010,ITF2,2,138
2010,NUTS,2010,ITF3,2,379
2010,NUTS,2010,ITF4,2,363
2010,NUTS,2010,ITF5,2,79
2010,NUTS,2010,ITF6,2,99
2010,NUTS,2010,ITG1,2,777
2010,NUTS,2010,ITG2,2,682
2010,NUTS,2010,ITH1,2,67
2010,NUTS,2010,ITH2,2,105
2010,NUTS,2010,ITH3,2,347
2010,NUTS,2010,ITH4,2,275
2010,NUTS,2010,ITH5,2,224
2010,NUTS,2010,ITI1,2,777
2010,NUTS,2010,ITI2,2,207
2010,NUTS,2010,ITI3,2,610
2010,NUTS,2010,ITI4,2,988
2010,NUTS,2010,LI00,2,325
2010,NUTS,2010,LT00,2,354
2010,NUTS,2010,LU00,2,230
2010,NUTS,2010,LV00,2,86
2010,NUTS,2010,ME00,2,507
2010,NUTS,2010,MK00,2,151
2010,NUTS,2010,MT00,2,236
2010,NUTS,2010,NL11,2,45
2010,NUTS,2010,NL12,2,366
2010,NUTS,2010,NL13,2,1000
2010,NUTS,2010,NL21,2,57
2010,NUTS,2010,NL22,2,21
2010,NUTS,2010,NL23,2,981
2010,NUTS,2010,NL31,2,978
2010,NUTS,2010,NL32,2,980
2010,NUTS,2010,NL33,2,81
2010,NUTS,2010,NL34,2,787
2010,NUTS,2010,NL41,2,51
2010,NUTS,2010,NL42,2,465
2010,NUTS,2010,NO01,2,622
2010,NUTS,2010,NO02,2,710
2010,NUTS,2010,NO03,2,313
2010,NUTS,2010,NO04,2,77
2010,NUTS,2010,NO05,2,808
2010,NUTS,2010,NO06,2,159
2010,NUTS,2010,NO07,2,933
2010,NUTS,2010,PL11,2,676
2010,NUTS,2010,PL12,2,815
2010,NUTS,2010,PL21,2,818
2010,NUTS,2010,PL22,2,926
2010,NUTS,2010,PL31,2,27
2010,NUTS,2010,PL32,2,915
2010,NUTS,2010,PL33,2,339
2010,NUTS,2010,PL34,2,340
2010,NUTS,2010,PL41,2,759
2010,NUTS,2010,PL42,2,415
2010,NUTS,2010,PL43,2,690
2010,NUTS,2010,PL51,2,354
2010,NUTS,2010,PL52,2,581
2010,NUTS,2010,PL61,2,982
2010,NUTS,2010,PL62,2,779
2010,NUTS,2010,PL63,2,135
2010,NUTS,2010,PT11,2,357
2010,NUTS,2010,PT15,2,530
2010,NUTS,2010,PT16,2,972
2010,NUTS,2010,PT17,2,20
2010,NUTS,2010,PT18,2,143
2010,NUTS,2010,PT20,2,337
2010,NUTS,2010,PT30,2,418
2010,NUTS,2010,RO11,2,108
2010,NUTS,2010,RO12,2,642
2010,NUTS,2010,RO21,2,259
2010,NUTS,2010,RO22,2,945
2010,NUTS,2010,RO31,2,679
2010,NUTS,2010,RO32,2,102
2010,NUTS,2010,RO41,2,916
2010,NUTS,2010,RO42,2,159
2010,NUTS,2010,SE11,2,728
2010,NUTS,2010,SE12,2,179
2010,NUTS,2010,SE21,2,495
2010,NUTS,2010,SE22,2,533
2010,NUTS,2010,SE23,2,556
2010,NUTS,2010,SE31,2,923
2010,NUTS,2010,SE32,2,278
2010,NUTS,2010,SE33,2,969
2010,NUTS,2010,SI01,2,331
2010,NUTS,2010,SI02,2,857
2010,NUTS,2010,SK01,2,273
2010,NUTS,2010,SK02,2,846
2010,NUTS,2010,SK03,2,242
2010,NUTS,2010,SK04,2,190
2010,NUTS,2010,TR10,2,794
2010,NUTS,2010,TR21,2,542
2010,NUTS,2010,TR22,2,951
2010,NUTS,2010,TR31,2,99
2010,NUTS,2010,TR32,2,582
2010,NUTS,2010,TR33,2,667
2010,NUTS,2010,TR41,2,776
2010,NUTS,2010,TR42,2,629
2010,NUTS,2010,TR51,2,197
2010,NUTS,2010,TR52,2,791
2010,NUTS,2010,TR61,2,117
2010,NUTS,2010,TR62,2,56
2010,NUTS,2010,TR63,2,689
2010,NUTS,2010,TR71,2,466
2010,NUTS,2010,TR72,2,177
2010,NUTS,2010,TR81,2,404
2010,NUTS,2010,TR82,2,891
2010,NUTS,2010,TR83,2,515
2010,NUTS,2010,TR90,2,302
2010,NUTS,2010,TRA1,2,895
2010,NUTS,2010,TRA2,2,276
2010,NUTS,2010,TRB1,2,168
2010,NUTS,2010,TRB2,2,419
2010,NUTS,2010,TRC1,2,99
2010,NUTS,2010,TRC2,2,793
2010,NUTS,2010,TRC3,2,392
2010,NUTS,2010,UKC1,2,710
2010,NUTS,2010,UKC2,2,373
2010,NUTS,2010,UKD1,2,63
2010,NUTS,2010,UKD3,2,701
2010,NUTS,2010,UKD4,2,522
2010,NUTS,2010,UKD6,2,951
2010,NUTS,2010,UKD7,2,968
2010,NUTS,2010,UKE1,2,190
2010,NUTS,2010,UKE2,2,995
2010,NUTS,2010,UKE3,2,478
2010,NUTS,2010,UKE4,2,334
2010,NUTS,2010,UKF1,2,89
2010,NUTS,2010,UKF2,2,921
2010,NUTS,2010,UKF3,2,834
2010,NUTS,2010,UKG1,2,445
2010,NUTS,2010,UKG2,2,994
2010,NUTS,2010,UKG3,2,3
2010,NUTS,2010,UKH1,2,864
2010,NUTS,2010,UKH2,2,81
2010,NUTS,2010,UKH3,2,696
2010,NUTS,2010,UKI1,2,393
2010,NUTS,2010,UKI2,2,627
2010,NUTS,2010,UKJ1,2,653
2010,NUTS,2010,UKJ2,2,631
2010,NUTS,2010,UKJ3,2,908
2010,NUTS,2010,UKJ4,2,197
2010,NUTS,2010,UKK1,2,271
2010,NUTS,2010,UKK2,2,744
2010,NUTS,2010,UKK3,2,185
2010,NUTS,2010,UKK4,2,547
2010,NUTS,2010,UKL1,2,838
2010,NUTS,2010,UKL2,2,168
2010,NUTS,2010,UKM2,2,17
2010,NUTS,2010,UKM3,2,312
2010,NUTS,2010,UKM5,2,925
2010,NUTS,2010,UKM6,2,877
2010,NUTS,2010,UKN0,2,886
2010,NUTS,2010,AT111,3,647
2010,NUTS,2010,AT112,3,912
2010,NUTS,2010,AT113,3,957
2010,NUTS,2010,AT121,3,794
2010,NUTS,2010,AT122,3,255
2010,NUTS,2010,AT123,3,130
2010,NUTS,2010,AT124,3,11
2010,NUTS,2010,AT125,3,592
2010,NUTS,2010,AT126,3,679
2010,NUTS,2010,AT127,3,650
2010,NUTS,2010,AT130,3,961
2010,NUTS,2010,AT211,3,831
2010,NUTS,2010,AT212,3,478
2010,NUTS,2010,AT213,3,309
2010,NUTS,2010,AT221,3,517
2010,NUTS,2010,AT222,3,730
2010,NUTS,2010,AT223,3,75
2010,NUTS,2010,AT224,3,970
2010,NUTS,2010,AT225,3,957
2010,NUTS,2010,AT226,3,339
2010,NUTS,2010,AT311,3,801
2010,NUTS,2010,AT312,3,315
2010,NUTS,2010,AT313,3,123
2010,NUTS,2010,AT314,3,713
2010,NUTS,2010,AT315,3,170
2010,NUTS,2010,AT321,3,151
2010,NUTS,2010,AT322,3,563
2010,NUTS,2010,AT323,3,262
2010,NUTS,2010,AT331,3,922
2010,NUTS,2010,AT332,3,502
2010,NUTS,2010,AT333,3,781
2010,NUTS,2010,AT334,3,244
2010,NUTS,2010,AT335,3,630
2010,NUTS,2010,AT341,3,849
2010,NUTS,2010,AT342,3,470
2010,NUTS,2010,BE100,3,606
2010,NUTS,2010,BE211,3,969
2010,NUTS,2010,BE212,3,172
2010,NUTS,2010,BE213,3,358
2010,NUTS,2010,BE221,3,777
2010,NUTS,2010,BE222,3,761
2010,NUTS,2010,BE223,3,481
2010,NUTS,2010,BE231,3,162
2010,NUTS,2010,BE232,3,438
2010,NUTS,2010,BE233,3,861
2010,NUTS,2010,BE234,3,563
2010,NUTS,2010,BE235,3,15
2010,NUTS,2010,BE236,3,758
2010,NUTS,2010,BE241,3,252
2010,NUTS,2010,BE242,3,309
2010,NUTS,2010,BE251,3,171
2010,NUTS,2010,BE252,3,225
2010,NUTS,2010,BE253,3,215
2010,NUTS,2010,BE254,3,979
2010,NUTS,2010,BE255,3,544
2010,NUTS,2010,BE256,3,813
2010,NUTS,2010,BE257,3,455
2010,NUTS,2010,BE258,3,616
2010,NUTS,2010,BE310,3,868
2010,NUTS,2010,BE321,3,756
2010,NUTS,2010,BE322,3,450
2010,NUTS,2010,BE323,3,235
2010,NUTS,2010,BE324,3,869
2010,NUTS,2010,BE325,3,461
2010,NUTS,2010,BE326,3,213
2010,NUTS,2010,BE327,3,727
2010,NUTS,2010,BE331,3,4
2010,NUTS,2010,BE332,3,273
2010,NUTS,2010,BE334,3,462
2010,NUTS,2010,BE335,3,104
2010,NUTS,2010,BE336,3,682
2010,NUTS,2010,BE341,3,71
2010,NUTS,2010,BE342,3,292
2010,NUTS,2010,BE343,3,950
2010,NUTS,2010,BE344,3,788
2010,NUTS,2010,BE345,3,311
2010,NUTS,2010,BE351,3,599
2010,NUTS,2010,BE352,3,379
2010,NUTS,2010,BE353,3,509
2010,NUTS,2010,BG311,3,479
2010,NUTS,2010,BG312,3,244
2010,NUTS,2010,BG313,3,157
2010,NUTS,2010,BG314,3,295
2010,NUTS,2010,BG315,3,962
2010,NUTS,2010,BG321,3,773
2010,NUTS,2010,BG322,3,31
2010,NUTS,2010,BG323,3,365
2010,NUTS,2010,BG324,3,754
2010,NUTS,2010,BG325,3,913
2010,NUTS,2010,BG331,3,375
2010,NUTS,2010,BG332,3,866
2010,NUTS,2010,BG333,3,146
2010,NUTS,2010,BG334,3,120
2010,NUTS,2010,BG341,3,266
2010,NUTS,2010,BG342,3,804
2010,NUTS,2010,BG343,3,582
2010,NUTS,2010,BG344,3,235
2010,NUTS,2010,BG411,3,560
2010,NUTS,2010,BG412,3,797
2010,NUTS,2010,BG413,3,26
2010,NUTS,2010,BG414,3,144
2010,NUTS,2010,BG415,3,234
2010,NUTS,2010,BG421,3,985
2010,NUTS,2010,BG422,3,191
2010,NUTS,2010,BG423,3,720
2010,NUTS,2010,BG424,3,786
2010,NUTS,2010,BG425,3,301
2010,NUTS,2010,CH011,3,820
2010,NUTS,2010,CH012,3,0
2010,NUTS,2010,CH013,3,144
2010,NUTS,2010,CH021,3,0
2010,NUTS,2010,CH022,3,838
2010,NUTS,2010,CH023,3,772
2010,NUTS,2010,CH024,3,839
2010,NUTS,2010,CH025,3,232
2010,NUTS,2010,CH031,3,107
2010,NUTS,2010,CH032,3,61
2010,NUTS,2010,CH033,3,891
2010,NUTS,2010,CH040,3,910
2010,NUTS,2010,CH051,3,905
2010,NUTS,2010,CH052,3,887
2010,NUTS,2010,CH053,3,72
2010,NUTS,2010,CH054,3,918
2010,NUTS,2010,CH055,3,31
2010,NUTS,2010,CH056,3,798
2010,NUTS,2010,CH057,3,306
2010,NUTS,2010,CH061,3,317
2010,NUTS,2010,CH062,3,367
2010,NUTS,2010,CH063,3,151
2010,NUTS,2010,CH064,3,178
2010,NUTS,2010,CH065,3,996
2010,NUTS,2010,CH066,3,399
2010,NUTS,2010,CH070,3,513
2010,NUTS,2010,CY000,3,585
2010,NUTS,2010,CZ010,3,587
2010,NUTS,2010,CZ020,3,738
2010,NUTS,2010,CZ031,3,187
2010,NUTS,2010,CZ032,3,993
2010,NUTS,2010,CZ041,3,609
2010,NUTS,2010,CZ042,3,794
2010,NUTS,2010,CZ051,3,705
2010,NUTS,2010,CZ052,3,133
2010,NUTS,2010,CZ053,3,417
2010,NUTS,2010,CZ063,3,167
2010,NUTS,2010,CZ064,3,288
2010,NUTS,2010,CZ071,3,720
2010,NUTS,2010,CZ072,3,287
2010,NUTS,2010,CZ080,3,398
2010,NUTS,2010,DE111,3,261
2010,NUTS,2010,DE112,3,437
2010,NUTS,2010,DE113,3,954
2010,NUTS,2010,DE114,3,150
2010,NUTS,2010,DE115,3,640
2010,NUTS,2010,DE116,3,10
2010,NUTS,2010,DE117,3,118
2010,NUTS,2010,DE118,3,883
2010,NUTS,2010,DE119,3,509
2010,NUTS,2010,DE11A,3,755
2010,NUTS,2010,DE11B,3,902
2010,NUTS,2010,DE11C,3,778
2010,NUTS,2010,DE11D,3,649
2010,NUTS,2010,DE121,3,609
2010,NUTS,2010,DE122,3,892
2010,NUTS,2010,DE123,3,643
2010,NUTS,2010,DE124,3,663
2010,NUTS,2010,DE125,3,109
2010,NUTS,2010,DE126,3,828
2010,NUTS,2010,DE127,3,501
2010,NUTS,2010,DE128,3,857
2010,NUTS,2010,DE129,3,113
2010,NUTS,2010,DE12A,3,207
2010,NUTS,2010,DE12B,3,481
2010,NUTS,2010,DE12C,3,513
2010,NUTS,2010,DE131,3,359
2010,NUTS,2010,DE132,3,38
2010,NUTS,2010,DE133,3,981
2010,NUTS,2010,DE134,3,512
2010,NUTS,2010,DE135,3,831
2010,NUTS,2010,DE136,3,606
2010,NUTS,2010,DE137,3,200
2010,NUTS,2010,DE138,3,177
2010,NUTS,2010,DE139,3,500
2010,NUTS,2010,DE13A,3,338
2010,NUTS,2010,DE141,3,506
2010,NUTS,2010,DE142,3,268
2010,NUTS,2010,DE143,3,592
2010,NUTS,2010,DE144,3,461
2010,NUTS,2010,DE145,3,716
2010,NUTS,2010,DE146,3,306
2010,NUTS,2010,DE147,3,853
2010,NUTS,2010,DE148,3,564
2010,NUTS,2010,DE149,3,388
2010,NUTS,2010,DE211,3,390
2010,NUTS,2010,DE212,3,682
2010,NUTS,2010,DE213,3,39
2010,NUTS,2010,DE214,3,187
2010,NUTS,2010,DE215,3,546
2010,NUTS,2010,DE216,3,496
2010,NUTS,2010,DE217,3,129
2010,NUTS,2010,DE218,3,664
2010,NUTS,2010,DE219,3,669
2010,NUTS,2010,DE21A,3,46
2010,NUTS,2010,DE21B,3,4
2010,NUTS,2010,DE21C,3,950
2010,NUTS,2010,DE21D,3,382
2010,NUTS,2010,DE21E,3,359
2010,NUTS,2010,DE21F,3,244
2010,NUTS,2010,DE21G,3,534
2010,NUTS,2010,DE21H,3,939
2010,NUTS,2010,DE21I,3,197
2010,NUTS,2010,DE21J,3,283
2010,NUTS,2010,DE21K,3,93
2010,NUTS,2010,DE21L,3,936
2010,NUTS,2010,DE21M,3,809
2010,NUTS,2010,DE21N,3,312
2010,NUTS,2010,DE221,3,578
2010,NUTS,2010,DE222,3,280
2010,NUTS,2010,DE223,3,196
2010,NUTS,2010,DE224,3,507
2010,NUTS,2010,DE225,3,464
2010,NUTS,2010,DE226,3,56
2010,NUTS,2010,DE227,3,182
2010,NUTS,2010,DE228,3,64
2010,NUTS,2010,DE229,3,257
2010,NUTS,2010,DE22A,3,17
2010,NUTS,2010,DE22B,3,659
2010,NUTS,2010,DE22C,3,397
2010,NUTS,2010,DE231,3,313
2010,NUTS,2010,DE232,3,201
2010,NUTS,2010,DE233,3,230
2010,NUTS,2010,DE234,3,569
2010,NUTS,2010,DE235,3,27
2010,NUTS,2010,DE236,3,751
2010,NUTS,2010,DE237,3,1000
2010,NUTS,2010,DE238,3,537
2010,NUTS,2010,DE239,3,269
2010,NUTS,2010,DE23A,3,898
2010,NUTS,2010,DE241,3,652
2010,NUTS,2010,DE242,3,423
2010,NUTS,2010,DE243,3,33
2010,NUTS,2010,DE244,3,589
2010,NUTS,2010,DE245,3,604
2010,NUTS,2010,DE246,3,75
2010,NUTS,2010,DE247,3,419
2010,NUTS,2010,DE248,3,846
2010,NUTS,2010,DE249,3,322
2010,NUTS,2010,DE24A,3,23
2010,NUTS,2010,DE24B,3,205
2010,NUTS,2010,DE24C,3,21
2010,NUTS,2010,DE24D,3,986
2010,NUTS,2010,DE251,3,995
2010,NUTS,2010,DE252,3,338
2010,NUTS,2010,DE253,3,433
2010,NUTS,2010,DE254,3,963
2010,NUTS,2010,DE255,3,943
2010,NUTS,2010,DE256,3,312
2010,NUTS,2010,DE257,3,358
2010,NUTS,2010,DE258,3,130
2010,NUTS,2010,DE259,3,953
2010,NUTS,2010,DE25A,3,586
