year,region_type,region_year_spec,region_id,region_level,utota
2010,NUTS,2010,CH03,2,94085201
2010,NUTS,2010,CH04,2,33163481
2010,NUTS,2010,CH05,2,85908667
2010,NUTS,2010,CH06,2,78389260
2010,NUTS,2010,CH07,2,5414630
2010,NUTS,2010,CY00,2,83228970
2010,NUTS,2010,CZ01,2,78872558
2010,NUTS,2010,CZ02,2,93099108
2010,NUTS,2010,CZ03,2,89628709
2010,NUTS,2010,CZ04,2,47330267
2010,NUTS,2010,CZ05,2,12891691
2010,NUTS,2010,CZ06,2,77182047
2010,NUTS,2010,CZ07,2,89962348
2010,NUTS,2010,CZ08,2,96791466
2010,NUTS,2010,DE11,2,21050114
2010,NUTS,2010,DE12,2,46284580
2010,NUTS,2010,DE13,2,12581105
2010,NUTS,2010,DE14,2,74325347
2010,NUTS,2010,DE21,2,22717114
2010,NUTS,2010,DE22,2,95175278
2010,NUTS,2010,DE23,2,84057936
2010,NUTS,2010,DE24,2,95030055
2010,NUTS,2010,DE25,2,60897854
2010,NUTS,2010,DE26,2,69068456
2010,NUTS,2010,DE27,2,61816527
2010,NUTS,2010,DE30,2,82946432
2010,NUTS,2010,DE40,2,39363747
2010,NUTS,2010,DE50,2,55071517
2010,NUTS,2010,DE60,2,84748441
2010,NUTS,2010,DE71,2,94232663
2010,NUTS,2010,DE72,2,68269359
2010,NUTS,2010,DE73,2,81798304
2010,NUTS,2010,DE80,2,84685414
2010,NUTS,2010,DE91,2,87747635
2010,NUTS,2010,DE92,2,58741817
2010,NUTS,2010,DE93,2,55019217
2010,NUTS,2010,DE94,2,42659035
2010,NUTS,2010,DEA1,2,3329971
2010,NUTS,2010,DEA2,2,28166020
2010,NUTS,2010,DEA3,2,77159010
2010,NUTS,2010,DEA4,2,40734892
2010,NUTS,2010,DEA5,2,99526698
2010,NUTS,2010,DEB1,2,82989266
2010,NUTS,2010,DEB2,2,82126665
2010,NUTS,2010,DEB3,2,36057137
2010,NUTS,2010,DEC0,2,59129404
2010,NUTS,2010,DED2,2,92935321
2010,NUTS,2010,DED4,2,12159625
2010,NUTS,2010,DED5,2,14842691
2010,NUTS,2010,DEE0,2,80811592
2010,NUTS,2010,DEF0,2,49785627
2010,NUTS,2010,DEG0,2,65089527
2010,NUTS,2010,DK01,2,64207971
2010,NUTS,2010,DK02,2,99818279
2010,NUTS,2010,DK03,2,53501155
2010,NUTS,2010,DK04,2,28810907
2010,NUTS,2010,DK05,2,86069432
2010,NUTS,2010,EE00,2,80180237
2010,NUTS,2010,EL11,2,8184079
2010,NUTS,2010,EL12,2,91726660
2010,NUTS,2010,EL13,2,74405406
2010,NUTS,2010,EL14,2,32744130
2010,NUTS,2010,EL21,2,58187861
2010,NUTS,2010,EL22,2,78775824
2010,NUTS,2010,EL23,2,16101078
2010,NUTS,2010,EL24,2,8342813
2010,NUTS,2010,EL25,2,93996386
2010,NUTS,2010,EL30,2,58253927
2010,NUTS,2010,EL41,2,64140445
2010,NUTS,2010,EL42,2,81623575
2010,NUTS,2010,EL43,2,48217739
2010,NUTS,2010,ES11,2,47167734
2010,NUTS,2010,ES12,2,14369322
2010,NUTS,2010,ES13,2,91266666
2010,NUTS,2010,ES21,2,23870463
2010,NUTS,2010,ES22,2,78072902
2010,NUTS,2010,ES23,2,19087
2010,NUTS,2010,ES24,2,29323216
2010,NUTS,2010,ES30,2,85868445
2010,NUTS,2010,ES41,2,34915247
2010,NUTS,2010,ES42,2,50299825
2010,NUTS,2010,ES43,2,13476232
2010,NUTS,2010,ES51,2,8142476
2010,NUTS,2010,ES52,2,7365587
2010,NUTS,2010,ES53,2,9813287
2010,NUTS,2010,ES61,2,91835030
2010,NUTS,2010,ES62,2,97292609
2010,NUTS,2010,ES63,2,88399834
2010,NUTS,2010,ES64,2,53261157
2010,NUTS,2010,ES70,2,35620413
2010,NUTS,2010,FI19,2,51597216
2010,NUTS,2010,FI1B,2,90744763
2010,NUTS,2010,FI1C,2,22399046
2010,NUTS,2010,FI1D,2,97603576
2010,NUTS,2010,FI20,2,38722388
2010,NUTS,2010,FR10,2,63791236
2010,NUTS,2010,FR21,2,96475318
2010,NUTS,2010,FR22,2,72684702
2010,NUTS,2010,FR23,2,72208574
2010,NUTS,2010,FR24,2,78343626
2010,NUTS,2010,FR25,2,65112174
2010,NUTS,2010,FR26,2,93312748
2010,NUTS,2010,FR30,2,93013140
2010,NUTS,2010,FR41,2,15146770
2010,NUTS,2010,FR42,2,62866390
2010,NUTS,2010,FR43,2,31864355
2010,NUTS,2010,FR51,2,38641952
2010,NUTS,2010,FR52,2,30049157
2010,NUTS,2010,FR53,2,98960154
2010,NUTS,2010,FR61,2,27257847
2010,NUTS,2010,FR62,2,83287954
2010,NUTS,2010,FR63,2,43929876
2010,NUTS,2010,FR71,2,88758046
2010,NUTS,2010,FR72,2,15913564
2010,NUTS,2010,FR81,2,90541670
2010,NUTS,2010,FR82,2,73592609
2010,NUTS,2010,FR83,2,92928421
2010,NUTS,2010,FR91,2,48485016
2010,NUTS,2010,FR92,2,93057806
2010,NUTS,2010,FR93,2,46299428
2010,NUTS,2010,FR94,2,87164049
2010,NUTS,2010,HR03,2,77357887
2010,NUTS,2010,HR04,2,68148021
2010,NUTS,2010,HU10,2,9158401
2010,NUTS,2010,HU21,2,71889101
2010,NUTS,2010,HU22,2,29541304
2010,NUTS,2010,HU23,2,64808981
2010,NUTS,2010,HU31,2,45513373
2010,NUTS,2010,HU32,2,98391626
2010,NUTS,2010,HU33,2,66278201
2010,NUTS,2010,IE01,2,63544021
2010,NUTS,2010,IE02,2,87290895
2010,NUTS,2010,IS00,2,81368180
2010,NUTS,2010,ITC1,2,24927780
2010,NUTS,2010,ITC2,2,68368976
2010,NUTS,2010,ITC3,2,55168529
2010,NUTS,2010,ITC4,2,35720427
2010,NUTS,2010,ITF1,2,88001519
2010,NUTS,2010,ITF2,2,4008157
2010,NUTS,2010,ITF3,2,5319379
2010,NUTS,2010,ITF4,2,96914386
2010,NUTS,2010,ITF5,2,22725665
2010,NUTS,2010,ITF6,2,68261286
2010,NUTS,2010,ITG1,2,87117567
2010,NUTS,2010,ITG2,2,66595389
2010,NUTS,2010,ITH1,2,38922055
2010,NUTS,2010,ITH2,2,81345832
2010,NUTS,2010,ITH3,2,99723607
2010,NUTS,2010,ITH4,2,99958519
2010,NUTS,2010,ITH5,2,61886941
2010,NUTS,2010,ITI1,2,9854438
2010,NUTS,2010,ITI2,2,68116517
2010,NUTS,2010,ITI3,2,33022864
2010,NUTS,2010,ITI4,2,43770612
2010,NUTS,2010,LI00,2,68099232
2010,NUTS,2010,LT00,2,21689465
2010,NUTS,2010,LU00,2,94031236
2010,NUTS,2010,LV00,2,70285541
2010,NUTS,2010,ME00,2,93561876
2010,NUTS,2010,MK00,2,89376198
2010,NUTS,2010,MT00,2,5914678
2010,NUTS,2010,NL11,2,94203617
2010,NUTS,2010,NL12,2,73304450
2010,NUTS,2010,NL13,2,18700106
2010,NUTS,2010,NL21,2,70015729
2010,NUTS,2010,NL22,2,6885192
2010,NUTS,2010,NL23,2,59666365
2010,NUTS,2010,NL31,2,15229555
2010,NUTS,2010,NL32,2,51889750
2010,NUTS,2010,NL33,2,64795496
2010,NUTS,2010,NL34,2,87913197
2010,NUTS,2010,NL41,2,90541151
2010,NUTS,2010,NL42,2,38869632
2010,NUTS,2010,NO01,2,85450475
2010,NUTS,2010,NO02,2,7710252
2010,NUTS,2010,NO03,2,70658927
2010,NUTS,2010,NO04,2,56913785
2010,NUTS,2010,NO05,2,90072945
2010,NUTS,2010,NO06,2,80354596
2010,NUTS,2010,NO07,2,8245464
2010,NUTS,2010,PL11,2,53746605
2010,NUTS,2010,PL12,2,77076851
2010,NUTS,2010,PL21,2,66560068
2010,NUTS,2010,PL22,2,63138167
2010,NUTS,2010,PL31,2,92029628
2010,NUTS,2010,PL32,2,54597293
2010,NUTS,2010,PL33,2,2416733
2010,NUTS,2010,PL34,2,50275086
2010,NUTS,2010,PL41,2,4850585
2010,NUTS,2010,PL42,2,45930069
2010,NUTS,2010,PL43,2,43787206
2010,NUTS,2010,PL51,2,42928103
2010,NUTS,2010,PL52,2,5283311
2010,NUTS,2010,PL61,2,1397987
2010,NUTS,2010,PL62,2,43844350
2010,NUTS,2010,PL63,2,50799724
2010,NUTS,2010,PT11,2,13613011
2010,NUTS,2010,PT15,2,752848
2010,NUTS,2010,PT16,2,2720169
2010,NUTS,2010,PT17,2,31276962
2010,NUTS,2010,PT18,2,47960531
2010,NUTS,2010,PT20,2,80984143
2010,NUTS,2010,PT30,2,81144655
2010,NUTS,2010,RO11,2,16236782
2010,NUTS,2010,RO12,2,78383672
2010,NUTS,2010,RO21,2,65235997
2010,NUTS,2010,RO22,2,26029131
2010,NUTS,2010,RO31,2,87999809
2010,NUTS,2010,RO32,2,47651891
2010,NUTS,2010,RO41,2,73240066
2010,NUTS,2010,RO42,2,76116389
2010,NUTS,2010,SE11,2,99702921
2010,NUTS,2010,SE12,2,45967557
2010,NUTS,2010,SE21,2,51488316
2010,NUTS,2010,SE22,2,31500570
2010,NUTS,2010,SE23,2,37629182
2010,NUTS,2010,SE31,2,87912476
2010,NUTS,2010,SE32,2,49866660
2010,NUTS,2010,SE33,2,2059598
2010,NUTS,2010,SI01,2,70259147
2010,NUTS,2010,SI02,2,75703541
2010,NUTS,2010,SK01,2,60615235
2010,NUTS,2010,SK02,2,83602450
2010,NUTS,2010,SK03,2,4699667
2010,NUTS,2010,SK04,2,3695802
2010,NUTS,2010,TR10,2,55071425
2010,NUTS,2010,TR21,2,38804856
2010,NUTS,2010,TR22,2,24397055
2010,NUTS,2010,TR31,2,10580945
2010,NUTS,2010,TR32,2,38959708
2010,NUTS,2010,TR33,2,59636168
2010,NUTS,2010,TR41,2,75141375
2010,NUTS,2010,TR42,2,51272660
2010,NUTS,2010,TR51,2,16252636
2010,NUTS,2010,TR52,2,13009024
2010,NUTS,2010,TR61,2,69798522
2010,NUTS,2010,TR62,2,90817672
2010,NUTS,2010,TR63,2,93778691
2010,NUTS,2010,TR71,2,75655796
2010,NUTS,2010,TR72,2,29194171
2010,NUTS,2010,TR81,2,32235001
2010,NUTS,2010,TR82,2,98157979
2010,NUTS,2010,TR83,2,18561666
2010,NUTS,2010,TR90,2,15259155
2010,NUTS,2010,TRA1,2,4245948
2010,NUTS,2010,TRA2,2,12094115
2010,NUTS,2010,TRB1,2,49269728
2010,NUTS,2010,TRB2,2,46414152
2010,NUTS,2010,TRC1,2,56901660
2010,NUTS,2010,TRC2,2,776560
2010,NUTS,2010,TRC3,2,55945615
2010,NUTS,2010,UKC1,2,79614681
2010,NUTS,2010,UKC2,2,94422928
2010,NUTS,2010,UKD1,2,78691334
2010,NUTS,2010,UKD3,2,89018168
2010,NUTS,2010,UKD4,2,33753724
2010,NUTS,2010,UKD6,2,78261653
2010,NUTS,2010,UKD7,2,55296829
2010,NUTS,2010,UKE1,2,70237890
2010,NUTS,2010,UKE2,2,26869245
2010,NUTS,2010,UKE3,2,32702398
2010,NUTS,2010,UKE4,2,90055547
2010,NUTS,2010,UKF1,2,24593343
2010,NUTS,2010,UKF2,2,63525863
2010,NUTS,2010,UKF3,2,53707818
2010,NUTS,2010,UKG1,2,39077748
2010,NUTS,2010,UKG2,2,43983520
2010,NUTS,2010,UKG3,2,7317811
2010,NUTS,2010,UKH1,2,38471669
2010,NUTS,2010,UKH2,2,60876679
2010,NUTS,2010,UKH3,2,83716686
2010,NUTS,2010,UKI1,2,69028918
2010,NUTS,2010,UKI2,2,18685015
2010,NUTS,2010,UKJ1,2,80850572
2010,NUTS,2010,UKJ2,2,12896051
2010,NUTS,2010,UKJ3,2,68045811
2010,NUTS,2010,UKJ4,2,7327849
2010,NUTS,2010,UKK1,2,23536461
2010,NUTS,2010,UKK2,2,3358673
2010,NUTS,2010,UKK3,2,86155340
2010,NUTS,2010,UKK4,2,76626186
2010,NUTS,2010,UKL1,2,28053010
2010,NUTS,2010,UKL2,2,31881357
2010,NUTS,2010,UKM2,2,42627356
2010,NUTS,2010,UKM3,2,74732810
2010,NUTS,2010,UKM5,2,34583057
2010,NUTS,2010,UKM6,2,34032345
2010,NUTS,2010,UKN0,2,78317859
2010,NUTS,2010,AT111,3,20289489
2010,NUTS,2010,AT112,3,20149699
2010,NUTS,2010,AT113,3,29418988
2010,NUTS,2010,AT121,3,75183538
2010,NUTS,2010,AT122,3,49149689
2010,NUTS,2010,AT123,3,99075129
2010,NUTS,2010,AT124,3,49631070
2010,NUTS,2010,AT125,3,95997431
2010,NUTS,2010,AT126,3,53481250
2010,NUTS,2010,AT127,3,10660229
2010,NUTS,2010,AT130,3,83194985
2010,NUTS,2010,AT211,3,56954827
2010,NUTS,2010,AT212,3,45988389
2010,NUTS,2010,AT213,3,74761528
2010,NUTS,2010,AT221,3,67429600
2010,NUTS,2010,AT222,3,65875505
2010,NUTS,2010,AT223,3,18879009
2010,NUTS,2010,AT224,3,40094755
2010,NUTS,2010,AT225,3,11364809
2010,NUTS,2010,AT226,3,30772680
2010,NUTS,2010,AT311,3,27265334
2010,NUTS,2010,AT312,3,82725369
2010,NUTS,2010,AT313,3,27117917
2010,NUTS,2010,AT314,3,60550010
2010,NUTS,2010,AT315,3,65896017
2010,NUTS,2010,AT321,3,44782699
2010,NUTS,2010,AT322,3,31003343
2010,NUTS,2010,AT323,3,62576067
2010,NUTS,2010,AT331,3,93998952
2010,NUTS,2010,AT332,3,91764746
2010,NUTS,2010,AT333,3,62214096
2010,NUTS,2010,AT334,3,21141581
2010,NUTS,2010,AT335,3,40811332
2010,NUTS,2010,AT341,3,42446119
2010,NUTS,2010,AT342,3,81160170
2010,NUTS,2010,BE100,3,40083639
2010,NUTS,2010,BE211,3,45461434
2010,NUTS,2010,BE212,3,64547969
2010,NUTS,2010,BE213,3,91918012
2010,NUTS,2010,BE221,3,26841534
2010,NUTS,2010,BE222,3,94828362
2010,NUTS,2010,BE223,3,8076360
2010,NUTS,2010,BE231,3,27652109
2010,NUTS,2010,BE232,3,53811638
2010,NUTS,2010,BE233,3,98109558
2010,NUTS,2010,BE234,3,26028821
2010,NUTS,2010,BE235,3,81060404
2010,NUTS,2010,BE236,3,45988788
2010,NUTS,2010,BE241,3,49112716
2010,NUTS,2010,BE242,3,37701774
2010,NUTS,2010,BE251,3,17450710
2010,NUTS,2010,BE252,3,80394041
2010,NUTS,2010,BE253,3,23217822
2010,NUTS,2010,BE254,3,57296903
2010,NUTS,2010,BE255,3,8188408
2010,NUTS,2010,BE256,3,99566815
2010,NUTS,2010,BE257,3,36605798
2010,NUTS,2010,BE258,3,15129087
2010,NUTS,2010,BE310,3,30605331
2010,NUTS,2010,BE321,3,97986061
2010,NUTS,2010,BE322,3,59554383
2010,NUTS,2010,BE323,3,27837407
2010,NUTS,2010,BE324,3,20437590
2010,NUTS,2010,BE325,3,83934078
2010,NUTS,2010,BE326,3,41459664
2010,NUTS,2010,BE327,3,65235949
2010,NUTS,2010,BE331,3,92937096
2010,NUTS,2010,BE332,3,51114193
2010,NUTS,2010,BE334,3,6760129
2010,NUTS,2010,BE335,3,60232648
2010,NUTS,2010,BE336,3,23336079
2010,NUTS,2010,BE341,3,44396181
2010,NUTS,2010,BE342,3,83638809
2010,NUTS,2010,BE343,3,99843060
2010,NUTS,2010,BE344,3,97898629
2010,NUTS,2010,BE345,3,35709634
2010,NUTS,2010,BE351,3,83640725
2010,NUTS,2010,BE352,3,17253606
2010,NUTS,2010,BE353,3,91612032
2010,NUTS,2010,BG311,3,78825581
2010,NUTS,2010,BG312,3,97567791
2010,NUTS,2010,BG313,3,22343645
2010,NUTS,2010,BG314,3,78344155
2010,NUTS,2010,BG315,3,56563826
2010,NUTS,2010,BG321,3,40286436
2010,NUTS,2010,BG322,3,20718747
2010,NUTS,2010,BG323,3,40988212
2010,NUTS,2010,BG324,3,92805797
2010,NUTS,2010,BG325,3,48420147
2010,NUTS,2010,BG331,3,34091474
2010,NUTS,2010,BG332,3,37248087
2010,NUTS,2010,BG333,3,22562616
2010,NUTS,2010,BG334,3,55391604
2010,NUTS,2010,BG341,3,5909324
2010,NUTS,2010,BG342,3,85457478
2010,NUTS,2010,BG343,3,23820904
2010,NUTS,2010,BG344,3,76242641
2010,NUTS,2010,BG411,3,97100875
2010,NUTS,2010,BG412,3,11102629
2010,NUTS,2010,BG413,3,25918514
2010,NUTS,2010,BG414,3,87946243
2010,NUTS,2010,BG415,3,7041221
2010,NUTS,2010,BG421,3,79875135
2010,NUTS,2010,BG422,3,12100703
2010,NUTS,2010,BG423,3,93549858
2010,NUTS,2010,BG424,3,24034397
2010,NUTS,2010,BG425,3,63891977
2010,NUTS,2010,CH011,3,24244834
2010,NUTS,2010,CH012,3,65802044
2010,NUTS,2010,CH013,3,15137807
2010,NUTS,2010,CH021,3,31415875
2010,NUTS,2010,CH022,3,41362663
2010,NUTS,2010,CH023,3,69407567
2010,NUTS,2010,CH024,3,57864906
2010,NUTS,2010,CH025,3,12866755
2010,NUTS,2010,CH031,3,71596592
2010,NUTS,2010,CH032,3,64144963
2010,NUTS,2010,CH033,3,58086001
2010,NUTS,2010,CH040,3,26333720
2010,NUTS,2010,CH051,3,77049830
2010,NUTS,2010,CH052,3,46995203
2010,NUTS,2010,CH053,3,82223429
2010,NUTS,2010,CH054,3,49316452
2010,NUTS,2010,CH055,3,2651120
2010,NUTS,2010,CH056,3,22432693
2010,NUTS,2010,CH057,3,98006631
2010,NUTS,2010,CH061,3,72051293
2010,NUTS,2010,CH062,3,43359166
2010,NUTS,2010,CH063,3,41401797
2010,NUTS,2010,CH064,3,35668701
2010,NUTS,2010,CH065,3,83893039
2010,NUTS,2010,CH066,3,90335565
2010,NUTS,2010,CH070,3,47208484
2010,NUTS,2010,CY000,3,92541750
2010,NUTS,2010,CZ010,3,72568634
2010,NUTS,2010,CZ020,3,79350375
2010,NUTS,2010,CZ031,3,6777902
2010,NUTS,2010,CZ032,3,16123637
2010,NUTS,2010,CZ041,3,49286394
2010,NUTS,2010,CZ042,3,98306445
2010,NUTS,2010,CZ051,3,23080910
2010,NUTS,2010,CZ052,3,48647706
2010,NUTS,2010,CZ053,3,94730332
2010,NUTS,2010,CZ063,3,47960168
2010,NUTS,2010,CZ064,3,953159
2010,NUTS,2010,CZ071,3,37327813
2010,NUTS,2010,CZ072,3,87364263
2010,NUTS,2010,CZ080,3,86709505
2010,NUTS,2010,DE111,3,22934510
2010,NUTS,2010,DE112,3,75474255
2010,NUTS,2010,DE113,3,99293438
2010,NUTS,2010,DE114,3,20823374
2010,NUTS,2010,DE115,3,25307932
2010,NUTS,2010,DE116,3,7238859
2010,NUTS,2010,DE117,3,42814461
2010,NUTS,2010,DE118,3,44359814
2010,NUTS,2010,DE119,3,8653153
2010,NUTS,2010,DE11A,3,30709691
2010,NUTS,2010,DE11B,3,21699289
2010,NUTS,2010,DE11C,3,77112914
2010,NUTS,2010,DE11D,3,30879934
2010,NUTS,2010,DE121,3,88882700
2010,NUTS,2010,DE122,3,75621550
2010,NUTS,2010,DE123,3,42116259
2010,NUTS,2010,DE124,3,2578349
2010,NUTS,2010,DE125,3,10179720
2010,NUTS,2010,DE126,3,34452306
2010,NUTS,2010,DE127,3,56021126
2010,NUTS,2010,DE128,3,22028504
2010,NUTS,2010,DE129,3,27086660
2010,NUTS,2010,DE12A,3,61333701
2010,NUTS,2010,DE12B,3,33487650
2010,NUTS,2010,DE12C,3,89531428
2010,NUTS,2010,DE131,3,97389451
2010,NUTS,2010,DE132,3,73580946
2010,NUTS,2010,DE133,3,62330356
2010,NUTS,2010,DE134,3,22799463
2010,NUTS,2010,DE135,3,61621826
2010,NUTS,2010,DE136,3,78148255
2010,NUTS,2010,DE137,3,63062105
2010,NUTS,2010,DE138,3,47674100
2010,NUTS,2010,DE139,3,47203542
2010,NUTS,2010,DE13A,3,72364548
2010,NUTS,2010,DE141,3,34800657
2010,NUTS,2010,DE142,3,92176204
2010,NUTS,2010,DE143,3,14572453
2010,NUTS,2010,DE144,3,37790302
2010,NUTS,2010,DE145,3,28906596
2010,NUTS,2010,DE146,3,83676118
2010,NUTS,2010,DE147,3,29802784
2010,NUTS,2010,DE148,3,90283397
2010,NUTS,2010,DE149,3,17482341
