year,region_type,region_year_spec,region_id,region_level,zigef
2007,NUTS,2006,ITF,1,2351
2007,NUTS,2006,ITG,1,7470
2007,NUTS,2006,LI0,1,6891
2007,NUTS,2006,LT0,1,4428
2007,NUTS,2006,LU0,1,9546
2007,NUTS,2006,LV0,1,6822
2007,NUTS,2006,ME0,1,5833
2007,NUTS,2006,MK0,1,4527
2007,NUTS,2006,MT0,1,5444
2007,NUTS,2006,NL1,1,4416
2007,NUTS,2006,NL2,1,1609
2007,NUTS,2006,NL3,1,1575
2007,NUTS,2006,NL4,1,707
2007,NUTS,2006,NO0,1,6409
2007,NUTS,2006,PL1,1,2423
2007,NUTS,2006,PL2,1,6557
2007,NUTS,2006,PL3,1,5829
2007,NUTS,2006,PL4,1,1802
2007,NUTS,2006,PL5,1,7575
2007,NUTS,2006,PL6,1,6128
2007,NUTS,2006,PT1,1,6444
2007,NUTS,2006,PT2,1,4026
2007,NUTS,2006,PT3,1,6664
2007,NUTS,2006,RO1,1,4654
2007,NUTS,2006,RO2,1,1493
2007,NUTS,2006,RO3,1,8978
2007,NUTS,2006,RO4,1,6071
2007,NUTS,2006,SE1,1,7898
2007,NUTS,2006,SE2,1,947
2007,NUTS,2006,SE3,1,7436
2007,NUTS,2006,SI0,1,6664
2007,NUTS,2006,SK0,1,6910
2007,NUTS,2006,TR1,1,3460
2007,NUTS,2006,TR2,1,3670
2007,NUTS,2006,TR3,1,1776
2007,NUTS,2006,TR4,1,2087
2007,NUTS,2006,TR5,1,8043
2007,NUTS,2006,TR6,1,535
2007,NUTS,2006,TR7,1,7443
2007,NUTS,2006,TR8,1,5336
2007,NUTS,2006,TR9,1,8134
2007,NUTS,2006,TRA,1,5407
2007,NUTS,2006,TRB,1,4391
2007,NUTS,2006,TRC,1,1758
2007,NUTS,2006,UKC,1,8936
2007,NUTS,2006,UKD,1,3692
2007,NUTS,2006,UKE,1,8893
2007,NUTS,2006,UKF,1,991
2007,NUTS,2006,UKG,1,3218
2007,NUTS,2006,UKH,1,6680
2007,NUTS,2006,UKI,1,8969
2007,NUTS,2006,UKJ,1,1096
2007,NUTS,2006,UKK,1,519
2007,NUTS,2006,UKL,1,255
2007,NUTS,2006,UKM,1,1049
2007,NUTS,2006,UKN,1,1399
2007,NUTS,2006,AT11,2,7101
2007,NUTS,2006,AT12,2,5086
2007,NUTS,2006,AT13,2,9189
2007,NUTS,2006,AT21,2,9651
2007,NUTS,2006,AT22,2,2980
2007,NUTS,2006,AT31,2,2483
2007,NUTS,2006,AT32,2,3441
2007,NUTS,2006,AT33,2,345
2007,NUTS,2006,AT34,2,6693
2007,NUTS,2006,BE10,2,8393
2007,NUTS,2006,BE21,2,3481
2007,NUTS,2006,BE22,2,8432
2007,NUTS,2006,BE23,2,427
2007,NUTS,2006,BE24,2,3793
2007,NUTS,2006,BE25,2,7372
2007,NUTS,2006,BE31,2,5994
2007,NUTS,2006,BE32,2,6661
2007,NUTS,2006,BE33,2,1889
2007,NUTS,2006,BE34,2,2430
2007,NUTS,2006,BE35,2,6887
2007,NUTS,2006,BG31,2,5978
2007,NUTS,2006,BG32,2,2710
2007,NUTS,2006,BG33,2,1646
2007,NUTS,2006,BG34,2,9829
2007,NUTS,2006,BG41,2,1723
2007,NUTS,2006,BG42,2,3716
2007,NUTS,2006,CH01,2,6475
2007,NUTS,2006,CH02,2,8925
2007,NUTS,2006,CH03,2,1441
2007,NUTS,2006,CH04,2,9930
2007,NUTS,2006,CH05,2,2263
2007,NUTS,2006,CH06,2,6391
2007,NUTS,2006,CH07,2,278
2007,NUTS,2006,CY00,2,3117
2007,NUTS,2006,CZ01,2,8100
2007,NUTS,2006,CZ02,2,2266
2007,NUTS,2006,CZ03,2,6917
2007,NUTS,2006,CZ04,2,7539
2007,NUTS,2006,CZ05,2,2520
2007,NUTS,2006,CZ06,2,7147
2007,NUTS,2006,CZ07,2,1949
2007,NUTS,2006,CZ08,2,3265
2007,NUTS,2006,DE11,2,8161
2007,NUTS,2006,DE12,2,8624
2007,NUTS,2006,DE13,2,8386
2007,NUTS,2006,DE14,2,9666
2007,NUTS,2006,DE21,2,4247
2007,NUTS,2006,DE22,2,5097
2007,NUTS,2006,DE23,2,5430
2007,NUTS,2006,DE24,2,576
2007,NUTS,2006,DE25,2,3590
2007,NUTS,2006,DE26,2,4575
2007,NUTS,2006,DE27,2,673
2007,NUTS,2006,DE30,2,6698
2007,NUTS,2006,DE41,2,8721
2007,NUTS,2006,DE42,2,5702
2007,NUTS,2006,DE50,2,480
2007,NUTS,2006,DE60,2,3803
2007,NUTS,2006,DE71,2,8602
2007,NUTS,2006,DE72,2,693
2007,NUTS,2006,DE73,2,7008
2007,NUTS,2006,DE80,2,7342
2007,NUTS,2006,DE91,2,871
2007,NUTS,2006,DE92,2,1754
2007,NUTS,2006,DE93,2,8295
2007,NUTS,2006,DE94,2,8093
2007,NUTS,2006,DEA1,2,295
2007,NUTS,2006,DEA2,2,9758
2007,NUTS,2006,DEA3,2,3341
2007,NUTS,2006,DEA4,2,3824
2007,NUTS,2006,DEA5,2,16
2007,NUTS,2006,DEB1,2,4478
2007,NUTS,2006,DEB2,2,1926
2007,NUTS,2006,DEB3,2,1887
2007,NUTS,2006,DEC0,2,8264
2007,NUTS,2006,DED1,2,8576
2007,NUTS,2006,DED2,2,9917
2007,NUTS,2006,DED3,2,1886
2007,NUTS,2006,DEE0,2,7036
2007,NUTS,2006,DEF0,2,8844
2007,NUTS,2006,DEG0,2,6439
2007,NUTS,2006,DK01,2,7514
2007,NUTS,2006,DK02,2,6441
2007,NUTS,2006,DK03,2,4228
2007,NUTS,2006,DK04,2,1675
2007,NUTS,2006,DK05,2,2344
2007,NUTS,2006,EE00,2,5147
2007,NUTS,2006,ES11,2,7071
2007,NUTS,2006,ES12,2,7948
2007,NUTS,2006,ES13,2,4167
2007,NUTS,2006,ES21,2,730
2007,NUTS,2006,ES22,2,8519
2007,NUTS,2006,ES23,2,1284
2007,NUTS,2006,ES24,2,1063
2007,NUTS,2006,ES30,2,2115
2007,NUTS,2006,ES41,2,7207
2007,NUTS,2006,ES42,2,5697
2007,NUTS,2006,ES43,2,5876
2007,NUTS,2006,ES51,2,3609
2007,NUTS,2006,ES52,2,1992
2007,NUTS,2006,ES53,2,1455
2007,NUTS,2006,ES61,2,1516
2007,NUTS,2006,ES62,2,3388
2007,NUTS,2006,ES63,2,6813
2007,NUTS,2006,ES64,2,6948
2007,NUTS,2006,ES70,2,690
2007,NUTS,2006,FI13,2,5312
2007,NUTS,2006,FI18,2,275
2007,NUTS,2006,FI19,2,6515
2007,NUTS,2006,FI1A,2,8568
2007,NUTS,2006,FI20,2,9625
2007,NUTS,2006,FR10,2,4217
2007,NUTS,2006,FR21,2,8055
2007,NUTS,2006,FR22,2,4647
2007,NUTS,2006,FR23,2,8206
2007,NUTS,2006,FR24,2,2262
2007,NUTS,2006,FR25,2,29
2007,NUTS,2006,FR26,2,1182
2007,NUTS,2006,FR30,2,1702
2007,NUTS,2006,FR41,2,1862
2007,NUTS,2006,FR42,2,8322
2007,NUTS,2006,FR43,2,7574
2007,NUTS,2006,FR51,2,6007
2007,NUTS,2006,FR52,2,2495
2007,NUTS,2006,FR53,2,7165
2007,NUTS,2006,FR61,2,5483
2007,NUTS,2006,FR62,2,2616
2007,NUTS,2006,FR63,2,4171
2007,NUTS,2006,FR71,2,7196
2007,NUTS,2006,FR72,2,3352
2007,NUTS,2006,FR81,2,4084
2007,NUTS,2006,FR82,2,7439
2007,NUTS,2006,FR83,2,21
2007,NUTS,2006,FR91,2,6456
2007,NUTS,2006,FR92,2,269
2007,NUTS,2006,FR93,2,4275
2007,NUTS,2006,FR94,2,1468
2007,NUTS,2006,GR11,2,3810
2007,NUTS,2006,GR12,2,4293
2007,NUTS,2006,GR13,2,4083
2007,NUTS,2006,GR14,2,3316
2007,NUTS,2006,GR21,2,2293
2007,NUTS,2006,GR22,2,846
2007,NUTS,2006,GR23,2,1233
2007,NUTS,2006,GR24,2,8123
2007,NUTS,2006,GR25,2,6596
2007,NUTS,2006,GR30,2,2193
2007,NUTS,2006,GR41,2,8616
2007,NUTS,2006,GR42,2,6981
2007,NUTS,2006,GR43,2,7542
2007,NUTS,2006,HR01,2,1173
2007,NUTS,2006,HR02,2,9896
2007,NUTS,2006,HR03,2,5277
2007,NUTS,2006,HU10,2,9481
2007,NUTS,2006,HU21,2,4219
2007,NUTS,2006,HU22,2,5122
2007,NUTS,2006,HU23,2,173
2007,NUTS,2006,HU31,2,978
2007,NUTS,2006,HU32,2,1030
2007,NUTS,2006,HU33,2,1425
2007,NUTS,2006,IE01,2,585
2007,NUTS,2006,IE02,2,4857
2007,NUTS,2006,IS00,2,3858
2007,NUTS,2006,ITC1,2,6299
2007,NUTS,2006,ITC2,2,9953
2007,NUTS,2006,ITC3,2,1855
2007,NUTS,2006,ITC4,2,1191
2007,NUTS,2006,ITD1,2,8500
2007,NUTS,2006,ITD2,2,2993
2007,NUTS,2006,ITD3,2,1392
2007,NUTS,2006,ITD4,2,3922
2007,NUTS,2006,ITD5,2,7962
2007,NUTS,2006,ITE1,2,9132
2007,NUTS,2006,ITE2,2,3801
2007,NUTS,2006,ITE3,2,6446
2007,NUTS,2006,ITE4,2,3095
2007,NUTS,2006,ITF1,2,2578
2007,NUTS,2006,ITF2,2,8884
2007,NUTS,2006,ITF3,2,875
2007,NUTS,2006,ITF4,2,8117
2007,NUTS,2006,ITF5,2,4213
2007,NUTS,2006,ITF6,2,6049
2007,NUTS,2006,ITG1,2,2730
2007,NUTS,2006,ITG2,2,8427
2007,NUTS,2006,LI00,2,1828
2007,NUTS,2006,LT00,2,4506
2007,NUTS,2006,LU00,2,6092
2007,NUTS,2006,LV00,2,1882
2007,NUTS,2006,ME00,2,2377
2007,NUTS,2006,MK00,2,247
2007,NUTS,2006,MT00,2,4028
2007,NUTS,2006,NL11,2,1572
2007,NUTS,2006,NL12,2,9144
2007,NUTS,2006,NL13,2,1370
2007,NUTS,2006,NL21,2,5884
2007,NUTS,2006,NL22,2,6523
2007,NUTS,2006,NL23,2,2571
2007,NUTS,2006,NL31,2,638
2007,NUTS,2006,NL32,2,4993
2007,NUTS,2006,NL33,2,1588
2007,NUTS,2006,NL34,2,6221
2007,NUTS,2006,NL41,2,6847
2007,NUTS,2006,NL42,2,6811
2007,NUTS,2006,NO01,2,4532
2007,NUTS,2006,NO02,2,3208
2007,NUTS,2006,NO03,2,9363
2007,NUTS,2006,NO04,2,6990
2007,NUTS,2006,NO05,2,9969
2007,NUTS,2006,NO06,2,8753
2007,NUTS,2006,NO07,2,2287
2007,NUTS,2006,PL11,2,3645
2007,NUTS,2006,PL12,2,6105
2007,NUTS,2006,PL21,2,4073
2007,NUTS,2006,PL22,2,6965
2007,NUTS,2006,PL31,2,4634
2007,NUTS,2006,PL32,2,5766
2007,NUTS,2006,PL33,2,6183
2007,NUTS,2006,PL34,2,1718
2007,NUTS,2006,PL41,2,9160
2007,NUTS,2006,PL42,2,1918
2007,NUTS,2006,PL43,2,10
2007,NUTS,2006,PL51,2,7873
2007,NUTS,2006,PL52,2,3195
2007,NUTS,2006,PL61,2,1133
2007,NUTS,2006,PL62,2,495
2007,NUTS,2006,PL63,2,9188
2007,NUTS,2006,PT11,2,9946
2007,NUTS,2006,PT15,2,6815
2007,NUTS,2006,PT16,2,8868
2007,NUTS,2006,PT17,2,2874
2007,NUTS,2006,PT18,2,8243
2007,NUTS,2006,PT20,2,6706
2007,NUTS,2006,PT30,2,5499
2007,NUTS,2006,RO11,2,5225
2007,NUTS,2006,RO12,2,2592
2007,NUTS,2006,RO21,2,2167
2007,NUTS,2006,RO22,2,8498
2007,NUTS,2006,RO31,2,6724
2007,NUTS,2006,RO32,2,1047
2007,NUTS,2006,RO41,2,2604
2007,NUTS,2006,RO42,2,3639
2007,NUTS,2006,SE11,2,1512
2007,NUTS,2006,SE12,2,1277
2007,NUTS,2006,SE21,2,3161
2007,NUTS,2006,SE22,2,9264
2007,NUTS,2006,SE23,2,8692
2007,NUTS,2006,SE31,2,6800
2007,NUTS,2006,SE32,2,1333
2007,NUTS,2006,SE33,2,4337
2007,NUTS,2006,SI01,2,2560
2007,NUTS,2006,SI02,2,118
2007,NUTS,2006,SK01,2,4119
2007,NUTS,2006,SK02,2,8136
2007,NUTS,2006,SK03,2,7833
2007,NUTS,2006,SK04,2,2833
2007,NUTS,2006,TR10,2,9982
2007,NUTS,2006,TR21,2,7740
2007,NUTS,2006,TR22,2,4516
2007,NUTS,2006,TR31,2,1814
2007,NUTS,2006,TR32,2,8882
2007,NUTS,2006,TR33,2,8959
2007,NUTS,2006,TR41,2,2558
2007,NUTS,2006,TR42,2,6859
2007,NUTS,2006,TR51,2,6000
2007,NUTS,2006,TR52,2,6961
2007,NUTS,2006,TR61,2,1453
2007,NUTS,2006,TR62,2,2216
2007,NUTS,2006,TR63,2,6682
2007,NUTS,2006,TR71,2,2695
2007,NUTS,2006,TR72,2,3827
2007,NUTS,2006,TR81,2,209
2007,NUTS,2006,TR82,2,9307
2007,NUTS,2006,TR83,2,6759
2007,NUTS,2006,TR90,2,8881
2007,NUTS,2006,TRA1,2,5252
2007,NUTS,2006,TRA2,2,5022
2007,NUTS,2006,TRB1,2,6971
2007,NUTS,2006,TRB2,2,4831
2007,NUTS,2006,TRC1,2,3133
2007,NUTS,2006,TRC2,2,9005
2007,NUTS,2006,TRC3,2,1357
2007,NUTS,2006,UKC1,2,184
2007,NUTS,2006,UKC2,2,9223
2007,NUTS,2006,UKD1,2,6177
2007,NUTS,2006,UKD2,2,3758
2007,NUTS,2006,UKD3,2,8578
2007,NUTS,2006,UKD4,2,4375
2007,NUTS,2006,UKD5,2,9888
2007,NUTS,2006,UKE1,2,4486
2007,NUTS,2006,UKE2,2,164
2007,NUTS,2006,UKE3,2,5287
2007,NUTS,2006,UKE4,2,2314
2007,NUTS,2006,UKF1,2,7893
2007,NUTS,2006,UKF2,2,6559
2007,NUTS,2006,UKF3,2,2990
2007,NUTS,2006,UKG1,2,435
2007,NUTS,2006,UKG2,2,9255
2007,NUTS,2006,UKG3,2,2132
2007,NUTS,2006,UKH1,2,5521
2007,NUTS,2006,UKH2,2,8672
2007,NUTS,2006,UKH3,2,6518
2007,NUTS,2006,UKI1,2,1798
2007,NUTS,2006,UKI2,2,6345
2007,NUTS,2006,UKJ1,2,2910
2007,NUTS,2006,UKJ2,2,5544
2007,NUTS,2006,UKJ3,2,7190
2007,NUTS,2006,UKJ4,2,3678
2007,NUTS,2006,UKK1,2,1899
2007,NUTS,2006,UKK2,2,5042
2007,NUTS,2006,UKK3,2,7406
2007,NUTS,2006,UKK4,2,477
2007,NUTS,2006,UKL1,2,4441
2007,NUTS,2006,UKL2,2,1625
2007,NUTS,2006,UKM2,2,7871
2007,NUTS,2006,UKM3,2,7502
2007,NUTS,2006,UKM5,2,751
2007,NUTS,2006,UKM6,2,6125
2007,NUTS,2006,UKN0,2,4691
2007,NUTS,2006,AT111,3,1378
2007,NUTS,2006,AT112,3,669
2007,NUTS,2006,AT113,3,6437
2007,NUTS,2006,AT121,3,6370
2007,NUTS,2006,AT122,3,2375
2007,NUTS,2006,AT123,3,8700
2007,NUTS,2006,AT124,3,9449
2007,NUTS,2006,AT125,3,1783
2007,NUTS,2006,AT126,3,7451
2007,NUTS,2006,AT127,3,2253
2007,NUTS,2006,AT130,3,3558
2007,NUTS,2006,AT211,3,6256
2007,NUTS,2006,AT212,3,4577
2007,NUTS,2006,AT213,3,6971
2007,NUTS,2006,AT221,3,8500
2007,NUTS,2006,AT222,3,3151
2007,NUTS,2006,AT223,3,3681
2007,NUTS,2006,AT224,3,1458
2007,NUTS,2006,AT225,3,405
2007,NUTS,2006,AT226,3,8796
2007,NUTS,2006,AT311,3,4577
2007,NUTS,2006,AT312,3,486
2007,NUTS,2006,AT313,3,7168
2007,NUTS,2006,AT314,3,6703
2007,NUTS,2006,AT315,3,6870
2007,NUTS,2006,AT321,3,8411
2007,NUTS,2006,AT322,3,3057
2007,NUTS,2006,AT323,3,3751
2007,NUTS,2006,AT331,3,8383
2007,NUTS,2006,AT332,3,7188
2007,NUTS,2006,AT333,3,6593
2007,NUTS,2006,AT334,3,22
2007,NUTS,2006,AT335,3,4132
2007,NUTS,2006,AT341,3,9285
2007,NUTS,2006,AT342,3,5945
2007,NUTS,2006,BE100,3,2141
2007,NUTS,2006,BE211,3,1240
2007,NUTS,2006,BE212,3,755
2007,NUTS,2006,BE213,3,7466
2007,NUTS,2006,BE221,3,4520
2007,NUTS,2006,BE222,3,8309
2007,NUTS,2006,BE223,3,2449
2007,NUTS,2006,BE231,3,5865
2007,NUTS,2006,BE232,3,9696
2007,NUTS,2006,BE233,3,8574
2007,NUTS,2006,BE234,3,8336
2007,NUTS,2006,BE235,3,7011
2007,NUTS,2006,BE236,3,8671
2007,NUTS,2006,BE241,3,1843
2007,NUTS,2006,BE242,3,8799
2007,NUTS,2006,BE251,3,5963
2007,NUTS,2006,BE252,3,5275
2007,NUTS,2006,BE253,3,4220
2007,NUTS,2006,BE254,3,6654
2007,NUTS,2006,BE255,3,656
2007,NUTS,2006,BE256,3,7483
2007,NUTS,2006,BE257,3,2315
2007,NUTS,2006,BE258,3,3967
2007,NUTS,2006,BE310,3,6921
2007,NUTS,2006,BE321,3,7363
2007,NUTS,2006,BE322,3,2079
2007,NUTS,2006,BE323,3,1720
2007,NUTS,2006,BE324,3,4879
2007,NUTS,2006,BE325,3,4854
2007,NUTS,2006,BE326,3,2989
2007,NUTS,2006,BE327,3,2850
2007,NUTS,2006,BE331,3,293
2007,NUTS,2006,BE332,3,5519
2007,NUTS,2006,BE334,3,3849
2007,NUTS,2006,BE335,3,956
2007,NUTS,2006,BE336,3,5808
2007,NUTS,2006,BE341,3,1279
2007,NUTS,2006,BE342,3,4476
2007,NUTS,2006,BE343,3,9070
2007,NUTS,2006,BE344,3,6155
2007,NUTS,2006,BE345,3,5530
2007,NUTS,2006,BE351,3,6433
2007,NUTS,2006,BE352,3,5448
2007,NUTS,2006,BE353,3,9234
2007,NUTS,2006,BG311,3,181
2007,NUTS,2006,BG312,3,9234
2007,NUTS,2006,BG313,3,6122
2007,NUTS,2006,BG314,3,5380
2007,NUTS,2006,BG315,3,1164
2007,NUTS,2006,BG321,3,8833
2007,NUTS,2006,BG322,3,9261
2007,NUTS,2006,BG323,3,2898
2007,NUTS,2006,BG324,3,4313
2007,NUTS,2006,BG325,3,4628
2007,NUTS,2006,BG331,3,2790
2007,NUTS,2006,BG332,3,472
2007,NUTS,2006,BG333,3,1062
2007,NUTS,2006,BG334,3,7311
2007,NUTS,2006,BG341,3,4576
2007,NUTS,2006,BG342,3,4174
2007,NUTS,2006,BG343,3,2713
2007,NUTS,2006,BG344,3,6605
2007,NUTS,2006,BG411,3,753
2007,NUTS,2006,BG412,3,5665
2007,NUTS,2006,BG413,3,3103
2007,NUTS,2006,BG414,3,8784
2007,NUTS,2006,BG415,3,3988
2007,NUTS,2006,BG421,3,2976
2007,NUTS,2006,BG422,3,4071
2007,NUTS,2006,BG423,3,9495
2007,NUTS,2006,BG424,3,434
2007,NUTS,2006,BG425,3,3963
2007,NUTS,2006,CH011,3,6669
2007,NUTS,2006,CH012,3,9270
2007,NUTS,2006,CH013,3,2137
2007,NUTS,2006,CH021,3,9359
2007,NUTS,2006,CH022,3,7121
2007,NUTS,2006,CH023,3,7435
2007,NUTS,2006,CH024,3,6072
2007,NUTS,2006,CH025,3,3276
2007,NUTS,2006,CH031,3,9358
2007,NUTS,2006,CH032,3,3149
2007,NUTS,2006,CH033,3,4987
2007,NUTS,2006,CH040,3,5499
2007,NUTS,2006,CH051,3,1951
2007,NUTS,2006,CH052,3,5899
2007,NUTS,2006,CH053,3,4739
2007,NUTS,2006,CH054,3,237
2007,NUTS,2006,CH055,3,3936
2007,NUTS,2006,CH056,3,87
2007,NUTS,2006,CH057,3,8384
2007,NUTS,2006,CH061,3,299
2007,NUTS,2006,CH062,3,1812
2007,NUTS,2006,CH063,3,8424
2007,NUTS,2006,CH064,3,6701
2007,NUTS,2006,CH065,3,717
2007,NUTS,2006,CH066,3,7100
2007,NUTS,2006,CH070,3,7820
2007,NUTS,2006,CY000,3,4846
2007,NUTS,2006,CZ010,3,1795
2007,NUTS,2006,CZ020,3,4318
2007,NUTS,2006,CZ031,3,4775
2007,NUTS,2006,CZ032,3,6478
2007,NUTS,2006,CZ041,3,1420
2007,NUTS,2006,CZ042,3,7769
2007,NUTS,2006,CZ051,3,3526
2007,NUTS,2006,CZ052,3,7419
2007,NUTS,2006,CZ053,3,2281
2007,NUTS,2006,CZ063,3,1152
2007,NUTS,2006,CZ064,3,3740
2007,NUTS,2006,CZ071,3,3138
2007,NUTS,2006,CZ072,3,7137
2007,NUTS,2006,CZ080,3,1656
2007,NUTS,2006,DE111,3,8448
2007,NUTS,2006,DE112,3,1858
2007,NUTS,2006,DE113,3,7992
2007,NUTS,2006,DE114,3,2519
2007,NUTS,2006,DE115,3,1882
2007,NUTS,2006,DE116,3,7967
2007,NUTS,2006,DE117,3,7006
2007,NUTS,2006,DE118,3,4169
2007,NUTS,2006,DE119,3,3483
2007,NUTS,2006,DE11A,3,6189
2007,NUTS,2006,DE11B,3,1099
2007,NUTS,2006,DE11C,3,2612
2007,NUTS,2006,DE11D,3,5707
2007,NUTS,2006,DE121,3,3021
2007,NUTS,2006,DE122,3,139
2007,NUTS,2006,DE123,3,7018
2007,NUTS,2006,DE124,3,4255
2007,NUTS,2006,DE125,3,8932
2007,NUTS,2006,DE126,3,3814
2007,NUTS,2006,DE127,3,308
2007,NUTS,2006,DE128,3,9792
2007,NUTS,2006,DE129,3,9679
2007,NUTS,2006,DE12A,3,2332
2007,NUTS,2006,DE12B,3,4208
2007,NUTS,2006,DE12C,3,5122
2007,NUTS,2006,DE131,3,9899
2007,NUTS,2006,DE132,3,5712
2007,NUTS,2006,DE133,3,5162
2007,NUTS,2006,DE134,3,7640
2007,NUTS,2006,DE135,3,3218
2007,NUTS,2006,DE136,3,187
2007,NUTS,2006,DE137,3,7202
2007,NUTS,2006,DE138,3,4674
2007,NUTS,2006,DE139,3,7801
2007,NUTS,2006,DE13A,3,4144
2007,NUTS,2006,DE141,3,6179
2007,NUTS,2006,DE142,3,8930
2007,NUTS,2006,DE143,3,5308
2007,NUTS,2006,DE144,3,7416
2007,NUTS,2006,DE145,3,7292
2007,NUTS,2006,DE146,3,4696
2007,NUTS,2006,DE147,3,5420
2007,NUTS,2006,DE148,3,958
2007,NUTS,2006,DE149,3,5888
2007,NUTS,2006,DE211,3,3383
2007,NUTS,2006,DE212,3,6579
2007,NUTS,2006,DE213,3,5485
2007,NUTS,2006,DE214,3,9151
2007,NUTS,2006,DE215,3,2257
2007,NUTS,2006,DE216,3,6574
2007,NUTS,2006,DE217,3,8277
2007,NUTS,2006,DE218,3,4783
2007,NUTS,2006,DE219,3,8676
2007,NUTS,2006,DE21A,3,4493
2007,NUTS,2006,DE21B,3,1663
2007,NUTS,2006,DE21C,3,4986
2007,NUTS,2006,DE21D,3,8594
2007,NUTS,2006,DE21E,3,5594
2007,NUTS,2006,DE21F,3,8795
2007,NUTS,2006,DE21G,3,5844
2007,NUTS,2006,DE21H,3,1435
2007,NUTS,2006,DE21I,3,205
2007,NUTS,2006,DE21J,3,9862
2007,NUTS,2006,DE21K,3,7355
2007,NUTS,2006,DE21L,3,7094
2007,NUTS,2006,DE21M,3,9986
2007,NUTS,2006,DE21N,3,5721
2007,NUTS,2006,DE221,3,725
2007,NUTS,2006,DE222,3,6574
2007,NUTS,2006,DE223,3,2389
2007,NUTS,2006,DE224,3,8077
2007,NUTS,2006,DE225,3,8135
2007,NUTS,2006,DE226,3,9305
2007,NUTS,2006,DE227,3,5828
2007,NUTS,2006,DE228,3,7498
2007,NUTS,2006,DE229,3,5159
2007,NUTS,2006,DE22A,3,4050
2007,NUTS,2006,DE22B,3,9552
2007,NUTS,2006,DE22C,3,5786
