year,nuts_id,nuts_year_spec,uvoug
2011,UKE3,2010,69574213
2011,UKE4,2010,91573676
2011,UKF1,2010,3921241
2011,UKF2,2010,88977801
2011,UKF3,2010,43267858
2011,UKG1,2010,580183
2011,UKG2,2010,33242616
2011,UKG3,2010,92992743
2011,UKH1,2010,96381724
2011,UKH2,2010,10169684
2011,UKH3,2010,5702834
2011,UKI1,2010,81415877
2011,UKI2,2010,12283063
2011,UKJ1,2010,91668752
2011,UKJ2,2010,30778004
2011,UKJ3,2010,87286263
2011,UKJ4,2010,57555060
2011,UKK1,2010,23002796
2011,UKK2,2010,71162205
2011,UKK3,2010,49643178
2011,UKK4,2010,91435999
2011,UKL1,2010,59854415
2011,UKL2,2010,93241321
2011,UKM2,2010,52877535
2011,UKM3,2010,8786549
2011,UKM5,2010,11638938
2011,UKM6,2010,87594631
2011,UKN0,2010,13336897
2012,UKC1,2010,68277986
2012,UKC2,2010,15169345
2012,UKD1,2010,3385059
2012,UKD3,2010,79193251
2012,UKD4,2010,80997054
2012,UKD6,2010,25061114
2012,UKD7,2010,16981210
2012,UKE1,2010,53297216
2012,UKE2,2010,95936077
2012,UKE3,2010,6123518
2012,UKE4,2010,20270424
2012,UKF1,2010,27748630
2012,UKF2,2010,10558877
2012,UKF3,2010,8110753
2012,UKG1,2010,94434247
2012,UKG2,2010,67522989
2012,UKG3,2010,41530712
2012,UKH1,2010,95949894
2012,UKH2,2010,71095431
2012,UKH3,2010,8670429
2012,UKI1,2010,62327931
2012,UKI2,2010,77530928
2012,UKJ1,2010,49266474
2012,UKJ2,2010,57075530
2012,UKJ3,2010,45512882
2012,UKJ4,2010,89453951
2012,UKK1,2010,39154211
2012,UKK2,2010,91201171
2012,UKK3,2010,3010184
2012,UKK4,2010,14379638
2012,UKL1,2010,62845733
2012,UKL2,2010,49063796
2012,UKM2,2010,98841780
2012,UKM3,2010,36783147
2012,UKM5,2010,98695533
2012,UKM6,2010,88818886
2012,UKN0,2010,5199942
2013,UKC1,2013,24031219
2013,UKC2,2013,36730958
2013,UKD1,2013,30529036
2013,UKD3,2013,15762257
2013,UKD4,2013,96208479
2013,UKD6,2013,76058585
2013,UKD7,2013,85472949
2013,UKE1,2013,17364314
2013,UKE2,2013,72543145
2013,UKE3,2013,21395855
2013,UKE4,2013,99486966
2013,UKF1,2013,9783148
2013,UKF2,2013,97281949
2013,UKF3,2013,44036760
2013,UKG1,2013,18043810
2013,UKG2,2013,79703720
2013,UKG3,2013,22451687
2013,UKH1,2013,31255011
2013,UKH2,2013,76086893
2013,UKH3,2013,43816109
2013,UKI3,2013,3977075
2013,UKI4,2013,60624747
2013,UKI5,2013,33454921
2013,UKI6,2013,57710482
2013,UKI7,2013,94994230
2013,UKJ1,2013,83130600
2013,UKJ2,2013,55387595
2013,UKJ3,2013,87622017
2013,UKJ4,2013,80106356
2013,UKK1,2013,59811155
2013,UKK2,2013,80944946
2013,UKK3,2013,97769101
2013,UKK4,2013,7857168
2013,UKL1,2013,40352569
2013,UKL2,2013,44059638
2013,UKM2,2013,17892956
2013,UKM3,2013,94612047
2013,UKM5,2013,87812516
2013,UKM6,2013,93927603
2013,UKN0,2013,25749340
2014,UKC1,2013,6441965
2014,UKC2,2013,4868093
2014,UKD1,2013,97015060
2014,UKD3,2013,84285080
2014,UKD4,2013,39217282
2014,UKD6,2013,19727136
2014,UKD7,2013,69900285
2014,UKE1,2013,60527124
2014,UKE2,2013,62059280
2014,UKE3,2013,49955059
2014,UKE4,2013,19692060
2014,UKF1,2013,64736737
2014,UKF2,2013,96114682
2014,UKF3,2013,76444088
2014,UKG1,2013,85253665
2014,UKG2,2013,32483670
2014,UKG3,2013,84416202
2014,UKH1,2013,96817180
2014,UKH2,2013,35995195
2014,UKH3,2013,33396029
2014,UKI3,2013,72115742
2014,UKI4,2013,28451436
2014,UKI5,2013,26302313
2014,UKI6,2013,43369350
2014,UKI7,2013,71275899
2014,UKJ1,2013,21159368
2014,UKJ2,2013,86169183
2014,UKJ3,2013,56606498
2014,UKJ4,2013,16595702
2014,UKK1,2013,87362232
2014,UKK2,2013,15003413
2014,UKK3,2013,97517036
2014,UKK4,2013,83506362
2014,UKL1,2013,44328385
2014,UKL2,2013,32741207
2014,UKM2,2013,51420843
2014,UKM3,2013,97960496
2014,UKM5,2013,38069802
2014,UKM6,2013,2149886
2014,UKN0,2013,42272723
2015,UKC1,2013,29012990
2015,UKC2,2013,90524840
2015,UKD1,2013,42040132
2015,UKD3,2013,41005872
2015,UKD4,2013,36542599
2015,UKD6,2013,19226340
2015,UKD7,2013,59048154
2015,UKE1,2013,78328294
2015,UKE2,2013,9585313
2015,UKE3,2013,32222395
2015,UKE4,2013,86255645
2015,UKF1,2013,51405673
2015,UKF2,2013,8138730
2015,UKF3,2013,47847772
2015,UKG1,2013,76710809
2015,UKG2,2013,65786014
2015,UKG3,2013,83448606
2015,UKH1,2013,13873032
2015,UKH2,2013,2611475
2015,UKH3,2013,52771110
2015,UKI3,2013,22010708
2015,UKI4,2013,10318579
2015,UKI5,2013,23832882
2015,UKI6,2013,9730022
2015,UKI7,2013,97636439
2015,UKJ1,2013,70365164
2015,UKJ2,2013,42856114
2015,UKJ3,2013,91008145
2015,UKJ4,2013,96162169
2015,UKK1,2013,17186314
2015,UKK2,2013,82890144
2015,UKK3,2013,95440853
2015,UKK4,2013,39356777
2015,UKL1,2013,60411280
2015,UKL2,2013,87942425
2015,UKM2,2013,66310293
2015,UKM3,2013,11665240
2015,UKM5,2013,46713104
2015,UKM6,2013,61233462
2015,UKN0,2013,61349940
2016,UKC1,2016,19309133
2016,UKC2,2016,53014264
2016,UKD1,2016,2171863
2016,UKD3,2016,19807484
2016,UKD4,2016,73316497
2016,UKD6,2016,51151945
2016,UKD7,2016,1933141
2016,UKE1,2016,98645320
2016,UKE2,2016,12915875
2016,UKE3,2016,24936151
2016,UKE4,2016,58111467
2016,UKF1,2016,32330891
2016,UKF2,2016,97375476
2016,UKF3,2016,43714065
2016,UKG1,2016,80963158
2016,UKG2,2016,84700256
2016,UKG3,2016,95257713
2016,UKH1,2016,30076902
2016,UKH2,2016,12644848
2016,UKH3,2016,15445987
2016,UKI3,2016,66549532
2016,UKI4,2016,48928117
2016,UKI5,2016,50932287
2016,UKI6,2016,33575567
2016,UKI7,2016,5703019
2016,UKJ1,2016,72359358
2016,UKJ2,2016,44097374
2016,UKJ3,2016,78654381
2016,UKJ4,2016,23839527
2016,UKK1,2016,12492823
2016,UKK2,2016,49064364
2016,UKK3,2016,22503272
2016,UKK4,2016,40066093
2016,UKL1,2016,32337639
2016,UKL2,2016,90375192
2016,UKM5,2016,73941563
2016,UKM6,2016,15845685
2016,UKM7,2016,80784341
2016,UKM8,2016,65513691
2016,UKM9,2016,27708016
2016,UKN0,2016,34021951
