year,region_type,region_year_spec,region_id,region_level,nidah
2008,NUTS,2006,AT31,2,5746
2008,NUTS,2006,AT32,2,5799
2008,NUTS,2006,AT33,2,4222
2008,NUTS,2006,AT34,2,2969
2008,NUTS,2006,BE10,2,8961
2008,NUTS,2006,BE21,2,819
2008,NUTS,2006,BE22,2,1385
2008,NUTS,2006,BE23,2,3579
2008,NUTS,2006,BE24,2,8550
2008,NUTS,2006,BE25,2,4116
2008,NUTS,2006,BE31,2,6506
2008,NUTS,2006,BE32,2,133
2008,NUTS,2006,BE33,2,3231
2008,NUTS,2006,BE34,2,1386
2008,NUTS,2006,BE35,2,1693
2008,NUTS,2006,BG31,2,6839
2008,NUTS,2006,BG32,2,9399
2008,NUTS,2006,BG33,2,8538
2008,NUTS,2006,BG34,2,811
2008,NUTS,2006,BG41,2,6079
2008,NUTS,2006,BG42,2,809
2008,NUTS,2006,CH01,2,2126
2008,NUTS,2006,CH02,2,4338
2008,NUTS,2006,CH03,2,1929
2008,NUTS,2006,CH04,2,4319
2008,NUTS,2006,CH05,2,6681
2008,NUTS,2006,CH06,2,7757
2008,NUTS,2006,CH07,2,17
2008,NUTS,2006,CY00,2,4514
2008,NUTS,2006,CZ01,2,4098
2008,NUTS,2006,CZ02,2,5280
2008,NUTS,2006,CZ03,2,6384
2008,NUTS,2006,CZ04,2,8937
2008,NUTS,2006,CZ05,2,177
2008,NUTS,2006,CZ06,2,4408
2008,NUTS,2006,CZ07,2,6815
2008,NUTS,2006,CZ08,2,4584
2008,NUTS,2006,DE11,2,8574
2008,NUTS,2006,DE12,2,1862
2008,NUTS,2006,DE13,2,2542
2008,NUTS,2006,DE14,2,971
2008,NUTS,2006,DE21,2,5297
2008,NUTS,2006,DE22,2,8745
2008,NUTS,2006,DE23,2,6710
2008,NUTS,2006,DE24,2,4519
2008,NUTS,2006,DE25,2,1388
2008,NUTS,2006,DE26,2,2717
2008,NUTS,2006,DE27,2,95
2008,NUTS,2006,DE30,2,6877
2008,NUTS,2006,DE41,2,4624
2008,NUTS,2006,DE42,2,2311
2008,NUTS,2006,DE50,2,5754
2008,NUTS,2006,DE60,2,2323
2008,NUTS,2006,DE71,2,3993
2008,NUTS,2006,DE72,2,7737
2008,NUTS,2006,DE73,2,8589
2008,NUTS,2006,DE80,2,2050
2008,NUTS,2006,DE91,2,8615
2008,NUTS,2006,DE92,2,931
2008,NUTS,2006,DE93,2,1220
2008,NUTS,2006,DE94,2,3340
2008,NUTS,2006,DEA1,2,7769
2008,NUTS,2006,DEA2,2,7097
2008,NUTS,2006,DEA3,2,856
2008,NUTS,2006,DEA4,2,988
2008,NUTS,2006,DEA5,2,9432
2008,NUTS,2006,DEB1,2,3631
2008,NUTS,2006,DEB2,2,1935
2008,NUTS,2006,DEB3,2,3300
2008,NUTS,2006,DEC0,2,2920
2008,NUTS,2006,DED1,2,5543
2008,NUTS,2006,DED2,2,3692
2008,NUTS,2006,DED3,2,6179
2008,NUTS,2006,DEE0,2,4975
2008,NUTS,2006,DEF0,2,4073
2008,NUTS,2006,DEG0,2,1384
2008,NUTS,2006,DK01,2,8730
2008,NUTS,2006,DK02,2,2540
2008,NUTS,2006,DK03,2,690
2008,NUTS,2006,DK04,2,7069
2008,NUTS,2006,DK05,2,7639
2008,NUTS,2006,EE00,2,1186
2008,NUTS,2006,ES11,2,5369
2008,NUTS,2006,ES12,2,3796
2008,NUTS,2006,ES13,2,312
2008,NUTS,2006,ES21,2,5062
2008,NUTS,2006,ES22,2,2613
2008,NUTS,2006,ES23,2,6668
2008,NUTS,2006,ES24,2,1592
2008,NUTS,2006,ES30,2,8136
2008,NUTS,2006,ES41,2,5050
2008,NUTS,2006,ES42,2,4621
2008,NUTS,2006,ES43,2,7145
2008,NUTS,2006,ES51,2,3397
2008,NUTS,2006,ES52,2,5303
2008,NUTS,2006,ES53,2,3256
2008,NUTS,2006,ES61,2,664
2008,NUTS,2006,ES62,2,7074
2008,NUTS,2006,ES63,2,8975
2008,NUTS,2006,ES64,2,4121
2008,NUTS,2006,ES70,2,5598
2008,NUTS,2006,FI13,2,6767
2008,NUTS,2006,FI18,2,3988
2008,NUTS,2006,FI19,2,3317
2008,NUTS,2006,FI1A,2,2843
2008,NUTS,2006,FI20,2,8526
2008,NUTS,2006,FR10,2,9643
2008,NUTS,2006,FR21,2,7074
2008,NUTS,2006,FR22,2,2863
2008,NUTS,2006,FR23,2,7360
2008,NUTS,2006,FR24,2,8751
2008,NUTS,2006,FR25,2,5531
2008,NUTS,2006,FR26,2,4755
2008,NUTS,2006,FR30,2,2377
2008,NUTS,2006,FR41,2,4354
2008,NUTS,2006,FR42,2,4404
2008,NUTS,2006,FR43,2,3875
2008,NUTS,2006,FR51,2,3153
2008,NUTS,2006,FR52,2,5201
2008,NUTS,2006,FR53,2,4332
2008,NUTS,2006,FR61,2,9978
2008,NUTS,2006,FR62,2,1108
2008,NUTS,2006,FR63,2,606
2008,NUTS,2006,FR71,2,5688
2008,NUTS,2006,FR72,2,5644
2008,NUTS,2006,FR81,2,699
2008,NUTS,2006,FR82,2,3123
2008,NUTS,2006,FR83,2,1938
2008,NUTS,2006,FR91,2,3470
2008,NUTS,2006,FR92,2,8432
2008,NUTS,2006,FR93,2,6163
2008,NUTS,2006,FR94,2,8544
2008,NUTS,2006,GR11,2,7595
2008,NUTS,2006,GR12,2,7383
2008,NUTS,2006,GR13,2,1762
2008,NUTS,2006,GR14,2,1343
2008,NUTS,2006,GR21,2,3000
2008,NUTS,2006,GR22,2,8413
2008,NUTS,2006,GR23,2,8424
2008,NUTS,2006,GR24,2,1103
2008,NUTS,2006,GR25,2,1832
2008,NUTS,2006,GR30,2,1798
2008,NUTS,2006,GR41,2,9072
2008,NUTS,2006,GR42,2,5737
2008,NUTS,2006,GR43,2,5431
2008,NUTS,2006,HR01,2,5624
2008,NUTS,2006,HR02,2,430
2008,NUTS,2006,HR03,2,2425
2008,NUTS,2006,HU10,2,4572
2008,NUTS,2006,HU21,2,3189
2008,NUTS,2006,HU22,2,371
2008,NUTS,2006,HU23,2,6411
2008,NUTS,2006,HU31,2,7083
2008,NUTS,2006,HU32,2,468
2008,NUTS,2006,HU33,2,7252
2008,NUTS,2006,IE01,2,9188
2008,NUTS,2006,IE02,2,8253
2008,NUTS,2006,IS00,2,3867
2008,NUTS,2006,ITC1,2,3046
2008,NUTS,2006,ITC2,2,9371
2008,NUTS,2006,ITC3,2,5814
2008,NUTS,2006,ITC4,2,2293
2008,NUTS,2006,ITD1,2,7743
2008,NUTS,2006,ITD2,2,2682
2008,NUTS,2006,ITD3,2,6294
2008,NUTS,2006,ITD4,2,7327
2008,NUTS,2006,ITD5,2,4861
2008,NUTS,2006,ITE1,2,6868
2008,NUTS,2006,ITE2,2,9556
2008,NUTS,2006,ITE3,2,4785
2008,NUTS,2006,ITE4,2,7299
2008,NUTS,2006,ITF1,2,1445
2008,NUTS,2006,ITF2,2,3016
2008,NUTS,2006,ITF3,2,1114
2008,NUTS,2006,ITF4,2,5498
2008,NUTS,2006,ITF5,2,5495
2008,NUTS,2006,ITF6,2,4773
2008,NUTS,2006,ITG1,2,1453
2008,NUTS,2006,ITG2,2,2164
2008,NUTS,2006,LI00,2,8350
2008,NUTS,2006,LT00,2,4428
2008,NUTS,2006,LU00,2,9049
2008,NUTS,2006,LV00,2,3937
2008,NUTS,2006,ME00,2,4124
2008,NUTS,2006,MK00,2,3451
2008,NUTS,2006,MT00,2,7280
2008,NUTS,2006,NL11,2,8049
2008,NUTS,2006,NL12,2,4473
2008,NUTS,2006,NL13,2,3761
2008,NUTS,2006,NL21,2,4509
2008,NUTS,2006,NL22,2,7557
2008,NUTS,2006,NL23,2,8617
2008,NUTS,2006,NL31,2,3816
2008,NUTS,2006,NL32,2,1054
2008,NUTS,2006,NL33,2,6598
2008,NUTS,2006,NL34,2,5879
2008,NUTS,2006,NL41,2,1343
2008,NUTS,2006,NL42,2,1516
2008,NUTS,2006,NO01,2,5892
2008,NUTS,2006,NO02,2,1952
2008,NUTS,2006,NO03,2,5750
2008,NUTS,2006,NO04,2,619
2008,NUTS,2006,NO05,2,7849
2008,NUTS,2006,NO06,2,9361
2008,NUTS,2006,NO07,2,1004
2008,NUTS,2006,PL11,2,6307
2008,NUTS,2006,PL12,2,9743
2008,NUTS,2006,PL21,2,9022
2008,NUTS,2006,PL22,2,3519
2008,NUTS,2006,PL31,2,3111
2008,NUTS,2006,PL32,2,5573
2008,NUTS,2006,PL33,2,7340
2008,NUTS,2006,PL34,2,1597
2008,NUTS,2006,PL41,2,4196
2008,NUTS,2006,PL42,2,3643
2008,NUTS,2006,PL43,2,6164
2008,NUTS,2006,PL51,2,8568
2008,NUTS,2006,PL52,2,2758
2008,NUTS,2006,PL61,2,3283
2008,NUTS,2006,PL62,2,5411
2008,NUTS,2006,PL63,2,3911
2008,NUTS,2006,PT11,2,9000
2008,NUTS,2006,PT15,2,8949
2008,NUTS,2006,PT16,2,9640
2008,NUTS,2006,PT17,2,9312
2008,NUTS,2006,PT18,2,1099
2008,NUTS,2006,PT20,2,683
2008,NUTS,2006,PT30,2,5440
2008,NUTS,2006,RO11,2,3439
2008,NUTS,2006,RO12,2,7711
2008,NUTS,2006,RO21,2,7466
2008,NUTS,2006,RO22,2,9322
2008,NUTS,2006,RO31,2,4100
2008,NUTS,2006,RO32,2,4583
2008,NUTS,2006,RO41,2,7976
2008,NUTS,2006,RO42,2,5414
2008,NUTS,2006,SE11,2,9124
2008,NUTS,2006,SE12,2,2726
2008,NUTS,2006,SE21,2,9264
2008,NUTS,2006,SE22,2,175
2008,NUTS,2006,SE23,2,7318
2008,NUTS,2006,SE31,2,8524
2008,NUTS,2006,SE32,2,3811
2008,NUTS,2006,SE33,2,624
2008,NUTS,2006,SI01,2,1237
2008,NUTS,2006,SI02,2,4532
2008,NUTS,2006,SK01,2,8255
2008,NUTS,2006,SK02,2,1310
2008,NUTS,2006,SK03,2,4232
2008,NUTS,2006,SK04,2,6858
2008,NUTS,2006,TR10,2,8223
2008,NUTS,2006,TR21,2,166
2008,NUTS,2006,TR22,2,5936
2008,NUTS,2006,TR31,2,9119
2008,NUTS,2006,TR32,2,3340
2008,NUTS,2006,TR33,2,6689
2008,NUTS,2006,TR41,2,8749
2008,NUTS,2006,TR42,2,5079
2008,NUTS,2006,TR51,2,5489
2008,NUTS,2006,TR52,2,2753
2008,NUTS,2006,TR61,2,4574
2008,NUTS,2006,TR62,2,9792
2008,NUTS,2006,TR63,2,2417
2008,NUTS,2006,TR71,2,1934
2008,NUTS,2006,TR72,2,9466
2008,NUTS,2006,TR81,2,1379
2008,NUTS,2006,TR82,2,3636
2008,NUTS,2006,TR83,2,2541
2008,NUTS,2006,TR90,2,5254
2008,NUTS,2006,TRA1,2,8754
2008,NUTS,2006,TRA2,2,8710
2008,NUTS,2006,TRB1,2,5085
2008,NUTS,2006,TRB2,2,314
2008,NUTS,2006,TRC1,2,7709
2008,NUTS,2006,TRC2,2,2133
2008,NUTS,2006,TRC3,2,9582
2008,NUTS,2006,UKC1,2,3571
2008,NUTS,2006,UKC2,2,3010
2008,NUTS,2006,UKD1,2,3325
2008,NUTS,2006,UKD2,2,9007
2008,NUTS,2006,UKD3,2,4912
2008,NUTS,2006,UKD4,2,2420
2008,NUTS,2006,UKD5,2,3203
2008,NUTS,2006,UKE1,2,2415
2008,NUTS,2006,UKE2,2,3006
2008,NUTS,2006,UKE3,2,6782
2008,NUTS,2006,UKE4,2,1153
2008,NUTS,2006,UKF1,2,5996
2008,NUTS,2006,UKF2,2,5449
2008,NUTS,2006,UKF3,2,4674
2008,NUTS,2006,UKG1,2,9550
2008,NUTS,2006,UKG2,2,8928
2008,NUTS,2006,UKG3,2,3792
2008,NUTS,2006,UKH1,2,314
2008,NUTS,2006,UKH2,2,5434
2008,NUTS,2006,UKH3,2,1890
2008,NUTS,2006,UKI1,2,934
2008,NUTS,2006,UKI2,2,6341
2008,NUTS,2006,UKJ1,2,6944
2008,NUTS,2006,UKJ2,2,2749
2008,NUTS,2006,UKJ3,2,2288
2008,NUTS,2006,UKJ4,2,7216
2008,NUTS,2006,UKK1,2,1837
2008,NUTS,2006,UKK2,2,6302
2008,NUTS,2006,UKK3,2,4772
2008,NUTS,2006,UKK4,2,8900
2008,NUTS,2006,UKL1,2,9342
2008,NUTS,2006,UKL2,2,5105
2008,NUTS,2006,UKM2,2,2710
2008,NUTS,2006,UKM3,2,3715
2008,NUTS,2006,UKM5,2,9219
2008,NUTS,2006,UKM6,2,434
2008,NUTS,2006,UKN0,2,9746
2008,NUTS,2006,AT111,3,4785
2008,NUTS,2006,AT112,3,3077
2008,NUTS,2006,AT113,3,6379
2008,NUTS,2006,AT121,3,5606
2008,NUTS,2006,AT122,3,1718
2008,NUTS,2006,AT123,3,6936
2008,NUTS,2006,AT124,3,18
2008,NUTS,2006,AT125,3,9305
2008,NUTS,2006,AT126,3,3784
2008,NUTS,2006,AT127,3,4563
2008,NUTS,2006,AT130,3,9758
2008,NUTS,2006,AT211,3,3371
2008,NUTS,2006,AT212,3,2387
2008,NUTS,2006,AT213,3,1759
2008,NUTS,2006,AT221,3,5657
2008,NUTS,2006,AT222,3,334
2008,NUTS,2006,AT223,3,7456
2008,NUTS,2006,AT224,3,1889
2008,NUTS,2006,AT225,3,32
2008,NUTS,2006,AT226,3,8982
2008,NUTS,2006,AT311,3,2807
2008,NUTS,2006,AT312,3,7390
2008,NUTS,2006,AT313,3,8271
2008,NUTS,2006,AT314,3,7734
2008,NUTS,2006,AT315,3,6891
2008,NUTS,2006,AT321,3,789
2008,NUTS,2006,AT322,3,4798
2008,NUTS,2006,AT323,3,7162
2008,NUTS,2006,AT331,3,6421
2008,NUTS,2006,AT332,3,7128
2008,NUTS,2006,AT333,3,4149
2008,NUTS,2006,AT334,3,9184
2008,NUTS,2006,AT335,3,3942
2008,NUTS,2006,AT341,3,7195
2008,NUTS,2006,AT342,3,3457
2008,NUTS,2006,BE100,3,2064
2008,NUTS,2006,BE211,3,474
2008,NUTS,2006,BE212,3,9007
2008,NUTS,2006,BE213,3,4992
2008,NUTS,2006,BE221,3,333
2008,NUTS,2006,BE222,3,1723
2008,NUTS,2006,BE223,3,8362
2008,NUTS,2006,BE231,3,1856
2008,NUTS,2006,BE232,3,8620
2008,NUTS,2006,BE233,3,6314
2008,NUTS,2006,BE234,3,7564
2008,NUTS,2006,BE235,3,3899
2008,NUTS,2006,BE236,3,8922
2008,NUTS,2006,BE241,3,1381
2008,NUTS,2006,BE242,3,7195
2008,NUTS,2006,BE251,3,5599
2008,NUTS,2006,BE252,3,5073
2008,NUTS,2006,BE253,3,2876
2008,NUTS,2006,BE254,3,2288
2008,NUTS,2006,BE255,3,3411
2008,NUTS,2006,BE256,3,9076
2008,NUTS,2006,BE257,3,8695
2008,NUTS,2006,BE258,3,1082
2008,NUTS,2006,BE310,3,4929
2008,NUTS,2006,BE321,3,9129
2008,NUTS,2006,BE322,3,5943
2008,NUTS,2006,BE323,3,8496
2008,NUTS,2006,BE324,3,2932
2008,NUTS,2006,BE325,3,758
2008,NUTS,2006,BE326,3,1270
2008,NUTS,2006,BE327,3,5918
2008,NUTS,2006,BE331,3,5077
2008,NUTS,2006,BE332,3,8242
2008,NUTS,2006,BE334,3,823
2008,NUTS,2006,BE335,3,8876
2008,NUTS,2006,BE336,3,4307
2008,NUTS,2006,BE341,3,7131
2008,NUTS,2006,BE342,3,724
2008,NUTS,2006,BE343,3,5777
2008,NUTS,2006,BE344,3,9863
2008,NUTS,2006,BE345,3,3480
2008,NUTS,2006,BE351,3,7395
2008,NUTS,2006,BE352,3,2250
2008,NUTS,2006,BE353,3,5434
2008,NUTS,2006,BG311,3,4769
2008,NUTS,2006,BG312,3,6810
2008,NUTS,2006,BG313,3,5730
2008,NUTS,2006,BG314,3,149
2008,NUTS,2006,BG315,3,4199
2008,NUTS,2006,BG321,3,1726
2008,NUTS,2006,BG322,3,3771
2008,NUTS,2006,BG323,3,7111
2008,NUTS,2006,BG324,3,4267
2008,NUTS,2006,BG325,3,9651
2008,NUTS,2006,BG331,3,2930
2008,NUTS,2006,BG332,3,2029
2008,NUTS,2006,BG333,3,1971
2008,NUTS,2006,BG334,3,298
2008,NUTS,2006,BG341,3,2512
2008,NUTS,2006,BG342,3,5046
2008,NUTS,2006,BG343,3,4851
2008,NUTS,2006,BG344,3,1527
2008,NUTS,2006,BG411,3,2019
2008,NUTS,2006,BG412,3,6931
2008,NUTS,2006,BG413,3,3578
2008,NUTS,2006,BG414,3,9948
2008,NUTS,2006,BG415,3,6898
2008,NUTS,2006,BG421,3,6530
2008,NUTS,2006,BG422,3,5836
2008,NUTS,2006,BG423,3,7515
2008,NUTS,2006,BG424,3,1970
2008,NUTS,2006,BG425,3,7152
2008,NUTS,2006,CH011,3,8104
2008,NUTS,2006,CH012,3,9491
2008,NUTS,2006,CH013,3,5944
2008,NUTS,2006,CH021,3,7046
2008,NUTS,2006,CH022,3,872
2008,NUTS,2006,CH023,3,6360
2008,NUTS,2006,CH024,3,4624
2008,NUTS,2006,CH025,3,6270
2008,NUTS,2006,CH031,3,6850
2008,NUTS,2006,CH032,3,7125
2008,NUTS,2006,CH033,3,1110
2008,NUTS,2006,CH040,3,5197
2008,NUTS,2006,CH051,3,3891
2008,NUTS,2006,CH052,3,8399
2008,NUTS,2006,CH053,3,7859
2008,NUTS,2006,CH054,3,9469
2008,NUTS,2006,CH055,3,9064
2008,NUTS,2006,CH056,3,1885
2008,NUTS,2006,CH057,3,9353
2008,NUTS,2006,CH061,3,2391
2008,NUTS,2006,CH062,3,3553
2008,NUTS,2006,CH063,3,5599
2008,NUTS,2006,CH064,3,380
2008,NUTS,2006,CH065,3,5730
2008,NUTS,2006,CH066,3,8448
2008,NUTS,2006,CH070,3,5905
2008,NUTS,2006,CY000,3,2640
2008,NUTS,2006,CZ010,3,1412
2008,NUTS,2006,CZ020,3,2337
2008,NUTS,2006,CZ031,3,9881
2008,NUTS,2006,CZ032,3,1079
2008,NUTS,2006,CZ041,3,3159
2008,NUTS,2006,CZ042,3,7789
2008,NUTS,2006,CZ051,3,3606
2008,NUTS,2006,CZ052,3,8144
2008,NUTS,2006,CZ053,3,5769
2008,NUTS,2006,CZ063,3,118
2008,NUTS,2006,CZ064,3,7451
2008,NUTS,2006,CZ071,3,6251
2008,NUTS,2006,CZ072,3,1446
2008,NUTS,2006,CZ080,3,390
2008,NUTS,2006,DE111,3,1946
2008,NUTS,2006,DE112,3,388
2008,NUTS,2006,DE113,3,1485
2008,NUTS,2006,DE114,3,5641
2008,NUTS,2006,DE115,3,303
2008,NUTS,2006,DE116,3,5431
2008,NUTS,2006,DE117,3,9117
2008,NUTS,2006,DE118,3,7548
2008,NUTS,2006,DE119,3,2731
2008,NUTS,2006,DE11A,3,7446
2008,NUTS,2006,DE11B,3,8780
2008,NUTS,2006,DE11C,3,770
2008,NUTS,2006,DE11D,3,7776
2008,NUTS,2006,DE121,3,5247
2008,NUTS,2006,DE122,3,3978
2008,NUTS,2006,DE123,3,9311
2008,NUTS,2006,DE124,3,7847
2008,NUTS,2006,DE125,3,9039
2008,NUTS,2006,DE126,3,9969
2008,NUTS,2006,DE127,3,2354
2008,NUTS,2006,DE128,3,5763
2008,NUTS,2006,DE129,3,1810
2008,NUTS,2006,DE12A,3,3847
2008,NUTS,2006,DE12B,3,9104
2008,NUTS,2006,DE12C,3,6638
2008,NUTS,2006,DE131,3,3386
2008,NUTS,2006,DE132,3,825
2008,NUTS,2006,DE133,3,2689
2008,NUTS,2006,DE134,3,759
2008,NUTS,2006,DE135,3,2758
2008,NUTS,2006,DE136,3,7961
2008,NUTS,2006,DE137,3,6683
2008,NUTS,2006,DE138,3,9099
2008,NUTS,2006,DE139,3,1262
2008,NUTS,2006,DE13A,3,2918
2008,NUTS,2006,DE141,3,3505
2008,NUTS,2006,DE142,3,7957
2008,NUTS,2006,DE143,3,9307
2008,NUTS,2006,DE144,3,5097
2008,NUTS,2006,DE145,3,6601
2008,NUTS,2006,DE146,3,9216
2008,NUTS,2006,DE147,3,6298
2008,NUTS,2006,DE148,3,485
2008,NUTS,2006,DE149,3,3054
2008,NUTS,2006,DE211,3,1714
2008,NUTS,2006,DE212,3,9652
2008,NUTS,2006,DE213,3,23
2008,NUTS,2006,DE214,3,2973
2008,NUTS,2006,DE215,3,6654
2008,NUTS,2006,DE216,3,4120
2008,NUTS,2006,DE217,3,5814
2008,NUTS,2006,DE218,3,5416
2008,NUTS,2006,DE219,3,8366
2008,NUTS,2006,DE21A,3,1456
2008,NUTS,2006,DE21B,3,2527
2008,NUTS,2006,DE21C,3,9523
2008,NUTS,2006,DE21D,3,7104
2008,NUTS,2006,DE21E,3,9034
2008,NUTS,2006,DE21F,3,6215
2008,NUTS,2006,DE21G,3,2706
2008,NUTS,2006,DE21H,3,1886
2008,NUTS,2006,DE21I,3,3066
2008,NUTS,2006,DE21J,3,6080
2008,NUTS,2006,DE21K,3,7618
2008,NUTS,2006,DE21L,3,9006
2008,NUTS,2006,DE21M,3,2249
2008,NUTS,2006,DE21N,3,7593
2008,NUTS,2006,DE221,3,5595
2008,NUTS,2006,DE222,3,3138
2008,NUTS,2006,DE223,3,3469
2008,NUTS,2006,DE224,3,6381
2008,NUTS,2006,DE225,3,5178
2008,NUTS,2006,DE226,3,2369
2008,NUTS,2006,DE227,3,6423
2008,NUTS,2006,DE228,3,8442
2008,NUTS,2006,DE229,3,8725
2008,NUTS,2006,DE22A,3,2525
2008,NUTS,2006,DE22B,3,969
2008,NUTS,2006,DE22C,3,8331
