year,region_type,region_year_spec,region_id,region_level,awwol
2006,NUTS,2006,DK0,1,18248
2006,NUTS,2006,EE0,1,90753
2006,NUTS,2006,ES1,1,54215
2006,NUTS,2006,ES2,1,79726
2006,NUTS,2006,ES3,1,83173
2006,NUTS,2006,ES4,1,64957
2006,NUTS,2006,ES5,1,40356
2006,NUTS,2006,ES6,1,40035
2006,NUTS,2006,ES7,1,20285
2006,NUTS,2006,FI1,1,940
2006,NUTS,2006,FI2,1,67606
2006,NUTS,2006,FR1,1,86356
2006,NUTS,2006,FR2,1,72398
2006,NUTS,2006,FR3,1,60896
2006,NUTS,2006,FR4,1,37283
2006,NUTS,2006,FR5,1,83847
2006,NUTS,2006,FR6,1,42008
2006,NUTS,2006,FR7,1,20363
2006,NUTS,2006,FR8,1,62954
2006,NUTS,2006,FR9,1,30366
2006,NUTS,2006,GR1,1,2280
2006,NUTS,2006,GR2,1,7904
2006,NUTS,2006,GR3,1,62241
2006,NUTS,2006,GR4,1,19198
2006,NUTS,2006,HR0,1,43537
2006,NUTS,2006,HU1,1,80066
2006,NUTS,2006,HU2,1,10728
2006,NUTS,2006,HU3,1,61495
2006,NUTS,2006,IE0,1,99254
2006,NUTS,2006,IS0,1,27416
2006,NUTS,2006,ITC,1,53158
2006,NUTS,2006,ITD,1,36144
2006,NUTS,2006,ITE,1,42081
2006,NUTS,2006,ITF,1,7644
2006,NUTS,2006,ITG,1,74379
2006,NUTS,2006,LI0,1,23088
2006,NUTS,2006,LT0,1,21331
2006,NUTS,2006,LU0,1,39232
2006,NUTS,2006,LV0,1,81687
2006,NUTS,2006,ME0,1,931
2006,NUTS,2006,MK0,1,271
2006,NUTS,2006,MT0,1,3145
2006,NUTS,2006,NL1,1,58655
2006,NUTS,2006,NL2,1,31649
2006,NUTS,2006,NL3,1,3303
2006,NUTS,2006,NL4,1,59196
2006,NUTS,2006,NO0,1,99130
2006,NUTS,2006,PL1,1,18272
2006,NUTS,2006,PL2,1,50274
2006,NUTS,2006,PL3,1,60833
2006,NUTS,2006,PL4,1,14004
2006,NUTS,2006,PL5,1,75159
2006,NUTS,2006,PL6,1,35609
2006,NUTS,2006,PT1,1,39541
2006,NUTS,2006,PT2,1,89395
2006,NUTS,2006,PT3,1,11973
2006,NUTS,2006,RO1,1,17339
2006,NUTS,2006,RO2,1,9078
2006,NUTS,2006,RO3,1,7995
2006,NUTS,2006,RO4,1,96864
2006,NUTS,2006,SE1,1,61804
2006,NUTS,2006,SE2,1,36042
2006,NUTS,2006,SE3,1,60283
2006,NUTS,2006,SI0,1,53974
2006,NUTS,2006,SK0,1,79824
2006,NUTS,2006,TR1,1,98628
2006,NUTS,2006,TR2,1,71565
2006,NUTS,2006,TR3,1,87187
2006,NUTS,2006,TR4,1,40347
2006,NUTS,2006,TR5,1,49055
2006,NUTS,2006,TR6,1,91980
2006,NUTS,2006,TR7,1,16320
2006,NUTS,2006,TR8,1,207
2006,NUTS,2006,TR9,1,73722
2006,NUTS,2006,TRA,1,98840
2006,NUTS,2006,TRB,1,57705
2006,NUTS,2006,TRC,1,36932
2006,NUTS,2006,UKC,1,87712
2006,NUTS,2006,UKD,1,72795
2006,NUTS,2006,UKE,1,84539
2006,NUTS,2006,UKF,1,34730
2006,NUTS,2006,UKG,1,31424
2006,NUTS,2006,UKH,1,39757
2006,NUTS,2006,UKI,1,79155
2006,NUTS,2006,UKJ,1,25267
2006,NUTS,2006,UKK,1,47007
2006,NUTS,2006,UKL,1,26190
2006,NUTS,2006,UKM,1,32483
2006,NUTS,2006,UKN,1,14802
2006,NUTS,2006,AT11,2,48435
2006,NUTS,2006,AT12,2,91611
2006,NUTS,2006,AT13,2,22296
2006,NUTS,2006,AT21,2,72623
2006,NUTS,2006,AT22,2,89736
2006,NUTS,2006,AT31,2,52777
2006,NUTS,2006,AT32,2,20825
2006,NUTS,2006,AT33,2,35918
2006,NUTS,2006,AT34,2,18152
2006,NUTS,2006,BE10,2,55576
2006,NUTS,2006,BE21,2,91327
2006,NUTS,2006,BE22,2,89387
2006,NUTS,2006,BE23,2,5590
2006,NUTS,2006,BE24,2,10737
2006,NUTS,2006,BE25,2,43285
2006,NUTS,2006,BE31,2,95657
2006,NUTS,2006,BE32,2,79429
2006,NUTS,2006,BE33,2,84437
2006,NUTS,2006,BE34,2,58742
2006,NUTS,2006,BE35,2,16908
2006,NUTS,2006,BG31,2,66230
2006,NUTS,2006,BG32,2,89189
2006,NUTS,2006,BG33,2,20237
2006,NUTS,2006,BG34,2,20301
2006,NUTS,2006,BG41,2,61783
2006,NUTS,2006,BG42,2,26832
2006,NUTS,2006,CH01,2,4875
2006,NUTS,2006,CH02,2,41493
2006,NUTS,2006,CH03,2,82446
2006,NUTS,2006,CH04,2,74985
2006,NUTS,2006,CH05,2,67674
2006,NUTS,2006,CH06,2,21573
2006,NUTS,2006,CH07,2,86814
2006,NUTS,2006,CY00,2,93066
2006,NUTS,2006,CZ01,2,45332
2006,NUTS,2006,CZ02,2,47808
2006,NUTS,2006,CZ03,2,39650
2006,NUTS,2006,CZ04,2,32076
2006,NUTS,2006,CZ05,2,68663
2006,NUTS,2006,CZ06,2,14471
2006,NUTS,2006,CZ07,2,67099
2006,NUTS,2006,CZ08,2,80780
2006,NUTS,2006,DE11,2,10515
2006,NUTS,2006,DE12,2,12466
2006,NUTS,2006,DE13,2,92954
2006,NUTS,2006,DE14,2,74242
2006,NUTS,2006,DE21,2,68203
2006,NUTS,2006,DE22,2,44233
2006,NUTS,2006,DE23,2,37175
2006,NUTS,2006,DE24,2,51991
2006,NUTS,2006,DE25,2,71510
2006,NUTS,2006,DE26,2,74613
2006,NUTS,2006,DE27,2,26360
2006,NUTS,2006,DE30,2,99370
2006,NUTS,2006,DE41,2,41184
2006,NUTS,2006,DE42,2,92335
2006,NUTS,2006,DE50,2,13021
2006,NUTS,2006,DE60,2,61886
2006,NUTS,2006,DE71,2,51145
2006,NUTS,2006,DE72,2,12623
2006,NUTS,2006,DE73,2,59054
2006,NUTS,2006,DE80,2,9795
2006,NUTS,2006,DE91,2,31150
2006,NUTS,2006,DE92,2,64145
2006,NUTS,2006,DE93,2,13094
2006,NUTS,2006,DE94,2,23130
2006,NUTS,2006,DEA1,2,23657
2006,NUTS,2006,DEA2,2,9051
2006,NUTS,2006,DEA3,2,89666
2006,NUTS,2006,DEA4,2,73003
2006,NUTS,2006,DEA5,2,50607
2006,NUTS,2006,DEB1,2,96200
2006,NUTS,2006,DEB2,2,28712
2006,NUTS,2006,DEB3,2,47970
2006,NUTS,2006,DEC0,2,44638
2006,NUTS,2006,DED1,2,56440
2006,NUTS,2006,DED2,2,37772
2006,NUTS,2006,DED3,2,28650
2006,NUTS,2006,DEE0,2,4465
2006,NUTS,2006,DEF0,2,63965
2006,NUTS,2006,DEG0,2,20784
2006,NUTS,2006,DK01,2,37296
2006,NUTS,2006,DK02,2,65611
2006,NUTS,2006,DK03,2,57605
2006,NUTS,2006,DK04,2,37150
2006,NUTS,2006,DK05,2,6221
2006,NUTS,2006,EE00,2,16747
2006,NUTS,2006,ES11,2,3465
2006,NUTS,2006,ES12,2,13409
2006,NUTS,2006,ES13,2,72384
2006,NUTS,2006,ES21,2,71233
2006,NUTS,2006,ES22,2,84188
2006,NUTS,2006,ES23,2,53138
2006,NUTS,2006,ES24,2,26112
2006,NUTS,2006,ES30,2,98171
2006,NUTS,2006,ES41,2,17237
2006,NUTS,2006,ES42,2,11729
2006,NUTS,2006,ES43,2,23629
2006,NUTS,2006,ES51,2,94022
2006,NUTS,2006,ES52,2,13759
2006,NUTS,2006,ES53,2,87289
2006,NUTS,2006,ES61,2,34572
2006,NUTS,2006,ES62,2,10050
2006,NUTS,2006,ES63,2,72787
2006,NUTS,2006,ES64,2,83372
2006,NUTS,2006,ES70,2,2293
2006,NUTS,2006,FI13,2,38275
2006,NUTS,2006,FI18,2,28345
2006,NUTS,2006,FI19,2,49748
2006,NUTS,2006,FI1A,2,79535
2006,NUTS,2006,FI20,2,44162
2006,NUTS,2006,FR10,2,38679
2006,NUTS,2006,FR21,2,56807
2006,NUTS,2006,FR22,2,10862
2006,NUTS,2006,FR23,2,70125
2006,NUTS,2006,FR24,2,77417
2006,NUTS,2006,FR25,2,16235
2006,NUTS,2006,FR26,2,20178
2006,NUTS,2006,FR30,2,99916
2006,NUTS,2006,FR41,2,24433
2006,NUTS,2006,FR42,2,43848
2006,NUTS,2006,FR43,2,20399
2006,NUTS,2006,FR51,2,40360
2006,NUTS,2006,FR52,2,9939
2006,NUTS,2006,FR53,2,4048
2006,NUTS,2006,FR61,2,30101
2006,NUTS,2006,FR62,2,82717
2006,NUTS,2006,FR63,2,71570
2006,NUTS,2006,FR71,2,34989
2006,NUTS,2006,FR72,2,37383
2006,NUTS,2006,FR81,2,20518
2006,NUTS,2006,FR82,2,25154
2006,NUTS,2006,FR83,2,85005
2006,NUTS,2006,FR91,2,96294
2006,NUTS,2006,FR92,2,66188
2006,NUTS,2006,FR93,2,11863
2006,NUTS,2006,FR94,2,48061
2006,NUTS,2006,GR11,2,25897
2006,NUTS,2006,GR12,2,94635
2006,NUTS,2006,GR13,2,28759
2006,NUTS,2006,GR14,2,42838
2006,NUTS,2006,GR21,2,56888
2006,NUTS,2006,GR22,2,15501
2006,NUTS,2006,GR23,2,31969
2006,NUTS,2006,GR24,2,33168
2006,NUTS,2006,GR25,2,46563
2006,NUTS,2006,GR30,2,77297
2006,NUTS,2006,GR41,2,94719
2006,NUTS,2006,GR42,2,74715
2006,NUTS,2006,GR43,2,95227
2006,NUTS,2006,HR01,2,51031
2006,NUTS,2006,HR02,2,91621
2006,NUTS,2006,HR03,2,90153
2006,NUTS,2006,HU10,2,72227
2006,NUTS,2006,HU21,2,76966
2006,NUTS,2006,HU22,2,43286
2006,NUTS,2006,HU23,2,45367
2006,NUTS,2006,HU31,2,68612
2006,NUTS,2006,HU32,2,67018
2006,NUTS,2006,HU33,2,75509
2006,NUTS,2006,IE01,2,71378
2006,NUTS,2006,IE02,2,50408
2006,NUTS,2006,IS00,2,58971
2006,NUTS,2006,ITC1,2,13302
2006,NUTS,2006,ITC2,2,94963
2006,NUTS,2006,ITC3,2,23895
2006,NUTS,2006,ITC4,2,30193
2006,NUTS,2006,ITD1,2,41583
2006,NUTS,2006,ITD2,2,40139
2006,NUTS,2006,ITD3,2,68144
2006,NUTS,2006,ITD4,2,15903
2006,NUTS,2006,ITD5,2,71735
2006,NUTS,2006,ITE1,2,77517
2006,NUTS,2006,ITE2,2,81347
2006,NUTS,2006,ITE3,2,68595
2006,NUTS,2006,ITE4,2,86327
2006,NUTS,2006,ITF1,2,38238
2006,NUTS,2006,ITF2,2,12812
2006,NUTS,2006,ITF3,2,88429
2006,NUTS,2006,ITF4,2,2738
2006,NUTS,2006,ITF5,2,63669
2006,NUTS,2006,ITF6,2,96533
2006,NUTS,2006,ITG1,2,33553
2006,NUTS,2006,ITG2,2,54313
2006,NUTS,2006,LI00,2,34202
2006,NUTS,2006,LT00,2,95224
2006,NUTS,2006,LU00,2,51852
2006,NUTS,2006,LV00,2,67091
2006,NUTS,2006,ME00,2,49329
2006,NUTS,2006,MK00,2,61392
2006,NUTS,2006,MT00,2,15257
2006,NUTS,2006,NL11,2,77529
2006,NUTS,2006,NL12,2,59409
2006,NUTS,2006,NL13,2,69676
2006,NUTS,2006,NL21,2,13938
2006,NUTS,2006,NL22,2,40492
2006,NUTS,2006,NL23,2,32325
2006,NUTS,2006,NL31,2,16375
2006,NUTS,2006,NL32,2,65192
2006,NUTS,2006,NL33,2,14833
2006,NUTS,2006,NL34,2,43804
2006,NUTS,2006,NL41,2,45569
2006,NUTS,2006,NL42,2,43591
2006,NUTS,2006,NO01,2,69673
2006,NUTS,2006,NO02,2,99628
2006,NUTS,2006,NO03,2,27638
2006,NUTS,2006,NO04,2,2037
2006,NUTS,2006,NO05,2,21749
2006,NUTS,2006,NO06,2,17004
2006,NUTS,2006,NO07,2,80465
2006,NUTS,2006,PL11,2,92713
2006,NUTS,2006,PL12,2,29400
2006,NUTS,2006,PL21,2,26600
2006,NUTS,2006,PL22,2,43557
2006,NUTS,2006,PL31,2,97058
2006,NUTS,2006,PL32,2,67939
2006,NUTS,2006,PL33,2,13229
2006,NUTS,2006,PL34,2,94312
2006,NUTS,2006,PL41,2,42119
2006,NUTS,2006,PL42,2,27804
2006,NUTS,2006,PL43,2,70070
2006,NUTS,2006,PL51,2,52900
2006,NUTS,2006,PL52,2,97429
2006,NUTS,2006,PL61,2,20534
2006,NUTS,2006,PL62,2,61785
2006,NUTS,2006,PL63,2,69187
2006,NUTS,2006,PT11,2,23796
2006,NUTS,2006,PT15,2,38229
2006,NUTS,2006,PT16,2,11731
2006,NUTS,2006,PT17,2,14451
2006,NUTS,2006,PT18,2,42468
2006,NUTS,2006,PT20,2,5091
2006,NUTS,2006,PT30,2,30121
2006,NUTS,2006,RO11,2,92003
2006,NUTS,2006,RO12,2,33051
2006,NUTS,2006,RO21,2,61134
2006,NUTS,2006,RO22,2,63112
2006,NUTS,2006,RO31,2,67880
2006,NUTS,2006,RO32,2,24963
2006,NUTS,2006,RO41,2,51947
2006,NUTS,2006,RO42,2,83292
2006,NUTS,2006,SE11,2,20891
2006,NUTS,2006,SE12,2,40032
2006,NUTS,2006,SE21,2,74899
2006,NUTS,2006,SE22,2,61710
2006,NUTS,2006,SE23,2,49981
2006,NUTS,2006,SE31,2,90309
2006,NUTS,2006,SE32,2,81397
2006,NUTS,2006,SE33,2,52969
2006,NUTS,2006,SI01,2,30347
2006,NUTS,2006,SI02,2,40693
2006,NUTS,2006,SK01,2,54378
2006,NUTS,2006,SK02,2,88805
2006,NUTS,2006,SK03,2,93120
2006,NUTS,2006,SK04,2,46226
2006,NUTS,2006,TR10,2,93747
2006,NUTS,2006,TR21,2,45084
2006,NUTS,2006,TR22,2,53536
2006,NUTS,2006,TR31,2,22043
2006,NUTS,2006,TR32,2,37246
2006,NUTS,2006,TR33,2,76348
2006,NUTS,2006,TR41,2,72219
2006,NUTS,2006,TR42,2,18986
2006,NUTS,2006,TR51,2,36615
2006,NUTS,2006,TR52,2,78360
2006,NUTS,2006,TR61,2,69737
2006,NUTS,2006,TR62,2,62627
2006,NUTS,2006,TR63,2,4263
2006,NUTS,2006,TR71,2,7290
2006,NUTS,2006,TR72,2,70470
2006,NUTS,2006,TR81,2,5422
2006,NUTS,2006,TR82,2,5719
2006,NUTS,2006,TR83,2,71035
2006,NUTS,2006,TR90,2,78447
2006,NUTS,2006,TRA1,2,41990
2006,NUTS,2006,TRA2,2,55877
2006,NUTS,2006,TRB1,2,68467
2006,NUTS,2006,TRB2,2,59748
2006,NUTS,2006,TRC1,2,63672
2006,NUTS,2006,TRC2,2,82713
2006,NUTS,2006,TRC3,2,38479
2006,NUTS,2006,UKC1,2,2033
2006,NUTS,2006,UKC2,2,25981
2006,NUTS,2006,UKD1,2,31814
2006,NUTS,2006,UKD2,2,12059
2006,NUTS,2006,UKD3,2,22584
2006,NUTS,2006,UKD4,2,84513
2006,NUTS,2006,UKD5,2,86362
2006,NUTS,2006,UKE1,2,37441
2006,NUTS,2006,UKE2,2,68087
2006,NUTS,2006,UKE3,2,68346
2006,NUTS,2006,UKE4,2,64225
2006,NUTS,2006,UKF1,2,36611
2006,NUTS,2006,UKF2,2,53046
2006,NUTS,2006,UKF3,2,85435
2006,NUTS,2006,UKG1,2,9774
2006,NUTS,2006,UKG2,2,12752
2006,NUTS,2006,UKG3,2,68586
2006,NUTS,2006,UKH1,2,73776
2006,NUTS,2006,UKH2,2,80087
2006,NUTS,2006,UKH3,2,71056
2006,NUTS,2006,UKI1,2,95625
2006,NUTS,2006,UKI2,2,14562
2006,NUTS,2006,UKJ1,2,71079
2006,NUTS,2006,UKJ2,2,58645
2006,NUTS,2006,UKJ3,2,4395
2006,NUTS,2006,UKJ4,2,8754
2006,NUTS,2006,UKK1,2,47417
2006,NUTS,2006,UKK2,2,15173
2006,NUTS,2006,UKK3,2,68072
2006,NUTS,2006,UKK4,2,99575
2006,NUTS,2006,UKL1,2,53771
2006,NUTS,2006,UKL2,2,18360
2006,NUTS,2006,UKM2,2,94753
2006,NUTS,2006,UKM3,2,55555
2006,NUTS,2006,UKM5,2,38080
2006,NUTS,2006,UKM6,2,67899
2006,NUTS,2006,UKN0,2,85661
2006,NUTS,2006,AT111,3,66676
2006,NUTS,2006,AT112,3,31516
2006,NUTS,2006,AT113,3,14555
2006,NUTS,2006,AT121,3,21895
2006,NUTS,2006,AT122,3,71185
2006,NUTS,2006,AT123,3,70799
2006,NUTS,2006,AT124,3,29873
2006,NUTS,2006,AT125,3,41781
2006,NUTS,2006,AT126,3,32412
2006,NUTS,2006,AT127,3,7895
2006,NUTS,2006,AT130,3,82358
2006,NUTS,2006,AT211,3,72237
2006,NUTS,2006,AT212,3,30142
2006,NUTS,2006,AT213,3,65911
2006,NUTS,2006,AT221,3,88554
2006,NUTS,2006,AT222,3,304
2006,NUTS,2006,AT223,3,83762
2006,NUTS,2006,AT224,3,13177
2006,NUTS,2006,AT225,3,50009
2006,NUTS,2006,AT226,3,10330
2006,NUTS,2006,AT311,3,29414
2006,NUTS,2006,AT312,3,33838
2006,NUTS,2006,AT313,3,82153
2006,NUTS,2006,AT314,3,47675
2006,NUTS,2006,AT315,3,58822
2006,NUTS,2006,AT321,3,98562
2006,NUTS,2006,AT322,3,90305
2006,NUTS,2006,AT323,3,35353
2006,NUTS,2006,AT331,3,72004
2006,NUTS,2006,AT332,3,59168
2006,NUTS,2006,AT333,3,52697
2006,NUTS,2006,AT334,3,49276
2006,NUTS,2006,AT335,3,86878
2006,NUTS,2006,AT341,3,42669
2006,NUTS,2006,AT342,3,26794
2006,NUTS,2006,BE100,3,60887
2006,NUTS,2006,BE211,3,48376
2006,NUTS,2006,BE212,3,26093
2006,NUTS,2006,BE213,3,9560
2006,NUTS,2006,BE221,3,2002
2006,NUTS,2006,BE222,3,6878
2006,NUTS,2006,BE223,3,97191
2006,NUTS,2006,BE231,3,62011
2006,NUTS,2006,BE232,3,91214
2006,NUTS,2006,BE233,3,35317
2006,NUTS,2006,BE234,3,48770
2006,NUTS,2006,BE235,3,46180
2006,NUTS,2006,BE236,3,54648
2006,NUTS,2006,BE241,3,29268
2006,NUTS,2006,BE242,3,54298
2006,NUTS,2006,BE251,3,24323
2006,NUTS,2006,BE252,3,23391
2006,NUTS,2006,BE253,3,84907
2006,NUTS,2006,BE254,3,5131
2006,NUTS,2006,BE255,3,15262
2006,NUTS,2006,BE256,3,7003
2006,NUTS,2006,BE257,3,11793
2006,NUTS,2006,BE258,3,75097
2006,NUTS,2006,BE310,3,33460
2006,NUTS,2006,BE321,3,64379
2006,NUTS,2006,BE322,3,5541
2006,NUTS,2006,BE323,3,32191
2006,NUTS,2006,BE324,3,68725
2006,NUTS,2006,BE325,3,87376
2006,NUTS,2006,BE326,3,27375
2006,NUTS,2006,BE327,3,53969
2006,NUTS,2006,BE331,3,64381
2006,NUTS,2006,BE332,3,82243
2006,NUTS,2006,BE334,3,56448
2006,NUTS,2006,BE335,3,28741
2006,NUTS,2006,BE336,3,28118
2006,NUTS,2006,BE341,3,89106
2006,NUTS,2006,BE342,3,6254
2006,NUTS,2006,BE343,3,90378
2006,NUTS,2006,BE344,3,8046
2006,NUTS,2006,BE345,3,96254
2006,NUTS,2006,BE351,3,61675
2006,NUTS,2006,BE352,3,7651
2006,NUTS,2006,BE353,3,33326
2006,NUTS,2006,BG311,3,2862
2006,NUTS,2006,BG312,3,32860
2006,NUTS,2006,BG313,3,47362
2006,NUTS,2006,BG314,3,60216
2006,NUTS,2006,BG315,3,28905
2006,NUTS,2006,BG321,3,89246
2006,NUTS,2006,BG322,3,8415
2006,NUTS,2006,BG323,3,36498
2006,NUTS,2006,BG324,3,87907
2006,NUTS,2006,BG325,3,40600
2006,NUTS,2006,BG331,3,49006
2006,NUTS,2006,BG332,3,13928
2006,NUTS,2006,BG333,3,75306
2006,NUTS,2006,BG334,3,80134
2006,NUTS,2006,BG341,3,56601
2006,NUTS,2006,BG342,3,48010
2006,NUTS,2006,BG343,3,16694
2006,NUTS,2006,BG344,3,67209
2006,NUTS,2006,BG411,3,66667
2006,NUTS,2006,BG412,3,44313
2006,NUTS,2006,BG413,3,22941
2006,NUTS,2006,BG414,3,47061
2006,NUTS,2006,BG415,3,91378
2006,NUTS,2006,BG421,3,23299
2006,NUTS,2006,BG422,3,12746
2006,NUTS,2006,BG423,3,12083
2006,NUTS,2006,BG424,3,42672
2006,NUTS,2006,BG425,3,48558
2006,NUTS,2006,CH011,3,29735
2006,NUTS,2006,CH012,3,92845
2006,NUTS,2006,CH013,3,48354
2006,NUTS,2006,CH021,3,64614
2006,NUTS,2006,CH022,3,18415
2006,NUTS,2006,CH023,3,73500
2006,NUTS,2006,CH024,3,41524
2006,NUTS,2006,CH025,3,68898
2006,NUTS,2006,CH031,3,46679
2006,NUTS,2006,CH032,3,46258
2006,NUTS,2006,CH033,3,3143
2006,NUTS,2006,CH040,3,53513
2006,NUTS,2006,CH051,3,95430
2006,NUTS,2006,CH052,3,48772
2006,NUTS,2006,CH053,3,43822
2006,NUTS,2006,CH054,3,88741
2006,NUTS,2006,CH055,3,50095
2006,NUTS,2006,CH056,3,99207
2006,NUTS,2006,CH057,3,51997
2006,NUTS,2006,CH061,3,42130
2006,NUTS,2006,CH062,3,75505
2006,NUTS,2006,CH063,3,21395
2006,NUTS,2006,CH064,3,88674
2006,NUTS,2006,CH065,3,10160
2006,NUTS,2006,CH066,3,32079
2006,NUTS,2006,CH070,3,72237
2006,NUTS,2006,CY000,3,9721
2006,NUTS,2006,CZ010,3,94154
2006,NUTS,2006,CZ020,3,75611
2006,NUTS,2006,CZ031,3,76145
2006,NUTS,2006,CZ032,3,84988
2006,NUTS,2006,CZ041,3,92566
2006,NUTS,2006,CZ042,3,46665
2006,NUTS,2006,CZ051,3,2544
2006,NUTS,2006,CZ052,3,63557
2006,NUTS,2006,CZ053,3,72428
2006,NUTS,2006,CZ063,3,71187
2006,NUTS,2006,CZ064,3,8139
2006,NUTS,2006,CZ071,3,35783
2006,NUTS,2006,CZ072,3,51327
2006,NUTS,2006,CZ080,3,65474
2006,NUTS,2006,DE111,3,60807
2006,NUTS,2006,DE112,3,97232
2006,NUTS,2006,DE113,3,47415
2006,NUTS,2006,DE114,3,66479
2006,NUTS,2006,DE115,3,32528
2006,NUTS,2006,DE116,3,67789
2006,NUTS,2006,DE117,3,21881
2006,NUTS,2006,DE118,3,92039
2006,NUTS,2006,DE119,3,91469
2006,NUTS,2006,DE11A,3,76818
2006,NUTS,2006,DE11B,3,99916
2006,NUTS,2006,DE11C,3,30784
2006,NUTS,2006,DE11D,3,48081
2006,NUTS,2006,DE121,3,44571
2006,NUTS,2006,DE122,3,33584
2006,NUTS,2006,DE123,3,11524
2006,NUTS,2006,DE124,3,87936
2006,NUTS,2006,DE125,3,40192
2006,NUTS,2006,DE126,3,96046
2006,NUTS,2006,DE127,3,50500
2006,NUTS,2006,DE128,3,91160
2006,NUTS,2006,DE129,3,20811
2006,NUTS,2006,DE12A,3,85055
2006,NUTS,2006,DE12B,3,87789
2006,NUTS,2006,DE12C,3,81071
2006,NUTS,2006,DE131,3,19936
2006,NUTS,2006,DE132,3,44568
2006,NUTS,2006,DE133,3,9149
2006,NUTS,2006,DE134,3,16579
2006,NUTS,2006,DE135,3,825
2006,NUTS,2006,DE136,3,33685
2006,NUTS,2006,DE137,3,51479
2006,NUTS,2006,DE138,3,13434
2006,NUTS,2006,DE139,3,94463
2006,NUTS,2006,DE13A,3,60565
2006,NUTS,2006,DE141,3,46564
2006,NUTS,2006,DE142,3,18984
2006,NUTS,2006,DE143,3,9468
2006,NUTS,2006,DE144,3,86769
2006,NUTS,2006,DE145,3,11776
2006,NUTS,2006,DE146,3,24759
2006,NUTS,2006,DE147,3,76039
2006,NUTS,2006,DE148,3,43632
2006,NUTS,2006,DE149,3,75151
2006,NUTS,2006,DE211,3,29705
2006,NUTS,2006,DE212,3,15998
2006,NUTS,2006,DE213,3,12908
2006,NUTS,2006,DE214,3,30230
2006,NUTS,2006,DE215,3,30649
2006,NUTS,2006,DE216,3,87262
2006,NUTS,2006,DE217,3,67977
2006,NUTS,2006,DE218,3,18579
2006,NUTS,2006,DE219,3,49260
2006,NUTS,2006,DE21A,3,71913
2006,NUTS,2006,DE21B,3,94162
2006,NUTS,2006,DE21C,3,56385
2006,NUTS,2006,DE21D,3,60774
2006,NUTS,2006,DE21E,3,27463
2006,NUTS,2006,DE21F,3,72081
2006,NUTS,2006,DE21G,3,47866
2006,NUTS,2006,DE21H,3,99877
2006,NUTS,2006,DE21I,3,91897
2006,NUTS,2006,DE21J,3,83497
2006,NUTS,2006,DE21K,3,91229
2006,NUTS,2006,DE21L,3,37415
2006,NUTS,2006,DE21M,3,98952
2006,NUTS,2006,DE21N,3,61937
2006,NUTS,2006,DE221,3,11768
2006,NUTS,2006,DE222,3,43202
2006,NUTS,2006,DE223,3,62597
2006,NUTS,2006,DE224,3,4533
2006,NUTS,2006,DE225,3,37862
2006,NUTS,2006,DE226,3,33406
2006,NUTS,2006,DE227,3,30553
2006,NUTS,2006,DE228,3,58530
2006,NUTS,2006,DE229,3,93886
