year,region_type,region_year_spec,region_id,region_level,cozeb
2011,NUTS,2010,CH07,2,258399
2011,NUTS,2010,CY00,2,457776
2011,NUTS,2010,CZ01,2,499542
2011,NUTS,2010,CZ02,2,706292
2011,NUTS,2010,CZ03,2,564657
2011,NUTS,2010,CZ04,2,369426
2011,NUTS,2010,CZ05,2,852
2011,NUTS,2010,CZ06,2,929331
2011,NUTS,2010,CZ07,2,779290
2011,NUTS,2010,CZ08,2,257449
2011,NUTS,2010,DE11,2,6866
2011,NUTS,2010,DE12,2,687245
2011,NUTS,2010,DE13,2,884827
2011,NUTS,2010,DE14,2,769686
2011,NUTS,2010,DE21,2,392953
2011,NUTS,2010,DE22,2,717395
2011,NUTS,2010,DE23,2,766770
2011,NUTS,2010,DE24,2,520476
2011,NUTS,2010,DE25,2,201626
2011,NUTS,2010,DE26,2,143088
2011,NUTS,2010,DE27,2,11655
2011,NUTS,2010,DE30,2,398018
2011,NUTS,2010,DE40,2,942988
2011,NUTS,2010,DE50,2,668163
2011,NUTS,2010,DE60,2,390255
2011,NUTS,2010,DE71,2,385808
2011,NUTS,2010,DE72,2,759030
2011,NUTS,2010,DE73,2,357310
2011,NUTS,2010,DE80,2,878114
2011,NUTS,2010,DE91,2,743228
2011,NUTS,2010,DE92,2,445905
2011,NUTS,2010,DE93,2,847709
2011,NUTS,2010,DE94,2,653756
2011,NUTS,2010,DEA1,2,714052
2011,NUTS,2010,DEA2,2,667517
2011,NUTS,2010,DEA3,2,1759
2011,NUTS,2010,DEA4,2,412829
2011,NUTS,2010,DEA5,2,953959
2011,NUTS,2010,DEB1,2,23355
2011,NUTS,2010,DEB2,2,575091
2011,NUTS,2010,DEB3,2,829026
2011,NUTS,2010,DEC0,2,642058
2011,NUTS,2010,DED2,2,745320
2011,NUTS,2010,DED4,2,839989
2011,NUTS,2010,DED5,2,412013
2011,NUTS,2010,DEE0,2,586595
2011,NUTS,2010,DEF0,2,669696
2011,NUTS,2010,DEG0,2,35161
2011,NUTS,2010,DK01,2,621865
2011,NUTS,2010,DK02,2,270927
2011,NUTS,2010,DK03,2,495733
2011,NUTS,2010,DK04,2,760352
2011,NUTS,2010,DK05,2,836091
2011,NUTS,2010,EE00,2,683061
2011,NUTS,2010,EL11,2,181975
2011,NUTS,2010,EL12,2,74808
2011,NUTS,2010,EL13,2,587041
2011,NUTS,2010,EL14,2,219660
2011,NUTS,2010,EL21,2,663708
2011,NUTS,2010,EL22,2,212435
2011,NUTS,2010,EL23,2,658757
2011,NUTS,2010,EL24,2,125208
2011,NUTS,2010,EL25,2,931227
2011,NUTS,2010,EL30,2,642593
2011,NUTS,2010,EL41,2,835063
2011,NUTS,2010,EL42,2,777209
2011,NUTS,2010,EL43,2,730585
2011,NUTS,2010,ES11,2,268222
2011,NUTS,2010,ES12,2,346495
2011,NUTS,2010,ES13,2,371790
2011,NUTS,2010,ES21,2,664806
2011,NUTS,2010,ES22,2,346499
2011,NUTS,2010,ES23,2,538939
2011,NUTS,2010,ES24,2,335060
2011,NUTS,2010,ES30,2,195400
2011,NUTS,2010,ES41,2,1563
2011,NUTS,2010,ES42,2,227557
2011,NUTS,2010,ES43,2,490184
2011,NUTS,2010,ES51,2,982503
2011,NUTS,2010,ES52,2,44863
2011,NUTS,2010,ES53,2,451794
2011,NUTS,2010,ES61,2,965932
2011,NUTS,2010,ES62,2,22821
2011,NUTS,2010,ES63,2,809140
2011,NUTS,2010,ES64,2,518144
2011,NUTS,2010,ES70,2,752029
2011,NUTS,2010,FI19,2,620740
2011,NUTS,2010,FI1B,2,889669
2011,NUTS,2010,FI1C,2,19203
2011,NUTS,2010,FI1D,2,777551
2011,NUTS,2010,FI20,2,827869
2011,NUTS,2010,FR10,2,626603
2011,NUTS,2010,FR21,2,520064
2011,NUTS,2010,FR22,2,152884
2011,NUTS,2010,FR23,2,769085
2011,NUTS,2010,FR24,2,889046
2011,NUTS,2010,FR25,2,777009
2011,NUTS,2010,FR26,2,823038
2011,NUTS,2010,FR30,2,89692
2011,NUTS,2010,FR41,2,559166
2011,NUTS,2010,FR42,2,126869
2011,NUTS,2010,FR43,2,908065
2011,NUTS,2010,FR51,2,991297
2011,NUTS,2010,FR52,2,660567
2011,NUTS,2010,FR53,2,889668
2011,NUTS,2010,FR61,2,427885
2011,NUTS,2010,FR62,2,556322
2011,NUTS,2010,FR63,2,503006
2011,NUTS,2010,FR71,2,42608
2011,NUTS,2010,FR72,2,568090
2011,NUTS,2010,FR81,2,309878
2011,NUTS,2010,FR82,2,381531
2011,NUTS,2010,FR83,2,873041
2011,NUTS,2010,FR91,2,532135
2011,NUTS,2010,FR92,2,879760
2011,NUTS,2010,FR93,2,266691
2011,NUTS,2010,FR94,2,337464
2011,NUTS,2010,HR03,2,390531
2011,NUTS,2010,HR04,2,734874
2011,NUTS,2010,HU10,2,712102
2011,NUTS,2010,HU21,2,403931
2011,NUTS,2010,HU22,2,763148
2011,NUTS,2010,HU23,2,786656
2011,NUTS,2010,HU31,2,90681
2011,NUTS,2010,HU32,2,664724
2011,NUTS,2010,HU33,2,18035
2011,NUTS,2010,IE01,2,507038
2011,NUTS,2010,IE02,2,995613
2011,NUTS,2010,IS00,2,112960
2011,NUTS,2010,ITC1,2,562533
2011,NUTS,2010,ITC2,2,377143
2011,NUTS,2010,ITC3,2,763334
2011,NUTS,2010,ITC4,2,810607
2011,NUTS,2010,ITF1,2,740829
2011,NUTS,2010,ITF2,2,230018
2011,NUTS,2010,ITF3,2,603719
2011,NUTS,2010,ITF4,2,685841
2011,NUTS,2010,ITF5,2,226343
2011,NUTS,2010,ITF6,2,378666
2011,NUTS,2010,ITG1,2,762121
2011,NUTS,2010,ITG2,2,794271
2011,NUTS,2010,ITH1,2,293636
2011,NUTS,2010,ITH2,2,8118
2011,NUTS,2010,ITH3,2,29390
2011,NUTS,2010,ITH4,2,390647
2011,NUTS,2010,ITH5,2,960814
2011,NUTS,2010,ITI1,2,364782
2011,NUTS,2010,ITI2,2,972777
2011,NUTS,2010,ITI3,2,813268
2011,NUTS,2010,ITI4,2,159190
2011,NUTS,2010,LI00,2,518649
2011,NUTS,2010,LT00,2,118543
2011,NUTS,2010,LU00,2,929312
2011,NUTS,2010,LV00,2,33186
2011,NUTS,2010,ME00,2,695309
2011,NUTS,2010,MK00,2,701730
2011,NUTS,2010,MT00,2,485636
2011,NUTS,2010,NL11,2,975926
2011,NUTS,2010,NL12,2,812888
2011,NUTS,2010,NL13,2,27412
2011,NUTS,2010,NL21,2,2164
2011,NUTS,2010,NL22,2,693176
2011,NUTS,2010,NL23,2,352853
2011,NUTS,2010,NL31,2,286108
2011,NUTS,2010,NL32,2,745051
2011,NUTS,2010,NL33,2,835796
2011,NUTS,2010,NL34,2,888113
2011,NUTS,2010,NL41,2,332085
2011,NUTS,2010,NL42,2,899488
2011,NUTS,2010,NO01,2,965972
2011,NUTS,2010,NO02,2,605326
2011,NUTS,2010,NO03,2,29261
2011,NUTS,2010,NO04,2,747523
2011,NUTS,2010,NO05,2,935133
2011,NUTS,2010,NO06,2,434226
2011,NUTS,2010,NO07,2,179002
2011,NUTS,2010,PL11,2,153564
2011,NUTS,2010,PL12,2,403219
2011,NUTS,2010,PL21,2,611506
2011,NUTS,2010,PL22,2,281316
2011,NUTS,2010,PL31,2,911809
2011,NUTS,2010,PL32,2,698287
2011,NUTS,2010,PL33,2,810044
2011,NUTS,2010,PL34,2,164562
2011,NUTS,2010,PL41,2,31490
2011,NUTS,2010,PL42,2,6628
2011,NUTS,2010,PL43,2,274119
2011,NUTS,2010,PL51,2,677142
2011,NUTS,2010,PL52,2,265592
2011,NUTS,2010,PL61,2,860069
2011,NUTS,2010,PL62,2,633223
2011,NUTS,2010,PL63,2,104230
2011,NUTS,2010,PT11,2,56517
2011,NUTS,2010,PT15,2,748054
2011,NUTS,2010,PT16,2,298445
2011,NUTS,2010,PT17,2,32839
2011,NUTS,2010,PT18,2,63145
2011,NUTS,2010,PT20,2,599884
2011,NUTS,2010,PT30,2,423468
2011,NUTS,2010,RO11,2,89169
2011,NUTS,2010,RO12,2,318670
2011,NUTS,2010,RO21,2,233013
2011,NUTS,2010,RO22,2,142226
2011,NUTS,2010,RO31,2,548378
2011,NUTS,2010,RO32,2,557242
2011,NUTS,2010,RO41,2,972226
2011,NUTS,2010,RO42,2,875756
2011,NUTS,2010,SE11,2,672516
2011,NUTS,2010,SE12,2,312005
2011,NUTS,2010,SE21,2,74472
2011,NUTS,2010,SE22,2,231918
2011,NUTS,2010,SE23,2,907127
2011,NUTS,2010,SE31,2,35259
2011,NUTS,2010,SE32,2,425605
2011,NUTS,2010,SE33,2,795000
2011,NUTS,2010,SI01,2,870260
2011,NUTS,2010,SI02,2,747632
2011,NUTS,2010,SK01,2,179338
2011,NUTS,2010,SK02,2,632309
2011,NUTS,2010,SK03,2,709680
2011,NUTS,2010,SK04,2,338448
2011,NUTS,2010,TR10,2,425815
2011,NUTS,2010,TR21,2,643582
2011,NUTS,2010,TR22,2,438529
2011,NUTS,2010,TR31,2,397974
2011,NUTS,2010,TR32,2,660133
2011,NUTS,2010,TR33,2,845701
2011,NUTS,2010,TR41,2,618227
2011,NUTS,2010,TR42,2,856885
2011,NUTS,2010,TR51,2,722152
2011,NUTS,2010,TR52,2,835863
2011,NUTS,2010,TR61,2,435883
2011,NUTS,2010,TR62,2,751193
2011,NUTS,2010,TR63,2,462988
2011,NUTS,2010,TR71,2,84657
2011,NUTS,2010,TR72,2,62483
2011,NUTS,2010,TR81,2,629067
2011,NUTS,2010,TR82,2,231502
2011,NUTS,2010,TR83,2,680951
2011,NUTS,2010,TR90,2,360360
2011,NUTS,2010,TRA1,2,467681
2011,NUTS,2010,TRA2,2,290755
2011,NUTS,2010,TRB1,2,928815
2011,NUTS,2010,TRB2,2,401819
2011,NUTS,2010,TRC1,2,174260
2011,NUTS,2010,TRC2,2,816703
2011,NUTS,2010,TRC3,2,486012
2011,NUTS,2010,UKC1,2,655060
2011,NUTS,2010,UKC2,2,581185
2011,NUTS,2010,UKD1,2,368434
2011,NUTS,2010,UKD3,2,749298
2011,NUTS,2010,UKD4,2,881418
2011,NUTS,2010,UKD6,2,207063
2011,NUTS,2010,UKD7,2,94677
2011,NUTS,2010,UKE1,2,324760
2011,NUTS,2010,UKE2,2,266785
2011,NUTS,2010,UKE3,2,38556
2011,NUTS,2010,UKE4,2,288476
2011,NUTS,2010,UKF1,2,721293
2011,NUTS,2010,UKF2,2,413492
2011,NUTS,2010,UKF3,2,306508
2011,NUTS,2010,UKG1,2,838615
2011,NUTS,2010,UKG2,2,207874
2011,NUTS,2010,UKG3,2,671787
2011,NUTS,2010,UKH1,2,786504
2011,NUTS,2010,UKH2,2,719242
2011,NUTS,2010,UKH3,2,468139
2011,NUTS,2010,UKI1,2,211020
2011,NUTS,2010,UKI2,2,302290
2011,NUTS,2010,UKJ1,2,7147
2011,NUTS,2010,UKJ2,2,128165
2011,NUTS,2010,UKJ3,2,485106
2011,NUTS,2010,UKJ4,2,4869
2011,NUTS,2010,UKK1,2,422579
2011,NUTS,2010,UKK2,2,15076
2011,NUTS,2010,UKK3,2,131354
2011,NUTS,2010,UKK4,2,876468
2011,NUTS,2010,UKL1,2,600618
2011,NUTS,2010,UKL2,2,830276
2011,NUTS,2010,UKM2,2,329199
2011,NUTS,2010,UKM3,2,121883
2011,NUTS,2010,UKM5,2,674708
2011,NUTS,2010,UKM6,2,371755
2011,NUTS,2010,UKN0,2,960876
2011,NUTS,2010,AT111,3,917402
2011,NUTS,2010,AT112,3,50284
2011,NUTS,2010,AT113,3,777773
2011,NUTS,2010,AT121,3,246597
2011,NUTS,2010,AT122,3,900714
2011,NUTS,2010,AT123,3,152360
2011,NUTS,2010,AT124,3,224278
2011,NUTS,2010,AT125,3,576798
2011,NUTS,2010,AT126,3,289640
2011,NUTS,2010,AT127,3,206802
2011,NUTS,2010,AT130,3,68922
2011,NUTS,2010,AT211,3,47765
2011,NUTS,2010,AT212,3,75705
2011,NUTS,2010,AT213,3,312253
2011,NUTS,2010,AT221,3,858786
2011,NUTS,2010,AT222,3,787959
2011,NUTS,2010,AT223,3,556783
2011,NUTS,2010,AT224,3,201482
2011,NUTS,2010,AT225,3,181949
2011,NUTS,2010,AT226,3,226381
2011,NUTS,2010,AT311,3,405175
2011,NUTS,2010,AT312,3,822695
2011,NUTS,2010,AT313,3,719293
2011,NUTS,2010,AT314,3,773359
2011,NUTS,2010,AT315,3,808931
2011,NUTS,2010,AT321,3,319430
2011,NUTS,2010,AT322,3,292706
2011,NUTS,2010,AT323,3,162344
2011,NUTS,2010,AT331,3,619618
2011,NUTS,2010,AT332,3,603086
2011,NUTS,2010,AT333,3,733715
2011,NUTS,2010,AT334,3,279578
2011,NUTS,2010,AT335,3,364688
2011,NUTS,2010,AT341,3,409343
2011,NUTS,2010,AT342,3,971830
2011,NUTS,2010,BE100,3,414745
2011,NUTS,2010,BE211,3,254851
2011,NUTS,2010,BE212,3,724315
2011,NUTS,2010,BE213,3,159710
2011,NUTS,2010,BE221,3,481951
2011,NUTS,2010,BE222,3,935870
2011,NUTS,2010,BE223,3,787554
2011,NUTS,2010,BE231,3,302874
2011,NUTS,2010,BE232,3,413718
2011,NUTS,2010,BE233,3,820465
2011,NUTS,2010,BE234,3,630882
2011,NUTS,2010,BE235,3,786956
2011,NUTS,2010,BE236,3,206988
2011,NUTS,2010,BE241,3,916259
2011,NUTS,2010,BE242,3,267659
2011,NUTS,2010,BE251,3,915368
2011,NUTS,2010,BE252,3,536513
2011,NUTS,2010,BE253,3,209329
2011,NUTS,2010,BE254,3,420789
2011,NUTS,2010,BE255,3,153911
2011,NUTS,2010,BE256,3,710019
2011,NUTS,2010,BE257,3,703061
2011,NUTS,2010,BE258,3,861672
2011,NUTS,2010,BE310,3,273267
2011,NUTS,2010,BE321,3,847995
2011,NUTS,2010,BE322,3,484135
2011,NUTS,2010,BE323,3,340399
2011,NUTS,2010,BE324,3,946744
2011,NUTS,2010,BE325,3,887078
2011,NUTS,2010,BE326,3,226059
2011,NUTS,2010,BE327,3,756308
2011,NUTS,2010,BE331,3,934524
2011,NUTS,2010,BE332,3,602791
2011,NUTS,2010,BE334,3,237771
2011,NUTS,2010,BE335,3,789282
2011,NUTS,2010,BE336,3,801728
2011,NUTS,2010,BE341,3,226051
2011,NUTS,2010,BE342,3,335187
2011,NUTS,2010,BE343,3,754250
2011,NUTS,2010,BE344,3,508449
2011,NUTS,2010,BE345,3,44661
2011,NUTS,2010,BE351,3,964522
2011,NUTS,2010,BE352,3,762883
2011,NUTS,2010,BE353,3,312609
2011,NUTS,2010,BG311,3,935245
2011,NUTS,2010,BG312,3,168758
2011,NUTS,2010,BG313,3,659048
2011,NUTS,2010,BG314,3,648861
2011,NUTS,2010,BG315,3,93209
2011,NUTS,2010,BG321,3,19451
2011,NUTS,2010,BG322,3,623919
2011,NUTS,2010,BG323,3,998763
2011,NUTS,2010,BG324,3,124713
2011,NUTS,2010,BG325,3,952539
2011,NUTS,2010,BG331,3,959135
2011,NUTS,2010,BG332,3,540389
2011,NUTS,2010,BG333,3,605296
2011,NUTS,2010,BG334,3,253406
2011,NUTS,2010,BG341,3,430505
2011,NUTS,2010,BG342,3,960511
2011,NUTS,2010,BG343,3,543927
2011,NUTS,2010,BG344,3,513339
2011,NUTS,2010,BG411,3,24767
2011,NUTS,2010,BG412,3,532188
2011,NUTS,2010,BG413,3,806443
2011,NUTS,2010,BG414,3,548809
2011,NUTS,2010,BG415,3,934611
2011,NUTS,2010,BG421,3,555809
2011,NUTS,2010,BG422,3,652973
2011,NUTS,2010,BG423,3,658753
2011,NUTS,2010,BG424,3,54572
2011,NUTS,2010,BG425,3,71003
2011,NUTS,2010,CH011,3,239695
2011,NUTS,2010,CH012,3,837794
2011,NUTS,2010,CH013,3,482389
2011,NUTS,2010,CH021,3,687503
2011,NUTS,2010,CH022,3,866941
2011,NUTS,2010,CH023,3,422493
2011,NUTS,2010,CH024,3,854258
2011,NUTS,2010,CH025,3,419684
2011,NUTS,2010,CH031,3,869220
2011,NUTS,2010,CH032,3,76911
2011,NUTS,2010,CH033,3,190768
2011,NUTS,2010,CH040,3,35811
2011,NUTS,2010,CH051,3,310852
2011,NUTS,2010,CH052,3,30310
2011,NUTS,2010,CH053,3,302303
2011,NUTS,2010,CH054,3,710210
2011,NUTS,2010,CH055,3,949541
2011,NUTS,2010,CH056,3,957344
2011,NUTS,2010,CH057,3,738803
2011,NUTS,2010,CH061,3,309787
2011,NUTS,2010,CH062,3,5077
2011,NUTS,2010,CH063,3,888918
2011,NUTS,2010,CH064,3,815422
2011,NUTS,2010,CH065,3,870035
2011,NUTS,2010,CH066,3,232690
2011,NUTS,2010,CH070,3,262169
2011,NUTS,2010,CY000,3,174656
2011,NUTS,2010,CZ010,3,345132
2011,NUTS,2010,CZ020,3,887174
2011,NUTS,2010,CZ031,3,138917
2011,NUTS,2010,CZ032,3,333438
2011,NUTS,2010,CZ041,3,80686
2011,NUTS,2010,CZ042,3,173316
2011,NUTS,2010,CZ051,3,197270
2011,NUTS,2010,CZ052,3,951584
2011,NUTS,2010,CZ053,3,202679
2011,NUTS,2010,CZ063,3,484589
2011,NUTS,2010,CZ064,3,527960
2011,NUTS,2010,CZ071,3,172212
2011,NUTS,2010,CZ072,3,510430
2011,NUTS,2010,CZ080,3,508817
2011,NUTS,2010,DE111,3,70085
2011,NUTS,2010,DE112,3,364294
2011,NUTS,2010,DE113,3,664412
2011,NUTS,2010,DE114,3,322927
2011,NUTS,2010,DE115,3,339728
2011,NUTS,2010,DE116,3,810985
2011,NUTS,2010,DE117,3,567926
2011,NUTS,2010,DE118,3,642155
2011,NUTS,2010,DE119,3,181222
2011,NUTS,2010,DE11A,3,856176
2011,NUTS,2010,DE11B,3,251153
2011,NUTS,2010,DE11C,3,415956
2011,NUTS,2010,DE11D,3,509064
2011,NUTS,2010,DE121,3,5257
2011,NUTS,2010,DE122,3,41688
2011,NUTS,2010,DE123,3,573829
2011,NUTS,2010,DE124,3,434795
2011,NUTS,2010,DE125,3,444872
2011,NUTS,2010,DE126,3,20690
2011,NUTS,2010,DE127,3,312363
2011,NUTS,2010,DE128,3,656116
2011,NUTS,2010,DE129,3,947362
2011,NUTS,2010,DE12A,3,429645
2011,NUTS,2010,DE12B,3,619974
2011,NUTS,2010,DE12C,3,329357
2011,NUTS,2010,DE131,3,113983
2011,NUTS,2010,DE132,3,127606
2011,NUTS,2010,DE133,3,598901
2011,NUTS,2010,DE134,3,705921
2011,NUTS,2010,DE135,3,145109
2011,NUTS,2010,DE136,3,728729
2011,NUTS,2010,DE137,3,377920
2011,NUTS,2010,DE138,3,422529
2011,NUTS,2010,DE139,3,699962
2011,NUTS,2010,DE13A,3,455118
2011,NUTS,2010,DE141,3,318144
2011,NUTS,2010,DE142,3,253280
2011,NUTS,2010,DE143,3,358440
2011,NUTS,2010,DE144,3,99333
2011,NUTS,2010,DE145,3,568587
2011,NUTS,2010,DE146,3,766428
2011,NUTS,2010,DE147,3,831914
2011,NUTS,2010,DE148,3,754487
2011,NUTS,2010,DE149,3,256841
2011,NUTS,2010,DE211,3,417104
2011,NUTS,2010,DE212,3,241519
2011,NUTS,2010,DE213,3,192133
2011,NUTS,2010,DE214,3,956795
2011,NUTS,2010,DE215,3,614154
2011,NUTS,2010,DE216,3,683413
2011,NUTS,2010,DE217,3,326798
2011,NUTS,2010,DE218,3,142514
2011,NUTS,2010,DE219,3,873601
2011,NUTS,2010,DE21A,3,834789
2011,NUTS,2010,DE21B,3,630421
2011,NUTS,2010,DE21C,3,474863
2011,NUTS,2010,DE21D,3,520096
2011,NUTS,2010,DE21E,3,793218
2011,NUTS,2010,DE21F,3,570456
2011,NUTS,2010,DE21G,3,522424
2011,NUTS,2010,DE21H,3,698985
2011,NUTS,2010,DE21I,3,331401
2011,NUTS,2010,DE21J,3,401427
2011,NUTS,2010,DE21K,3,749621
2011,NUTS,2010,DE21L,3,734365
2011,NUTS,2010,DE21M,3,567402
2011,NUTS,2010,DE21N,3,481353
2011,NUTS,2010,DE221,3,797838
2011,NUTS,2010,DE222,3,323529
2011,NUTS,2010,DE223,3,860814
2011,NUTS,2010,DE224,3,917877
2011,NUTS,2010,DE225,3,912158
2011,NUTS,2010,DE226,3,767949
2011,NUTS,2010,DE227,3,681275
2011,NUTS,2010,DE228,3,533406
2011,NUTS,2010,DE229,3,446532
