year,region_type,region_year_spec,region_id,region_level,awala
2008,NUTS,2006,HU2,1,939
2008,NUTS,2006,HU3,1,628
2008,NUTS,2006,IE0,1,676
2008,NUTS,2006,IS0,1,397
2008,NUTS,2006,ITC,1,967
2008,NUTS,2006,ITD,1,831
2008,NUTS,2006,ITE,1,698
2008,NUTS,2006,ITF,1,423
2008,NUTS,2006,ITG,1,30
2008,NUTS,2006,LI0,1,190
2008,NUTS,2006,LT0,1,819
2008,NUTS,2006,LU0,1,397
2008,NUTS,2006,LV0,1,514
2008,NUTS,2006,ME0,1,427
2008,NUTS,2006,MK0,1,564
2008,NUTS,2006,MT0,1,645
2008,NUTS,2006,NL1,1,283
2008,NUTS,2006,NL2,1,59
2008,NUTS,2006,NL3,1,818
2008,NUTS,2006,NL4,1,686
2008,NUTS,2006,NO0,1,867
2008,NUTS,2006,PL1,1,538
2008,NUTS,2006,PL2,1,322
2008,NUTS,2006,PL3,1,377
2008,NUTS,2006,PL4,1,232
2008,NUTS,2006,PL5,1,827
2008,NUTS,2006,PL6,1,815
2008,NUTS,2006,PT1,1,227
2008,NUTS,2006,PT2,1,259
2008,NUTS,2006,PT3,1,362
2008,NUTS,2006,RO1,1,884
2008,NUTS,2006,RO2,1,249
2008,NUTS,2006,RO3,1,245
2008,NUTS,2006,RO4,1,830
2008,NUTS,2006,SE1,1,546
2008,NUTS,2006,SE2,1,236
2008,NUTS,2006,SE3,1,802
2008,NUTS,2006,SI0,1,967
2008,NUTS,2006,SK0,1,705
2008,NUTS,2006,TR1,1,846
2008,NUTS,2006,TR2,1,749
2008,NUTS,2006,TR3,1,457
2008,NUTS,2006,TR4,1,440
2008,NUTS,2006,TR5,1,585
2008,NUTS,2006,TR6,1,824
2008,NUTS,2006,TR7,1,306
2008,NUTS,2006,TR8,1,791
2008,NUTS,2006,TR9,1,395
2008,NUTS,2006,TRA,1,409
2008,NUTS,2006,TRB,1,765
2008,NUTS,2006,TRC,1,642
2008,NUTS,2006,UKC,1,328
2008,NUTS,2006,UKD,1,895
2008,NUTS,2006,UKE,1,534
2008,NUTS,2006,UKF,1,153
2008,NUTS,2006,UKG,1,781
2008,NUTS,2006,UKH,1,828
2008,NUTS,2006,UKI,1,304
2008,NUTS,2006,UKJ,1,453
2008,NUTS,2006,UKK,1,636
2008,NUTS,2006,UKL,1,865
2008,NUTS,2006,UKM,1,853
2008,NUTS,2006,UKN,1,481
2008,NUTS,2006,AT11,2,877
2008,NUTS,2006,AT12,2,895
2008,NUTS,2006,AT13,2,746
2008,NUTS,2006,AT21,2,514
2008,NUTS,2006,AT22,2,793
2008,NUTS,2006,AT31,2,961
2008,NUTS,2006,AT32,2,782
2008,NUTS,2006,AT33,2,208
2008,NUTS,2006,AT34,2,187
2008,NUTS,2006,BE10,2,13
2008,NUTS,2006,BE21,2,344
2008,NUTS,2006,BE22,2,972
2008,NUTS,2006,BE23,2,554
2008,NUTS,2006,BE24,2,703
2008,NUTS,2006,BE25,2,331
2008,NUTS,2006,BE31,2,153
2008,NUTS,2006,BE32,2,932
2008,NUTS,2006,BE33,2,285
2008,NUTS,2006,BE34,2,342
2008,NUTS,2006,BE35,2,614
2008,NUTS,2006,BG31,2,698
2008,NUTS,2006,BG32,2,176
2008,NUTS,2006,BG33,2,535
2008,NUTS,2006,BG34,2,866
2008,NUTS,2006,BG41,2,913
2008,NUTS,2006,BG42,2,700
2008,NUTS,2006,CH01,2,252
2008,NUTS,2006,CH02,2,382
2008,NUTS,2006,CH03,2,825
2008,NUTS,2006,CH04,2,914
2008,NUTS,2006,CH05,2,315
2008,NUTS,2006,CH06,2,298
2008,NUTS,2006,CH07,2,861
2008,NUTS,2006,CY00,2,17
2008,NUTS,2006,CZ01,2,761
2008,NUTS,2006,CZ02,2,706
2008,NUTS,2006,CZ03,2,465
2008,NUTS,2006,CZ04,2,676
2008,NUTS,2006,CZ05,2,275
2008,NUTS,2006,CZ06,2,649
2008,NUTS,2006,CZ07,2,565
2008,NUTS,2006,CZ08,2,263
2008,NUTS,2006,DE11,2,798
2008,NUTS,2006,DE12,2,654
2008,NUTS,2006,DE13,2,995
2008,NUTS,2006,DE14,2,190
2008,NUTS,2006,DE21,2,530
2008,NUTS,2006,DE22,2,775
2008,NUTS,2006,DE23,2,748
2008,NUTS,2006,DE24,2,490
2008,NUTS,2006,DE25,2,403
2008,NUTS,2006,DE26,2,400
2008,NUTS,2006,DE27,2,387
2008,NUTS,2006,DE30,2,151
2008,NUTS,2006,DE41,2,967
2008,NUTS,2006,DE42,2,749
2008,NUTS,2006,DE50,2,342
2008,NUTS,2006,DE60,2,108
2008,NUTS,2006,DE71,2,691
2008,NUTS,2006,DE72,2,381
2008,NUTS,2006,DE73,2,406
2008,NUTS,2006,DE80,2,702
2008,NUTS,2006,DE91,2,372
2008,NUTS,2006,DE92,2,727
2008,NUTS,2006,DE93,2,583
2008,NUTS,2006,DE94,2,798
2008,NUTS,2006,DEA1,2,867
2008,NUTS,2006,DEA2,2,590
2008,NUTS,2006,DEA3,2,279
2008,NUTS,2006,DEA4,2,512
2008,NUTS,2006,DEA5,2,437
2008,NUTS,2006,DEB1,2,863
2008,NUTS,2006,DEB2,2,915
2008,NUTS,2006,DEB3,2,732
2008,NUTS,2006,DEC0,2,357
2008,NUTS,2006,DED1,2,883
2008,NUTS,2006,DED2,2,265
2008,NUTS,2006,DED3,2,716
2008,NUTS,2006,DEE0,2,478
2008,NUTS,2006,DEF0,2,74
2008,NUTS,2006,DEG0,2,118
2008,NUTS,2006,DK01,2,993
2008,NUTS,2006,DK02,2,743
2008,NUTS,2006,DK03,2,361
2008,NUTS,2006,DK04,2,91
2008,NUTS,2006,DK05,2,351
2008,NUTS,2006,EE00,2,810
2008,NUTS,2006,ES11,2,222
2008,NUTS,2006,ES12,2,149
2008,NUTS,2006,ES13,2,282
2008,NUTS,2006,ES21,2,960
2008,NUTS,2006,ES22,2,275
2008,NUTS,2006,ES23,2,1
2008,NUTS,2006,ES24,2,609
2008,NUTS,2006,ES30,2,853
2008,NUTS,2006,ES41,2,698
2008,NUTS,2006,ES42,2,220
2008,NUTS,2006,ES43,2,353
2008,NUTS,2006,ES51,2,820
2008,NUTS,2006,ES52,2,318
2008,NUTS,2006,ES53,2,640
2008,NUTS,2006,ES61,2,744
2008,NUTS,2006,ES62,2,5
2008,NUTS,2006,ES63,2,737
2008,NUTS,2006,ES64,2,375
2008,NUTS,2006,ES70,2,659
2008,NUTS,2006,FI13,2,403
2008,NUTS,2006,FI18,2,683
2008,NUTS,2006,FI19,2,470
2008,NUTS,2006,FI1A,2,650
2008,NUTS,2006,FI20,2,169
2008,NUTS,2006,FR10,2,360
2008,NUTS,2006,FR21,2,860
2008,NUTS,2006,FR22,2,830
2008,NUTS,2006,FR23,2,664
2008,NUTS,2006,FR24,2,318
2008,NUTS,2006,FR25,2,195
2008,NUTS,2006,FR26,2,390
2008,NUTS,2006,FR30,2,203
2008,NUTS,2006,FR41,2,211
2008,NUTS,2006,FR42,2,351
2008,NUTS,2006,FR43,2,976
2008,NUTS,2006,FR51,2,204
2008,NUTS,2006,FR52,2,615
2008,NUTS,2006,FR53,2,805
2008,NUTS,2006,FR61,2,93
2008,NUTS,2006,FR62,2,149
2008,NUTS,2006,FR63,2,728
2008,NUTS,2006,FR71,2,240
2008,NUTS,2006,FR72,2,267
2008,NUTS,2006,FR81,2,971
2008,NUTS,2006,FR82,2,18
2008,NUTS,2006,FR83,2,764
2008,NUTS,2006,FR91,2,345
2008,NUTS,2006,FR92,2,88
2008,NUTS,2006,FR93,2,688
2008,NUTS,2006,FR94,2,825
2008,NUTS,2006,GR11,2,530
2008,NUTS,2006,GR12,2,129
2008,NUTS,2006,GR13,2,292
2008,NUTS,2006,GR14,2,671
2008,NUTS,2006,GR21,2,328
2008,NUTS,2006,GR22,2,204
2008,NUTS,2006,GR23,2,975
2008,NUTS,2006,GR24,2,6
2008,NUTS,2006,GR25,2,792
2008,NUTS,2006,GR30,2,219
2008,NUTS,2006,GR41,2,610
2008,NUTS,2006,GR42,2,410
2008,NUTS,2006,GR43,2,466
2008,NUTS,2006,HR01,2,460
2008,NUTS,2006,HR02,2,126
2008,NUTS,2006,HR03,2,700
2008,NUTS,2006,HU10,2,961
2008,NUTS,2006,HU21,2,231
2008,NUTS,2006,HU22,2,759
2008,NUTS,2006,HU23,2,757
2008,NUTS,2006,HU31,2,831
2008,NUTS,2006,HU32,2,426
2008,NUTS,2006,HU33,2,563
2008,NUTS,2006,IE01,2,410
2008,NUTS,2006,IE02,2,920
2008,NUTS,2006,IS00,2,278
2008,NUTS,2006,ITC1,2,115
2008,NUTS,2006,ITC2,2,585
2008,NUTS,2006,ITC3,2,506
2008,NUTS,2006,ITC4,2,191
2008,NUTS,2006,ITD1,2,364
2008,NUTS,2006,ITD2,2,146
2008,NUTS,2006,ITD3,2,334
2008,NUTS,2006,ITD4,2,888
2008,NUTS,2006,ITD5,2,627
2008,NUTS,2006,ITE1,2,872
2008,NUTS,2006,ITE2,2,73
2008,NUTS,2006,ITE3,2,776
2008,NUTS,2006,ITE4,2,654
2008,NUTS,2006,ITF1,2,88
2008,NUTS,2006,ITF2,2,310
2008,NUTS,2006,ITF3,2,353
2008,NUTS,2006,ITF4,2,723
2008,NUTS,2006,ITF5,2,785
2008,NUTS,2006,ITF6,2,921
2008,NUTS,2006,ITG1,2,183
2008,NUTS,2006,ITG2,2,868
2008,NUTS,2006,LI00,2,579
2008,NUTS,2006,LT00,2,1000
2008,NUTS,2006,LU00,2,939
2008,NUTS,2006,LV00,2,632
2008,NUTS,2006,ME00,2,985
2008,NUTS,2006,MK00,2,142
2008,NUTS,2006,MT00,2,717
2008,NUTS,2006,NL11,2,648
2008,NUTS,2006,NL12,2,137
2008,NUTS,2006,NL13,2,84
2008,NUTS,2006,NL21,2,140
2008,NUTS,2006,NL22,2,292
2008,NUTS,2006,NL23,2,35
2008,NUTS,2006,NL31,2,536
2008,NUTS,2006,NL32,2,5
2008,NUTS,2006,NL33,2,403
2008,NUTS,2006,NL34,2,787
2008,NUTS,2006,NL41,2,422
2008,NUTS,2006,NL42,2,317
2008,NUTS,2006,NO01,2,178
2008,NUTS,2006,NO02,2,547
2008,NUTS,2006,NO03,2,448
2008,NUTS,2006,NO04,2,748
2008,NUTS,2006,NO05,2,128
2008,NUTS,2006,NO06,2,218
2008,NUTS,2006,NO07,2,993
2008,NUTS,2006,PL11,2,797
2008,NUTS,2006,PL12,2,698
2008,NUTS,2006,PL21,2,742
2008,NUTS,2006,PL22,2,37
2008,NUTS,2006,PL31,2,528
2008,NUTS,2006,PL32,2,235
2008,NUTS,2006,PL33,2,337
2008,NUTS,2006,PL34,2,638
2008,NUTS,2006,PL41,2,791
2008,NUTS,2006,PL42,2,339
2008,NUTS,2006,PL43,2,623
2008,NUTS,2006,PL51,2,15
2008,NUTS,2006,PL52,2,195
2008,NUTS,2006,PL61,2,318
2008,NUTS,2006,PL62,2,492
2008,NUTS,2006,PL63,2,50
2008,NUTS,2006,PT11,2,44
2008,NUTS,2006,PT15,2,700
2008,NUTS,2006,PT16,2,55
2008,NUTS,2006,PT17,2,840
2008,NUTS,2006,PT18,2,673
2008,NUTS,2006,PT20,2,369
2008,NUTS,2006,PT30,2,386
2008,NUTS,2006,RO11,2,823
2008,NUTS,2006,RO12,2,935
2008,NUTS,2006,RO21,2,333
2008,NUTS,2006,RO22,2,752
2008,NUTS,2006,RO31,2,488
2008,NUTS,2006,RO32,2,41
2008,NUTS,2006,RO41,2,894
2008,NUTS,2006,RO42,2,396
2008,NUTS,2006,SE11,2,978
2008,NUTS,2006,SE12,2,265
2008,NUTS,2006,SE21,2,105
2008,NUTS,2006,SE22,2,419
2008,NUTS,2006,SE23,2,778
2008,NUTS,2006,SE31,2,262
2008,NUTS,2006,SE32,2,277
2008,NUTS,2006,SE33,2,611
2008,NUTS,2006,SI01,2,893
2008,NUTS,2006,SI02,2,397
2008,NUTS,2006,SK01,2,621
2008,NUTS,2006,SK02,2,9
2008,NUTS,2006,SK03,2,802
2008,NUTS,2006,SK04,2,522
2008,NUTS,2006,TR10,2,959
2008,NUTS,2006,TR21,2,404
2008,NUTS,2006,TR22,2,109
2008,NUTS,2006,TR31,2,702
2008,NUTS,2006,TR32,2,91
2008,NUTS,2006,TR33,2,977
2008,NUTS,2006,TR41,2,478
2008,NUTS,2006,TR42,2,236
2008,NUTS,2006,TR51,2,170
2008,NUTS,2006,TR52,2,68
2008,NUTS,2006,TR61,2,14
2008,NUTS,2006,TR62,2,860
2008,NUTS,2006,TR63,2,135
2008,NUTS,2006,TR71,2,470
2008,NUTS,2006,TR72,2,513
2008,NUTS,2006,TR81,2,544
2008,NUTS,2006,TR82,2,294
2008,NUTS,2006,TR83,2,520
2008,NUTS,2006,TR90,2,593
2008,NUTS,2006,TRA1,2,560
2008,NUTS,2006,TRA2,2,830
2008,NUTS,2006,TRB1,2,288
2008,NUTS,2006,TRB2,2,236
2008,NUTS,2006,TRC1,2,797
2008,NUTS,2006,TRC2,2,324
2008,NUTS,2006,TRC3,2,253
2008,NUTS,2006,UKC1,2,640
2008,NUTS,2006,UKC2,2,31
2008,NUTS,2006,UKD1,2,953
2008,NUTS,2006,UKD2,2,6
2008,NUTS,2006,UKD3,2,467
2008,NUTS,2006,UKD4,2,601
2008,NUTS,2006,UKD5,2,800
2008,NUTS,2006,UKE1,2,706
2008,NUTS,2006,UKE2,2,344
2008,NUTS,2006,UKE3,2,71
2008,NUTS,2006,UKE4,2,536
2008,NUTS,2006,UKF1,2,729
2008,NUTS,2006,UKF2,2,580
2008,NUTS,2006,UKF3,2,151
2008,NUTS,2006,UKG1,2,401
2008,NUTS,2006,UKG2,2,457
2008,NUTS,2006,UKG3,2,623
2008,NUTS,2006,UKH1,2,287
2008,NUTS,2006,UKH2,2,301
2008,NUTS,2006,UKH3,2,194
2008,NUTS,2006,UKI1,2,593
2008,NUTS,2006,UKI2,2,726
2008,NUTS,2006,UKJ1,2,205
2008,NUTS,2006,UKJ2,2,310
2008,NUTS,2006,UKJ3,2,352
2008,NUTS,2006,UKJ4,2,5
2008,NUTS,2006,UKK1,2,954
2008,NUTS,2006,UKK2,2,982
2008,NUTS,2006,UKK3,2,961
2008,NUTS,2006,UKK4,2,578
2008,NUTS,2006,UKL1,2,313
2008,NUTS,2006,UKL2,2,543
2008,NUTS,2006,UKM2,2,81
2008,NUTS,2006,UKM3,2,646
2008,NUTS,2006,UKM5,2,461
2008,NUTS,2006,UKM6,2,154
2008,NUTS,2006,UKN0,2,196
2008,NUTS,2006,AT111,3,431
2008,NUTS,2006,AT112,3,320
2008,NUTS,2006,AT113,3,39
2008,NUTS,2006,AT121,3,732
2008,NUTS,2006,AT122,3,491
2008,NUTS,2006,AT123,3,670
2008,NUTS,2006,AT124,3,826
2008,NUTS,2006,AT125,3,924
2008,NUTS,2006,AT126,3,741
2008,NUTS,2006,AT127,3,343
2008,NUTS,2006,AT130,3,248
2008,NUTS,2006,AT211,3,503
2008,NUTS,2006,AT212,3,291
2008,NUTS,2006,AT213,3,873
2008,NUTS,2006,AT221,3,600
2008,NUTS,2006,AT222,3,15
2008,NUTS,2006,AT223,3,343
2008,NUTS,2006,AT224,3,609
2008,NUTS,2006,AT225,3,295
2008,NUTS,2006,AT226,3,724
2008,NUTS,2006,AT311,3,941
2008,NUTS,2006,AT312,3,520
2008,NUTS,2006,AT313,3,978
2008,NUTS,2006,AT314,3,617
2008,NUTS,2006,AT315,3,176
2008,NUTS,2006,AT321,3,273
2008,NUTS,2006,AT322,3,485
2008,NUTS,2006,AT323,3,599
2008,NUTS,2006,AT331,3,904
2008,NUTS,2006,AT332,3,688
2008,NUTS,2006,AT333,3,552
2008,NUTS,2006,AT334,3,492
2008,NUTS,2006,AT335,3,466
2008,NUTS,2006,AT341,3,466
2008,NUTS,2006,AT342,3,113
2008,NUTS,2006,BE100,3,708
2008,NUTS,2006,BE211,3,36
2008,NUTS,2006,BE212,3,959
2008,NUTS,2006,BE213,3,326
2008,NUTS,2006,BE221,3,407
2008,NUTS,2006,BE222,3,639
2008,NUTS,2006,BE223,3,500
2008,NUTS,2006,BE231,3,840
2008,NUTS,2006,BE232,3,608
2008,NUTS,2006,BE233,3,315
2008,NUTS,2006,BE234,3,318
2008,NUTS,2006,BE235,3,554
2008,NUTS,2006,BE236,3,700
2008,NUTS,2006,BE241,3,110
2008,NUTS,2006,BE242,3,518
2008,NUTS,2006,BE251,3,486
2008,NUTS,2006,BE252,3,735
2008,NUTS,2006,BE253,3,251
2008,NUTS,2006,BE254,3,226
2008,NUTS,2006,BE255,3,583
2008,NUTS,2006,BE256,3,790
2008,NUTS,2006,BE257,3,486
2008,NUTS,2006,BE258,3,954
2008,NUTS,2006,BE310,3,97
2008,NUTS,2006,BE321,3,446
2008,NUTS,2006,BE322,3,961
2008,NUTS,2006,BE323,3,297
2008,NUTS,2006,BE324,3,967
2008,NUTS,2006,BE325,3,523
2008,NUTS,2006,BE326,3,159
2008,NUTS,2006,BE327,3,574
2008,NUTS,2006,BE331,3,420
2008,NUTS,2006,BE332,3,135
2008,NUTS,2006,BE334,3,367
2008,NUTS,2006,BE335,3,896
2008,NUTS,2006,BE336,3,853
2008,NUTS,2006,BE341,3,366
2008,NUTS,2006,BE342,3,733
2008,NUTS,2006,BE343,3,577
2008,NUTS,2006,BE344,3,704
2008,NUTS,2006,BE345,3,85
2008,NUTS,2006,BE351,3,289
2008,NUTS,2006,BE352,3,441
2008,NUTS,2006,BE353,3,103
2008,NUTS,2006,BG311,3,955
2008,NUTS,2006,BG312,3,977
2008,NUTS,2006,BG313,3,25
2008,NUTS,2006,BG314,3,705
2008,NUTS,2006,BG315,3,376
2008,NUTS,2006,BG321,3,794
2008,NUTS,2006,BG322,3,73
2008,NUTS,2006,BG323,3,615
2008,NUTS,2006,BG324,3,414
2008,NUTS,2006,BG325,3,379
2008,NUTS,2006,BG331,3,546
2008,NUTS,2006,BG332,3,121
2008,NUTS,2006,BG333,3,405
2008,NUTS,2006,BG334,3,201
2008,NUTS,2006,BG341,3,244
2008,NUTS,2006,BG342,3,990
2008,NUTS,2006,BG343,3,347
2008,NUTS,2006,BG344,3,717
2008,NUTS,2006,BG411,3,4
2008,NUTS,2006,BG412,3,513
2008,NUTS,2006,BG413,3,704
2008,NUTS,2006,BG414,3,347
2008,NUTS,2006,BG415,3,463
2008,NUTS,2006,BG421,3,684
2008,NUTS,2006,BG422,3,682
2008,NUTS,2006,BG423,3,557
2008,NUTS,2006,BG424,3,3
2008,NUTS,2006,BG425,3,434
2008,NUTS,2006,CH011,3,702
2008,NUTS,2006,CH012,3,504
2008,NUTS,2006,CH013,3,497
2008,NUTS,2006,CH021,3,576
2008,NUTS,2006,CH022,3,929
2008,NUTS,2006,CH023,3,289
2008,NUTS,2006,CH024,3,968
2008,NUTS,2006,CH025,3,770
2008,NUTS,2006,CH031,3,849
2008,NUTS,2006,CH032,3,693
2008,NUTS,2006,CH033,3,500
2008,NUTS,2006,CH040,3,688
2008,NUTS,2006,CH051,3,124
2008,NUTS,2006,CH052,3,706
2008,NUTS,2006,CH053,3,365
2008,NUTS,2006,CH054,3,540
2008,NUTS,2006,CH055,3,531
2008,NUTS,2006,CH056,3,54
2008,NUTS,2006,CH057,3,378
2008,NUTS,2006,CH061,3,352
2008,NUTS,2006,CH062,3,206
2008,NUTS,2006,CH063,3,865
2008,NUTS,2006,CH064,3,920
2008,NUTS,2006,CH065,3,904
2008,NUTS,2006,CH066,3,934
2008,NUTS,2006,CH070,3,11
2008,NUTS,2006,CY000,3,850
2008,NUTS,2006,CZ010,3,823
2008,NUTS,2006,CZ020,3,751
2008,NUTS,2006,CZ031,3,218
2008,NUTS,2006,CZ032,3,962
2008,NUTS,2006,CZ041,3,910
2008,NUTS,2006,CZ042,3,113
2008,NUTS,2006,CZ051,3,570
2008,NUTS,2006,CZ052,3,127
2008,NUTS,2006,CZ053,3,478
2008,NUTS,2006,CZ063,3,575
2008,NUTS,2006,CZ064,3,758
2008,NUTS,2006,CZ071,3,451
2008,NUTS,2006,CZ072,3,222
2008,NUTS,2006,CZ080,3,773
2008,NUTS,2006,DE111,3,81
2008,NUTS,2006,DE112,3,498
2008,NUTS,2006,DE113,3,825
2008,NUTS,2006,DE114,3,166
2008,NUTS,2006,DE115,3,911
2008,NUTS,2006,DE116,3,452
2008,NUTS,2006,DE117,3,31
2008,NUTS,2006,DE118,3,638
2008,NUTS,2006,DE119,3,876
2008,NUTS,2006,DE11A,3,378
2008,NUTS,2006,DE11B,3,793
2008,NUTS,2006,DE11C,3,214
2008,NUTS,2006,DE11D,3,773
2008,NUTS,2006,DE121,3,11
2008,NUTS,2006,DE122,3,761
2008,NUTS,2006,DE123,3,878
2008,NUTS,2006,DE124,3,22
2008,NUTS,2006,DE125,3,761
2008,NUTS,2006,DE126,3,346
2008,NUTS,2006,DE127,3,514
2008,NUTS,2006,DE128,3,565
2008,NUTS,2006,DE129,3,408
2008,NUTS,2006,DE12A,3,197
2008,NUTS,2006,DE12B,3,299
2008,NUTS,2006,DE12C,3,801
2008,NUTS,2006,DE131,3,429
2008,NUTS,2006,DE132,3,120
2008,NUTS,2006,DE133,3,734
2008,NUTS,2006,DE134,3,767
2008,NUTS,2006,DE135,3,804
2008,NUTS,2006,DE136,3,520
2008,NUTS,2006,DE137,3,567
2008,NUTS,2006,DE138,3,496
2008,NUTS,2006,DE139,3,613
2008,NUTS,2006,DE13A,3,1000
2008,NUTS,2006,DE141,3,368
2008,NUTS,2006,DE142,3,516
2008,NUTS,2006,DE143,3,422
2008,NUTS,2006,DE144,3,520
2008,NUTS,2006,DE145,3,788
2008,NUTS,2006,DE146,3,607
2008,NUTS,2006,DE147,3,269
2008,NUTS,2006,DE148,3,642
2008,NUTS,2006,DE149,3,846
2008,NUTS,2006,DE211,3,842
2008,NUTS,2006,DE212,3,261
2008,NUTS,2006,DE213,3,68
2008,NUTS,2006,DE214,3,859
2008,NUTS,2006,DE215,3,320
2008,NUTS,2006,DE216,3,150
2008,NUTS,2006,DE217,3,860
2008,NUTS,2006,DE218,3,976
2008,NUTS,2006,DE219,3,259
2008,NUTS,2006,DE21A,3,547
2008,NUTS,2006,DE21B,3,707
2008,NUTS,2006,DE21C,3,702
2008,NUTS,2006,DE21D,3,304
2008,NUTS,2006,DE21E,3,683
2008,NUTS,2006,DE21F,3,930
2008,NUTS,2006,DE21G,3,706
2008,NUTS,2006,DE21H,3,218
2008,NUTS,2006,DE21I,3,155
2008,NUTS,2006,DE21J,3,22
2008,NUTS,2006,DE21K,3,737
2008,NUTS,2006,DE21L,3,748
2008,NUTS,2006,DE21M,3,624
2008,NUTS,2006,DE21N,3,699
2008,NUTS,2006,DE221,3,31
2008,NUTS,2006,DE222,3,396
2008,NUTS,2006,DE223,3,95
2008,NUTS,2006,DE224,3,373
2008,NUTS,2006,DE225,3,466
2008,NUTS,2006,DE226,3,779
2008,NUTS,2006,DE227,3,942
2008,NUTS,2006,DE228,3,463
2008,NUTS,2006,DE229,3,619
2008,NUTS,2006,DE22A,3,969
2008,NUTS,2006,DE22B,3,539
2008,NUTS,2006,DE22C,3,316
2008,NUTS,2006,DE231,3,687
2008,NUTS,2006,DE232,3,468
2008,NUTS,2006,DE233,3,176
2008,NUTS,2006,DE234,3,778
2008,NUTS,2006,DE235,3,81
2008,NUTS,2006,DE236,3,41
2008,NUTS,2006,DE237,3,24
2008,NUTS,2006,DE238,3,292
2008,NUTS,2006,DE239,3,546
2008,NUTS,2006,DE23A,3,572
2008,NUTS,2006,DE241,3,715
2008,NUTS,2006,DE242,3,76
2008,NUTS,2006,DE243,3,33
2008,NUTS,2006,DE244,3,902
2008,NUTS,2006,DE245,3,293
2008,NUTS,2006,DE246,3,439
2008,NUTS,2006,DE247,3,104
2008,NUTS,2006,DE248,3,212
2008,NUTS,2006,DE249,3,833
2008,NUTS,2006,DE24A,3,910
2008,NUTS,2006,DE24B,3,580
2008,NUTS,2006,DE24C,3,84
2008,NUTS,2006,DE24D,3,94
2008,NUTS,2006,DE251,3,919
2008,NUTS,2006,DE252,3,316
2008,NUTS,2006,DE253,3,796
2008,NUTS,2006,DE254,3,86
2008,NUTS,2006,DE255,3,268
2008,NUTS,2006,DE256,3,825
2008,NUTS,2006,DE257,3,797
2008,NUTS,2006,DE258,3,68
2008,NUTS,2006,DE259,3,452
