year,region_type,region_year_spec,region_id,region_level,zaanf
2006,NUTS,2006,DE9,1,52498
2006,NUTS,2006,DEA,1,66207
2006,NUTS,2006,DEB,1,48115
2006,NUTS,2006,DEC,1,55062
2006,NUTS,2006,DED,1,71254
2006,NUTS,2006,DEE,1,78604
2006,NUTS,2006,DEF,1,94935
2006,NUTS,2006,DEG,1,63572
2006,NUTS,2006,DK0,1,41742
2006,NUTS,2006,EE0,1,38233
2006,NUTS,2006,ES1,1,28514
2006,NUTS,2006,ES2,1,14790
2006,NUTS,2006,ES3,1,18499
2006,NUTS,2006,ES4,1,94342
2006,NUTS,2006,ES5,1,91325
2006,NUTS,2006,ES6,1,10627
2006,NUTS,2006,ES7,1,73850
2006,NUTS,2006,FI1,1,90193
2006,NUTS,2006,FI2,1,26705
2006,NUTS,2006,FR1,1,10641
2006,NUTS,2006,FR2,1,80216
2006,NUTS,2006,FR3,1,53065
2006,NUTS,2006,FR4,1,93617
2006,NUTS,2006,FR5,1,51199
2006,NUTS,2006,FR6,1,2429
2006,NUTS,2006,FR7,1,28880
2006,NUTS,2006,FR8,1,79636
2006,NUTS,2006,FR9,1,47618
2006,NUTS,2006,GR1,1,65614
2006,NUTS,2006,GR2,1,68018
2006,NUTS,2006,GR3,1,78532
2006,NUTS,2006,GR4,1,61914
2006,NUTS,2006,HR0,1,84576
2006,NUTS,2006,HU1,1,19111
2006,NUTS,2006,HU2,1,67335
2006,NUTS,2006,HU3,1,56074
2006,NUTS,2006,IE0,1,82501
2006,NUTS,2006,IS0,1,51595
2006,NUTS,2006,ITC,1,53951
2006,NUTS,2006,ITD,1,71013
2006,NUTS,2006,ITE,1,85375
2006,NUTS,2006,ITF,1,65543
2006,NUTS,2006,ITG,1,18850
2006,NUTS,2006,LI0,1,58535
2006,NUTS,2006,LT0,1,9691
2006,NUTS,2006,LU0,1,27135
2006,NUTS,2006,LV0,1,59982
2006,NUTS,2006,ME0,1,10440
2006,NUTS,2006,MK0,1,71349
2006,NUTS,2006,MT0,1,90948
2006,NUTS,2006,NL1,1,25339
2006,NUTS,2006,NL2,1,98197
2006,NUTS,2006,NL3,1,61186
2006,NUTS,2006,NL4,1,58091
2006,NUTS,2006,NO0,1,30926
2006,NUTS,2006,PL1,1,58360
2006,NUTS,2006,PL2,1,31616
2006,NUTS,2006,PL3,1,76160
2006,NUTS,2006,PL4,1,89430
2006,NUTS,2006,PL5,1,55681
2006,NUTS,2006,PL6,1,22461
2006,NUTS,2006,PT1,1,77302
2006,NUTS,2006,PT2,1,57740
2006,NUTS,2006,PT3,1,98905
2006,NUTS,2006,RO1,1,47814
2006,NUTS,2006,RO2,1,16130
2006,NUTS,2006,RO3,1,26429
2006,NUTS,2006,RO4,1,79277
2006,NUTS,2006,SE1,1,2019
2006,NUTS,2006,SE2,1,81898
2006,NUTS,2006,SE3,1,40682
2006,NUTS,2006,SI0,1,30752
2006,NUTS,2006,SK0,1,40216
2006,NUTS,2006,TR1,1,48548
2006,NUTS,2006,TR2,1,73182
2006,NUTS,2006,TR3,1,907
2006,NUTS,2006,TR4,1,49006
2006,NUTS,2006,TR5,1,43178
2006,NUTS,2006,TR6,1,68562
2006,NUTS,2006,TR7,1,75855
2006,NUTS,2006,TR8,1,76950
2006,NUTS,2006,TR9,1,24915
2006,NUTS,2006,TRA,1,345
2006,NUTS,2006,TRB,1,11085
2006,NUTS,2006,TRC,1,65426
2006,NUTS,2006,UKC,1,2655
2006,NUTS,2006,UKD,1,86264
2006,NUTS,2006,UKE,1,25067
2006,NUTS,2006,UKF,1,21998
2006,NUTS,2006,UKG,1,45944
2006,NUTS,2006,UKH,1,61134
2006,NUTS,2006,UKI,1,10156
2006,NUTS,2006,UKJ,1,74411
2006,NUTS,2006,UKK,1,17615
2006,NUTS,2006,UKL,1,73604
2006,NUTS,2006,UKM,1,17209
2006,NUTS,2006,UKN,1,65255
2006,NUTS,2006,AT11,2,70214
2006,NUTS,2006,AT12,2,3736
2006,NUTS,2006,AT13,2,78980
2006,NUTS,2006,AT21,2,88137
2006,NUTS,2006,AT22,2,89127
2006,NUTS,2006,AT31,2,7981
2006,NUTS,2006,AT32,2,16653
2006,NUTS,2006,AT33,2,18370
2006,NUTS,2006,AT34,2,75074
2006,NUTS,2006,BE10,2,82317
2006,NUTS,2006,BE21,2,84739
2006,NUTS,2006,BE22,2,37950
2006,NUTS,2006,BE23,2,24466
2006,NUTS,2006,BE24,2,58796
2006,NUTS,2006,BE25,2,17958
2006,NUTS,2006,BE31,2,11239
2006,NUTS,2006,BE32,2,82846
2006,NUTS,2006,BE33,2,97329
2006,NUTS,2006,BE34,2,27573
2006,NUTS,2006,BE35,2,3631
2006,NUTS,2006,BG31,2,67732
2006,NUTS,2006,BG32,2,45725
2006,NUTS,2006,BG33,2,24415
2006,NUTS,2006,BG34,2,64974
2006,NUTS,2006,BG41,2,84515
2006,NUTS,2006,BG42,2,5818
2006,NUTS,2006,CH01,2,5289
2006,NUTS,2006,CH02,2,10576
2006,NUTS,2006,CH03,2,3340
2006,NUTS,2006,CH04,2,52428
2006,NUTS,2006,CH05,2,73447
2006,NUTS,2006,CH06,2,42155
2006,NUTS,2006,CH07,2,39896
2006,NUTS,2006,CY00,2,91959
2006,NUTS,2006,CZ01,2,13206
2006,NUTS,2006,CZ02,2,22691
2006,NUTS,2006,CZ03,2,11674
2006,NUTS,2006,CZ04,2,92664
2006,NUTS,2006,CZ05,2,82263
2006,NUTS,2006,CZ06,2,71277
2006,NUTS,2006,CZ07,2,90859
2006,NUTS,2006,CZ08,2,62781
2006,NUTS,2006,DE11,2,91137
2006,NUTS,2006,DE12,2,49389
2006,NUTS,2006,DE13,2,17342
2006,NUTS,2006,DE14,2,60339
2006,NUTS,2006,DE21,2,84180
2006,NUTS,2006,DE22,2,93540
2006,NUTS,2006,DE23,2,82576
2006,NUTS,2006,DE24,2,76607
2006,NUTS,2006,DE25,2,22291
2006,NUTS,2006,DE26,2,28420
2006,NUTS,2006,DE27,2,2859
2006,NUTS,2006,DE30,2,64600
2006,NUTS,2006,DE41,2,99385
2006,NUTS,2006,DE42,2,29955
2006,NUTS,2006,DE50,2,6331
2006,NUTS,2006,DE60,2,58230
2006,NUTS,2006,DE71,2,76266
2006,NUTS,2006,DE72,2,89293
2006,NUTS,2006,DE73,2,27616
2006,NUTS,2006,DE80,2,86285
2006,NUTS,2006,DE91,2,72368
2006,NUTS,2006,DE92,2,5027
2006,NUTS,2006,DE93,2,39173
2006,NUTS,2006,DE94,2,98627
2006,NUTS,2006,DEA1,2,4031
2006,NUTS,2006,DEA2,2,14034
2006,NUTS,2006,DEA3,2,814
2006,NUTS,2006,DEA4,2,79527
2006,NUTS,2006,DEA5,2,57658
2006,NUTS,2006,DEB1,2,76392
2006,NUTS,2006,DEB2,2,79286
2006,NUTS,2006,DEB3,2,44560
2006,NUTS,2006,DEC0,2,58923
2006,NUTS,2006,DED1,2,13938
2006,NUTS,2006,DED2,2,55856
2006,NUTS,2006,DED3,2,58756
2006,NUTS,2006,DEE0,2,13731
2006,NUTS,2006,DEF0,2,43554
2006,NUTS,2006,DEG0,2,16800
2006,NUTS,2006,DK01,2,67939
2006,NUTS,2006,DK02,2,20446
2006,NUTS,2006,DK03,2,51967
2006,NUTS,2006,DK04,2,93698
2006,NUTS,2006,DK05,2,99005
2006,NUTS,2006,EE00,2,45763
2006,NUTS,2006,ES11,2,73720
2006,NUTS,2006,ES12,2,88990
2006,NUTS,2006,ES13,2,65101
2006,NUTS,2006,ES21,2,99727
2006,NUTS,2006,ES22,2,41392
2006,NUTS,2006,ES23,2,63086
2006,NUTS,2006,ES24,2,36437
2006,NUTS,2006,ES30,2,9314
2006,NUTS,2006,ES41,2,42439
2006,NUTS,2006,ES42,2,73836
2006,NUTS,2006,ES43,2,47420
2006,NUTS,2006,ES51,2,82987
2006,NUTS,2006,ES52,2,6115
2006,NUTS,2006,ES53,2,35841
2006,NUTS,2006,ES61,2,16672
2006,NUTS,2006,ES62,2,34843
2006,NUTS,2006,ES63,2,69881
2006,NUTS,2006,ES64,2,84966
2006,NUTS,2006,ES70,2,91874
2006,NUTS,2006,FI13,2,79929
2006,NUTS,2006,FI18,2,41526
2006,NUTS,2006,FI19,2,19378
2006,NUTS,2006,FI1A,2,92124
2006,NUTS,2006,FI20,2,33215
2006,NUTS,2006,FR10,2,9629
2006,NUTS,2006,FR21,2,42095
2006,NUTS,2006,FR22,2,8235
2006,NUTS,2006,FR23,2,8660
2006,NUTS,2006,FR24,2,30700
2006,NUTS,2006,FR25,2,48008
2006,NUTS,2006,FR26,2,45879
2006,NUTS,2006,FR30,2,45578
2006,NUTS,2006,FR41,2,22897
2006,NUTS,2006,FR42,2,43365
2006,NUTS,2006,FR43,2,27810
2006,NUTS,2006,FR51,2,85785
2006,NUTS,2006,FR52,2,14454
2006,NUTS,2006,FR53,2,21197
2006,NUTS,2006,FR61,2,64210
2006,NUTS,2006,FR62,2,37922
2006,NUTS,2006,FR63,2,29582
2006,NUTS,2006,FR71,2,86461
2006,NUTS,2006,FR72,2,17572
2006,NUTS,2006,FR81,2,14965
2006,NUTS,2006,FR82,2,83704
2006,NUTS,2006,FR83,2,76982
2006,NUTS,2006,FR91,2,76291
2006,NUTS,2006,FR92,2,92200
2006,NUTS,2006,FR93,2,3837
2006,NUTS,2006,FR94,2,95618
2006,NUTS,2006,GR11,2,67048
2006,NUTS,2006,GR12,2,87002
2006,NUTS,2006,GR13,2,52696
2006,NUTS,2006,GR14,2,56200
2006,NUTS,2006,GR21,2,12662
2006,NUTS,2006,GR22,2,56069
2006,NUTS,2006,GR23,2,16634
2006,NUTS,2006,GR24,2,55822
2006,NUTS,2006,GR25,2,92029
2006,NUTS,2006,GR30,2,53545
2006,NUTS,2006,GR41,2,78237
2006,NUTS,2006,GR42,2,60138
2006,NUTS,2006,GR43,2,38865
2006,NUTS,2006,HR01,2,60270
2006,NUTS,2006,HR02,2,25585
2006,NUTS,2006,HR03,2,24335
2006,NUTS,2006,HU10,2,33038
2006,NUTS,2006,HU21,2,17348
2006,NUTS,2006,HU22,2,15105
2006,NUTS,2006,HU23,2,57955
2006,NUTS,2006,HU31,2,2058
2006,NUTS,2006,HU32,2,91177
2006,NUTS,2006,HU33,2,27366
2006,NUTS,2006,IE01,2,90544
2006,NUTS,2006,IE02,2,37693
2006,NUTS,2006,IS00,2,76391
2006,NUTS,2006,ITC1,2,62032
2006,NUTS,2006,ITC2,2,98186
2006,NUTS,2006,ITC3,2,95653
2006,NUTS,2006,ITC4,2,56463
2006,NUTS,2006,ITD1,2,31329
2006,NUTS,2006,ITD2,2,3541
2006,NUTS,2006,ITD3,2,89808
2006,NUTS,2006,ITD4,2,90404
2006,NUTS,2006,ITD5,2,68061
2006,NUTS,2006,ITE1,2,18706
2006,NUTS,2006,ITE2,2,10755
2006,NUTS,2006,ITE3,2,4416
2006,NUTS,2006,ITE4,2,90753
2006,NUTS,2006,ITF1,2,76711
2006,NUTS,2006,ITF2,2,76511
2006,NUTS,2006,ITF3,2,84235
2006,NUTS,2006,ITF4,2,19709
2006,NUTS,2006,ITF5,2,27738
2006,NUTS,2006,ITF6,2,29472
2006,NUTS,2006,ITG1,2,8829
2006,NUTS,2006,ITG2,2,90302
2006,NUTS,2006,LI00,2,35977
2006,NUTS,2006,LT00,2,46754
2006,NUTS,2006,LU00,2,44423
2006,NUTS,2006,LV00,2,79521
2006,NUTS,2006,ME00,2,15385
2006,NUTS,2006,MK00,2,90154
2006,NUTS,2006,MT00,2,47519
2006,NUTS,2006,NL11,2,37524
2006,NUTS,2006,NL12,2,92597
2006,NUTS,2006,NL13,2,17297
2006,NUTS,2006,NL21,2,98204
2006,NUTS,2006,NL22,2,26434
2006,NUTS,2006,NL23,2,29091
2006,NUTS,2006,NL31,2,17546
2006,NUTS,2006,NL32,2,30883
2006,NUTS,2006,NL33,2,53721
2006,NUTS,2006,NL34,2,56721
2006,NUTS,2006,NL41,2,67589
2006,NUTS,2006,NL42,2,54611
2006,NUTS,2006,NO01,2,77578
2006,NUTS,2006,NO02,2,2381
2006,NUTS,2006,NO03,2,686
2006,NUTS,2006,NO04,2,29799
2006,NUTS,2006,NO05,2,76730
2006,NUTS,2006,NO06,2,96760
2006,NUTS,2006,NO07,2,94949
2006,NUTS,2006,PL11,2,86217
2006,NUTS,2006,PL12,2,77053
2006,NUTS,2006,PL21,2,33098
2006,NUTS,2006,PL22,2,59671
2006,NUTS,2006,PL31,2,17695
2006,NUTS,2006,PL32,2,98272
2006,NUTS,2006,PL33,2,48504
2006,NUTS,2006,PL34,2,53977
2006,NUTS,2006,PL41,2,31859
2006,NUTS,2006,PL42,2,91775
2006,NUTS,2006,PL43,2,31180
2006,NUTS,2006,PL51,2,57348
2006,NUTS,2006,PL52,2,17393
2006,NUTS,2006,PL61,2,75206
2006,NUTS,2006,PL62,2,34230
2006,NUTS,2006,PL63,2,52224
2006,NUTS,2006,PT11,2,36401
2006,NUTS,2006,PT15,2,56912
2006,NUTS,2006,PT16,2,57077
2006,NUTS,2006,PT17,2,43446
2006,NUTS,2006,PT18,2,4926
2006,NUTS,2006,PT20,2,80379
2006,NUTS,2006,PT30,2,58033
2006,NUTS,2006,RO11,2,60618
2006,NUTS,2006,RO12,2,71347
2006,NUTS,2006,RO21,2,35364
2006,NUTS,2006,RO22,2,77535
2006,NUTS,2006,RO31,2,884
2006,NUTS,2006,RO32,2,87261
2006,NUTS,2006,RO41,2,94787
2006,NUTS,2006,RO42,2,35580
2006,NUTS,2006,SE11,2,64229
2006,NUTS,2006,SE12,2,2905
2006,NUTS,2006,SE21,2,9157
2006,NUTS,2006,SE22,2,54434
2006,NUTS,2006,SE23,2,33318
2006,NUTS,2006,SE31,2,89068
2006,NUTS,2006,SE32,2,39712
2006,NUTS,2006,SE33,2,89347
2006,NUTS,2006,SI01,2,38885
2006,NUTS,2006,SI02,2,98741
2006,NUTS,2006,SK01,2,21782
2006,NUTS,2006,SK02,2,38389
2006,NUTS,2006,SK03,2,36790
2006,NUTS,2006,SK04,2,76096
2006,NUTS,2006,TR10,2,86085
2006,NUTS,2006,TR21,2,96936
2006,NUTS,2006,TR22,2,19656
2006,NUTS,2006,TR31,2,98565
2006,NUTS,2006,TR32,2,58394
2006,NUTS,2006,TR33,2,94648
2006,NUTS,2006,TR41,2,4713
2006,NUTS,2006,TR42,2,16685
2006,NUTS,2006,TR51,2,71121
2006,NUTS,2006,TR52,2,77044
2006,NUTS,2006,TR61,2,99023
2006,NUTS,2006,TR62,2,11878
2006,NUTS,2006,TR63,2,18568
2006,NUTS,2006,TR71,2,52456
2006,NUTS,2006,TR72,2,76903
2006,NUTS,2006,TR81,2,67182
2006,NUTS,2006,TR82,2,98914
2006,NUTS,2006,TR83,2,21218
2006,NUTS,2006,TR90,2,69322
2006,NUTS,2006,TRA1,2,59156
2006,NUTS,2006,TRA2,2,4273
2006,NUTS,2006,TRB1,2,75089
2006,NUTS,2006,TRB2,2,89288
2006,NUTS,2006,TRC1,2,9721
2006,NUTS,2006,TRC2,2,51432
2006,NUTS,2006,TRC3,2,75396
2006,NUTS,2006,UKC1,2,57360
2006,NUTS,2006,UKC2,2,59531
2006,NUTS,2006,UKD1,2,8065
2006,NUTS,2006,UKD2,2,95908
2006,NUTS,2006,UKD3,2,86186
2006,NUTS,2006,UKD4,2,79882
2006,NUTS,2006,UKD5,2,20538
2006,NUTS,2006,UKE1,2,24404
2006,NUTS,2006,UKE2,2,81583
2006,NUTS,2006,UKE3,2,14719
2006,NUTS,2006,UKE4,2,77602
2006,NUTS,2006,UKF1,2,9132
2006,NUTS,2006,UKF2,2,45279
2006,NUTS,2006,UKF3,2,22952
2006,NUTS,2006,UKG1,2,80007
2006,NUTS,2006,UKG2,2,41555
2006,NUTS,2006,UKG3,2,49437
2006,NUTS,2006,UKH1,2,25737
2006,NUTS,2006,UKH2,2,57015
2006,NUTS,2006,UKH3,2,62249
2006,NUTS,2006,UKI1,2,41215
2006,NUTS,2006,UKI2,2,97790
2006,NUTS,2006,UKJ1,2,45727
2006,NUTS,2006,UKJ2,2,99713
2006,NUTS,2006,UKJ3,2,92815
2006,NUTS,2006,UKJ4,2,65188
2006,NUTS,2006,UKK1,2,2826
2006,NUTS,2006,UKK2,2,70271
2006,NUTS,2006,UKK3,2,72230
2006,NUTS,2006,UKK4,2,20226
2006,NUTS,2006,UKL1,2,94167
2006,NUTS,2006,UKL2,2,53219
2006,NUTS,2006,UKM2,2,9713
2006,NUTS,2006,UKM3,2,10606
2006,NUTS,2006,UKM5,2,52282
2006,NUTS,2006,UKM6,2,74884
2006,NUTS,2006,UKN0,2,40810
2006,NUTS,2006,AT111,3,74257
2006,NUTS,2006,AT112,3,14270
2006,NUTS,2006,AT113,3,40859
2006,NUTS,2006,AT121,3,27197
2006,NUTS,2006,AT122,3,87735
2006,NUTS,2006,AT123,3,46867
2006,NUTS,2006,AT124,3,81128
2006,NUTS,2006,AT125,3,9304
2006,NUTS,2006,AT126,3,19630
2006,NUTS,2006,AT127,3,23330
2006,NUTS,2006,AT130,3,8327
2006,NUTS,2006,AT211,3,37339
2006,NUTS,2006,AT212,3,35133
2006,NUTS,2006,AT213,3,70858
2006,NUTS,2006,AT221,3,57675
2006,NUTS,2006,AT222,3,69544
2006,NUTS,2006,AT223,3,67220
2006,NUTS,2006,AT224,3,37811
2006,NUTS,2006,AT225,3,42889
2006,NUTS,2006,AT226,3,60942
2006,NUTS,2006,AT311,3,5847
2006,NUTS,2006,AT312,3,93234
2006,NUTS,2006,AT313,3,56098
2006,NUTS,2006,AT314,3,34581
2006,NUTS,2006,AT315,3,83742
2006,NUTS,2006,AT321,3,25811
2006,NUTS,2006,AT322,3,1511
2006,NUTS,2006,AT323,3,48545
2006,NUTS,2006,AT331,3,56694
2006,NUTS,2006,AT332,3,53226
2006,NUTS,2006,AT333,3,83863
2006,NUTS,2006,AT334,3,89445
2006,NUTS,2006,AT335,3,87068
2006,NUTS,2006,AT341,3,1151
2006,NUTS,2006,AT342,3,71707
2006,NUTS,2006,BE100,3,65983
2006,NUTS,2006,BE211,3,8607
2006,NUTS,2006,BE212,3,60824
2006,NUTS,2006,BE213,3,33398
2006,NUTS,2006,BE221,3,33171
2006,NUTS,2006,BE222,3,49254
2006,NUTS,2006,BE223,3,88054
2006,NUTS,2006,BE231,3,49100
2006,NUTS,2006,BE232,3,92748
2006,NUTS,2006,BE233,3,44083
2006,NUTS,2006,BE234,3,93599
2006,NUTS,2006,BE235,3,91609
2006,NUTS,2006,BE236,3,50872
2006,NUTS,2006,BE241,3,75133
2006,NUTS,2006,BE242,3,27896
2006,NUTS,2006,BE251,3,25325
2006,NUTS,2006,BE252,3,67218
2006,NUTS,2006,BE253,3,96221
2006,NUTS,2006,BE254,3,57486
2006,NUTS,2006,BE255,3,83025
2006,NUTS,2006,BE256,3,67637
2006,NUTS,2006,BE257,3,28883
2006,NUTS,2006,BE258,3,83189
2006,NUTS,2006,BE310,3,11000
2006,NUTS,2006,BE321,3,19183
2006,NUTS,2006,BE322,3,11224
2006,NUTS,2006,BE323,3,31691
2006,NUTS,2006,BE324,3,56192
2006,NUTS,2006,BE325,3,38060
2006,NUTS,2006,BE326,3,97845
2006,NUTS,2006,BE327,3,43147
2006,NUTS,2006,BE331,3,66012
2006,NUTS,2006,BE332,3,5556
2006,NUTS,2006,BE334,3,29433
2006,NUTS,2006,BE335,3,72662
2006,NUTS,2006,BE336,3,37276
2006,NUTS,2006,BE341,3,20816
2006,NUTS,2006,BE342,3,87296
2006,NUTS,2006,BE343,3,27680
2006,NUTS,2006,BE344,3,52521
2006,NUTS,2006,BE345,3,62280
2006,NUTS,2006,BE351,3,61845
2006,NUTS,2006,BE352,3,63800
2006,NUTS,2006,BE353,3,55234
2006,NUTS,2006,BG311,3,50551
2006,NUTS,2006,BG312,3,55570
2006,NUTS,2006,BG313,3,8767
2006,NUTS,2006,BG314,3,44582
2006,NUTS,2006,BG315,3,48160
2006,NUTS,2006,BG321,3,29491
2006,NUTS,2006,BG322,3,93569
2006,NUTS,2006,BG323,3,31353
2006,NUTS,2006,BG324,3,29678
2006,NUTS,2006,BG325,3,56758
2006,NUTS,2006,BG331,3,89709
2006,NUTS,2006,BG332,3,68806
2006,NUTS,2006,BG333,3,73352
2006,NUTS,2006,BG334,3,126
2006,NUTS,2006,BG341,3,52394
2006,NUTS,2006,BG342,3,31808
2006,NUTS,2006,BG343,3,67824
2006,NUTS,2006,BG344,3,42008
2006,NUTS,2006,BG411,3,6027
2006,NUTS,2006,BG412,3,73634
2006,NUTS,2006,BG413,3,51723
2006,NUTS,2006,BG414,3,95032
2006,NUTS,2006,BG415,3,30511
2006,NUTS,2006,BG421,3,54481
2006,NUTS,2006,BG422,3,86308
2006,NUTS,2006,BG423,3,62456
2006,NUTS,2006,BG424,3,76542
2006,NUTS,2006,BG425,3,99904
2006,NUTS,2006,CH011,3,10324
2006,NUTS,2006,CH012,3,41965
2006,NUTS,2006,CH013,3,36304
2006,NUTS,2006,CH021,3,36709
2006,NUTS,2006,CH022,3,71819
2006,NUTS,2006,CH023,3,98677
2006,NUTS,2006,CH024,3,86552
2006,NUTS,2006,CH025,3,85814
2006,NUTS,2006,CH031,3,58875
2006,NUTS,2006,CH032,3,52806
2006,NUTS,2006,CH033,3,38090
2006,NUTS,2006,CH040,3,67692
2006,NUTS,2006,CH051,3,69945
2006,NUTS,2006,CH052,3,45944
2006,NUTS,2006,CH053,3,26790
2006,NUTS,2006,CH054,3,54939
2006,NUTS,2006,CH055,3,85840
2006,NUTS,2006,CH056,3,57549
2006,NUTS,2006,CH057,3,12230
2006,NUTS,2006,CH061,3,57028
2006,NUTS,2006,CH062,3,63104
2006,NUTS,2006,CH063,3,82307
2006,NUTS,2006,CH064,3,12812
2006,NUTS,2006,CH065,3,35194
2006,NUTS,2006,CH066,3,2979
2006,NUTS,2006,CH070,3,16255
2006,NUTS,2006,CY000,3,83512
2006,NUTS,2006,CZ010,3,31903
2006,NUTS,2006,CZ020,3,67799
2006,NUTS,2006,CZ031,3,50212
2006,NUTS,2006,CZ032,3,21785
2006,NUTS,2006,CZ041,3,59383
2006,NUTS,2006,CZ042,3,44609
2006,NUTS,2006,CZ051,3,90893
2006,NUTS,2006,CZ052,3,71700
2006,NUTS,2006,CZ053,3,61750
2006,NUTS,2006,CZ063,3,12277
2006,NUTS,2006,CZ064,3,13513
2006,NUTS,2006,CZ071,3,64412
2006,NUTS,2006,CZ072,3,95810
2006,NUTS,2006,CZ080,3,49676
2006,NUTS,2006,DE111,3,33002
2006,NUTS,2006,DE112,3,84542
2006,NUTS,2006,DE113,3,73225
2006,NUTS,2006,DE114,3,84270
2006,NUTS,2006,DE115,3,85893
2006,NUTS,2006,DE116,3,19647
2006,NUTS,2006,DE117,3,45829
2006,NUTS,2006,DE118,3,92593
2006,NUTS,2006,DE119,3,97776
2006,NUTS,2006,DE11A,3,75369
2006,NUTS,2006,DE11B,3,77484
2006,NUTS,2006,DE11C,3,60124
2006,NUTS,2006,DE11D,3,98155
2006,NUTS,2006,DE121,3,67970
2006,NUTS,2006,DE122,3,77445
2006,NUTS,2006,DE123,3,43193
2006,NUTS,2006,DE124,3,82461
2006,NUTS,2006,DE125,3,66184
2006,NUTS,2006,DE126,3,89339
2006,NUTS,2006,DE127,3,87079
2006,NUTS,2006,DE128,3,8635
2006,NUTS,2006,DE129,3,64834
2006,NUTS,2006,DE12A,3,69525
2006,NUTS,2006,DE12B,3,11672
2006,NUTS,2006,DE12C,3,67564
2006,NUTS,2006,DE131,3,98097
2006,NUTS,2006,DE132,3,70245
2006,NUTS,2006,DE133,3,15433
2006,NUTS,2006,DE134,3,37355
2006,NUTS,2006,DE135,3,13646
2006,NUTS,2006,DE136,3,76496
2006,NUTS,2006,DE137,3,12615
2006,NUTS,2006,DE138,3,38719
2006,NUTS,2006,DE139,3,25381
2006,NUTS,2006,DE13A,3,78886
2006,NUTS,2006,DE141,3,97898
2006,NUTS,2006,DE142,3,29574
2006,NUTS,2006,DE143,3,45219
2006,NUTS,2006,DE144,3,38499
2006,NUTS,2006,DE145,3,84244
2006,NUTS,2006,DE146,3,95912
2006,NUTS,2006,DE147,3,27936
2006,NUTS,2006,DE148,3,11998
2006,NUTS,2006,DE149,3,59020
2006,NUTS,2006,DE211,3,12112
2006,NUTS,2006,DE212,3,53041
2006,NUTS,2006,DE213,3,66446
2006,NUTS,2006,DE214,3,59900
2006,NUTS,2006,DE215,3,64559
2006,NUTS,2006,DE216,3,42228
2006,NUTS,2006,DE217,3,72412
2006,NUTS,2006,DE218,3,74907
2006,NUTS,2006,DE219,3,71591
2006,NUTS,2006,DE21A,3,66938
2006,NUTS,2006,DE21B,3,83489
2006,NUTS,2006,DE21C,3,50072
2006,NUTS,2006,DE21D,3,59340
2006,NUTS,2006,DE21E,3,53340
2006,NUTS,2006,DE21F,3,55760
2006,NUTS,2006,DE21G,3,32876
2006,NUTS,2006,DE21H,3,18697
2006,NUTS,2006,DE21I,3,40539
2006,NUTS,2006,DE21J,3,65888
2006,NUTS,2006,DE21K,3,85834
2006,NUTS,2006,DE21L,3,84206
2006,NUTS,2006,DE21M,3,75913
2006,NUTS,2006,DE21N,3,68234
2006,NUTS,2006,DE221,3,15625
2006,NUTS,2006,DE222,3,91159
2006,NUTS,2006,DE223,3,50886
2006,NUTS,2006,DE224,3,52095
2006,NUTS,2006,DE225,3,66890
2006,NUTS,2006,DE226,3,56153
2006,NUTS,2006,DE227,3,37309
2006,NUTS,2006,DE228,3,31944
2006,NUTS,2006,DE229,3,30486
