year,region_type,region_year_spec,region_id,region_level,ranie
2008,NUTS,2006,NL42,2,65
2008,NUTS,2006,NO01,2,99
2008,NUTS,2006,NO02,2,27
2008,NUTS,2006,NO03,2,68
2008,NUTS,2006,NO04,2,73
2008,NUTS,2006,NO05,2,76
2008,NUTS,2006,NO06,2,64
2008,NUTS,2006,NO07,2,42
2008,NUTS,2006,PL11,2,49
2008,NUTS,2006,PL12,2,48
2008,NUTS,2006,PL21,2,42
2008,NUTS,2006,PL22,2,94
2008,NUTS,2006,PL31,2,78
2008,NUTS,2006,PL32,2,70
2008,NUTS,2006,PL33,2,92
2008,NUTS,2006,PL34,2,97
2008,NUTS,2006,PL41,2,27
2008,NUTS,2006,PL42,2,94
2008,NUTS,2006,PL43,2,90
2008,NUTS,2006,PL51,2,100
2008,NUTS,2006,PL52,2,28
2008,NUTS,2006,PL61,2,27
2008,NUTS,2006,PL62,2,49
2008,NUTS,2006,PL63,2,40
2008,NUTS,2006,PT11,2,87
2008,NUTS,2006,PT15,2,36
2008,NUTS,2006,PT16,2,69
2008,NUTS,2006,PT17,2,67
2008,NUTS,2006,PT18,2,19
2008,NUTS,2006,PT20,2,68
2008,NUTS,2006,PT30,2,13
2008,NUTS,2006,RO11,2,96
2008,NUTS,2006,RO12,2,64
2008,NUTS,2006,RO21,2,80
2008,NUTS,2006,RO22,2,32
2008,NUTS,2006,RO31,2,4
2008,NUTS,2006,RO32,2,82
2008,NUTS,2006,RO41,2,58
2008,NUTS,2006,RO42,2,55
2008,NUTS,2006,SE11,2,25
2008,NUTS,2006,SE12,2,20
2008,NUTS,2006,SE21,2,27
2008,NUTS,2006,SE22,2,28
2008,NUTS,2006,SE23,2,3
2008,NUTS,2006,SE31,2,77
2008,NUTS,2006,SE32,2,19
2008,NUTS,2006,SE33,2,41
2008,NUTS,2006,SI01,2,83
2008,NUTS,2006,SI02,2,3
2008,NUTS,2006,SK01,2,67
2008,NUTS,2006,SK02,2,20
2008,NUTS,2006,SK03,2,32
2008,NUTS,2006,SK04,2,12
2008,NUTS,2006,TR10,2,44
2008,NUTS,2006,TR21,2,19
2008,NUTS,2006,TR22,2,33
2008,NUTS,2006,TR31,2,52
2008,NUTS,2006,TR32,2,43
2008,NUTS,2006,TR33,2,16
2008,NUTS,2006,TR41,2,64
2008,NUTS,2006,TR42,2,41
2008,NUTS,2006,TR51,2,55
2008,NUTS,2006,TR52,2,69
2008,NUTS,2006,TR61,2,85
2008,NUTS,2006,TR62,2,1
2008,NUTS,2006,TR63,2,46
2008,NUTS,2006,TR71,2,22
2008,NUTS,2006,TR72,2,27
2008,NUTS,2006,TR81,2,46
2008,NUTS,2006,TR82,2,33
2008,NUTS,2006,TR83,2,27
2008,NUTS,2006,TR90,2,29
2008,NUTS,2006,TRA1,2,99
2008,NUTS,2006,TRA2,2,64
2008,NUTS,2006,TRB1,2,64
2008,NUTS,2006,TRB2,2,100
2008,NUTS,2006,TRC1,2,78
2008,NUTS,2006,TRC2,2,78
2008,NUTS,2006,TRC3,2,18
2008,NUTS,2006,UKC1,2,73
2008,NUTS,2006,UKC2,2,9
2008,NUTS,2006,UKD1,2,60
2008,NUTS,2006,UKD2,2,85
2008,NUTS,2006,UKD3,2,76
2008,NUTS,2006,UKD4,2,29
2008,NUTS,2006,UKD5,2,20
2008,NUTS,2006,UKE1,2,29
2008,NUTS,2006,UKE2,2,76
2008,NUTS,2006,UKE3,2,13
2008,NUTS,2006,UKE4,2,73
2008,NUTS,2006,UKF1,2,85
2008,NUTS,2006,UKF2,2,19
2008,NUTS,2006,UKF3,2,49
2008,NUTS,2006,UKG1,2,21
2008,NUTS,2006,UKG2,2,42
2008,NUTS,2006,UKG3,2,71
2008,NUTS,2006,UKH1,2,4
2008,NUTS,2006,UKH2,2,85
2008,NUTS,2006,UKH3,2,37
2008,NUTS,2006,UKI1,2,32
2008,NUTS,2006,UKI2,2,29
2008,NUTS,2006,UKJ1,2,6
2008,NUTS,2006,UKJ2,2,22
2008,NUTS,2006,UKJ3,2,33
2008,NUTS,2006,UKJ4,2,66
2008,NUTS,2006,UKK1,2,26
2008,NUTS,2006,UKK2,2,30
2008,NUTS,2006,UKK3,2,86
2008,NUTS,2006,UKK4,2,100
2008,NUTS,2006,UKL1,2,28
2008,NUTS,2006,UKL2,2,44
2008,NUTS,2006,UKM2,2,72
2008,NUTS,2006,UKM3,2,2
2008,NUTS,2006,UKM5,2,37
2008,NUTS,2006,UKM6,2,68
2008,NUTS,2006,UKN0,2,89
2008,NUTS,2006,AT111,3,15
2008,NUTS,2006,AT112,3,67
2008,NUTS,2006,AT113,3,8
2008,NUTS,2006,AT121,3,28
2008,NUTS,2006,AT122,3,70
2008,NUTS,2006,AT123,3,64
2008,NUTS,2006,AT124,3,34
2008,NUTS,2006,AT125,3,38
2008,NUTS,2006,AT126,3,10
2008,NUTS,2006,AT127,3,70
2008,NUTS,2006,AT130,3,54
2008,NUTS,2006,AT211,3,81
2008,NUTS,2006,AT212,3,7
2008,NUTS,2006,AT213,3,28
2008,NUTS,2006,AT221,3,87
2008,NUTS,2006,AT222,3,12
2008,NUTS,2006,AT223,3,49
2008,NUTS,2006,AT224,3,99
2008,NUTS,2006,AT225,3,95
2008,NUTS,2006,AT226,3,97
2008,NUTS,2006,AT311,3,67
2008,NUTS,2006,AT312,3,74
2008,NUTS,2006,AT313,3,50
2008,NUTS,2006,AT314,3,15
2008,NUTS,2006,AT315,3,43
2008,NUTS,2006,AT321,3,63
2008,NUTS,2006,AT322,3,43
2008,NUTS,2006,AT323,3,95
2008,NUTS,2006,AT331,3,30
2008,NUTS,2006,AT332,3,63
2008,NUTS,2006,AT333,3,98
2008,NUTS,2006,AT334,3,62
2008,NUTS,2006,AT335,3,45
2008,NUTS,2006,AT341,3,40
2008,NUTS,2006,AT342,3,25
2008,NUTS,2006,BE100,3,9
2008,NUTS,2006,BE211,3,97
2008,NUTS,2006,BE212,3,95
2008,NUTS,2006,BE213,3,59
2008,NUTS,2006,BE221,3,84
2008,NUTS,2006,BE222,3,30
2008,NUTS,2006,BE223,3,6
2008,NUTS,2006,BE231,3,49
2008,NUTS,2006,BE232,3,47
2008,NUTS,2006,BE233,3,19
2008,NUTS,2006,BE234,3,49
2008,NUTS,2006,BE235,3,60
2008,NUTS,2006,BE236,3,57
2008,NUTS,2006,BE241,3,8
2008,NUTS,2006,BE242,3,37
2008,NUTS,2006,BE251,3,81
2008,NUTS,2006,BE252,3,41
2008,NUTS,2006,BE253,3,64
2008,NUTS,2006,BE254,3,70
2008,NUTS,2006,BE255,3,6
2008,NUTS,2006,BE256,3,49
2008,NUTS,2006,BE257,3,51
2008,NUTS,2006,BE258,3,94
2008,NUTS,2006,BE310,3,80
2008,NUTS,2006,BE321,3,9
2008,NUTS,2006,BE322,3,3
2008,NUTS,2006,BE323,3,22
2008,NUTS,2006,BE324,3,69
2008,NUTS,2006,BE325,3,13
2008,NUTS,2006,BE326,3,53
2008,NUTS,2006,BE327,3,66
2008,NUTS,2006,BE331,3,90
2008,NUTS,2006,BE332,3,46
2008,NUTS,2006,BE334,3,75
2008,NUTS,2006,BE335,3,91
2008,NUTS,2006,BE336,3,94
2008,NUTS,2006,BE341,3,35
2008,NUTS,2006,BE342,3,29
2008,NUTS,2006,BE343,3,54
2008,NUTS,2006,BE344,3,69
2008,NUTS,2006,BE345,3,63
2008,NUTS,2006,BE351,3,45
2008,NUTS,2006,BE352,3,29
2008,NUTS,2006,BE353,3,99
2008,NUTS,2006,BG311,3,84
2008,NUTS,2006,BG312,3,95
2008,NUTS,2006,BG313,3,21
2008,NUTS,2006,BG314,3,90
2008,NUTS,2006,BG315,3,57
2008,NUTS,2006,BG321,3,25
2008,NUTS,2006,BG322,3,76
2008,NUTS,2006,BG323,3,28
2008,NUTS,2006,BG324,3,40
2008,NUTS,2006,BG325,3,54
2008,NUTS,2006,BG331,3,77
2008,NUTS,2006,BG332,3,9
2008,NUTS,2006,BG333,3,71
2008,NUTS,2006,BG334,3,18
2008,NUTS,2006,BG341,3,1
2008,NUTS,2006,BG342,3,41
2008,NUTS,2006,BG343,3,3
2008,NUTS,2006,BG344,3,53
2008,NUTS,2006,BG411,3,25
2008,NUTS,2006,BG412,3,40
2008,NUTS,2006,BG413,3,3
2008,NUTS,2006,BG414,3,59
2008,NUTS,2006,BG415,3,94
2008,NUTS,2006,BG421,3,70
2008,NUTS,2006,BG422,3,89
2008,NUTS,2006,BG423,3,46
2008,NUTS,2006,BG424,3,98
2008,NUTS,2006,BG425,3,73
2008,NUTS,2006,CH011,3,91
2008,NUTS,2006,CH012,3,14
2008,NUTS,2006,CH013,3,95
2008,NUTS,2006,CH021,3,63
2008,NUTS,2006,CH022,3,53
2008,NUTS,2006,CH023,3,69
2008,NUTS,2006,CH024,3,99
2008,NUTS,2006,CH025,3,16
2008,NUTS,2006,CH031,3,26
2008,NUTS,2006,CH032,3,33
2008,NUTS,2006,CH033,3,38
2008,NUTS,2006,CH040,3,71
2008,NUTS,2006,CH051,3,43
2008,NUTS,2006,CH052,3,3
2008,NUTS,2006,CH053,3,62
2008,NUTS,2006,CH054,3,44
2008,NUTS,2006,CH055,3,47
2008,NUTS,2006,CH056,3,100
2008,NUTS,2006,CH057,3,87
2008,NUTS,2006,CH061,3,16
2008,NUTS,2006,CH062,3,83
2008,NUTS,2006,CH063,3,62
2008,NUTS,2006,CH064,3,67
2008,NUTS,2006,CH065,3,19
2008,NUTS,2006,CH066,3,48
2008,NUTS,2006,CH070,3,1
2008,NUTS,2006,CY000,3,21
2008,NUTS,2006,CZ010,3,53
2008,NUTS,2006,CZ020,3,4
2008,NUTS,2006,CZ031,3,61
2008,NUTS,2006,CZ032,3,52
2008,NUTS,2006,CZ041,3,40
2008,NUTS,2006,CZ042,3,59
2008,NUTS,2006,CZ051,3,50
2008,NUTS,2006,CZ052,3,92
2008,NUTS,2006,CZ053,3,64
2008,NUTS,2006,CZ063,3,55
2008,NUTS,2006,CZ064,3,47
2008,NUTS,2006,CZ071,3,6
2008,NUTS,2006,CZ072,3,51
2008,NUTS,2006,CZ080,3,84
2008,NUTS,2006,DE111,3,77
2008,NUTS,2006,DE112,3,63
2008,NUTS,2006,DE113,3,76
2008,NUTS,2006,DE114,3,90
2008,NUTS,2006,DE115,3,83
2008,NUTS,2006,DE116,3,97
2008,NUTS,2006,DE117,3,79
2008,NUTS,2006,DE118,3,33
2008,NUTS,2006,DE119,3,75
2008,NUTS,2006,DE11A,3,9
2008,NUTS,2006,DE11B,3,62
2008,NUTS,2006,DE11C,3,62
2008,NUTS,2006,DE11D,3,52
2008,NUTS,2006,DE121,3,56
2008,NUTS,2006,DE122,3,7
2008,NUTS,2006,DE123,3,77
2008,NUTS,2006,DE124,3,90
2008,NUTS,2006,DE125,3,13
2008,NUTS,2006,DE126,3,73
2008,NUTS,2006,DE127,3,64
2008,NUTS,2006,DE128,3,80
2008,NUTS,2006,DE129,3,11
2008,NUTS,2006,DE12A,3,54
2008,NUTS,2006,DE12B,3,22
2008,NUTS,2006,DE12C,3,83
2008,NUTS,2006,DE131,3,64
2008,NUTS,2006,DE132,3,82
2008,NUTS,2006,DE133,3,93
2008,NUTS,2006,DE134,3,59
2008,NUTS,2006,DE135,3,41
2008,NUTS,2006,DE136,3,30
2008,NUTS,2006,DE137,3,83
2008,NUTS,2006,DE138,3,59
2008,NUTS,2006,DE139,3,76
2008,NUTS,2006,DE13A,3,10
2008,NUTS,2006,DE141,3,35
2008,NUTS,2006,DE142,3,44
2008,NUTS,2006,DE143,3,28
2008,NUTS,2006,DE144,3,87
2008,NUTS,2006,DE145,3,67
2008,NUTS,2006,DE146,3,43
2008,NUTS,2006,DE147,3,26
2008,NUTS,2006,DE148,3,13
2008,NUTS,2006,DE149,3,8
2008,NUTS,2006,DE211,3,86
2008,NUTS,2006,DE212,3,62
2008,NUTS,2006,DE213,3,38
2008,NUTS,2006,DE214,3,3
2008,NUTS,2006,DE215,3,78
2008,NUTS,2006,DE216,3,38
2008,NUTS,2006,DE217,3,38
2008,NUTS,2006,DE218,3,42
2008,NUTS,2006,DE219,3,33
2008,NUTS,2006,DE21A,3,57
2008,NUTS,2006,DE21B,3,97
2008,NUTS,2006,DE21C,3,9
2008,NUTS,2006,DE21D,3,53
2008,NUTS,2006,DE21E,3,65
2008,NUTS,2006,DE21F,3,33
2008,NUTS,2006,DE21G,3,33
2008,NUTS,2006,DE21H,3,57
2008,NUTS,2006,DE21I,3,25
2008,NUTS,2006,DE21J,3,100
2008,NUTS,2006,DE21K,3,9
2008,NUTS,2006,DE21L,3,57
2008,NUTS,2006,DE21M,3,43
2008,NUTS,2006,DE21N,3,45
2008,NUTS,2006,DE221,3,89
2008,NUTS,2006,DE222,3,60
2008,NUTS,2006,DE223,3,10
2008,NUTS,2006,DE224,3,88
2008,NUTS,2006,DE225,3,52
2008,NUTS,2006,DE226,3,58
2008,NUTS,2006,DE227,3,78
2008,NUTS,2006,DE228,3,24
2008,NUTS,2006,DE229,3,42
2008,NUTS,2006,DE22A,3,76
2008,NUTS,2006,DE22B,3,94
2008,NUTS,2006,DE22C,3,56
2008,NUTS,2006,DE231,3,98
2008,NUTS,2006,DE232,3,27
2008,NUTS,2006,DE233,3,71
2008,NUTS,2006,DE234,3,94
2008,NUTS,2006,DE235,3,75
2008,NUTS,2006,DE236,3,1
2008,NUTS,2006,DE237,3,14
2008,NUTS,2006,DE238,3,59
2008,NUTS,2006,DE239,3,70
2008,NUTS,2006,DE23A,3,99
2008,NUTS,2006,DE241,3,38
2008,NUTS,2006,DE242,3,4
2008,NUTS,2006,DE243,3,1
2008,NUTS,2006,DE244,3,51
2008,NUTS,2006,DE245,3,34
2008,NUTS,2006,DE246,3,60
2008,NUTS,2006,DE247,3,42
2008,NUTS,2006,DE248,3,5
2008,NUTS,2006,DE249,3,7
2008,NUTS,2006,DE24A,3,37
2008,NUTS,2006,DE24B,3,1
2008,NUTS,2006,DE24C,3,98
2008,NUTS,2006,DE24D,3,50
2008,NUTS,2006,DE251,3,3
2008,NUTS,2006,DE252,3,51
2008,NUTS,2006,DE253,3,35
2008,NUTS,2006,DE254,3,4
2008,NUTS,2006,DE255,3,50
2008,NUTS,2006,DE256,3,3
2008,NUTS,2006,DE257,3,33
2008,NUTS,2006,DE258,3,40
2008,NUTS,2006,DE259,3,16
